Season,League,Team,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1
2020-2021,Bundesliga,RB Leipzig,Alexander Sørloth,no NOR,FW,24,16,58,3.62,46,0,3,6,2,1,4,0.25,3,0,0,1,0,0
2020-2021,Bundesliga,RB Leipzig,Justin Kluivert,nl NED,"FW,MF",21,9,28,3.11,19,0,4,2,3,0,3,0.33,0,0,2,1,0,0
2020-2021,Bundesliga,RB Leipzig,Ibrahima Konaté,fr FRA,DF,21,7.7,2,0.26,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Benjamin Henrichs,de GER,"DF,MF",23,6,7,1.16,7,0,0,0,0,0,1,0.17,1,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Hwang Hee-chan,kr KOR,"FW,MF",24,5.1,10,1.96,5,0,3,1,1,0,2,0.39,1,0,0,1,0,0
2020-2021,Bundesliga,RB Leipzig,Lazar Samardzic,de GER,MF,18,2.2,3,1.35,2,0,0,0,0,1,1,0.45,1,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Josep Martinez,es ESP,GK,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Konrad Laimer,at AUT,"DF,MF",23,0.9,1,1.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Joscha Wosz,de GER,DF,18,0.4,1,2.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,RB Leipzig,Dennis Borkowski,de GER,"MF,FW",18,0.1,1,8.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Mats Hummels,de GER,DF,31,31.3,33,1.06,30,0,0,2,1,0,2,0.06,2,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Erling Haaland,no NOR,FW,20,26.7,68,2.54,42,0,14,10,2,0,18,0.67,10,0,6,2,0,0
2020-2021,Bundesliga,Dortmund,Marco Reus,de GER,"MF,FW",31,25.3,102,4.03,63,11,8,8,10,2,15,0.59,9,2,0,1,2,1
2020-2021,Bundesliga,Dortmund,Manuel Akanji,ch SUI,DF,25,26.1,22,0.84,16,1,0,3,1,1,2,0.08,2,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Raphaël Guerreiro,pt POR,DF,26,24.6,97,3.94,83,7,3,1,3,0,15,0.61,13,1,0,1,0,0
2020-2021,Bundesliga,Dortmund,Jadon Sancho,eng ENG,"FW,MF",20,22.9,125,5.46,87,22,8,5,3,0,19,0.83,15,1,1,1,1,0
2020-2021,Bundesliga,Dortmund,Emre Can,de GER,"DF,MF",26,23.7,41,1.73,34,2,3,0,0,2,8,0.34,8,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Gio Reyna,us USA,"MF,FW",17,22,73,3.32,44,8,8,3,10,0,10,0.46,6,1,1,1,1,0
2020-2021,Bundesliga,Dortmund,Jude Bellingham,eng ENG,MF,17,18.9,39,2.07,33,0,1,1,3,1,7,0.37,7,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Roman Bürki,ch SUI,GK,29,18.5,1,0.05,1,0,0,0,0,0,1,0.05,1,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Julian Brandt,de GER,"FW,MF",24,16.6,76,4.57,66,3,3,1,3,0,12,0.72,9,0,2,0,1,0
2020-2021,Bundesliga,Dortmund,Thomas Meunier,be BEL,DF,28,16.4,28,1.71,22,1,1,2,1,1,2,0.12,1,0,0,1,0,0
2020-2021,Bundesliga,Dortmund,Marwin Hitz,ch SUI,GK,32,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Mahmoud Dahoud,de GER,MF,24,14,35,2.5,27,0,3,3,1,1,6,0.43,5,0,0,0,0,1
2020-2021,Bundesliga,Dortmund,Thomas Delaney,dk DEN,MF,28,14.3,17,1.19,13,0,0,1,1,2,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Axel Witsel,be BEL,MF,31,12.6,21,1.67,18,0,0,2,1,0,1,0.08,1,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Mateu Morey,es ESP,DF,20,9.2,21,2.28,19,0,0,0,2,0,2,0.22,2,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Thorgan Hazard,be BEL,"MF,FW",27,7.3,21,2.89,14,4,1,0,1,1,3,0.41,2,1,0,0,0,0
2020-2021,Bundesliga,Dortmund,Nico Schulz,de GER,DF,27,6.8,10,1.48,9,1,0,0,0,0,3,0.44,2,1,0,0,0,0
2020-2021,Bundesliga,Dortmund,Łukasz Piszczek,pl POL,DF,35,5.1,7,1.39,6,1,0,0,0,0,1,0.2,1,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Felix Passlack,de GER,DF,22,4,8,1.99,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Dan-Axel Zagadou,fr FRA,DF,21,3.1,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Youssoufa Moukoko,de GER,"FW,MF",15,4.7,16,3.41,7,0,2,4,3,0,1,0.21,1,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Reinier,br BRA,"MF,FW",18,2.9,8,2.81,7,0,0,0,0,1,1,0.35,1,0,0,0,0,0
2020-2021,Bundesliga,Dortmund,Ansgar Knauff,de GER,"MF,FW",18,0.8,8,10,5,0,2,0,1,0,2,2.5,1,0,1,0,0,0
2020-2021,Bundesliga,Dortmund,Steffen Tigges,de GER,"FW,DF",22,0.6,1,1.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Wout Weghorst,nl NED,FW,27,32.7,77,2.36,59,0,2,11,5,0,13,0.4,10,0,0,3,0,0
2020-2021,Bundesliga,Wolfsburg,Koen Casteels,be BEL,GK,28,32,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,John Brooks,us USA,DF,27,30.8,26,0.84,22,0,1,1,0,2,1,0.03,1,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Ridle Baku,de GER,"FW,DF",22,29.8,95,3.19,76,3,5,4,6,1,15,0.5,14,0,1,0,0,0
2020-2021,Bundesliga,Wolfsburg,Xaver Schlager,at AUT,MF,22,29.2,61,2.09,50,1,3,3,3,1,6,0.21,5,0,0,1,0,0
2020-2021,Bundesliga,Wolfsburg,Maximilian Arnold,de GER,MF,26,28.7,108,3.76,48,42,2,6,10,0,12,0.42,5,4,1,0,2,0
2020-2021,Bundesliga,Wolfsburg,Maxence Lacroix,fr FRA,DF,20,28.8,25,0.87,20,0,2,3,0,0,4,0.14,3,0,0,1,0,0
2020-2021,Bundesliga,Wolfsburg,Josip Brekalo,hr CRO,FW,22,20.2,82,4.07,57,11,8,5,1,0,11,0.55,7,0,1,2,1,0
2020-2021,Bundesliga,Wolfsburg,Yannick Gerhardt,de GER,"MF,FW",26,21.5,45,2.09,33,5,1,4,2,0,6,0.28,5,0,0,1,0,0
2020-2021,Bundesliga,Wolfsburg,Paulo Otávio,br BRA,DF,25,19.3,37,1.92,32,0,3,0,2,0,4,0.21,3,0,1,0,0,0
2020-2021,Bundesliga,Wolfsburg,Kevin Mbabu,ch SUI,DF,25,18.2,42,2.3,31,3,4,1,3,0,2,0.11,2,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Renato Steffen,ch SUI,"FW,MF",28,17.4,56,3.22,42,1,4,4,4,1,8,0.46,7,0,0,0,1,0
2020-2021,Bundesliga,Wolfsburg,Jérôme Roussillon,fr FRA,DF,27,13.7,24,1.76,18,2,3,1,0,0,3,0.22,2,0,1,0,0,0
2020-2021,Bundesliga,Wolfsburg,Maximilian Philipp,de GER,MF,26,12.3,34,2.75,24,2,4,3,1,0,7,0.57,6,0,1,0,0,0
2020-2021,Bundesliga,Wolfsburg,Admir Mehmedi,ch SUI,"MF,FW",29,9.1,39,4.28,33,1,1,2,2,0,3,0.33,3,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Josuha Guilavogui,fr FRA,"MF,DF",29,8.3,14,1.69,13,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Marin Pongračić,hr CRO,DF,22,6.4,6,0.94,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,João Victor Santos Sá,br BRA,FW,26,5.2,21,4.02,15,0,2,3,0,1,1,0.19,1,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Pavao Pervan,at AUT,GK,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Bartosz Bialek,pl POL,"FW,MF",18,3,11,3.67,8,0,0,2,0,1,3,1,2,0,0,0,0,1
2020-2021,Bundesliga,Wolfsburg,Daniel Ginczek,de GER,"FW,MF",29,2.4,4,1.67,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Felix Klaus,de GER,"DF,MF",27,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Yunus Mallı,tr TUR,MF,28,0.6,2,3.16,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Tim Siersleben,de GER,DF,20,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,William,br BRA,"MF,FW",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Wolfsburg,Omar Marmoush,eg EGY,FW,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Kevin Trapp,de GER,GK,30,33,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,André Silva,pt POR,FW,24,30.7,88,2.87,60,2,8,11,6,1,15,0.49,7,0,1,3,4,0
2020-2021,Bundesliga,Eint Frankfurt,Filip Kostić,rs SRB,DF,27,28.2,124,4.4,86,29,2,5,1,1,22,0.78,15,5,0,1,0,1
2020-2021,Bundesliga,Eint Frankfurt,Martin Hinteregger,at AUT,DF,27,28.1,34,1.21,22,1,0,5,4,2,4,0.14,1,0,0,1,2,0
2020-2021,Bundesliga,Eint Frankfurt,Daichi Kamada,jp JPN,MF,23,26.2,112,4.28,73,25,1,3,8,2,17,0.65,12,3,0,0,2,0
2020-2021,Bundesliga,Eint Frankfurt,Makoto Hasebe,jp JPN,"DF,MF",36,25.4,46,1.81,41,1,0,0,3,1,2,0.08,2,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Djibril Sow,ch SUI,MF,23,24.2,46,1.9,40,1,0,0,5,0,6,0.25,5,0,0,0,1,0
2020-2021,Bundesliga,Eint Frankfurt,Obite N'Dicka,fr FRA,DF,20,22.7,24,1.06,20,2,1,1,0,0,5,0.22,4,1,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Sebastian Rode,de GER,MF,29,18.1,44,2.43,37,1,1,0,5,0,6,0.33,5,0,0,0,1,0
2020-2021,Bundesliga,Eint Frankfurt,Erik Durm,de GER,DF,28,16.4,29,1.76,20,1,2,6,0,0,6,0.37,2,0,1,3,0,0
2020-2021,Bundesliga,Eint Frankfurt,Stefan Ilsanker,at AUT,"MF,DF",31,17.5,20,1.14,16,0,1,2,0,1,1,0.06,1,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Tuta,br BRA,DF,21,16.2,13,0.8,11,0,0,0,1,1,1,0.06,0,0,0,0,1,0
2020-2021,Bundesliga,Eint Frankfurt,Amin Younes,de GER,MF,26,15.5,60,3.88,40,6,7,3,4,0,6,0.39,5,1,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,David Abraham,ar ARG,DF,34,13.6,5,0.37,3,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Aymen Barkok,ma MAR,"MF,DF",22,10.9,41,3.78,27,8,4,0,2,0,7,0.65,4,1,2,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Bas Dost,nl NED,FW,31,9.1,20,2.2,18,0,0,2,0,0,3,0.33,3,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Luka Jović,rs SRB,FW,22,9.9,18,1.81,15,0,0,3,0,0,2,0.2,1,0,0,1,0,0
2020-2021,Bundesliga,Eint Frankfurt,Almamy Touré,ml MLI,DF,24,7.8,29,3.7,24,1,3,0,0,1,3,0.38,3,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Steven Zuber,ch SUI,"DF,MF",28,6.5,25,3.84,22,0,2,0,1,0,5,0.77,4,0,1,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Timothy Chandler,us USA,DF,30,4.8,6,1.25,5,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Dominik Kohr,de GER,"MF,DF",26,2.9,5,1.73,3,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Ajdin Hrustic,au AUS,"MF,DF",24,3,11,3.61,7,2,0,1,0,1,2,0.66,0,0,0,1,0,1
2020-2021,Bundesliga,Eint Frankfurt,Danny da Costa,de GER,DF,27,1.2,4,3.27,3,0,1,0,0,0,1,0.82,1,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Elias Bördner,de GER,GK,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Eint Frankfurt,Ragnar Ache,de GER,"FW,DF",22,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Edmond Tapsoba,bf BFA,DF,21,29.5,31,1.05,29,1,0,1,0,0,2,0.07,2,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Lukáš Hrádecký,fi FIN,GK,30,28.5,2,0.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Moussa Diaby,fr FRA,"FW,MF",21,26.5,82,3.09,59,0,14,6,2,1,19,0.72,11,0,5,2,1,0
2020-2021,Bundesliga,Leverkusen,Florian Wirtz,de GER,MF,17,24.7,83,3.36,66,2,9,2,2,2,9,0.36,8,0,1,0,0,0
2020-2021,Bundesliga,Leverkusen,Leon Bailey,jm JAM,"FW,MF",22,23.8,100,4.2,57,16,12,7,8,0,13,0.55,7,4,1,1,0,0
2020-2021,Bundesliga,Leverkusen,Jonathan Tah,de GER,DF,24,24.7,7,0.28,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Nadiem Amiri,de GER,MF,23,21,80,3.81,57,13,4,6,0,0,10,0.48,8,1,1,0,0,0
2020-2021,Bundesliga,Leverkusen,Patrik Schick,cz CZE,FW,24,20.7,43,2.07,31,0,4,5,3,0,6,0.29,4,0,1,0,1,0
2020-2021,Bundesliga,Leverkusen,Kerem Demirbay,de GER,MF,27,19.4,81,4.17,50,20,3,5,3,0,7,0.36,3,2,1,1,0,0
2020-2021,Bundesliga,Leverkusen,Charles Aránguiz,cl CHI,MF,31,18.5,36,1.94,33,0,1,0,0,2,1,0.05,1,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Daley Sinkgraven,nl NED,DF,25,17.4,33,1.89,27,3,1,0,1,1,2,0.11,1,0,0,0,1,0
2020-2021,Bundesliga,Leverkusen,Wendell,br BRA,DF,27,16.2,12,0.74,11,0,0,1,0,0,2,0.12,1,0,0,1,0,0
2020-2021,Bundesliga,Leverkusen,Sven Bender,de GER,DF,31,13,12,0.92,11,0,0,1,0,0,2,0.15,2,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Lucas Alario,ar ARG,FW,27,13.8,30,2.17,22,0,2,3,3,0,3,0.22,2,0,0,1,0,0
2020-2021,Bundesliga,Leverkusen,Julian Baumgartlinger,at AUT,MF,32,11.9,20,1.68,15,0,0,1,4,0,2,0.17,1,0,0,1,0,0
2020-2021,Bundesliga,Leverkusen,Lars Bender,de GER,DF,31,10.4,17,1.63,17,0,0,0,0,0,4,0.38,4,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Aleksandar Dragović,at AUT,DF,29,12.6,20,1.59,16,2,1,1,0,0,1,0.08,1,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Karim Bellarabi,de GER,"FW,MF",30,8.9,35,3.95,25,0,6,4,0,0,1,0.11,0,0,0,1,0,0
2020-2021,Bundesliga,Leverkusen,Exequiel Palacios,ar ARG,MF,21,6.4,14,2.21,13,0,1,0,0,0,1,0.16,1,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Demarai Gray,eng ENG,FW,24,4.9,17,3.48,10,4,1,2,0,0,2,0.41,2,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Timothy Fosu-Mensah,nl NED,DF,22,4.5,7,1.54,6,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Jeremie Frimpong,nl NED,"DF,FW",19,4.8,12,2.47,11,0,1,0,0,0,4,0.82,3,0,1,0,0,0
2020-2021,Bundesliga,Leverkusen,Lennart Grill,de GER,GK,21,4,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Mitchell Weiser,de GER,DF,26,2.5,2,0.8,1,0,0,1,0,0,1,0.4,0,0,0,1,0,0
2020-2021,Bundesliga,Leverkusen,Tin Jedvaj,hr CRO,DF,24,1.7,1,0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Niklas Lomb,de GER,GK,27,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Santiago Arias,co COL,DF,28,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Paulinho,br BRA,FW,20,0.7,1,1.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Emrehan Gedikli,de GER,FW,17,0.3,1,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Leverkusen,Joel Pohjanpalo,fi FIN,MF,25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Marvin Friedrich,de GER,DF,24,34,33,0.97,25,0,1,4,0,3,5,0.15,4,0,0,1,0,0
2020-2021,Bundesliga,Union Berlin,Robin Knoche,de GER,DF,28,33.8,23,0.68,17,2,0,2,1,1,2,0.06,2,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Andreas Luthe,de GER,GK,33,30.8,3,0.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Christopher Trimmel,at AUT,"DF,FW",33,28.6,93,3.25,56,33,0,0,3,1,11,0.38,6,4,0,0,1,0
2020-2021,Bundesliga,Union Berlin,Robert Andrich,de GER,MF,25,28.1,56,2,48,0,3,2,2,1,7,0.25,6,0,0,0,1,0
2020-2021,Bundesliga,Union Berlin,Christopher Lenz,de GER,"DF,FW",25,25,48,1.92,37,5,2,1,1,2,4,0.16,4,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Marcus Ingvartsen,dk DEN,"MF,FW",24,21.8,59,2.71,35,10,4,6,3,1,11,0.5,7,2,1,0,0,1
2020-2021,Bundesliga,Union Berlin,Grischa Prömel,de GER,MF,25,20.2,43,2.13,25,1,2,4,7,4,3,0.15,0,1,0,1,1,0
2020-2021,Bundesliga,Union Berlin,Max Kruse,de GER,"FW,MF",32,18.1,67,3.7,45,13,3,4,1,1,11,0.61,9,0,0,1,0,1
2020-2021,Bundesliga,Union Berlin,Taiwo Awoniyi,ng NGA,FW,22,15.1,36,2.39,26,1,2,2,5,0,7,0.46,3,1,1,0,2,0
2020-2021,Bundesliga,Union Berlin,Nico Schlotterbeck,de GER,DF,20,14.3,23,1.61,17,0,1,1,3,1,2,0.14,2,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Sheraldo Becker,sr SUR,"FW,MF",25,12.3,38,3.1,29,0,3,3,3,0,8,0.65,7,0,0,0,1,0
2020-2021,Bundesliga,Union Berlin,Christian Gentner,de GER,MF,34,11.5,20,1.74,18,1,0,0,1,0,1,0.09,1,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Julian Ryerson,no NOR,"DF,MF",22,11.9,18,1.51,14,2,0,1,0,1,1,0.08,0,0,0,0,0,1
2020-2021,Bundesliga,Union Berlin,Joel Pohjanpalo,fi FIN,FW,25,9.5,17,1.8,12,0,0,3,2,0,2,0.21,1,0,0,1,0,0
2020-2021,Bundesliga,Union Berlin,Marius Bülter,de GER,"FW,MF",27,10.9,24,2.21,20,0,1,1,2,0,3,0.28,3,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Sebastian Griesbeck,de GER,MF,29,9.9,6,0.61,3,0,1,0,2,0,1,0.1,0,0,0,0,1,0
2020-2021,Bundesliga,Union Berlin,Petar Musa,hr CRO,FW,22,7.9,22,2.77,16,0,1,1,4,0,2,0.25,2,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Florian Hübner,de GER,DF,29,5.8,3,0.51,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Cedric Teuchert,de GER,"FW,MF",23,8.4,20,2.39,11,2,1,4,2,0,2,0.24,0,2,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Keita Endo,jp JPN,"MF,FW",22,5.1,16,3.16,8,0,1,1,4,2,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Niko Gießelmann,de GER,DF,28,4.8,9,1.88,6,1,0,0,2,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Loris Karius,de GER,GK,27,3.2,1,0.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Akaki Gogia,de GER,"FW,MF",28,1.6,4,2.55,3,0,0,0,1,0,3,1.91,2,0,0,0,1,0
2020-2021,Bundesliga,Union Berlin,Leon Dajaku,de GER,FW,19,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Tim Maciejewski,de GER,FW,19,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Union Berlin,Joshua Mees,de GER,FW,24,0.1,1,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Matthias Ginter,de GER,DF,26,34,30,0.88,28,0,1,0,1,0,5,0.15,5,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Stefan Lainer,at AUT,DF,27,30.8,68,2.21,55,3,4,2,4,0,6,0.2,3,0,1,0,2,0
2020-2021,Bundesliga,M'Gladbach,Yann Sommer,ch SUI,GK,31,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Florian Neuhaus,de GER,MF,23,29.1,75,2.57,59,1,5,5,4,1,11,0.38,9,1,0,1,0,0
2020-2021,Bundesliga,M'Gladbach,Nico Elvedi,ch SUI,DF,23,28.2,12,0.43,9,0,0,2,0,1,3,0.11,2,0,0,1,0,0
2020-2021,Bundesliga,M'Gladbach,Christoph Kramer,de GER,MF,29,22.6,40,1.77,34,1,0,1,3,1,5,0.22,5,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Lars Stindl,de GER,"MF,FW",31,21.8,85,3.9,62,12,0,7,3,1,13,0.6,8,1,0,3,1,0
2020-2021,Bundesliga,M'Gladbach,Jonas Hofmann,de GER,"FW,MF",28,20.2,88,4.36,42,40,2,1,3,0,11,0.54,5,6,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Ramy Bensebaini,dz ALG,DF,25,20.1,24,1.19,19,0,2,1,1,1,4,0.2,1,0,1,1,1,0
2020-2021,Bundesliga,M'Gladbach,Marcus Thuram,fr FRA,"FW,MF",22,19.2,55,2.86,27,0,8,10,9,1,13,0.68,5,0,1,3,4,0
2020-2021,Bundesliga,M'Gladbach,Alassane Pléa,fr FRA,FW,27,20,76,3.79,57,0,6,8,4,1,9,0.45,8,0,0,1,0,0
2020-2021,Bundesliga,M'Gladbach,Breel Embolo,ch SUI,"FW,MF",23,16,54,3.38,33,0,4,10,6,1,10,0.63,4,0,0,3,3,0
2020-2021,Bundesliga,M'Gladbach,Denis Zakaria,ch SUI,"MF,DF",23,15.8,21,1.33,16,0,3,2,0,0,2,0.13,2,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Oscar Wendt,se SWE,DF,34,13.9,18,1.29,11,6,0,1,0,0,2,0.14,1,0,0,1,0,0
2020-2021,Bundesliga,M'Gladbach,Hannes Wolf,at AUT,"MF,FW",21,15.3,38,2.48,35,0,1,0,2,0,8,0.52,7,0,0,0,1,0
2020-2021,Bundesliga,M'Gladbach,Valentino Lazaro,at AUT,"DF,FW",24,13.8,34,2.47,29,3,0,1,1,0,2,0.15,2,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Patrick Herrmann,de GER,"FW,MF",29,9.7,45,4.62,30,7,3,2,3,0,3,0.31,3,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Tobias Sippel,de GER,GK,32,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Tony Jantschke,de GER,DF,30,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Louis Beyer,de GER,DF,20,2.1,3,1.44,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,László Bénes,sk SVK,MF,22,1.7,7,4.2,1,4,0,0,2,0,2,1.2,0,1,0,0,1,0
2020-2021,Bundesliga,M'Gladbach,Ibrahima Traoré,gn GUI,"FW,DF",32,1.1,1,0.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,M'Gladbach,Rocco Reitz,de GER,MF,18,0.7,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Stuttgart,Gregor Kobel,ch SUI,GK,22,33,3,0.09,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Bundesliga,Stuttgart,Wataru Endo,jp JPN,MF,27,32.8,74,2.25,62,1,0,2,4,5,6,0.18,5,0,0,0,1,0
2020-2021,Bundesliga,Stuttgart,Marc-Oliver Kempf,de GER,DF,25,30.3,37,1.22,33,1,0,1,2,0,2,0.07,2,0,0,0,0,0
2020-2021,Bundesliga,Stuttgart,Waldemar Anton,de GER,DF,24,30.1,31,1.03,26,0,0,2,1,2,5,0.17,4,0,0,0,1,0
2020-2021,Bundesliga,Stuttgart,Borna Sosa,hr CRO,"DF,FW",22,22.7,85,3.75,58,20,1,2,3,1,12,0.53,9,3,0,0,0,0
2020-2021,Bundesliga,Stuttgart,Orel Mangala,be BEL,MF,22,23.4,59,2.52,49,0,3,2,3,2,6,0.26,4,0,0,0,1,1
2020-2021,Bundesliga,Stuttgart,Silas Katompa,cd COD,"DF,FW",21,21.3,60,2.82,38,0,8,8,5,1,8,0.38,5,0,1,1,0,1
