Season,League,Team,Player,Nation,Pos,Age,90s,Passes_Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Completed,Offside_pass,Blocked
2020-2021',LaLiga,Getafe,Allan Nyom,cm CMR,DF,33,2.7,89,66,23,1,0,2,3,22,0,61,0,0
2020-2021',SerieA,Spezia,M'Bala Nzola,ao ANG,FW,24,11.9,244,225,19,0,0,2,4,2,0,192,0,4
2020-2021',EPL,Brentford,Christian Nørgaard,dk DEN,MF,27,33.9,1685,1590,91,35,6,9,13,3,0,1337,4,28
2020-2021',SerieA,Cagliari,Adam Obert,sk SVK,"DF,MF",18,3,106,97,7,2,0,0,2,5,0,69,2,7
2020-2021',SerieA,Salernitana,Joel Obi,ng NGA,"MF,DF",30,12.7,368,349,19,3,0,1,25,8,7,275,0,10
2020-2021',LaLiga,Atlético Madrid,Jan Oblak,si SVN,GK,28,38,1094,700,393,110,0,2,0,0,0,640,1,0
2020-2021',LaLiga,Sevilla,Lucas Ocampos,ar ARG,FW,27,23.6,864,781,73,3,0,14,63,68,2,656,10,17
2020-2021',Bundesliga,Union Berlin,Bastian Oczipka,de GER,DF,32,10.4,561,415,145,18,0,0,61,108,19,402,1,22
2020-2021',SerieA,Sassuolo,Brian Oddei,it ITA,FW,18,0.1,5,5,0,0,0,0,0,0,0,5,0,0
2020-2021',SerieA,Fiorentina,Álvaro Odriozola,es ESP,DF,25,19.3,1030,877,152,11,0,1,52,139,2,885,1,28
2020-2021',EPL,West Ham,Angelo Ogbonna,it ITA,DF,33,10.2,477,470,5,3,0,0,0,1,0,405,2,2
2020-2021',Ligue1,Clermont Foot,Florent Ogier,fr FRA,DF,32,27,1516,1474,37,35,2,5,2,2,0,1264,5,5
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',SerieA,Udinese,Stefano Okaka,it ITA,FW,31,0.2,5,5,0,0,0,0,0,0,0,4,0,0
2020-2021',SerieA,Venezia,David Okereke,ng NGA,"FW,MF",23,22.8,463,449,9,0,1,2,27,4,0,319,5,13
2020-2021',Bundesliga,Arminia,Masaya Okugawa,jp JPN,"MF,FW",25,28.1,483,463,15,0,3,1,14,4,0,292,5,32
2020-2021',LaLiga,Elche,Lucas Olaza,uy URU,DF,27,3.3,211,170,40,2,0,1,16,34,4,162,1,5
2020-2021',LaLiga,Espanyol,Oier Olazábal,es ESP,GK,31,1.5,43,27,16,6,0,0,0,0,0,24,0,0
2020-2021',Bundesliga,Köln,Mathias Olesen,lu LUX,"MF,FW",20,0.2,14,13,0,0,0,0,0,0,0,10,1,0
2020-2021',EPL,Crystal Palace,Michael Olise,fr FRA,"FW,MF",19,12.7,662,578,78,34,4,9,96,13,31,476,6,17
2020-2021',SerieA,Cagliari,Christian Oliva,uy URU,MF,25,0.5,33,30,2,2,0,1,0,0,0,28,1,0
2020-2021',LaLiga,Mallorca,Brian Oliván,es ESP,DF,27,24.3,1025,796,222,23,1,12,73,188,9,654,7,24
2020-2021',SerieA,Roma,Sérgio Oliveira,pt POR,MF,29,9.9,493,442,49,30,3,6,32,0,19,394,2,5
2020-2021',LaLiga,Getafe,Mathías Olivera,uy URU,DF,23,31.1,1430,1094,332,21,0,6,63,311,0,1017,4,42
2020-2021',Bundesliga,RB Leipzig,Dani Olmo,es ESP,"MF,FW",23,8.3,353,344,8,2,6,1,9,0,3,273,1,12
2020-2021',EPL,Aston Villa,Robin Olsen,se SWE,GK,31,1,47,24,22,2,0,0,0,0,0,25,1,1
2020-2021',Ligue1,Rennes,Warmed Omari,fr FRA,DF,21,31.1,1986,1951,34,30,0,19,2,4,0,1833,1,9
2020-2021',Ligue1,Montpellier,Jonas Omlin,ch SUI,GK,27,28.7,1071,744,326,64,0,1,0,0,0,842,1,3
2020-2021',EPL,Norwich City,Andrew Omobamidele,ie IRL,DF,19,4.2,235,220,15,7,0,1,0,8,0,197,0,2
2020-2021',Ligue1,Lille,Amadou Onana,be BEL,MF,19,15.1,623,615,5,4,4,4,1,1,0,516,3,15
2020-2021',Ligue1,Bordeaux,Jean Onana,cm CMR,MF,21,20.4,1079,1046,25,20,8,16,18,5,0,863,8,12
2020-2021',Bundesliga,Mainz 05,Karim Onisiwo,at AUT,FW,29,26.2,567,523,41,0,1,0,50,3,0,333,3,33
2020-2021',LaLiga,Osasuna,Javier Ontiveros,es ESP,"FW,MF",23,0.4,32,31,1,1,0,0,3,0,0,24,0,1
2020-2021',EPL,Everton,Tyler Onyango,eng ENG,MF,18,0.3,2,2,0,0,0,0,0,0,0,1,0,0
2020-2021',EPL,Brentford,Frank Onyeka,ng NGA,MF,23,11.6,332,324,8,1,0,1,12,7,0,259,0,8
2020-2021',Bundesliga,RB Leipzig,Willi Orban,hu HUN,DF,28,29.4,2045,1984,57,49,1,1,3,3,0,1820,4,13
2020-2021',EPL,Liverpool,Divock Origi,be BEL,FW,26,1.5,37,37,0,0,0,1,0,0,0,28,0,0
2020-2021',SerieA,Bologna,Riccardo Orsolini,it ITA,"FW,MF",24,19.8,744,659,83,21,5,18,90,13,42,481,2,23
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',Bundesliga,Arminia,Stefan Ortega,de GER,GK,28,33,1768,1312,453,136,2,8,0,0,0,1245,3,1
2020-2021',LaLiga,Sevilla,Pedro Ortiz,es ESP,MF,20,0.1,14,14,0,0,1,1,0,0,0,14,0,0
2020-2021',SerieA,Napoli,Victor Osimhen,ng NGA,FW,22,22,338,331,5,0,0,4,9,2,0,232,2,17
2020-2021',LaLiga,Cádiz,Milutin Osmajić,me MNE,"FW,MF",22,2.9,48,43,5,0,0,0,2,0,0,25,0,2
2020-2021',SerieA,Napoli,David Ospina,co COL,GK,32,31,979,785,192,57,0,1,0,0,0,816,2,2
2020-2021',Bundesliga,Bochum,Patrick Osterhage,de GER,MF,21,6.7,197,188,9,4,0,0,9,1,4,148,0,6
2020-2021',Bundesliga,Köln,Tomáš Ostrák,cz CZE,"MF,FW",21,0.3,15,14,1,0,0,0,3,0,1,10,0,2
2020-2021',Ligue1,Bordeaux,Otávio,br BRA,MF,27,12.7,718,700,17,16,0,13,4,1,0,635,1,8
2020-2021',Bundesliga,Wolfsburg,Paulo Otávio,br BRA,"DF,MF",26,4,202,156,46,2,0,2,25,44,0,144,0,7
2020-2021',Ligue1,Lorient,Dango Ouattara,bf BFA,"MF,FW",19,9,279,266,12,0,3,1,18,8,1,170,1,14
2020-2021',Ligue1,Bordeaux,Remi Oudin,fr FRA,"MF,FW",24,19.3,694,612,73,22,4,15,67,31,19,446,9,29
2020-2021',Ligue1,Metz,Alexandre Oukidja,dz ALG,GK,33,20.8,600,355,243,76,0,3,0,0,0,386,2,0
2020-2021',Ligue1,Angers,Azzedine Ounahi,ma MAR,MF,21,18.1,909,876,31,9,3,6,19,20,0,782,2,13
2020-2021',SerieA,Napoli,Adam Ounas,dz ALG,"MF,FW",24,3.6,204,191,13,3,2,5,16,1,9,158,0,4
2020-2021',LaLiga,Alavés,Jesús Owono,gq EQG,GK,20,1,23,19,4,1,0,0,0,0,0,11,0,0
2020-2021',Bundesliga,Augsburg,Reece Oxford,eng ENG,DF,22,29.9,1173,1149,19,9,2,25,0,8,0,931,5,7
2020-2021',EPL,Liverpool,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",27,8.7,407,395,10,3,3,3,26,1,2,316,2,11
2020-2021',LaLiga,Real Sociedad,Mikel Oyarzabal,es ESP,"FW,MF",24,18.6,637,530,101,31,2,4,110,10,57,416,6,32
2020-2021',Ligue1,Montpellier,Ambroise Oyongo,cm CMR,DF,30,7.3,357,280,77,5,0,0,23,71,0,256,0,11
2020-2021',Bundesliga,Köln,Salih Özcan,tr TUR,MF,23,25.7,1360,1267,87,74,3,6,18,12,0,1128,6,15
2020-2021',Bundesliga,Union Berlin,Levin Öztunalı,de GER,MF,25,6.4,173,171,0,0,1,3,12,0,0,117,2,7
2020-2021',LaLiga,Alavés,Fernando Pacheco,es ESP,GK,29,33.9,1032,606,423,115,0,1,0,0,0,649,3,0
2020-2021',LaLiga,Real Sociedad,Jon Pacheco,es ESP,DF,20,4.2,230,216,12,10,0,4,0,2,0,193,2,1
2020-2021',Bundesliga,Eint Frankfurt,Gonçalo Paciência,pt POR,FW,26,5.7,152,143,9,0,0,4,7,2,0,99,0,5
2020-2021',SerieA,Udinese,Daniele Padelli,it ITA,GK,35,3,111,87,24,2,0,0,0,0,0,78,0,0
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',SerieA,Udinese,Simone Pafundi,it ITA,FW,15,0.3,12,12,0,0,0,0,0,0,0,10,0,0
2020-2021',Ligue1,Metz,Vincent Pajot,fr FRA,MF,30,25.7,1079,1032,46,27,2,10,10,8,0,920,1,20
2020-2021',Bundesliga,Leverkusen,Exequiel Palacios,ar ARG,MF,22,12.2,796,763,27,18,7,5,8,5,3,677,6,7
2020-2021',LaLiga,Elche,Helibelton Palacios,co COL,DF,28,21.5,944,747,196,17,0,1,37,179,0,715,1,33
2020-2021',LaLiga,Rayo Vallecano,Isaac Palazón Camacho,es ESP,"FW,MF",26,25.4,895,821,65,22,9,15,70,3,40,623,9,21
2020-2021',Ligue1,Nantes,Nicolas Pallois,fr FRA,DF,33,27.2,1139,1101,34,25,0,6,6,9,0,906,4,6
2020-2021',EPL,Manchester City,Cole Palmer,eng ENG,"FW,MF",19,1.4,54,54,0,0,1,0,3,0,0,46,0,1
2020-2021',Ligue1,Troyes,Erik Palmer-Brown,us USA,DF,24,19.3,652,634,15,15,1,3,0,0,0,541,3,5
2020-2021',EPL,Chelsea,Emerson Palmieri,it ITA,DF,26,0.1,2,2,0,0,0,0,0,0,0,1,0,0
2020-2021',Ligue1,Lyon,Emerson Palmieri,it ITA,DF,26,25.2,1820,1553,265,27,1,4,69,210,28,1541,2,26
2020-2021',SerieA,Juventus,Martin Palumbo,no NOR,FW,19,0.1,2,2,0,0,0,0,0,0,0,1,0,0
2020-2021',SerieA,Genoa,Goran Pandev,mk MKD,"FW,MF",38,9.4,236,224,10,0,4,0,3,0,0,167,2,7
2020-2021',SerieA,Hellas Verona,Ivor Pandur,hr CRO,GK,21,3,68,50,18,3,0,0,0,0,0,52,0,0
2020-2021',Bundesliga,Bochum,Miloš Pantović,rs SRB,"MF,FW",25,17,510,447,60,17,2,2,60,7,29,324,3,11
2020-2021',Bundesliga,Dortmund,Antonios Papadopoulos,de GER,"DF,MF",21,0.2,11,11,0,0,0,0,0,0,0,9,0,0
2020-2021',Bundesliga,Mainz 05,Matondo-Merveille Papela,de GER,MF,20,0.9,24,24,0,0,0,0,0,0,0,17,0,1
2020-2021',Ligue1,Lyon,Lucas Paquetá,br BRA,"MF,FW",23,30,1586,1488,91,29,16,10,31,33,11,1241,7,44
2020-2021',Ligue1,Bordeaux,Rubén Pardo,es ESP,MF,28,0.1,1,1,0,0,0,0,0,0,0,1,0,0
2020-2021',Bundesliga,Wolfsburg,Kevin Paredes,us USA,"FW,DF",18,0.2,8,8,0,0,0,0,1,0,0,6,0,0
2020-2021',Ligue1,Paris S-G,Leandro Paredes,ar ARG,MF,27,9.3,937,908,27,25,1,4,0,2,0,896,2,4
2020-2021',LaLiga,Villarreal,Daniel Parejo,es ESP,MF,32,30,2149,1866,270,140,11,35,143,3,127,1799,13,37
2020-2021',SerieA,Empoli,Fabiano Parisi,it ITA,DF,20,16.4,777,598,174,14,1,4,43,159,1,585,5,12
2020-2021',LaLiga,Cádiz,Raúl Parra,es ESP,DF,21,1,32,24,7,1,0,0,0,6,0,20,1,3
2020-2021',EPL,Arsenal,Thomas Partey,gh GHA,MF,28,22.5,1214,1186,24,22,9,12,3,2,0,1032,4,10
2020-2021',SerieA,Atalanta,Mario Pašalić,hr CRO,"MF,FW",26,22.2,997,972,21,9,1,6,4,6,0,801,4,24
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',Bundesliga,Dortmund,Felix Passlack,de GER,DF,23,5.2,364,306,58,0,0,1,13,58,0,291,0,6
2020-2021',LaLiga,Elche,Javier Pastore,ar ARG,"MF,FW",32,5.8,283,274,8,3,3,3,8,4,1,216,1,8
2020-2021',SerieA,Lazio,Patric,es ESP,DF,28,18.3,1452,1402,50,37,1,14,1,11,0,1353,0,1
2020-2021',SerieA,Roma,Rui Patrício,pt POR,GK,33,38,1081,744,332,110,0,1,0,0,0,831,5,1
2020-2021',Bundesliga,Leverkusen,Paulinho,br BRA,"FW,MF",21,13.5,505,484,18,2,2,1,20,3,11,401,3,19
2020-2021',LaLiga,Valencia,Gabriel Paulista,br BRA,DF,30,17.7,639,574,63,52,1,16,0,1,0,495,2,6
2020-2021',Bundesliga,Bayern Munich,Benjamin Pavard,fr FRA,DF,25,23.1,2114,1936,175,31,2,11,39,144,0,1838,3,23
2020-2021',Ligue1,Monaco,Strahinja Pavlović,rs SRB,DF,20,5,399,388,9,8,0,3,5,1,0,330,2,4
2020-2021',SerieA,Cagliari,Leonardo Pavoletti,it ITA,FW,32,16.9,487,481,5,1,0,0,3,0,0,313,1,7
2020-2021',Ligue1,Marseille,Dimitri Payet,fr FRA,"FW,MF",34,28.8,1675,1421,243,64,20,20,236,19,139,1241,11,26
2020-2021',Bundesliga,Augsburg,Mads Pedersen,dk DEN,"MF,DF",24,15.5,460,364,95,10,2,2,48,69,16,292,1,22
2020-2021',LaLiga,Villarreal,Alfonso Pedraza,es ESP,DF,25,18.9,1012,824,183,9,0,5,101,174,0,723,5,51
2020-2021',LaLiga,Barcelona,Pedri,es ESP,MF,18,9.8,606,577,25,3,5,6,18,5,17,513,4,18
2020-2021',SerieA,Lazio,Pedro,es ESP,FW,34,22.6,936,907,27,3,3,9,31,13,1,785,2,14
2020-2021',SerieA,Cagliari,João Pedro,it ITA,FW,29,36.9,714,630,82,4,2,17,14,5,0,507,2,16
2020-2021',LaLiga,Espanyol,Adrià Pedrosa,es ESP,DF,23,30.2,1265,1023,241,24,0,7,115,216,1,935,1,37
2020-2021',SerieA,Sassuolo,Gianluca Pegolo,it ITA,GK,40,1,34,23,11,3,0,0,0,0,0,28,0,0
2020-2021',Bundesliga,Hertha BSC,Peter Pekarík,sk SVK,DF,34,24.8,1198,925,265,17,0,3,59,248,0,921,8,30
2020-2021',SerieA,Torino,Pietro Pellegri,it ITA,FW,20,2.4,42,38,4,0,0,0,0,0,0,26,0,5
2020-2021',SerieA,Milan,Pietro Pellegri,it ITA,FW,20,1.5,19,17,2,0,0,0,0,0,0,12,0,1
2020-2021',SerieA,Roma,Lorenzo Pellegrini,it ITA,MF,25,25.4,1106,915,184,65,6,12,172,7,100,776,7,32
2020-2021',SerieA,Juventus,Luca Pellegrini,it ITA,DF,22,12.3,682,564,118,10,1,5,54,93,15,521,0,14
2020-2021',LaLiga,Alavés,Facundo Pellistri,uy URU,"MF,FW",19,7.5,148,144,4,2,0,0,13,0,0,105,0,8
2020-2021',SerieA,Sassuolo,Federico Peluso,it ITA,DF,37,0.1,3,3,0,0,0,0,0,0,0,3,0,0
2020-2021',Ligue1,Bordeaux,Timothee Pembele,fr FRA,DF,18,15.7,609,430,178,7,0,0,41,171,0,434,1,30
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',LaLiga,Villarreal,Rubén Peña,es ESP,"MF,FW",30,1.5,52,49,3,0,0,0,6,2,1,38,0,3
2020-2021',Bundesliga,Hoffenheim,Philipp Pentke,de GER,GK,36,1,39,32,7,0,0,1,0,0,0,31,0,0
2020-2021',EPL,Arsenal,Nicolas Pépé,ci CIV,"FW,MF",26,7.7,365,323,38,2,1,0,37,5,31,283,4,5
2020-2021',Bundesliga,Augsburg,Ricardo Pepi,us USA,"FW,MF",18,5.3,101,93,7,0,1,0,2,2,0,67,1,3
2020-2021',LaLiga,Cádiz,Alberto Perea,es ESP,MF,30,8.6,372,344,28,6,2,2,48,13,9,272,0,8
2020-2021',Ligue1,Lens,Brayann Pereira,fr FRA,"DF,MF",18,0.2,17,17,0,0,0,0,2,0,0,14,0,1
2020-2021',Ligue1,Paris S-G,Danilo Pereira,pt POR,MF,29,22.6,1548,1526,21,17,3,11,0,4,0,1464,1,6
2020-2021',Ligue1,Angers,Mathias Pereira Lage,pt POR,DF,24,11.6,525,419,104,4,0,5,26,99,0,363,2,11
2020-2021',EPL,Leicester City,Ricardo Pereira,pt POR,DF,27,11,655,549,106,3,0,1,14,103,0,519,0,23
2020-2021',SerieA,Cagliari,Gastón Pereiro,uy URU,"FW,MF",26,10.8,372,331,40,12,1,2,40,8,16,237,1,12
2020-2021',Ligue1,Marseille,Luan Peres Petroni,br BRA,DF,27,29.8,1975,1759,212,40,0,14,24,172,0,1725,4,17
2020-2021',SerieA,Venezia,Dor Peretz,il ISR,MF,26,6.5,234,222,10,7,0,1,2,3,0,175,2,11
2020-2021',SerieA,Udinese,Roberto Pereyra,ar ARG,"MF,FW",30,19.9,842,794,45,26,1,2,23,7,6,718,3,11
2020-2021',EPL,Leicester City,Ayoze Pérez,es ESP,"MF,FW",28,4.9,156,150,4,0,1,0,3,1,0,123,2,4
2020-2021',SerieA,Roma,Carles Pérez,es ESP,"MF,FW",23,6.2,244,221,23,1,1,0,19,7,15,205,0,6
2020-2021',LaLiga,Osasuna,Iñigo Pérez,es ESP,MF,33,3.8,153,129,23,5,1,5,31,2,16,96,1,2
2020-2021',LaLiga,Osasuna,Juan Pérez,es ESP,GK,25,2,41,29,12,3,0,0,0,0,0,20,0,0
2020-2021',LaLiga,Elche,Kike Pérez,es ESP,"MF,FW",24,5.8,248,232,12,5,4,4,7,2,4,181,4,9
2020-2021',LaLiga,Elche,Lucas Pérez,es ESP,FW,32,14.1,383,328,50,20,4,5,45,3,20,274,5,6
2020-2021',LaLiga,Cádiz,Lucas Pérez,es ESP,"FW,MF",32,11.8,389,301,83,17,4,7,67,2,54,277,5,4
2020-2021',SerieA,Udinese,Nehuén Pérez,ar ARG,DF,21,18.8,774,630,141,31,0,12,2,106,0,593,3,10
2020-2021',SerieA,Juventus,Mattia Perin,it ITA,GK,28,4.5,135,99,35,9,0,1,0,0,0,111,1,0
2020-2021',SerieA,Inter,Ivan Perišić,hr CRO,DF,32,31.3,1510,1307,196,6,2,17,150,189,1,1079,7,51
2020-2021',EPL,West Ham,Sonny Perkins,eng ENG,MF,17,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-2021',SerieA,Salernitana,Diego Perotti,ar ARG,"MF,FW",33,3.2,147,131,15,6,0,0,22,4,5,112,1,1
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',EPL,Southampton,Romain Perraud,fr FRA,DF,23,18,749,592,153,8,1,3,69,142,3,478,4,38
2020-2021',Ligue1,Strasbourg,Lucas Perrin,fr FRA,DF,22,27.8,1454,1373,80,60,5,12,4,20,0,1221,1,18
2020-2021',SerieA,Salernitana,Mario Perrone,it ITA,DF,18,0.2,10,8,2,0,0,0,0,2,0,7,0,0
2020-2021',Bundesliga,Wolfsburg,Pavao Pervan,at AUT,GK,33,6,207,149,58,9,0,0,0,0,0,159,0,0
2020-2021',SerieA,Atalanta,Matteo Pessina,it ITA,"MF,FW",24,16,880,853,22,17,1,1,10,1,0,718,5,30
2020-2021',SerieA,Napoli,Andrea Petagna,it ITA,FW,26,6.5,162,154,8,0,0,3,3,0,0,114,0,6
2020-2021',Bundesliga,Freiburg,Nils Petersen,de GER,FW,32,6.4,137,131,5,0,0,0,3,0,0,83,1,5
2020-2021',Ligue1,Angers,Danijel Petković,me MNE,GK,28,15,456,305,148,28,0,0,0,0,0,352,3,0
2020-2021',Ligue1,Lorient,Léo Pétrot,fr FRA,DF,24,20.2,953,927,23,20,1,3,1,3,0,787,3,5
2020-2021',LaLiga,Granada,Njegoš Petrović,rs SRB,MF,22,10.2,338,332,5,3,1,2,5,2,0,266,1,10
2020-2021',Bundesliga,Eint Frankfurt,Jens Petter Hauge,no NOR,"MF,FW",21,11.6,426,411,14,3,6,4,5,9,1,305,1,17
2020-2021',LaLiga,Athletic Club,Alex Petxa,es ESP,"DF,MF",24,4.6,267,217,49,6,2,3,13,43,0,193,1,3
2020-2021',LaLiga,Betis,Germán Pezzella,ar ARG,DF,30,22.1,1032,981,47,43,0,6,1,4,0,898,4,3
2020-2021',SerieA,Atalanta,Giuseppe Pezzella,it ITA,"DF,MF",23,11.9,658,541,112,4,0,0,37,108,0,508,5,23
2020-2021',Bundesliga,Dortmund,Immanuel Pherai,sr SUR,MF,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021',Bundesliga,Wolfsburg,Maximilian Philipp,de GER,MF,27,10.7,332,291,40,5,2,2,35,4,24,248,1,7
2020-2021',Ligue1,Brest,Romain Philippoteaux,fr FRA,MF,33,0.3,7,6,1,0,0,0,1,0,0,6,0,1
2020-2021',EPL,Leeds United,Kalvin Phillips,eng ENG,MF,25,17.7,971,923,46,37,1,8,16,5,4,786,2,12
2020-2021',EPL,Aston Villa,Jaden Philogene Bidace,eng ENG,FW,19,0.1,2,2,0,0,0,0,0,0,0,0,0,1
2020-2021',Ligue1,Clermont Foot,Jérôme Phojo,fr FRA,DF,28,0.1,4,3,1,0,0,0,0,1,0,3,0,0
2020-2021',SerieA,Fiorentina,Krzysztof Piątek,pl POL,FW,26,8.1,158,138,18,0,0,0,5,0,0,126,2,4
2020-2021',Bundesliga,Hertha BSC,Krzysztof Piątek,pl POL,FW,26,3.9,82,76,4,0,0,1,3,0,0,50,2,2
2020-2021',LaLiga,Elche,Pablo Piatti,ar ARG,"MF,FW",32,3.5,101,98,3,2,0,0,3,1,0,75,0,3
2020-2021',LaLiga,Valencia,Cristiano Piccini,it ITA,DF,28,3.6,141,107,34,0,0,6,8,34,0,95,0,4
2020-2021',SerieA,Genoa,Roberto Piccoli,it ITA,FW,20,2.4,56,53,3,0,0,0,1,2,0,29,0,0
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',SerieA,Atalanta,Roberto Piccoli,it ITA,FW,20,2.2,43,41,2,0,0,0,0,0,0,30,0,1
2020-2021',EPL,Everton,Jordan Pickford,eng ENG,GK,27,35,1147,739,401,134,1,8,0,0,0,608,7,0
2020-2021',Ligue1,Lille,Jérémy Pied,fr FRA,"DF,FW",32,0.1,25,22,3,0,0,0,3,2,1,17,0,0
2020-2021',Bundesliga,Arminia,Amos Pieper,de GER,DF,23,26.4,1158,1108,46,35,0,10,3,7,0,902,4,6
2020-2021',Ligue1,Brest,Ronaël Pierre-Gabriel,fr FRA,DF,23,28.3,1428,1130,296,17,1,6,38,279,0,1198,2,34
2020-2021',EPL,Burnley,Erik Pieters,nl NED,DF,32,8.1,348,266,79,2,1,3,14,77,0,242,3,14
2020-2021',LaLiga,Alavés,Tomás Pina Isla,es ESP,MF,33,16,586,580,3,2,1,4,5,1,0,455,3,15
2020-2021',SerieA,Empoli,Andrea Pinamonti,it ITA,FW,22,31.9,636,608,25,0,4,1,28,5,0,381,3,24
2020-2021',LaLiga,Celta Vigo,Orbelín Pineda,mx MEX,"MF,FW",25,1.1,66,63,2,2,0,1,0,0,0,57,1,2
2020-2021',EPL,Brentford,Ethan Pinnock,jm JAM,DF,28,29.9,1647,1391,248,46,0,8,21,202,0,1218,8,16
2020-2021',LaLiga,Villarreal,Yeremi Pino,es ESP,"MF,FW",18,18.6,530,523,5,1,1,2,15,1,1,409,2,25
2020-2021',SerieA,Juventus,Carlo Pinsoglio,it ITA,GK,31,0.5,11,10,1,0,0,0,0,0,0,10,0,0
2020-2021',SerieA,Udinese,Riccardo Pinzi,it ITA,FW,17,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-2021',LaLiga,Barcelona,Gerard Piqué,es ESP,DF,34,23.2,1688,1625,57,47,2,27,0,5,0,1514,6,7
2020-2021',SerieA,Torino,Marko Pjaca,hr CRO,MF,26,12.8,420,410,9,1,0,3,17,3,2,322,1,9
2020-2021',Bundesliga,Hertha BSC,Marvin Plattenhardt,de GER,DF,29,18.2,941,624,317,68,0,2,123,187,62,650,0,23
2020-2021',Bundesliga,Gladbach,Alassane Pléa,fr FRA,"MF,FW",28,23,771,724,41,7,20,7,31,5,4,561,6,32
2020-2021',SerieA,Torino,Tommaso Pobega,it ITA,MF,22,24.9,1174,1157,14,12,0,9,16,1,0,918,3,26
2020-2021',EPL,Wolves,Daniel Podence,pt POR,"FW,MF",25,16.5,637,598,38,3,8,9,50,10,18,449,1,24
2020-2021',SerieA,Spezia,Suf Podgoreanu,il ISR,FW,19,1.3,53,51,2,0,0,0,7,1,1,39,0,1
2020-2021',EPL,Manchester Utd,Paul Pogba,fr FRA,"MF,FW",28,15,893,874,16,13,8,26,12,1,1,736,3,19
2020-2021',Bundesliga,Leverkusen,Joel Pohjanpalo,fi FIN,FW,26,0.1,3,3,0,0,0,0,0,0,0,1,0,0
2020-2021',SerieA,Napoli,Matteo Politano,it ITA,FW,27,18.3,776,689,80,15,0,9,108,18,47,542,7,22
2020-2021',Ligue1,Lyon,Julian Pollersbeck,de GER,GK,26,4.8,174,137,37,3,0,0,0,0,0,149,0,0
2020-2021',Bundesliga,Bochum,Sebastian Polter,de GER,FW,30,26,489,448,38,0,3,0,7,0,0,259,3,18
2020-2021',Comp,Squad,Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks
2020-2021',LaLiga,Elche,Ezequiel Ponce,ar ARG,FW,24,7.4,164,156,8,0,1,2,6,1,0,123,0,6
2020-2021',Bundesliga,Dortmund,Marin Pongračić,hr CRO,DF,23,9.2,635,622,12,10,0,3,0,1,0,545,1,4
2020-2021',LaLiga,Alavés,Pere Pons,es ESP,MF,28,15.2,374,351,19,4,0,2,8,2,0,267,4,10
2020-2021',EPL,Burnley,Nick Pope,eng ENG,GK,29,36,1088,655,421,138,0,3,0,0,0,556,12,0
2020-2021',SerieA,Genoa,Manolo Portanova,it ITA,"FW,MF",21,14.7,323,292,27,9,0,2,40,3,15,181,4,16
2020-2021',LaLiga,Real Sociedad,Portu,es ESP,"FW,MF",29,17.7,486,462,22,2,3,0,35,9,7,353,2,18
2020-2021',Bundesliga,Hoffenheim,Stefan Posch,at AUT,DF,24,24.4,1416,1329,77,43,1,8,11,32,0,1134,10,21
2020-2021',LaLiga,Levante,Sergio Postigo,es ESP,DF,32,9.4,364,343,21,17,0,1,0,1,0,304,0,2
2020-2021',Bundesliga,RB Leipzig,Yussuf Poulsen,dk DEN,"FW,MF",27,12,324,307,17,0,5,2,9,6,0,212,0,23
2020-2021',Ligue1,Bordeaux,Gaëtan Poussin,fr FRA,GK,22,13,484,323,161,50,0,2,0,0,0,346,0,0
2020-2021',LaLiga,Getafe,Darío Poveda,es ESP,"FW,MF",24,4.2,86,81,4,0,0,0,5,0,0,48,1,1
2020-2021',LaLiga,Rayo Vallecano,José Pozo,es ESP,"MF,DF",25,0.8,53,51,0,0,2,0,2,0,0,46,2,0
2020-2021',SerieA,Torino,Dennis Praet,be BEL,MF,27,17.1,588,562,21,4,4,5,45,13,3,430,5,19
2020-2021',SerieA,Hellas Verona,Mateusz Praszelik,pl POL,MF,20,0.3,11,11,0,0,0,0,0,0,0,9,0,0
