Year,Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
2016,Lucas Vázquez,"DF,FW",es Spain,24,1991,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Thomas Vermaelen,DF,be Belgium,30,1985,4,4,360,4,0,0,0,0,0,0,2,0,0,0,0,0,0
2016,Jan Vertonghen,DF,be Belgium,28,1987,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Freddie Veseli,DF,al Albania,23,1992,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Domagoj Vida,DF,hr Croatia,26,1989,3,3,300,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Vieirinha,DF,pt Portugal,30,1986,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Sam Vokes,FW,wls Wales,26,1989,4,2,188,2.1,1,0,1,1,0,0,1,0,0.48,0,0.48,0.48,0.48
2016,Šime Vrsaljko,DF,hr Croatia,24,1992,2,1,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Kyle Walker,DF,eng England,25,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Jonathan Walters,FW,ie Rep. of Ireland,32,1983,2,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Danny Ward,GK,wls Wales,22,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Jamie Ward,MF,nir Northern Ireland,29,1986,4,3,220,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Stephen Ward,DF,ie Rep. of Ireland,30,1985,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Conor Washington,FW,nir Northern Ireland,23,1992,4,2,188,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Vladimír Weiss,"MF,FW",sk Slovakia,26,1989,4,4,278,3.1,1,1,2,1,0,0,1,0,0.32,0.32,0.65,0.32,0.65
2016,Glenn Whelan,MF,ie Rep. of Ireland,32,1984,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Ashley Williams,DF,wls Wales,31,1984,6,6,540,6,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17
2016,Jonny Williams,FW,wls Wales,22,1993,4,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Jack Wilshere,MF,eng England,24,1992,3,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Kevin Wimmer,DF,at Austria,23,1992,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Axel Witsel,MF,be Belgium,27,1989,5,5,450,5,1,0,1,1,0,0,1,0,0.2,0,0.2,0.2,0.2
2016,Granit Xhaka,MF,ch Switzerland,23,1992,4,4,390,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2016,Taulant Xhaka,MF,al Albania,24,1991,2,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Andriy Yarmolenko,MF,ua Ukraine,26,1989,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Burak Y?lmaz,FW,tr Türkiye,30,1985,3,2,205,2.3,1,0,1,1,0,0,1,0,0.44,0,0.44,0.44,0.44
2016,Simone Zaza,FW,it Italy,24,1991,3,1,123,1.4,0,1,1,0,0,0,1,0,0,0.73,0.73,0,0.73
2016,Erkan Zengin,MF,se Sweden,30,1985,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Piotr Zieli?ski,MF,pl Poland,21,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Oleksandr Zinchenko,MF,ua Ukraine,19,1996,3,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Roman Zozulya,FW,ua Ukraine,26,1989,3,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Hannes Þór Halldórsson,GK,is Iceland,31,1984,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0
