Season,League,Team,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,SP_Cmp,SP_Att,SP_Cmp%,MP_Cmp,MP_Att,MP_Cmp%,LP_Cmp,LP_Att,LP_Cmp%
2020-2021,Bundesliga,Wolfsburg,Omar Marmoush,eg EGY,FW,21,0,1,1,100,9,0,1,1,100,0,0,,0,0,
2020-2021,Bundesliga,Eint Frankfurt,Kevin Trapp,de GER,GK,30,33,953,1359,70.1,26873,20832,185,186,99.5,459,466,98.5,305,697,43.8
2020-2021,Bundesliga,Eint Frankfurt,André Silva,pt POR,FW,24,30.7,561,774,72.5,7354,1308,338,437,77.3,171,214,79.9,17,28,60.7
2020-2021,Bundesliga,Eint Frankfurt,Filip Kostić,rs SRB,DF,27,28.2,971,1592,61,17444,6513,440,575,76.5,378,571,66.2,126,298,42.3
2020-2021,Bundesliga,Eint Frankfurt,Martin Hinteregger,at AUT,DF,27,28.1,1574,1934,81.4,30808,12292,527,596,88.4,867,982,88.3,166,308,53.9
2020-2021,Bundesliga,Eint Frankfurt,Daichi Kamada,jp JPN,MF,23,26.2,730,1002,72.9,11788,3433,390,467,83.5,259,326,79.4,63,129,48.8
2020-2021,Bundesliga,Eint Frankfurt,Makoto Hasebe,jp JPN,"DF,MF",36,25.4,1475,1672,88.2,27106,9730,569,641,88.8,724,775,93.4,157,204,77
2020-2021,Bundesliga,Eint Frankfurt,Djibril Sow,ch SUI,MF,23,24.2,1062,1217,87.3,17050,4503,532,593,89.7,437,483,90.5,70,93,75.3
2020-2021,Bundesliga,Eint Frankfurt,Obite N'Dicka,fr FRA,DF,20,22.7,1142,1356,84.2,18110,6946,596,646,92.3,467,548,85.2,62,114,54.4
2020-2021,Bundesliga,Eint Frankfurt,Sebastian Rode,de GER,MF,29,18.1,877,1041,84.2,14274,4079,443,497,89.1,354,404,87.6,62,97,63.9
2020-2021,Bundesliga,Eint Frankfurt,Erik Durm,de GER,DF,28,16.4,504,732,68.9,8486,3297,256,299,85.6,205,296,69.3,37,99,37.4
2020-2021,Bundesliga,Eint Frankfurt,Stefan Ilsanker,at AUT,"MF,DF",31,17.5,692,879,78.7,12216,4490,298,341,87.4,321,388,82.7,62,115,53.9
2020-2021,Bundesliga,Eint Frankfurt,Tuta,br BRA,DF,21,16.2,850,1010,84.2,15623,5651,311,350,88.9,467,516,90.5,65,122,53.3
2020-2021,Bundesliga,Eint Frankfurt,Amin Younes,de GER,MF,26,15.5,493,672,73.4,7569,2611,283,333,85,141,201,70.1,44,77,57.1
2020-2021,Bundesliga,Eint Frankfurt,David Abraham,ar ARG,DF,34,13.6,558,678,82.3,10633,3990,214,239,89.5,280,325,86.2,60,95,63.2
2020-2021,Bundesliga,Eint Frankfurt,Aymen Barkok,ma MAR,"MF,DF",22,10.9,362,495,73.1,5510,1769,201,245,82,118,159,74.2,26,51,51
2020-2021,Bundesliga,Eint Frankfurt,Bas Dost,nl NED,FW,31,9.1,196,304,64.5,2599,675,122,179,68.2,51,79,64.6,9,15,60
2020-2021,Bundesliga,Eint Frankfurt,Luka Jović,rs SRB,FW,22,9.9,225,289,77.9,3410,820,133,161,82.6,60,80,75,20,25,80
2020-2021,Bundesliga,Eint Frankfurt,Almamy Touré,ml MLI,DF,24,7.8,222,341,65.1,3608,1782,127,166,76.5,60,88,68.2,28,52,53.8
2020-2021,Bundesliga,Eint Frankfurt,Steven Zuber,ch SUI,"DF,MF",28,6.5,243,333,73,3718,1182,145,167,86.8,69,100,69,23,34,67.6
2020-2021,Bundesliga,Eint Frankfurt,Timothy Chandler,us USA,DF,30,4.8,148,210,70.5,2376,1036,76,91,83.5,62,85,72.9,7,21,33.3
2020-2021,Bundesliga,Eint Frankfurt,Dominik Kohr,de GER,"MF,DF",26,2.9,131,172,76.2,2081,693,71,87,81.6,46,58,79.3,10,16,62.5
2020-2021,Bundesliga,Eint Frankfurt,Ajdin Hrustic,au AUS,"MF,DF",24,3,190,238,79.8,3221,1012,102,110,92.7,68,75,90.7,19,43,44.2
2020-2021,Bundesliga,Eint Frankfurt,Danny da Costa,de GER,DF,27,1.2,34,49,69.4,497,215,20,24,83.3,10,14,71.4,3,6,50
2020-2021,Bundesliga,Eint Frankfurt,Elias Bördner,de GER,GK,18,1,29,43,67.4,699,549,8,8,100,16,16,100,5,19,26.3
2020-2021,Bundesliga,Eint Frankfurt,Ragnar Ache,de GER,"FW,DF",22,1.1,19,32,59.4,222,43,12,17,70.6,5,6,83.3,0,0,
2020-2021,Bundesliga,Leverkusen,Edmond Tapsoba,bf BFA,DF,21,29.5,2523,2816,89.6,52432,17783,695,760,91.4,1475,1568,94.1,333,433,76.9
2020-2021,Bundesliga,Leverkusen,Lukáš Hrádecký,fi FIN,GK,30,28.5,1078,1397,77.2,27862,20476,209,209,100,530,541,98,337,634,53.2
2020-2021,Bundesliga,Leverkusen,Moussa Diaby,fr FRA,"FW,MF",21,26.5,712,946,75.3,11021,2014,395,446,88.6,245,314,78,47,93,50.5
2020-2021,Bundesliga,Leverkusen,Florian Wirtz,de GER,MF,17,24.7,799,1036,77.1,11493,3189,456,530,86,243,315,77.1,50,82,61
2020-2021,Bundesliga,Leverkusen,Leon Bailey,jm JAM,"FW,MF",22,23.8,668,962,69.4,10811,2275,385,439,87.7,156,241,64.7,89,174,51.1
2020-2021,Bundesliga,Leverkusen,Jonathan Tah,de GER,DF,24,24.7,1778,1991,89.3,35025,10587,521,562,92.7,1057,1132,93.4,185,261,70.9
2020-2021,Bundesliga,Leverkusen,Nadiem Amiri,de GER,MF,23,21,930,1139,81.7,15414,3793,464,512,90.6,325,377,86.2,102,168,60.7
2020-2021,Bundesliga,Leverkusen,Patrik Schick,cz CZE,FW,24,20.7,296,428,69.2,3718,537,177,235,75.3,81,114,71.1,8,15,53.3
2020-2021,Bundesliga,Leverkusen,Kerem Demirbay,de GER,MF,27,19.4,935,1217,76.8,16156,5375,473,536,88.2,291,357,81.5,125,230,54.3
2020-2021,Bundesliga,Leverkusen,Charles Aránguiz,cl CHI,MF,31,18.5,998,1168,85.4,16391,5528,476,526,90.5,416,461,90.2,71,115,61.7
2020-2021,Bundesliga,Leverkusen,Daley Sinkgraven,nl NED,DF,25,17.4,1037,1282,80.9,17748,4850,476,539,88.3,432,505,85.5,98,163,60.1
2020-2021,Bundesliga,Leverkusen,Wendell,br BRA,DF,27,16.2,1031,1215,84.9,16453,4455,531,574,92.5,397,457,86.9,72,118,61
2020-2021,Bundesliga,Leverkusen,Sven Bender,de GER,DF,31,13,916,1020,89.8,17906,5459,247,274,90.1,576,616,93.5,81,112,72.3
2020-2021,Bundesliga,Leverkusen,Lucas Alario,ar ARG,FW,27,13.8,226,308,73.4,2804,292,152,188,80.9,49,64,76.6,9,16,56.3
2020-2021,Bundesliga,Leverkusen,Julian Baumgartlinger,at AUT,MF,32,11.9,557,651,85.6,9471,2357,247,280,88.2,215,241,89.2,63,79,79.7
2020-2021,Bundesliga,Leverkusen,Lars Bender,de GER,DF,31,10.4,600,725,82.8,10319,3425,281,316,88.9,239,280,85.4,65,83,78.3
2020-2021,Bundesliga,Leverkusen,Aleksandar Dragović,at AUT,DF,29,12.6,952,1076,88.5,18202,6074,356,390,91.3,460,506,90.9,119,152,78.3
2020-2021,Bundesliga,Leverkusen,Karim Bellarabi,de GER,"FW,MF",30,8.9,291,410,71,4146,1134,171,203,84.2,87,125,69.6,19,40,47.5
2020-2021,Bundesliga,Leverkusen,Exequiel Palacios,ar ARG,MF,21,6.4,362,419,86.4,5477,1552,211,229,92.1,109,130,83.8,26,33,78.8
2020-2021,Bundesliga,Leverkusen,Demarai Gray,eng ENG,FW,24,4.9,118,176,67,1991,422,65,77,84.4,38,57,66.7,12,30,40
2020-2021,Bundesliga,Leverkusen,Timothy Fosu-Mensah,nl NED,DF,22,4.5,302,357,84.6,5028,1690,154,168,91.7,125,140,89.3,21,40,52.5
2020-2021,Bundesliga,Leverkusen,Jeremie Frimpong,nl NED,"DF,FW",19,4.8,232,283,82,3327,906,138,149,92.6,82,94,87.2,8,18,44.4
2020-2021,Bundesliga,Leverkusen,Lennart Grill,de GER,GK,21,4,141,161,87.6,3001,2094,30,30,100,94,97,96.9,16,33,48.5
2020-2021,Bundesliga,Leverkusen,Mitchell Weiser,de GER,DF,26,2.5,171,211,81,2504,705,103,114,90.4,50,60,83.3,10,20,50
2020-2021,Bundesliga,Leverkusen,Tin Jedvaj,hr CRO,DF,24,1.7,111,137,81,2072,802,51,52,98.1,50,61,82,10,18,55.6
2020-2021,Bundesliga,Leverkusen,Niklas Lomb,de GER,GK,27,1.5,47,60,78.3,1149,933,7,7,100,30,31,96.8,10,22,45.5
2020-2021,Bundesliga,Leverkusen,Santiago Arias,co COL,DF,28,1,47,57,82.5,806,240,17,21,81,27,31,87.1,2,3,66.7
2020-2021,Bundesliga,Leverkusen,Paulinho,br BRA,FW,20,0.7,24,29,82.8,222,39,21,23,91.3,2,4,50,0,0,
2020-2021,Bundesliga,Leverkusen,Emrehan Gedikli,de GER,FW,17,0.3,3,4,75,38,19,2,2,100,1,1,100,0,0,
2020-2021,Bundesliga,Leverkusen,Joel Pohjanpalo,fi FIN,MF,25,0.1,2,2,100,32,0,0,0,,2,2,100,0,0,
2020-2021,Bundesliga,Union Berlin,Marvin Friedrich,de GER,DF,24,34,1443,1827,79,29849,11963,449,511,87.9,762,852,89.4,225,404,55.7
2020-2021,Bundesliga,Union Berlin,Robin Knoche,de GER,DF,28,33.8,1762,2097,84,37312,13315,463,522,88.7,1022,1147,89.1,258,386,66.8
2020-2021,Bundesliga,Union Berlin,Andreas Luthe,de GER,GK,33,30.8,811,1143,71,22829,16779,167,167,100,373,386,96.6,268,585,45.8
2020-2021,Bundesliga,Union Berlin,Christopher Trimmel,at AUT,"DF,FW",33,28.6,1092,1552,70.4,19417,7961,534,613,87.1,371,497,74.6,160,348,46
2020-2021,Bundesliga,Union Berlin,Robert Andrich,de GER,MF,25,28.1,1127,1442,78.2,19061,5611,534,632,84.5,460,553,83.2,99,170,58.2
2020-2021,Bundesliga,Union Berlin,Christopher Lenz,de GER,"DF,FW",25,25,937,1322,70.9,15743,6486,456,540,84.4,360,493,73,86,185,46.5
2020-2021,Bundesliga,Union Berlin,Marcus Ingvartsen,dk DEN,"MF,FW",24,21.8,462,666,69.4,6923,2033,256,321,79.8,148,199,74.4,31,68,45.6
2020-2021,Bundesliga,Union Berlin,Grischa Prömel,de GER,MF,25,20.2,557,718,77.6,9344,2188,238,301,79.1,255,303,84.2,38,57,66.7
2020-2021,Bundesliga,Union Berlin,Max Kruse,de GER,"FW,MF",32,18.1,567,765,74.1,10561,2142,242,291,83.2,224,281,79.7,80,129,62
2020-2021,Bundesliga,Union Berlin,Taiwo Awoniyi,ng NGA,FW,22,15.1,194,295,65.8,2588,456,120,164,73.2,54,81,66.7,10,18,55.6
2020-2021,Bundesliga,Union Berlin,Nico Schlotterbeck,de GER,DF,20,14.3,657,820,80.1,12790,4572,245,267,91.8,328,370,88.6,77,157,49
2020-2021,Bundesliga,Union Berlin,Sheraldo Becker,sr SUR,"FW,MF",25,12.3,202,326,62,3200,869,112,146,76.7,66,115,57.4,15,35,42.9
2020-2021,Bundesliga,Union Berlin,Christian Gentner,de GER,MF,34,11.5,360,480,75,5651,1844,180,216,83.3,126,163,77.3,29,54,53.7
2020-2021,Bundesliga,Union Berlin,Julian Ryerson,no NOR,"DF,MF",22,11.9,417,563,74.1,6692,2154,223,265,84.2,147,194,75.8,32,60,53.3
2020-2021,Bundesliga,Union Berlin,Joel Pohjanpalo,fi FIN,FW,25,9.5,128,188,68.1,1933,492,73,96,76,40,60,66.7,9,13,69.2
2020-2021,Bundesliga,Union Berlin,Marius Bülter,de GER,"FW,MF",27,10.9,189,317,59.6,3042,766,88,129,68.2,67,96,69.8,19,37,51.4
2020-2021,Bundesliga,Union Berlin,Sebastian Griesbeck,de GER,MF,29,9.9,165,231,71.4,2480,741,85,112,75.9,63,81,77.8,9,17,52.9
2020-2021,Bundesliga,Union Berlin,Petar Musa,hr CRO,FW,22,7.9,116,217,53.5,1332,259,85,137,62,17,42,40.5,3,8,37.5
2020-2021,Bundesliga,Union Berlin,Florian Hübner,de GER,DF,29,5.8,187,251,74.5,3178,1434,81,98,82.7,92,112,82.1,10,32,31.3
2020-2021,Bundesliga,Union Berlin,Cedric Teuchert,de GER,"FW,MF",23,8.4,128,188,68.1,1871,609,71,92,77.2,38,54,70.4,10,18,55.6
2020-2021,Bundesliga,Union Berlin,Keita Endo,jp JPN,"MF,FW",22,5.1,75,111,67.6,1060,332,42,55,76.4,27,38,71.1,3,8,37.5
2020-2021,Bundesliga,Union Berlin,Niko Gießelmann,de GER,DF,28,4.8,169,257,65.8,2900,1309,80,105,76.2,67,90,74.4,19,42,45.2
2020-2021,Bundesliga,Union Berlin,Loris Karius,de GER,GK,27,3.2,57,96,59.4,1868,1530,9,9,100,22,22,100,26,63,41.3
2020-2021,Bundesliga,Union Berlin,Akaki Gogia,de GER,"FW,MF",28,1.6,40,57,70.2,634,203,21,25,84,14,21,66.7,4,5,80
2020-2021,Bundesliga,Union Berlin,Leon Dajaku,de GER,FW,19,0.4,13,16,81.3,177,38,6,7,85.7,5,5,100,1,2,50
2020-2021,Bundesliga,Union Berlin,Tim Maciejewski,de GER,FW,19,0.1,2,3,66.7,14,0,2,3,66.7,0,0,,0,0,
2020-2021,Bundesliga,Union Berlin,Joshua Mees,de GER,FW,24,0.1,2,3,66.7,21,4,2,2,100,0,1,0,0,0,
2020-2021,Bundesliga,M'Gladbach,Matthias Ginter,de GER,DF,26,34,2018,2402,84,37414,14424,760,840,90.5,1066,1193,89.4,167,309,54
2020-2021,Bundesliga,M'Gladbach,Stefan Lainer,at AUT,DF,27,30.8,1260,1709,73.7,19499,8042,686,774,88.6,444,609,72.9,85,186,45.7
2020-2021,Bundesliga,M'Gladbach,Yann Sommer,ch SUI,GK,31,30.1,1017,1243,81.8,24546,15043,238,240,99.2,515,523,98.5,259,469,55.2
2020-2021,Bundesliga,M'Gladbach,Florian Neuhaus,de GER,MF,23,29.1,1476,1774,83.2,25833,8907,700,771,90.8,584,676,86.4,158,238,66.4
2020-2021,Bundesliga,M'Gladbach,Nico Elvedi,ch SUI,DF,23,28.2,1734,1902,91.2,31659,10411,638,696,91.7,947,1001,94.6,133,162,82.1
2020-2021,Bundesliga,M'Gladbach,Christoph Kramer,de GER,MF,29,22.6,1123,1313,85.5,16742,5562,612,672,91.1,396,456,86.8,57,96,59.4
2020-2021,Bundesliga,M'Gladbach,Lars Stindl,de GER,"MF,FW",31,21.8,846,1052,80.4,12885,3178,439,506,86.8,300,369,81.3,54,77,70.1
2020-2021,Bundesliga,M'Gladbach,Jonas Hofmann,de GER,"FW,MF",28,20.2,763,1035,73.7,13638,3850,353,412,85.7,258,324,79.6,115,216,53.2
2020-2021,Bundesliga,M'Gladbach,Ramy Bensebaini,dz ALG,DF,25,20.1,997,1237,80.6,16182,6299,492,553,89,399,480,83.1,73,130,56.2
2020-2021,Bundesliga,M'Gladbach,Marcus Thuram,fr FRA,"FW,MF",22,19.2,398,577,69,5008,1175,269,341,78.9,86,125,68.8,12,27,44.4
2020-2021,Bundesliga,M'Gladbach,Alassane Pléa,fr FRA,FW,27,20,495,691,71.6,7486,1675,273,341,80.1,153,204,75,39,62,62.9
2020-2021,Bundesliga,M'Gladbach,Breel Embolo,ch SUI,"FW,MF",23,16,324,450,72,4096,690,214,265,80.8,72,101,71.3,13,21,61.9
2020-2021,Bundesliga,M'Gladbach,Denis Zakaria,ch SUI,"MF,DF",23,15.8,564,647,87.2,9128,2702,278,303,91.7,232,256,90.6,39,55,70.9
2020-2021,Bundesliga,M'Gladbach,Oscar Wendt,se SWE,DF,34,13.9,548,733,74.8,8735,3169,278,319,87.1,227,299,75.9,31,71,43.7
2020-2021,Bundesliga,M'Gladbach,Hannes Wolf,at AUT,"MF,FW",21,15.3,417,556,75,5178,1334,255,306,83.3,116,144,80.6,9,22,40.9
2020-2021,Bundesliga,M'Gladbach,Valentino Lazaro,at AUT,"DF,FW",24,13.8,431,575,75,6443,1798,255,294,86.7,132,184,71.7,30,62,48.4
2020-2021,Bundesliga,M'Gladbach,Patrick Herrmann,de GER,"FW,MF",29,9.7,235,347,67.7,3678,1129,132,169,78.1,69,95,72.6,22,49,44.9
2020-2021,Bundesliga,M'Gladbach,Tobias Sippel,de GER,GK,32,3.8,92,147,62.6,2839,2292,11,11,100,46,46,100,35,87,40.2
2020-2021,Bundesliga,M'Gladbach,Tony Jantschke,de GER,DF,30,3,240,262,91.6,4244,1384,97,100,97,122,131,93.1,18,25,72
2020-2021,Bundesliga,M'Gladbach,Louis Beyer,de GER,DF,20,2.1,79,99,79.8,1346,478,30,33,90.9,40,46,87,5,11,45.5
2020-2021,Bundesliga,M'Gladbach,László Bénes,sk SVK,MF,22,1.7,81,112,72.3,1348,425,45,53,84.9,28,35,80,8,19,42.1
2020-2021,Bundesliga,M'Gladbach,Ibrahima Traoré,gn GUI,"FW,DF",32,1.1,31,46,67.4,397,105,20,26,76.9,9,13,69.2,0,4,0
2020-2021,Bundesliga,M'Gladbach,Rocco Reitz,de GER,MF,18,0.7,38,46,82.6,544,188,21,23,91.3,13,16,81.3,2,3,66.7
2020-2021,Bundesliga,Stuttgart,Gregor Kobel,ch SUI,GK,22,33,1009,1222,82.6,22272,16279,364,364,100,419,425,98.6,198,401,49.4
2020-2021,Bundesliga,Stuttgart,Wataru Endo,jp JPN,MF,27,32.8,1526,1830,83.4,25197,8849,722,815,88.6,643,736,87.4,114,170,67.1
2020-2021,Bundesliga,Stuttgart,Marc-Oliver Kempf,de GER,DF,25,30.3,1545,1897,81.4,29043,11760,612,680,90,746,853,87.5,170,300,56.7
2020-2021,Bundesliga,Stuttgart,Waldemar Anton,de GER,DF,24,30.1,1835,2097,87.5,34500,14015,630,678,92.9,1039,1118,92.9,147,243,60.5
2020-2021,Bundesliga,Stuttgart,Borna Sosa,hr CRO,"DF,FW",22,22.7,894,1281,69.8,13823,5317,526,595,88.4,269,398,67.6,69,199,34.7
2020-2021,Bundesliga,Stuttgart,Orel Mangala,be BEL,MF,22,23.4,847,1012,83.7,13120,3892,453,509,89,301,349,86.2,56,84,66.7
2020-2021,Bundesliga,Stuttgart,Silas Katompa,cd COD,"DF,FW",21,21.3,318,477,66.7,4729,1331,179,237,75.5,110,154,71.4,18,44,40.9
2020-2021,Bundesliga,Stuttgart,Sasa Kalajdzic,at AUT,FW,23,23.7,455,669,68,5933,998,282,369,76.4,121,178,68,17,29,58.6
2020-2021,Bundesliga,Stuttgart,Gonzalo Castro,de GER,MF,33,19.2,661,905,73,10794,3675,334,388,86.1,224,293,76.5,70,133,52.6
2020-2021,Bundesliga,Stuttgart,Konstantinos Mavropanos,gr GRE,DF,22,16.3,848,1081,78.4,16426,6606,332,371,89.5,394,473,83.3,108,192,56.3
2020-2021,Bundesliga,Stuttgart,Philipp Förster,de GER,MF,25,16.8,550,697,78.9,7775,2454,327,376,87,167,202,82.7,26,47,55.3
2020-2021,Bundesliga,Stuttgart,Tanguy Coulibaly,fr FRA,"DF,FW",19,16.7,340,471,72.2,4667,1049,207,259,79.9,94,126,74.6,15,27,55.6
2020-2021,Bundesliga,Stuttgart,Pascal Stenzel,de GER,DF,24,14.2,954,1131,84.4,18517,6674,378,415,91.1,433,482,89.8,131,200,65.5
2020-2021,Bundesliga,Stuttgart,Mateo Klimowicz,de GER,"MF,FW",20,13.3,247,326,75.8,3608,853,143,168,85.1,67,88,76.1,19,28,67.9
2020-2021,Bundesliga,Stuttgart,Atakan Karazor,de GER,"DF,MF",23,11.5,605,703,86.1,9874,3721,281,315,89.2,276,303,91.1,30,55,54.5
2020-2021,Bundesliga,Stuttgart,Daniel Didavi,de GER,"MF,FW",30,10.8,296,412,71.8,4814,1620,143,168,85.1,109,143,76.2,28,62,45.2
2020-2021,Bundesliga,Stuttgart,Nicolás González,ar ARG,"FW,MF",22,10.4,147,243,60.5,2332,661,81,117,69.2,47,71,66.2,12,25,48
2020-2021,Bundesliga,Stuttgart,Roberto Massimo,de GER,"DF,FW",19,8.4,215,286,75.2,3235,796,123,147,83.7,75,97,77.3,11,14,78.6
2020-2021,Bundesliga,Stuttgart,Erik Thommy,de GER,"MF,DF",25,3.5,98,136,72.1,1652,453,49,60,81.7,26,33,78.8,15,25,60
2020-2021,Bundesliga,Stuttgart,Naouirou Ahamada,fr FRA,MF,18,2.8,110,125,88,1600,377,61,68,89.7,36,37,97.3,5,7,71.4
2020-2021,Bundesliga,Stuttgart,Philipp Klement,de GER,"MF,FW",27,4.7,283,360,78.6,5075,1625,122,133,91.7,107,128,83.6,41,71,57.7
2020-2021,Bundesliga,Stuttgart,Marcin Kamiński,pl POL,DF,28,2.4,196,224,87.5,3903,1499,55,61,90.2,117,122,95.9,22,32,68.8
2020-2021,Bundesliga,Stuttgart,Fabian Bredlow,de GER,GK,25,1,31,39,79.5,633,412,12,12,100,12,12,100,6,14,42.9
2020-2021,Bundesliga,Stuttgart,Darko Churlinov,mk MKD,"DF,MF",20,2.4,75,102,73.5,1075,213,48,53,90.6,21,30,70,3,10,30
2020-2021,Bundesliga,Stuttgart,Hamadi Al Ghaddioui,ma MAR,FW,29,0.5,10,15,66.7,127,52,6,7,85.7,2,5,40,1,2,50
2020-2021,Bundesliga,Stuttgart,Alkhaly Momo Cissé,gn GUI,"FW,DF",17,0.4,12,16,75,180,32,7,9,77.8,5,5,100,0,0,
2020-2021,Bundesliga,Stuttgart,Mohamed Sankoh,nl NED,MF,16,0.2,2,2,100,33,1,1,1,100,1,1,100,0,0,
2020-2021,Bundesliga,Stuttgart,Lilian Egloff,de GER,MF,17,0.2,4,5,80,52,2,2,2,100,2,2,100,0,0,
2020-2021,Bundesliga,Stuttgart,Luca Mack,de GER,MF,20,0.1,2,4,50,29,5,1,1,100,1,1,100,0,1,0
2020-2021,Bundesliga,Freiburg,Christian Günter,de GER,"DF,MF",27,34,1187,1645,72.2,20960,8419,561,648,86.6,457,597,76.5,141,294,48
2020-2021,Bundesliga,Freiburg,Philipp Lienhart,at AUT,DF,24,33.3,1661,1957,84.9,35640,11078,403,456,88.4,1021,1075,95,230,393,58.5
2020-2021,Bundesliga,Freiburg,Florian Müller,de GER,GK,22,31,912,1333,68.4,25817,18738,142,143,99.3,509,517,98.5,259,668,38.8
2020-2021,Bundesliga,Freiburg,Nicolas Höfler,de GER,MF,30,30.3,1169,1393,83.9,20176,6241,499,581,85.9,537,588,91.3,92,132,69.7
2020-2021,Bundesliga,Freiburg,Baptiste Santamaria,fr FRA,MF,25,24.5,777,1043,74.5,13595,3702,358,444,80.6,321,394,81.5,74,131,56.5
2020-2021,Bundesliga,Freiburg,Jonathan Schmid,fr FRA,"MF,DF",30,26.6,995,1333,74.6,18132,7591,432,510,84.7,436,556,78.4,110,198,55.6
2020-2021,Bundesliga,Freiburg,Vincenzo Grifo,it ITA,"MF,FW",27,25.7,838,1148,73,15258,4435,372,432,86.1,306,407,75.2,121,221,54.8
2020-2021,Bundesliga,Freiburg,Lucas Höler,de GER,"FW,MF",26,23.2,439,679,64.7,6142,1063,276,367,75.2,123,191,64.4,21,36,58.3
2020-2021,Bundesliga,Freiburg,Manuel Gulde,de GER,DF,29,21.7,898,1030,87.2,17088,5226,304,333,91.3,504,543,92.8,82,133,61.7
2020-2021,Bundesliga,Freiburg,Roland Sallai,hu HUN,"MF,FW",23,18.5,336,485,69.3,5384,1821,175,217,80.6,115,149,77.2,34,64,53.1
2020-2021,Bundesliga,Freiburg,Ermedin Demirović,ba BIH,FW,22,16.6,133,258,51.6,1991,725,67,110,60.9,51,93,54.8,6,15,40
2020-2021,Bundesliga,Freiburg,Keven Schlotterbeck,de GER,DF,23,18.4,665,826,80.5,13902,5141,184,216,85.2,374,425,88,100,166,60.2
2020-2021,Bundesliga,Freiburg,Dominique Heintz,de GER,DF,26,15.2,833,968,86.1,18104,6016,233,245,95.1,448,485,92.4,148,216,68.5
2020-2021,Bundesliga,Freiburg,Nils Petersen,de GER,FW,31,14.5,154,243,63.4,2069,363,90,130,69.2,40,59,67.8,9,16,56.3
2020-2021,Bundesliga,Freiburg,Lukas Kübler,de GER,"DF,MF",27,9.8,277,423,65.5,5597,2247,102,130,78.5,130,191,68.1,43,81,53.1
2020-2021,Bundesliga,Freiburg,Jeong Woo-yeong,kr KOR,"FW,MF",20,9.1,277,374,74.1,4058,1415,161,204,78.9,89,115,77.4,16,25,64
2020-2021,Bundesliga,Freiburg,Janik Haberer,de GER,"MF,FW",26,5.4,164,214,76.6,2622,561,83,101,82.2,58,69,84.1,14,24,58.3
2020-2021,Bundesliga,Freiburg,Yannik Keitel,de GER,MF,20,5.5,155,202,76.7,2484,641,87,109,79.8,57,65,87.7,10,16,62.5
2020-2021,Bundesliga,Freiburg,Mark Flekken,nl NED,GK,27,3,92,123,74.8,3190,2559,10,10,100,41,41,100,41,72,56.9
2020-2021,Bundesliga,Freiburg,Lino Tempelmann,de GER,MF,21,3,120,151,79.5,2139,389,49,59,83.1,51,57,89.5,15,21,71.4
2020-2021,Bundesliga,Freiburg,Kwon Chang-hoon,kr KOR,"MF,FW",26,2.4,52,67,77.6,755,152,33,35,94.3,15,21,71.4,3,6,50
2020-2021,Bundesliga,Freiburg,Guus Til,nl NED,FW,22,1.4,20,35,57.1,246,43,13,17,76.5,5,11,45.5,0,0,
2020-2021,Bundesliga,Freiburg,Amir Abrashi,al ALB,"MF,DF",30,0.7,18,23,78.3,258,20,11,14,78.6,4,5,80,2,2,100
2020-2021,Bundesliga,Freiburg,Nishan Burkart,ch SUI,MF,20,0.2,5,7,71.4,59,22,4,5,80,1,1,100,0,0,
2020-2021,Bundesliga,Hoffenheim,Oliver Baumann,de GER,GK,30,31,1049,1349,77.8,24414,16656,298,298,100,486,495,98.2,246,535,46
2020-2021,Bundesliga,Hoffenheim,Diadie Samassékou,ml MLI,MF,24,28.5,1132,1376,82.3,19458,4461,506,577,87.7,486,573,84.8,101,138,73.2
2020-2021,Bundesliga,Hoffenheim,Christoph Baumgartner,at AUT,"MF,FW",20,26.3,699,951,73.5,10511,2835,395,492,80.3,220,281,78.3,51,89,57.3
2020-2021,Bundesliga,Hoffenheim,Andrej Kramarić,hr CRO,"FW,MF",29,26.4,780,1019,76.5,12495,2621,403,458,88,269,338,79.6,73,128,57
2020-2021,Bundesliga,Hoffenheim,Stefan Posch,at AUT,DF,23,23.5,1153,1464,78.8,21862,7944,434,494,87.9,573,660,86.8,128,235,54.5
2020-2021,Bundesliga,Hoffenheim,Ihlas Bebou,tg TOG,"FW,MF",26,24.4,466,630,74,6190,1385,293,358,81.8,115,164,70.1,24,37,64.9
2020-2021,Bundesliga,Hoffenheim,Florian Grillitsch,at AUT,"MF,DF",24,20.9,1228,1427,86.1,24525,8411,432,484,89.3,579,634,91.3,188,241,78
2020-2021,Bundesliga,Hoffenheim,Sebastian Rudy,de GER,"MF,FW",30,18.6,689,961,71.7,11010,3938,370,442,83.7,242,304,79.6,61,142,43
2020-2021,Bundesliga,Hoffenheim,Kevin Vogt,de GER,DF,28,20.5,1350,1516,89.1,30165,12360,315,336,93.8,782,831,94.1,250,336,74.4
2020-2021,Bundesliga,Hoffenheim,Pavel Kadeřábek,cz CZE,"DF,FW",28,17.6,703,971,72.4,11350,4177,344,403,85.4,298,392,76,48,113,42.5
2020-2021,Bundesliga,Hoffenheim,Ryan Sessegnon,eng ENG,"DF,FW",20,17.5,716,934,76.7,11844,4169,343,393,87.3,316,397,79.6,45,93,48.4
