Year,Country,Player,Pos,Age,Int Matches Played,Int Starts,Int Min,Int 90s,Int Goals,Int Assists,Int Goals + Assists ,Int Non Penalty Goals,Int Penalty Goals,Int Penaltes Attempted,Int Yellow Cards,Int Red Cards,Int Goals Per 90,Int Assists Per 90,Int Goals + Assits Per 90,Int Non Penalty Goals Per 90,Int Non Penalty Goals + Assits Per 90
2019,Bulgaria,Ivan Goranov,"DF,MF",26,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Bulgaria,Dimitar Evtimov,GK,24,0,0,,,,,,,,,,,,,,,
2019,Bulgaria,Kamen Hadzhiev,DF,26,0,0,,,,,,,,,,,,,,,
2019,Bulgaria,Svetoslav Kovachev,MF,20,0,0,,,,,,,,,,,,,,,
2019,Bulgaria,Martin Lukov,GK,25,0,0,,,,,,,,,,,,,,,
2019,Bulgaria,Blagoy Makendzhiev,GK,30,0,0,,,,,,,,,,,,,,,
2019,Bulgaria,Borislav Tsonev,MF,23,0,0,,,,,,,,,,,,,,,
2019,Bulgaria,Aleksandar Tsvetkov,MF,27,0,0,,,,,,,,,,,,,,,
2020,Bulgaria,Kristiyan Malinov,MF,25,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Dimitar Iliev,"MF,FW",31,2,2,135,1.5,1,1,2,1,0,0,0,0,0.67,0.67,1.33,0.67,1.33
2020,Bulgaria,Valentin Antov,DF,19,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Aleksandar Tsvetkov,MF,29,2,1,105,1.2,1,0,1,1,0,0,0,0,0.86,0,0.86,0.86,0.86
2020,Bulgaria,Vasil Bozhikov,DF,31,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Georgi Georgiev,GK,31,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Ivan Goranov,DF,27,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Martin Lukov,GK,26,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Ivan Turitsov,DF,20,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Petar Zanev,DF,34,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Spas Delev,MF,30,1,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Aleksandar Tonev,MF,29,1,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Dominik Yankov,MF,19,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Strahil Popov,DF,29,1,1,77,0.9,0,1,1,0,0,0,0,0,0,1.17,1.17,0,1.17
2020,Bulgaria,Georgi Yomov,MF,22,1,1,77,0.9,1,1,2,1,0,0,0,0,1.17,1.17,2.34,1.17,2.34
2020,Bulgaria,Georgi Milanov,MF,27,1,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Stefan Velkov,DF,23,1,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Ismail Isa,FW,30,1,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Cicinho,DF,31,1,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Galin Ivanov,MF,31,1,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Svetoslav Kovachev,MF,21,2,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Todor Nedelev,MF,26,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Dimitar Velkovski,"DF,MF",25,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Viktor Popov,DF,19,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Zdravko Dimitrov,FW,21,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Bozhidar Kraev,"FW,MF",22,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Martin Minchev,"FW,MF",18,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Bulgaria,Kristian Dimitrov,DF,22,0,0,,,,,,,,,,,,,,,
2020,Bulgaria,Andrea Hristov,DF,20,0,0,,,,,,,,,,,,,,,
2020,Bulgaria,Ivan Karadzhov,GK,30,0,0,,,,,,,,,,,,,,,
2020,Bulgaria,Bircent Karagaren,"FW,MF",27,0,0,,,,,,,,,,,,,,,
2020,Bulgaria,Angel Lyaskov,DF,21,0,0,,,,,,,,,,,,,,,
2020,Bulgaria,Daniel Naumov,GK,21,0,0,,,,,,,,,,,,,,,
2020,Bulgaria,Martin Raynov,MF,27,0,0,,,,,,,,,,,,,,,
2020,Bulgaria,Georgi Terziev,DF,27,0,,,,,,,,,,,,,,,,
2021,Bulgaria,Ivelin Popov,"FW,MF",33,7,7,630,7,1,1,2,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29
2021,Bulgaria,Strahil Popov,"DF,MF",30,7,7,602,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Bulgaria,Vasil Bozhikov,DF,32,7,7,585,6.5,2,0,2,2,0,0,0,0,0.31,0,0.31,0.31,0.31
2021,Bulgaria,Anton Nedyalkov,DF,27,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Bulgaria,Kristiyan Malinov,MF,26,7,6,512,5.7,0,0,0,0,0,0,2,0,0,0,0,0,0
2021,Bulgaria,Georgi Kostadinov,MF,30,6,5,468,5.2,0,0,0,0,0,0,2,0,0,0,0,0,0
2021,Bulgaria,Todor Nedelev,MF,27,6,5,427,4.7,1,2,3,0,1,1,0,0,0.21,0.42,0.63,0,0.42
2021,Bulgaria,Petar Zanev,DF,35,5,5,383,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Galin Ivanov,MF,32,6,5,366,4.1,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25
2021,Bulgaria,Plamen Iliev,GK,29,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Nikolay Mihaylov,GK,32,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Wanderson,MF,33,4,4,312,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Kiril Despodov,MF,24,6,3,350,3.9,0,1,1,0,0,0,1,0,0,0.26,0.26,0,0.26
2021,Bulgaria,Georgi Terziev,DF,28,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Ismail Isa,FW,31,5,3,268,3,1,1,2,1,0,0,0,0,0.34,0.34,0.67,0.34,0.67
2021,Bulgaria,Nikolay Bodurov,DF,34,3,3,244,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Bulgaria,Marcelinho,"FW,MF",36,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Georgi Sarmov,"MF,DF",35,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Martin Minchev,MF,19,3,3,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Kristian Dimitrov,DF,23,4,2,251,2.8,1,0,1,1,0,0,1,0,0.36,0,0.36,0.36,0.36
2021,Bulgaria,Bozhidar Kraev,FW,23,4,2,235,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Georgi Pashov,DF,30,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Bulgaria,Spas Delev,"MF,FW",31,2,2,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Simeon Slavchev,MF,27,2,2,112,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Bulgaria,Yanis Karabelyov,MF,25,2,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Cicinho,DF,32,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Georgi Georgiev,GK,32,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Bulgaria,Ivan Goranov,DF,28,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Kamen Hadzhiev,DF,29,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Bircent Karagaren,MF,28,2,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Ivaylo Chochev,MF,27,1,1,69,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Bulgaria,Stanislav Kostov,FW,29,1,1,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Valentin Antov,DF,20,1,1,11,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Bulgaria,Georgi Yomov,MF,23,1,0,60,0.7,1,0,1,1,0,0,0,0,1.5,0,1.5,1.5,1.5
2021,Bulgaria,Tsvetelin Chunchukov,FW,26,2,0,21,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Bulgaria,Georgi Iliev,MF,39,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Dominik Yankov,MF,20,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Daniel Mladenov,"FW,MF",33,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Aleksandar Tsvetkov,MF,30,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Bulgaria,Ivan Bandalovski,DF,34,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Bozhidar Chorbadzhiyski,DF,25,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Nikolay Dimitrov,"FW,MF",33,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Dimitar Evtimov,GK,27,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Viktor Genev,DF,32,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Dimitar Iliev,"FW,MF",32,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Hristo Ivanov,GK,38,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Stanislav Ivanov,FW,21,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Radoslav Kirilov,"FW,MF",28,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Deyan Lozev,MF,27,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Martin Lukov,GK,27,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Blagoy Makendzhiev,GK,32,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Georgi Milanov,"FW,MF",28,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Vasil Panayotov,MF,30,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Viktor Popov,DF,20,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Krum Stoyanov,"DF,FW",29,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Radoslav Vasilev,FW,30,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Dimitar Velkovski,"DF,MF",26,0,0,,,,,,,,,,,,,,,
2021,Bulgaria,Antonio Vutov,"FW,MF",24,0,0,,,,,,,,,,,,,,,
2022,Bulgaria,Kiril Despodov,"FW,MF",25,7,7,558,6.2,2,2,4,2,0,0,0,0,0.32,0.32,0.65,0.32,0.65
2022,Bulgaria,Georgi Kostadinov,MF,31,6,6,429,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Bulgaria,Andrea Hristov,DF,22,6,5,451,5,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Bulgaria,Valentin Antov,DF,21,5,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0
2022,Bulgaria,Petko Hristov,"DF,MF",22,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Bulgaria,Georgi Yomov,"FW,MF",24,5,5,331,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0
2022,Bulgaria,Ivaylo Chochev,"MF,DF",28,8,4,453,5,1,1,2,1,0,0,0,0,0.2,0.2,0.4,0.2,0.4
2022,Bulgaria,Atanas Iliev,FW,27,7,4,357,4,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25
2022,Bulgaria,Todor Nedelev,MF,28,4,4,304,3.4,2,0,2,2,0,0,0,0,0.59,0,0.59,0.59,0.59
2022,Bulgaria,Kristiyan Malinov,MF,27,6,3,282,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Bulgaria,Vasil Bozhikov,DF,33,4,3,271,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Bulgaria,Momchil Tsvetanov,"MF,DF",31,4,3,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Petar Vitanov,MF,26,4,3,267,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Bulgaria,Ivan Turitsov,DF,22,3,3,225,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Bulgaria,Dimitar Iliev,FW,33,4,2,195,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0
2022,Bulgaria,Daniel Dimov,DF,33,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Georgi Georgiev,GK,33,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Plamen Iliev,GK,30,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Ivan Karadzhov,GK,32,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Anton Nedyalkov,DF,28,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Bulgaria,Andrey Galabinov,FW,33,2,2,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Cicinho,MF,33,2,2,116,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Bulgaria,Spas Delev,FW,32,5,1,199,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Dimitar Velkovski,DF,27,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Petar Zanev,DF,36,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Kristian Dimitrov,DF,24,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Martin Lukov,GK,28,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Daniel Naumov,GK,23,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Strahil Popov,MF,31,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Dominik Yankov,MF,21,4,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Radoslav Kirilov,MF,29,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Borislav Tsonev,MF,26,1,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Radoslav Tsonev,MF,26,2,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Antonio Vutov,MF,25,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Bulgaria,Ilian Iliev,MF,22,4,0,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Bircent Karagaren,"FW,MF",29,2,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Kaloyan Krastev,FW,23,4,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Georgi Minchev,FW,26,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Martin Raynov,MF,29,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Bulgaria,Nikolay Mihaylov,GK,33,0,0,,0,0,0,0,0,0,0,0,1,,,,,
2022,Bulgaria,Stanislav Ivanov,FW,22,0,0,,,,,,,,,,,,,,,
2022,Bulgaria,Alex Petkov,DF,22,0,0,,,,,,,,,,,,,,,
2022,Bulgaria,Svetoslav Vutsov,G,,,,,,,,,,,,,,,,,,
2023,Bulgaria,Anton Nedyalkov,DF,29,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Kiril Despodov,"FW,MF",25,5,4,348,3.9,3,0,3,3,0,0,2,0,0.78,0,0.78,0.78,0.78
2023,Bulgaria,Iliyan Stefanov,"MF,FW",23,6,4,314,3.5,2,1,3,2,0,0,1,0,0.57,0.29,0.86,0.57,0.86
2023,Bulgaria,Georgi Milanov,MF,30,4,4,311,3.5,0,1,1,0,0,0,1,0,0,0.29,0.29,0,0.29
2023,Bulgaria,Ivan Turitsov,DF,23,4,4,302,3.4,0,1,1,0,0,0,0,0,0,0.3,0.3,0,0.3
2023,Bulgaria,Petko Hristov,DF,23,4,3,315,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Bulgaria,Filip Krastev,MF,20,5,3,302,3.4,0,1,1,0,0,0,1,0,0,0.3,0.3,0,0.3
2023,Bulgaria,Nikolay Mihaylov,GK,34,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Martin Minchev,"MF,FW",21,5,3,229,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Bulgaria,Atanas Iliev,FW,27,4,3,193,2.1,1,1,2,1,0,0,0,0,0.47,0.47,0.93,0.47,0.93
2023,Bulgaria,Viktor Popov,DF,22,3,2,198,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Ivaylo Chochev,MF,29,3,2,186,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Valentin Antov,DF,21,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5
2023,Bulgaria,Bozhidar Chorbadzhiyski,DF,26,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Plamen Galabov,DF,26,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Andrea Hristov,DF,23,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Bulgaria,Andrian Kraev,MF,23,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Bulgaria,Daniel Naumov,GK,24,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Marin Petkov,MF,18,2,2,180,2,1,0,1,1,0,0,1,0,0.5,0,0.5,0.5,0.5
2023,Bulgaria,Radoslav Kirilov,FW,30,2,2,170,1.9,1,2,3,1,0,0,1,0,0.53,1.06,1.59,0.53,1.59
2023,Bulgaria,Ilia Gruev,MF,22,2,2,160,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Bulgaria,Todor Nedelev,MF,29,3,2,153,1.7,0,1,1,0,0,0,0,0,0,0.59,0.59,0,0.59
2023,Bulgaria,Edisson Jordanov,DF,29,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Georgi Minchev,FW,27,3,1,175,1.9,1,0,1,1,0,0,1,0,0.51,0,0.51,0.51,0.51
2023,Bulgaria,Georgi Kostadinov,MF,31,2,1,122,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Bulgaria,Svetoslav Vutsov,GK,20,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Yanis Karabelyov,MF,26,2,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Nikola Iliev,FW,18,2,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Yoan Stoyanov,MF,21,2,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Georgi Rusev,FW,24,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Dominik Yankov,MF,22,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Kristiyan Malinov,MF,28,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Ivan Yordanov,MF,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Bulgaria,Ivan Dyulgerov,GK,23,0,0,,,,,,,,,,,,,,,
2023,Bulgaria,Hristiyan Petrov,DF,20,0,0,,,,,,,,,,,,,,,
2023,Bulgaria,Mateo Stamatov,DF,23,0,0,,,,,,,,,,,,,,,
2024,Bulgaria,Ilia Gruev,"MF,DF",23,8,8,714,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Bulgaria,Kiril Despodov,"FW,MF",27,8,8,648,7.2,3,1,4,2,1,1,1,0,0.42,0.14,0.56,0.28,0.42
2024,Bulgaria,Valentin Antov,DF,23,7,7,530,5.9,0,0,0,0,0,0,3,1,0,0,0,0,0
2024,Bulgaria,Viktor Popov,"DF,MF",23,5,5,445,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Bulgaria,Spas Delev,"FW,MF",34,7,5,393,4.4,1,0,1,1,0,1,0,0,0.23,0,0.23,0.23,0.23
2024,Bulgaria,Ivan Dyulgerov,GK,24,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Bulgaria,Daniel Naumov,GK,25,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Marin Petkov,"MF,DF",20,5,4,360,4,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25
2024,Bulgaria,Andrian Kraev,MF,24,4,4,270,3,0,0,0,0,0,0,2,1,0,0,0,0,0
2024,Bulgaria,Ivaylo Chochev,MF,30,6,4,264,2.9,0,1,1,0,0,0,0,0,0,0.34,0.34,0,0.34
2024,Bulgaria,Filip Krastev,MF,22,5,3,312,3.5,0,1,1,0,0,0,0,0,0,0.29,0.29,0,0.29
2024,Bulgaria,Alex Petkov,DF,24,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Bulgaria,Martin Minchev,"FW,MF",22,3,3,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Georgi Rusev,FW,25,8,2,295,3.3,1,0,1,1,0,0,2,0,0.31,0,0.31,0.31,0.31
2024,Bulgaria,Nikola Iliev,MF,19,4,2,231,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Yoan Stoyanov,"MF,DF",22,4,2,218,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Petko Hristov,DF,24,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Kristian Dimitrov,DF,26,2,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Patrik Galchev,"MF,DF",22,3,2,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Zhivko Atanasov,DF,32,2,1,138,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Bulgaria,Ivan Yordanov,MF,23,2,1,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Lukas Petkov,FW,23,2,1,127,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Bulgaria,Hristiyan Petrov,DF,21,2,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Ivan Turitsov,DF,24,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Aleksandar Kolev,FW,31,2,1,95,1.1,0,1,1,0,0,0,1,0,0,0.95,0.95,0,0.95
2024,Bulgaria,Plamen Galabov,DF,28,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Dimo Krastev,DF,20,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Anton Nedyalkov,DF,30,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Preslav Borukov,FW,23,3,1,76,0.8,1,0,1,1,0,0,0,0,1.18,0,1.18,1.18,1.18
2024,Bulgaria,Yanis Karabelyov,MF,28,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Ilian Iliev,MF,24,2,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Stanislav Shopov,MF,21,2,1,51,0.6,0,1,1,0,0,0,0,0,0,1.76,1.76,0,1.76
2024,Bulgaria,Ivaylo Markov,DF,26,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Iliyan Stefanov,MF,25,2,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Simeon Petrov,DF,24,2,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Radoslav Kirilov,"FW,MF",31,2,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Dominik Yankov,MF,23,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Hristo Ivanov,MF,23,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Stanislav Ivanov,FW,24,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Svetoslav Kovachev,MF,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Bulgaria,Plamen Andreev,GK,19,0,0,,,,,,,,,,,,,,,
2024,Bulgaria,Angel Lyaskov,DF,25,0,0,,,,,,,,,,,,,,,
2024,Bulgaria,Dimitar Mitov,GK,27,0,0,,,,,,,,,,,,,,,
2024,Bulgaria,Svetoslav Vutsov,GK,21,0,0,,,,,,,,,,,,,,,
2017,Croatia,Lovre Kalini?,GK,26,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Croatia,Duje ?op,FW,26,2,2,179,2,1,0,1,1,0,0,1,0,0.5,0,0.5,0.5,0.5
2017,Croatia,Tin Jedvaj,DF,21,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Croatia,Borna Bariši?,DF,24,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,Croatia,Jakov Filipovi?,DF,24,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Croatia,Mateo Kova?i?,MF,22,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Croatia,Andrej Kramari?,FW,25,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Croatia,Marko Leškovi?,DF,25,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,Croatia,Matej Mitrovi?,DF,23,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Croatia,Zoran Niži?,DF,27,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Croatia,Ivan Periši?,MF,27,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
