Year,Country,Player,Pos,Age,Int Matches Played,Int Starts,Int Min,Int 90s,Int Goals,Int Assists,Int Goals + Assists ,Int Non Penalty Goals,Int Penalty Goals,Int Penaltes Attempted,Int Yellow Cards,Int Red Cards,Int Goals Per 90,Int Assists Per 90,Int Goals + Assits Per 90,Int Non Penalty Goals Per 90,Int Non Penalty Goals + Assits Per 90
2019,Republic of Ireland,Caoimhín Kelleher,GK,19,0,0,,,,,,,,,,,,,,,
2019,Republic of Ireland,Darragh Lenihan,"DF,FW",24,0,0,,,,,,,,,,,,,,,
2019,Republic of Ireland,Sean McDermott,GK,25,0,0,,,,,,,,,,,,,,,
2019,Republic of Ireland,David Meyler,MF,29,0,0,,,,,,,,,,,,,,,
2019,Republic of Ireland,Derrick Williams,DF,25,0,0,,,,,,,,,,,,,,,
2020,Republic of Ireland,Shane Duffy,DF,28,6,6,540,6,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17
2020,Republic of Ireland,Darren Randolph,GK,33,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Matt Doherty,DF,28,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Robbie Brady,"MF,FW",28,6,4,381,4.2,0,1,1,0,0,0,0,0,0,0.24,0.24,0,0.24
2020,Republic of Ireland,Conor Hourihane,MF,29,5,4,375,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Enda Stevens,DF,30,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Republic of Ireland,Jeff Hendrick,"MF,FW",28,4,4,343,3.8,0,0,0,0,0,0,1,1,0,0,0,0,0
2020,Republic of Ireland,Jayson Molumby,MF,20,4,4,335,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0
2020,Republic of Ireland,Dara O'Shea,DF,21,3,3,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Aaron Connolly,FW,20,3,3,256,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Republic of Ireland,Adam Idah,FW,19,4,3,232,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Daryl Horgan,"FW,DF",27,4,3,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Kevin Long,"DF,MF",29,3,3,204,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Republic of Ireland,James McClean,FW,31,3,2,187,2.1,0,0,0,0,0,0,2,1,0,0,0,0,0
2020,Republic of Ireland,John Egan,DF,27,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Callum O'Dowda,FW,25,3,2,141,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Jason Knight,MF,19,3,1,130,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Republic of Ireland,Ronan Curtis,FW,24,2,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,James Collins,FW,29,2,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Harry Arter,MF,30,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Republic of Ireland,Shane Long,FW,33,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Ryan Manning,DF,24,1,1,85,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Republic of Ireland,Seán Maguire,FW,26,3,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,James McCarthy,MF,29,1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Cyrus Christie,"DF,MF",27,2,0,71,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,Republic of Ireland,Callum Robinson,"FW,MF",25,2,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Josh Cullen,"DF,MF",24,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,David McGoldrick,"FW,MF",32,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Jack Byrne,MF,24,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Troy Parrott,FW,18,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Republic of Ireland,Alan Browne,"DF,MF",25,0,0,,,,,,,,,,,,,,,
2020,Republic of Ireland,Graham Burke,"FW,MF",26,0,0,,,,,,,,,,,,,,,
2020,Republic of Ireland,Ciaran Clark,"DF,MF",30,0,0,,,,,,,,,,,,,,,
2020,Republic of Ireland,Séamus Coleman,"DF,MF",31,0,0,,,,,,,,,,,,,,,
2020,Republic of Ireland,Caoimhín Kelleher,GK,21,0,0,,,,,,,,,,,,,,,
2020,Republic of Ireland,Darragh Lenihan,"DF,FW",26,0,0,,,,,,,,,,,,,,,
2020,Republic of Ireland,Aaron McEneff,MF,25,0,0,,,,,,,,,,,,,,,
2020,Republic of Ireland,Jack Taylor,"DF,MF",22,0,0,,,,,,,,,,,,,,,
2020,Republic of Ireland,Mark Travers,GK,21,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Shane Duffy,DF,29,9,9,840,9.3,1,0,1,1,0,0,2,0,0.11,0,0.11,0.11,0.11
2021,Republic of Ireland,Jeff Hendrick,MF,29,9,9,840,9.3,1,0,1,1,0,0,1,0,0.11,0,0.11,0.11,0.11
2021,Republic of Ireland,Darren Randolph,GK,33,9,9,840,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,James McClean,"MF,FW",31,9,9,779,8.7,0,1,1,0,0,0,3,0,0,0.12,0.12,0,0.12
2021,Republic of Ireland,Enda Stevens,DF,30,8,8,750,8.3,0,1,1,0,0,0,3,0,0,0.12,0.12,0,0.12
2021,Republic of Ireland,Conor Hourihane,MF,29,8,8,708,7.9,1,0,1,1,0,0,2,0,0.13,0,0.13,0.13,0.13
2021,Republic of Ireland,David McGoldrick,FW,33,7,7,638,7.1,1,1,2,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28
2021,Republic of Ireland,Séamus Coleman,"DF,MF",32,7,7,615,6.8,0,0,0,0,0,0,2,1,0,0,0,0,0
2021,Republic of Ireland,Glenn Whelan,MF,37,6,6,531,5.9,0,0,0,0,0,0,2,0,0,0,0,0,0
2021,Republic of Ireland,Richard Keogh,DF,34,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Matt Doherty,"DF,MF",29,5,5,365,4.1,1,0,1,1,0,0,0,0,0.25,0,0.25,0.25,0.25
2021,Republic of Ireland,John Egan,DF,28,4,4,345,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Callum Robinson,"MF,FW",25,6,4,326,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Alan Browne,MF,25,5,2,260,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,Republic of Ireland,Robbie Brady,"MF,FW",29,5,2,253,2.8,1,0,1,1,0,0,0,0,0.36,0,0.36,0.36,0.36
2021,Republic of Ireland,James Collins,FW,30,2,2,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Scott Hogan,FW,28,4,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Seán Maguire,FW,26,3,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Aaron Connolly,FW,21,2,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,James McCarthy,MF,30,1,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Aiden O'Brien,"FW,MF",27,1,1,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Callum O'Dowda,"DF,FW",25,2,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Alan Judge,"FW,MF",32,2,0,58,0.6,0,1,1,0,0,0,1,0,0,1.55,1.55,0,1.55
2021,Republic of Ireland,Ciaran Clark,"DF,MF",31,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Harry Arter,MF,31,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Shane Long,FW,34,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Derrick Williams,DF,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Republic of Ireland,Jack Byrne,MF,24,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Cyrus Christie,"DF,MF",28,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Josh Cullen,"DF,MF",24,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Greg Cunningham,"DF,MF",30,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Ronan Curtis,"FW,MF",24,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Caoimhín Kelleher,GK,22,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Kevin Long,DF,30,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Sean McDermott,GK,27,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Jayson Molumby,MF,21,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Kieran O'Hara,GK,24,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Troy Parrott,FW,18,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,James Talbot,GK,23,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Mark Travers,GK,21,0,0,,,,,,,,,,,,,,,
2021,Republic of Ireland,Keiren Westwood,GK,36,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,Josh Cullen,MF,25,8,8,687,7.6,0,2,2,0,0,0,2,0,0,0.26,0.26,0,0.26
2022,Republic of Ireland,Matt Doherty,"MF,DF",30,8,8,663,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Republic of Ireland,Gavin Bazunu,GK,19,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Republic of Ireland,Séamus Coleman,"DF,MF",33,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Republic of Ireland,Shane Duffy,DF,30,6,6,540,6,2,0,2,2,0,0,1,0,0.33,0,0.33,0.33,0.33
2022,Republic of Ireland,John Egan,DF,29,6,6,540,6,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17
2022,Republic of Ireland,Callum Robinson,"FW,MF",26,7,5,479,5.3,3,1,4,3,0,0,1,0,0.56,0.19,0.75,0.56,0.75
2022,Republic of Ireland,Jeff Hendrick,MF,30,6,5,454,5,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Republic of Ireland,Adam Idah,FW,20,6,5,405,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Republic of Ireland,James McClean,MF,32,8,4,434,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Republic of Ireland,Jamie McGrath,"MF,FW",25,4,3,259,2.9,0,1,1,0,0,0,0,0,0,0.35,0.35,0,0.35
2022,Republic of Ireland,Enda Stevens,"MF,DF",31,3,3,257,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Republic of Ireland,Alan Browne,"FW,MF",26,5,3,237,2.6,1,0,1,1,0,0,3,0,0.38,0,0.38,0.38,0.38
2022,Republic of Ireland,Dara O'Shea,DF,22,3,3,214,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Republic of Ireland,Aaron Connolly,"FW,MF",22,3,3,182,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,Republic of Ireland,Andrew Omobamidele,"FW,DF",19,4,2,237,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Republic of Ireland,Chiedozie Ogbene,"MF,FW",24,3,2,202,2.2,2,0,2,2,0,0,1,0,0.89,0,0.89,0.89,0.89
2022,Republic of Ireland,Jayson Molumby,MF,22,5,2,151,1.7,0,0,0,0,0,0,2,0,0,0,0,0,0
2022,Republic of Ireland,Ciaran Clark,DF,32,2,2,138,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Republic of Ireland,James Collins,FW,31,5,1,124,1.4,1,0,1,1,0,0,0,0,0.73,0,0.73,0.73,0.73
2022,Republic of Ireland,Jason Knight,MF,20,2,1,119,1.3,0,2,2,0,0,0,1,0,0,1.51,1.51,0,1.51
2022,Republic of Ireland,Daryl Horgan,MF,29,3,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Republic of Ireland,Mark Travers,GK,22,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Republic of Ireland,Troy Parrott,FW,19,4,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Republic of Ireland,Robbie Brady,"DF,FW",30,2,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Republic of Ireland,Conor Hourihane,MF,30,5,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Republic of Ireland,Shane Long,FW,35,2,0,42,0.5,0,1,1,0,0,0,0,0,0,2.14,2.14,0,2.14
2022,Republic of Ireland,Will Keane,"FW,MF",29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Republic of Ireland,Harry Arter,MF,32,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,Cyrus Christie,"DF,MF",29,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,Nathan Collins,DF,20,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,Ronan Curtis,"FW,MF",25,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,Caoimhín Kelleher,GK,23,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,Darragh Lenihan,"DF,FW",27,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,Ryan Manning,"DF,MF",25,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,Callum O'Dowda,"DF,FW",26,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,Kieran O'Hara,GK,25,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,Liam Scales,DF,23,0,0,,,,,,,,,,,,,,,
2022,Republic of Ireland,James Talbot,GK,24,0,0,,,,,,,,,,,,,,,
2023,Republic of Ireland,Nathan Collins,DF,21,6,6,540,6,1,1,2,1,0,0,0,0,0.17,0.17,0.33,0.17,0.33
2023,Republic of Ireland,Josh Cullen,"MF,DF",26,5,5,440,4.9,0,0,0,0,0,0,2,0,0,0,0,0,0
2023,Republic of Ireland,John Egan,DF,29,5,5,421,4.7,2,0,2,2,0,0,1,0,0.43,0,0.43,0.43,0.43
2023,Republic of Ireland,Jason Knight,"FW,MF",21,6,5,409,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Republic of Ireland,Troy Parrott,FW,20,5,5,376,4.2,1,1,2,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48
2023,Republic of Ireland,Caoimhín Kelleher,GK,23,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,Jayson Molumby,MF,22,4,4,274,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Republic of Ireland,Jeff Hendrick,MF,30,5,3,301,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Republic of Ireland,James McClean,"DF,MF",33,5,3,300,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,Dara O'Shea,"DF,MF",23,4,3,299,3.3,0,1,1,0,0,0,0,0,0,0.3,0.3,0,0.3
2023,Republic of Ireland,Shane Duffy,DF,30,3,3,270,3,0,1,1,0,0,0,2,0,0,0.33,0.33,0,0.33
2023,Republic of Ireland,Michael Obafemi,FW,22,5,3,247,2.7,2,1,3,2,0,0,0,0,0.73,0.36,1.09,0.73,1.09
2023,Republic of Ireland,Alan Browne,MF,27,6,2,242,2.7,1,0,1,1,0,0,1,0,0.37,0,0.37,0.37,0.37
2023,Republic of Ireland,Callum Robinson,"MF,FW",27,6,2,213,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Republic of Ireland,Chiedozie Ogbene,FW,25,4,2,209,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,Gavin Bazunu,GK,20,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,Matt Doherty,"MF,DF",30,2,2,165,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,Enda Stevens,"MF,DF",32,2,2,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,Robbie Brady,MF,30,2,1,98,1.1,1,1,2,0,1,1,1,0,0.92,0.92,1.84,0,0.92
2023,Republic of Ireland,Séamus Coleman,DF,33,2,1,95,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Republic of Ireland,Scott Hogan,FW,30,3,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,Darragh Lenihan,DF,28,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2023,Republic of Ireland,Cyrus Christie,MF,29,1,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,Conor Hourihane,MF,31,3,0,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,CJ Hamilton,"FW,MF",27,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,Will Keane,"FW,MF",29,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Republic of Ireland,Festy Ebosele,"DF,MF",19,0,0,,,,,,,,,,,,,,,
2023,Republic of Ireland,Ryan Manning,"DF,MF",26,0,0,,,,,,,,,,,,,,,
2023,Republic of Ireland,Callum O'Dowda,"DF,FW",27,0,0,,,,,,,,,,,,,,,
2023,Republic of Ireland,Max O'Leary,GK,25,0,0,,,,,,,,,,,,,,,
2023,Republic of Ireland,Liam Scales,DF,23,0,0,,,,,,,,,,,,,,,
2023,Republic of Ireland,James Talbot,GK,25,0,0,,,,,,,,,,,,,,,
2023,Republic of Ireland,Mark Travers,GK,23,0,0,,,,,,,,,,,,,,,
2024,Republic of Ireland,Gavin Bazunu,GK,21,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Republic of Ireland,Josh Cullen,MF,27,8,8,703,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Republic of Ireland,Jason Knight,"MF,FW",22,8,7,631,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Republic of Ireland,Nathan Collins,DF,22,7,7,540,6,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17
2024,Republic of Ireland,Matt Doherty,"MF,DF",32,6,6,508,5.6,1,1,2,1,0,0,2,1,0.18,0.18,0.35,0.18,0.35
2024,Republic of Ireland,Evan Ferguson,FW,19,6,6,446,5,2,1,3,2,0,0,0,0,0.4,0.2,0.61,0.4,0.61
2024,Republic of Ireland,John Egan,DF,31,5,5,432,4.8,0,0,0,0,0,0,2,0,0,0,0,0,0
2024,Republic of Ireland,Chiedozie Ogbene,"MF,FW",26,5,5,430,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Republic of Ireland,Shane Duffy,DF,32,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Alan Browne,MF,28,6,4,355,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Adam Idah,FW,22,8,3,310,3.4,2,0,2,1,1,1,1,0,0.58,0,0.58,0.29,0.29
2024,Republic of Ireland,Dara O'Shea,DF,24,5,3,295,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Jayson Molumby,MF,24,5,3,262,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0
2024,Republic of Ireland,Liam Scales,"DF,MF",25,3,3,253,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,William Smallbone,MF,23,4,3,209,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2024,Republic of Ireland,Ryan Manning,"MF,DF",27,4,2,252,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,James McClean,MF,34,5,2,250,2.8,0,2,2,0,0,0,1,0,0,0.72,0.72,0,0.72
2024,Republic of Ireland,Jamie McGrath,MF,27,4,2,234,2.6,0,2,2,0,0,0,1,0,0,0.77,0.77,0,0.77
2024,Republic of Ireland,Michael Johnston,FW,24,6,1,203,2.3,2,0,2,2,0,0,0,0,0.89,0,0.89,0.89,0.89
2024,Republic of Ireland,Callum Robinson,MF,28,3,1,91,1,1,0,1,1,0,0,0,0,0.99,0,0.99,0.99,0.99
2024,Republic of Ireland,Séamus Coleman,MF,35,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Darragh Lenihan,DF,29,1,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Michael Obafemi,FW,23,3,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Callum O'Dowda,MF,28,1,1,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Enda Stevens,MF,33,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Troy Parrott,FW,21,3,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Aaron Connolly,FW,24,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Festy Ebosele,"DF,MF",21,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Will Keane,"FW,MF",31,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Mark Sykes,"DF,FW",26,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Jeff Hendrick,"FW,MF",32,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Sinclair Armstrong,FW,20,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Republic of Ireland,Caoimhín Kelleher,GK,25,0,0,,,,,,,,,,,,,,,
2024,Republic of Ireland,Andrew Moran,MF,20,0,0,,,,,,,,,,,,,,,
2024,Republic of Ireland,Max O'Leary,GK,27,0,0,,,,,,,,,,,,,,,
2024,Republic of Ireland,Andrew Omobamidele,DF,21,0,0,,,,,,,,,,,,,,,
2024,Republic of Ireland,Mark Travers,GK,24,0,0,,,,,,,,,,,,,,,
2017,Romania,Vlad Chiriche?,DF,27,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Costel Pantilimon,GK,29,3,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Nicolae Stanciu,MF,23,3,2,207,2.3,1,0,1,1,0,0,1,0,0.43,0,0.43,0.43,0.43
2017,Romania,Mihai Pintilii,MF,32,3,2,196,2.2,0,1,1,0,0,0,1,0,0,0.46,0.46,0,0.46
2017,Romania,Alin To?ca,DF,24,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Cristian Ganea,DF,24,2,2,159,1.8,0,1,1,0,0,0,0,0,0,0.57,0.57,0,0.57
2017,Romania,Sergiu Hanca,"FW,DF",24,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Constantin Budescu,"MF,FW",27,2,2,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Gheorghe Grozav,MF,26,3,1,163,1.8,2,0,2,2,0,0,0,0,1.1,0,1.1,1.1,1.1
2017,Romania,Florin Andone,FW,23,3,1,114,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,Romania,Alexandru Chipciu,MF,27,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Drago? Grigore,DF,30,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Cosmin Mo?i,DF,32,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Eric Bicfalvi,MF,28,3,1,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,Romania,Ovidiu Hoban,MF,34,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Cristian S?punaru,DF,32,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Claudiu Ke?erü,FW,30,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Bogdan Stancu,FW,29,1,1,65,0.7,1,0,1,1,0,0,0,0,1.38,0,1.38,1.38,1.38
2017,Romania,Florin T?nase,MF,22,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Ciprian Deac,MF,30,1,1,61,0.7,0,1,1,0,0,0,0,0,0,1.48,1.48,0,1.48
2017,Romania,Romario Benzar,DF,24,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,R?zvan Marin,MF,20,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,Romania,George ?ucudean,FW,25,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Gabriel Torje,"FW,MF",27,2,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Andrei Ivan,"FW,MF",20,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Dorin Rotariu,"FW,MF",21,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Denis Alibec,FW,26,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Alexandru B?lu??,"FW,MF",23,1,0,25,0.3,1,0,1,1,0,0,0,0,3.6,0,3.6,3.6,3.6
2017,Romania,Bogdan ?îru,DF,22,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Florin Ni??,GK,29,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Mihai B?la?a,DF,22,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Romania,Nicu?or Bancu,"DF,MF",24,0,0,,,,,,,,,,,,,,,
2017,Romania,Florin Gardo?,"DF,MF",28,0,0,,,,,,,,,,,,,,,
2017,Romania,Iasmin Latovlevici,"DF,MF",30,0,0,,,,,,,,,,,,,,,
2017,Romania,Bogdan Lobon?,GK,39,0,0,,,,,,,,,,,,,,,
2017,Romania,Silviu Lung Jr.,GK,27,0,0,,,,,,,,,,,,,,,
2017,Romania,Ciprian T?t?ru?anu,GK,30,0,0,,,,,,,,,,,,,,,
2018,Romania,Romario Benzar,"DF,MF",25,9,9,810,9,0,1,1,0,0,0,2,0,0,0.11,0.11,0,0.11
2018,Romania,Ciprian T?t?ru?anu,GK,31,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0
2018,Romania,Alexandru Chipciu,"MF,FW",28,8,8,592,6.6,1,1,2,1,0,0,2,0,0.15,0.15,0.3,0.15,0.3
