Total_Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_mid_3rd,Tackles_Att_3rd,Drib_Tackled,Drib_Tackle_Lost,Total_Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Clearance,Errors_to_shot,Key
9,5,6,3,0,4,5,6,2,4,9,16,0,2017-2018_sambyram
5,2,1,4,0,0,3,3,0,3,1,2,0,2017-2018_diafrasakho
0,0,0,0,0,0,1,0,0,0,0,0,0,2017-2018_jordanhugill
0,0,0,0,0,0,1,1,1,0,2,0,0,2017-2018_joshcullen
2,1,1,1,0,1,0,0,0,0,0,0,0,2017-2018_reeceoxford
79,52,28,42,9,27,52,43,10,33,54,61,0,2017-2018_abdoulayedoucoure
64,44,26,28,10,10,29,39,5,34,24,32,1,2017-2018_richarlison
42,25,28,14,0,21,15,37,23,14,34,185,0,2017-2018_christiankabasele
51,31,34,14,3,18,26,24,8,16,29,95,2,2017-2018_joseholebas
45,26,33,12,0,14,20,25,16,9,45,133,4,2017-2018_adrianmariappa
0,0,0,0,0,0,1,1,0,1,2,15,3,2017-2018_heurelhogomes
48,26,25,16,7,21,31,11,1,10,25,21,0,2017-2018_tomcleverley
46,31,29,10,7,22,30,16,5,11,33,61,0,2017-2018_daryljanmaat
15,11,3,8,4,3,8,14,1,13,5,20,0,2017-2018_troydeeney
36,28,22,11,3,14,13,15,2,13,34,31,1,2017-2018_kikofemenia
10,8,4,5,1,2,11,16,0,16,9,6,0,2017-2018_robertopereyra
43,26,15,25,3,19,28,21,1,20,43,38,0,2017-2018_etiennecapoue
22,17,19,3,0,8,7,20,9,11,31,92,1,2017-2018_sebastianprodl
31,24,16,12,3,8,25,7,0,7,15,16,0,2017-2018_andrecarrillo
2,1,0,1,1,0,3,11,0,11,4,3,0,2017-2018_andregray
0,0,0,0,0,0,2,0,0,0,1,3,3,2017-2018_orestiskarnezis
23,18,15,3,5,11,13,5,1,4,20,30,0,2017-2018_marvinzeegelaar
34,18,7,18,9,9,10,16,1,15,15,6,0,2017-2018_willhughes
15,11,10,5,0,6,5,9,1,8,12,45,1,2017-2018_miguelbritos
19,9,9,9,1,10,21,6,1,5,7,10,0,2017-2018_benwatson
8,5,5,3,0,4,1,8,6,2,3,38,0,2017-2018_craigcathcart
9,6,2,6,1,2,3,6,5,1,6,6,0,2017-2018_nathanielchalobah
5,3,3,2,0,2,3,1,0,1,9,30,0,2017-2018_mollawague
5,3,2,2,1,2,9,0,0,0,4,3,1,2017-2018_gerarddeulofeu
6,4,0,6,0,3,3,3,0,3,0,0,0,2017-2018_stefanookaka
6,3,1,5,0,1,2,1,0,1,0,2,0,2017-2018_nordinamrabat
3,2,0,3,0,0,0,4,2,2,2,15,0,2017-2018_youneskaboul
0,0,0,0,0,0,1,0,0,0,1,0,0,2017-2018_jeromesinclair
1,0,1,0,0,0,0,0,0,0,0,0,0,2017-2018_dodilukebakio
67,33,49,18,0,25,23,73,58,15,71,230,2,2017-2018_lewisdunk
0,0,0,0,0,0,3,0,0,0,3,10,3,2017-2018_mathewryan
31,19,22,9,0,7,13,66,59,7,50,332,5,2017-2018_shaneduffy
104,62,63,39,2,32,82,53,16,37,63,69,1,2017-2018_dalestephens
73,44,35,35,3,18,65,35,11,24,60,80,2,2017-2018_davypropper
36,24,18,16,2,10,57,31,5,26,14,20,0,2017-2018_pascalgro
39,26,25,11,3,16,39,29,3,26,23,16,0,2017-2018_anthonyknockaert
39,32,25,11,3,15,11,24,6,18,40,81,1,2017-2018_gaetanbong
18,12,4,11,3,2,16,16,4,12,5,27,0,2017-2018_glennmurray
30,17,21,6,3,14,8,17,11,6,38,76,0,2017-2018_bruno
23,15,12,9,2,7,12,6,0,6,16,34,0,2017-2018_joseizquierdo
54,41,34,14,6,22,32,27,3,24,13,49,0,2017-2018_sollymarch
20,13,14,6,0,12,15,7,3,4,19,58,2,2017-2018_ezequielschelotto
25,15,18,4,3,10,12,16,2,14,12,49,1,2017-2018_markussuttner
7,5,3,4,0,2,8,10,1,9,2,12,0,2017-2018_tomerhemed
18,11,10,7,1,6,20,11,4,7,12,9,0,2017-2018_beramkayal
3,3,2,1,0,1,6,3,0,3,1,3,0,2017-2018_izzybrown
1,0,0,1,0,0,1,0,0,0,1,1,1,2017-2018_jurgenlocadia
3,1,0,1,2,1,6,1,0,1,0,3,0,2017-2018_leonardoulloa
2,2,1,1,0,1,3,3,3,0,1,9,0,2017-2018_connorgoldson
2,2,2,0,0,2,2,0,0,0,1,3,0,2017-2018_jamiemurphy
4,3,2,1,1,2,3,2,1,1,4,7,0,2017-2018_liamrosenior
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_sambaldock
0,0,0,0,0,0,0,0,0,0,0,4,0,2017-2018_uwehunemeier
55,36,40,13,2,19,26,49,20,29,76,249,5,2017-2018_mathiasjrgensen
1,0,1,0,0,1,4,0,0,0,4,13,6,2017-2018_jonaslossl
83,61,56,27,0,24,17,54,30,24,75,275,1,2017-2018_christopherschindler
102,60,39,51,12,23,32,39,5,34,38,52,0,2017-2018_aaronmooy
93,64,29,59,5,26,63,51,12,39,69,48,0,2017-2018_jonathanhogg
35,27,14,16,5,10,19,20,0,20,12,12,0,2017-2018_tomince
41,29,18,15,8,12,29,27,1,26,21,8,1,2017-2018_rajivvanlaparra
38,27,18,14,6,23,13,22,6,16,26,80,3,2017-2018_tommysmith
11,8,2,4,5,0,19,23,3,20,7,30,0,2017-2018_stevemounie
21,16,7,10,4,12,18,22,10,12,17,45,0,2017-2018_florenthadergjonaj
43,29,26,15,2,20,24,21,8,13,34,65,3,2017-2018_chrislowe
14,8,4,8,2,3,18,15,3,12,11,36,0,2017-2018_laurentdepoitre
30,26,13,12,5,8,11,14,1,13,2,9,0,2017-2018_eliaskachunga
22,15,8,8,6,9,17,24,4,20,11,15,0,2017-2018_collinquaner
39,29,27,10,2,17,7,12,2,10,26,43,2,2017-2018_scottmalone
18,8,2,6,10,10,11,6,1,5,5,11,0,2017-2018_alexpritchard
23,14,13,9,1,7,15,12,2,10,26,27,0,2017-2018_dannywilliams
33,20,19,13,1,14,8,12,6,6,32,71,0,2017-2018_terencekongolo
25,16,11,11,3,8,14,17,1,16,18,19,0,2017-2018_philipbilling
2,0,1,1,0,0,2,0,0,0,3,2,1,2017-2018_joelolley
5,4,2,0,3,1,6,4,0,4,1,2,0,2017-2018_abdelhamidsabiri
3,2,2,1,0,0,1,3,3,0,1,10,0,2017-2018_martincranie
6,3,2,3,1,2,6,5,0,5,0,2,0,2017-2018_kaseypalmer
0,0,0,0,0,0,1,1,0,1,2,0,0,2017-2018_deanwhitehead
0,0,0,0,0,0,0,0,0,0,1,5,0,2017-2018_michaelhefele
48,35,27,17,4,19,12,28,9,19,44,74,0,2017-2018_ryanbertrand
93,64,41,44,8,32,68,59,19,40,69,77,2,2017-2018_oriolromeu
46,29,16,22,8,11,24,38,2,36,19,29,1,2017-2018_dusantadic
54,34,40,10,4,22,9,32,8,24,24,109,2,2017-2018_cedricsoares
60,51,48,12,0,36,25,32,17,15,40,177,2,2017-2018_wesleyhoedt
27,20,22,5,0,18,7,32,14,18,41,133,2,2017-2018_mayayoshida
29,20,24,5,0,13,12,30,18,12,41,108,2,2017-2018_jackstephens
32,17,16,14,2,12,19,20,0,20,15,17,2,2017-2018_nathanredmond
0,0,0,0,0,0,0,0,0,0,0,7,4,2017-2018_fraserforster
55,40,21,29,5,12,18,18,6,12,36,36,4,2017-2018_mariolemina
23,16,9,11,3,3,24,29,1,28,8,31,0,2017-2018_jamesward-prowse
45,29,24,18,3,13,43,30,3,27,37,26,1,2017-2018_pierrehjbjerg
0,0,0,0,0,0,0,0,0,0,1,8,0,2017-2018_alexmccarthy
30,21,10,17,3,11,19,22,6,16,15,24,1,2017-2018_stevendavis
25,20,1,19,5,10,20,14,2,12,12,29,0,2017-2018_shanelong
37,24,12,14,11,12,23,20,1,19,6,6,0,2017-2018_sofianeboufal
3,2,0,2,1,1,14,3,0,3,4,6,0,2017-2018_manologabbiadini
10,7,6,2,2,2,1,14,13,1,29,81,1,2017-2018_virgilvandijk
7,5,1,3,3,3,7,15,3,12,1,10,0,2017-2018_charlieaustin
5,1,0,3,2,0,1,4,0,4,0,5,0,2017-2018_guidocarrillo
6,3,6,0,0,3,3,2,1,1,5,27,0,2017-2018_janbednarek
9,6,8,1,0,6,3,3,2,1,8,4,0,2017-2018_jeremypied
6,3,5,0,1,1,2,3,2,1,3,7,1,2017-2018_matttargett
4,3,1,2,1,2,5,5,0,5,1,0,0,2017-2018_joshsims
4,4,4,0,0,2,2,2,1,1,3,3,0,2017-2018_sammcqueen
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_michaelobafemi
0,0,0,0,0,0,0,0,0,0,0,10,2,2017-2018_ukaszfabianski
32,22,24,8,0,16,11,41,32,9,35,229,5,2017-2018_alfiemawson
34,26,18,10,6,12,17,21,4,17,31,81,0,2017-2018_martinolsson
92,60,49,35,8,54,46,60,13,47,60,144,4,2017-2018_kylenaughton
82,60,20,35,27,15,39,43,3,40,24,20,1,2017-2018_jordanayew
40,29,30,6,4,20,10,35,27,8,38,201,1,2017-2018_federicofernandez
53,33,22,23,8,14,39,37,8,29,29,18,1,2017-2018_tomcarroll
32,22,23,8,1,16,8,24,14,10,39,127,0,2017-2018_mikevanderhoorn
34,19,21,11,2,10,19,31,7,24,29,34,1,2017-2018_samclucas
25,18,10,13,2,4,12,16,1,15,32,23,0,2017-2018_kisung-yueng
22,16,8,9,5,6,18,13,0,13,11,3,0,2017-2018_nathandyer
10,8,1,7,2,1,12,8,1,7,1,11,0,2017-2018_tammyabraham
44,32,18,21,5,13,17,18,4,14,12,24,3,2017-2018_leroyfer
15,10,3,10,2,2,11,13,1,12,5,8,0,2017-2018_andreayew
20,13,8,8,4,10,27,6,0,6,13,8,1,2017-2018_roquemesa
18,11,10,8,0,5,9,7,0,7,6,14,1,2017-2018_andyking
12,7,6,6,0,6,12,9,1,8,7,5,1,2017-2018_renatosanches
5,4,2,2,1,1,4,4,1,3,2,15,0,2017-2018_wilfriedbony
7,5,1,5,1,2,5,7,0,7,3,3,0,2017-2018_lucianonarsingh
10,5,2,6,2,2,6,5,0,5,2,5,0,2017-2018_wayneroutledge
6,5,0,5,1,5,3,3,1,2,1,1,0,2017-2018_leonbritton
6,4,5,1,0,3,0,2,0,2,3,6,0,2017-2018_connorroberts
4,3,0,2,2,1,2,2,0,2,0,3,0,2017-2018_olivermcburnie
3,2,3,0,0,2,0,6,6,0,4,21,0,2017-2018_kylebartley
4,3,2,2,0,1,2,0,0,0,3,4,0,2017-2018_angelrangel
0,0,0,0,0,0,0,0,0,0,0,1,0,2017-2018_jayfulton
96,62,41,43,12,27,60,43,9,34,58,68,1,2017-2018_joeallen
25,17,9,11,5,10,29,9,1,8,16,6,2,2017-2018_xherdanshaqiri
1,1,1,0,0,1,0,1,0,1,1,26,1,2017-2018_jackbutland
50,38,35,13,2,21,7,42,23,19,61,246,2,2017-2018_kurtzouma
71,47,43,26,2,24,27,70,25,45,61,127,5,2017-2018_erikpieters
48,36,26,15,7,8,13,22,0,22,14,76,1,2017-2018_mamebiramdiouf
36,20,25,9,2,13,12,33,23,10,40,224,1,2017-2018_ryanshawcross
42,30,21,16,5,9,23,31,3,28,23,29,1,2017-2018_ericmaximchoupo-moting
47,26,23,20,4,15,40,13,3,10,26,33,3,2017-2018_darrenfletcher
34,21,20,12,2,11,16,28,8,20,36,68,0,2017-2018_geoffcameron
24,17,17,7,0,10,16,9,1,8,12,48,0,2017-2018_moritzbauer
2,0,0,1,1,0,12,7,4,3,1,31,0,2017-2018_petercrouch
24,17,17,7,0,9,11,25,12,13,30,88,0,2017-2018_kevinwimmer
21,12,18,3,0,10,9,16,11,5,21,77,1,2017-2018_brunomartinsindi
53,28,22,25,6,16,25,21,9,12,13,18,0,2017-2018_badoundiaye
32,21,17,14,1,11,25,14,0,14,14,14,0,2017-2018_ramadansobhi
10,7,3,5,2,3,10,5,0,5,0,3,0,2017-2018_jese
7,5,5,2,0,3,9,7,2,5,10,23,0,2017-2018_glenjohnson
15,9,10,5,0,8,0,5,2,3,5,20,0,2017-2018_tomedwards
9,5,2,5,2,5,12,2,0,2,9,11,2,2017-2018_charlieadam
12,6,6,4,2,6,3,7,2,5,5,19,0,2017-2018_kostasstafylidis
2,2,0,1,1,0,1,4,1,3,1,2,0,2017-2018_saidoberahino
1,1,1,0,0,1,0,0,0,0,0,0,0,2017-2018_leegrant
5,1,4,1,0,2,1,1,0,1,1,3,0,2017-2018_joshtymon
3,3,0,3,0,1,1,1,0,1,1,1,0,2017-2018_ibrahimafellay
3,1,2,1,0,1,4,4,2,2,1,1,0,2017-2018_stephenireland
2,2,2,0,0,1,4,2,0,2,0,3,0,2017-2018_lassesrensen
0,0,0,0,0,0,1,1,0,1,0,0,0,2017-2018_bojankrkic
2,1,0,2,0,1,0,1,1,0,1,0,0,2017-2018_tyresecampbell
1,1,0,1,0,1,1,0,0,0,0,0,0,2017-2018_julienngoy
58,38,46,12,0,26,24,55,37,18,60,278,2,2017-2018_ahmedhegazi
1,0,1,0,0,0,7,0,0,0,1,12,1,2017-2018_benfoster
41,24,27,10,4,16,14,32,12,20,48,102,0,2017-2018_kierangibbs
14,6,0,7,7,5,21,27,0,27,14,20,0,2017-2018_salomonrondon
31,21,12,11,8,9,41,32,2,30,19,41,0,2017-2018_jayrodriguez
72,41,27,35,10,24,40,44,9,35,26,36,2,2017-2018_jakelivermore
38,28,25,7,6,13,23,39,26,13,52,140,0,2017-2018_craigdawson
29,22,19,8,2,14,19,22,13,9,48,131,1,2017-2018_jonnyevans
64,39,43,17,4,28,15,20,9,11,27,93,0,2017-2018_allannyom
27,16,17,5,5,10,19,21,1,20,24,43,0,2017-2018_mattphillips
35,19,17,14,4,15,30,19,11,8,14,34,0,2017-2018_garethbarry
41,24,19,21,1,11,20,28,4,24,22,45,1,2017-2018_chrisbrunt
39,24,18,17,4,12,37,23,5,18,45,23,0,2017-2018_grzegorzkrychowiak
40,28,23,14,3,10,45,18,4,14,20,22,0,2017-2018_jamesmcclean
36,27,23,13,0,13,14,14,6,8,16,25,2,2017-2018_claudioyacob
5,4,1,2,2,0,13,9,3,6,4,9,0,2017-2018_halrobson-kanu
14,11,8,4,2,3,7,6,1,5,11,8,0,2017-2018_samfield
8,7,6,2,0,3,4,7,4,3,11,16,0,2017-2018_garethmcauley
6,4,3,2,1,4,8,3,0,3,7,3,0,2017-2018_oliverburke
1,0,1,0,0,1,3,0,0,0,0,4,0,2017-2018_nacerchadli
2,1,0,2,0,1,3,1,1,0,1,1,0,2017-2018_jamesmorrison
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_danielsturridge
0,0,0,0,0,0,0,0,0,0,0,1,0,2017-2018_boazmyhill
1,1,0,1,0,0,0,0,0,0,0,0,0,2017-2018_rekeemharper
1,0,1,0,0,1,0,0,0,0,3,6,1,2017-2018_svenulreich
32,23,14,13,5,20,18,26,5,21,20,40,0,2017-2018_joshuakimmich
62,52,41,18,3,35,16,31,12,19,55,59,2,2017-2018_matshummels
5,3,1,1,3,0,3,6,0,6,5,10,0,2017-2018_robertlewandowski
35,30,10,15,10,13,14,17,1,16,7,14,1,2017-2018_thomasmuller
34,25,25,7,2,24,7,24,16,8,33,58,0,2017-2018_niklassule
39,33,24,11,4,28,19,17,6,11,32,30,0,2017-2018_rafinha
26,18,18,7,1,19,13,20,12,8,21,52,1,2017-2018_jeromeboateng
35,27,10,15,10,15,15,16,1,15,12,4,0,2017-2018_jamesrodriguez
14,11,1,7,6,4,8,9,0,9,4,4,0,2017-2018_arjenrobben
31,22,11,15,5,9,10,16,5,11,33,40,1,2017-2018_javimartinez
33,22,8,18,7,14,18,13,3,10,16,8,0,2017-2018_corentintolisso
23,14,11,9,3,14,6,21,6,15,10,23,0,2017-2018_davidalaba
69,51,36,28,5,33,36,22,1,21,28,20,1,2017-2018_arturovidal
50,40,12,33,5,28,27,11,1,10,18,7,1,2017-2018_sebastianrudy
19,16,9,5,5,13,4,11,0,11,7,3,0,2017-2018_franckribery
45,35,11,25,9,15,11,22,3,19,27,6,1,2017-2018_thiagoalcantara
25,19,13,8,4,11,7,11,1,10,10,9,1,2017-2018_juanbernat
11,10,2,6,3,5,5,6,0,6,7,1,0,2017-2018_kingsleycoman
9,6,3,5,1,1,0,4,0,4,2,1,0,2017-2018_sandrowagner
0,0,0,0,0,0,0,0,0,0,0,1,0,2017-2018_manuelneuer
4,4,4,0,0,3,1,3,2,1,3,3,0,2017-2018_larslukasmai
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_tomstarke
2,2,2,0,0,2,0,5,0,5,0,0,0,2017-2018_franckevina
1,1,0,1,0,0,2,0,0,0,1,0,0,2017-2018_niklasdorsch
2,1,1,0,1,1,1,1,0,1,0,0,1,2017-2018_meritanshabani
0,0,0,0,0,0,0,1,0,1,1,0,0,2017-2018_marcofriedl
2,2,1,1,0,0,0,0,0,0,0,0,0,2017-2018_kwasiokyerewriedt
51,36,38,12,1,31,15,39,21,18,55,200,1,2017-2018_naldo
1,0,1,0,0,1,2,1,0,1,1,12,7,2017-2018_ralffahrmann
100,66,48,43,9,49,45,59,4,55,67,71,0,2017-2018_danielcaligiuri
81,64,41,36,4,46,22,42,12,30,35,113,2,2017-2018_thilokehrer
60,48,29,26,5,29,8,41,2,39,40,40,1,2017-2018_bastianoczipka
14,9,0,10,4,4,10,28,3,25,10,9,0,2017-2018_guidoburgstaller
95,75,45,48,2,49,25,39,7,32,64,76,1,2017-2018_benjaminstambouli
39,27,11,21,7,13,24,23,0,23,19,11,0,2017-2018_amineharit
48,38,37,10,1,28,9,40,22,18,36,85,0,2017-2018_matijanastasic
17,13,3,13,1,7,8,12,1,11,2,24,0,2017-2018_francodisanto
50,34,22,22,6,14,36,45,4,41,41,35,0,2017-2018_leongoretzka
48,38,23,21,4,19,28,25,3,22,54,11,0,2017-2018_maxmeyer
11,9,3,4,4,3,8,18,1,17,5,6,0,2017-2018_yevhenkonoplyanka
36,23,11,21,4,13,19,16,2,14,20,32,0,2017-2018_westonmckennie
25,22,7,17,1,8,15,18,6,12,23,27,2,2017-2018_nabilbentaleb
14,10,3,7,4,2,7,13,0,13,6,3,0,2017-2018_breelembolo
22,17,10,9,3,11,12,16,0,16,15,13,1,2017-2018_alessandroschopf
5,3,2,3,0,4,2,3,0,3,1,2,0,2017-2018_markopjaca
2,2,1,1,0,1,1,1,0,1,2,1,0,2017-2018_fabianreese
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_alexandernubel
1,0,0,1,0,0,0,2,0,2,2,1,0,2017-2018_babarahman
0,0,0,0,0,0,0,1,0,1,0,0,0,2017-2018_cedricteuchert
0,0,0,0,0,0,0,1,1,0,0,1,0,2017-2018_pabloinsua
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_coke
0,0,0,0,0,0,2,0,0,0,1,15,6,2017-2018_oliverbaumann
38,28,30,7,1,23,11,37,23,14,25,114,2,2017-2018_kevinvogt
71,56,43,27,1,31,15,40,18,22,51,114,0,2017-2018_benjaminhubner
44,30,22,18,4,20,24,27,8,19,34,45,1,2017-2018_pavelkaderabek
32,23,4,21,7,5,17,30,3,27,9,19,0,2017-2018_markuth
8,6,4,3,1,3,5,15,0,15,6,7,0,2017-2018_andrejkramaric
68,46,30,36,2,35,23,26,3,23,39,25,1,2017-2018_floriangrillitsch
52,36,19,31,2,16,24,38,2,36,15,7,0,2017-2018_dennisgeiger
32,22,10,18,4,13,11,15,1,14,8,9,2,2017-2018_sergegnabry
40,29,17,14,9,20,7,33,5,28,23,24,0,2017-2018_nicoschulz
39,26,13,21,5,19,23,33,4,29,17,7,0,2017-2018_nadiemamiri
47,39,29,16,2,24,11,18,4,14,22,60,1,2017-2018_kevinakpoguma
40,30,22,13,5,26,15,18,3,15,17,27,0,2017-2018_stevenzuber
36,32,18,14,4,19,17,18,0,18,13,13,2,2017-2018_lukasrupp
38,30,15,17,6,12,16,21,3,18,14,21,0,2017-2018_keremdemirbay
19,16,10,9,0,13,5,19,8,11,10,50,0,2017-2018_havardnordtveit
8,5,3,5,0,5,1,11,3,8,3,13,0,2017-2018_sandrowagner
28,21,18,7,3,15,12,15,4,11,24,30,0,2017-2018_stefanposch
8,7,1,4,3,2,3,9,2,7,0,10,0,2017-2018_adamszalai
17,15,8,8,1,8,4,4,2,2,9,26,0,2017-2018_erminbicakcic
8,7,3,4,1,5,1,6,1,5,4,4,0,2017-2018_eugenpolanski
3,1,1,2,0,2,1,3,0,3,0,3,0,2017-2018_jeremytoljan
3,3,1,2,0,1,0,3,0,3,0,2,0,2017-2018_robertzulj
2,2,1,0,1,0,1,1,1,0,0,1,0,2017-2018_robinhack
2,2,2,0,0,2,1,0,0,0,0,2,0,2017-2018_felixpasslack
5,4,1,3,1,1,1,0,0,0,1,0,0,2017-2018_philippochs
1,1,1,0,0,1,2,1,0,1,0,10,4,2017-2018_romanburki
65,47,50,13,2,39,8,36,11,25,30,112,0,2017-2018_sokratispapastathopoulos
46,30,12,20,14,26,18,24,2,22,16,11,0,2017-2018_christianpulisic
51,37,23,23,5,30,22,39,11,28,42,64,1,2017-2018_ukaszpiszczek
36,25,29,6,1,26,3,27,16,11,21,104,1,2017-2018_omertoprak
69,49,20,42,7,42,24,26,6,20,34,29,2,2017-2018_julianweigl
50,43,19,24,7,14,20,17,1,16,8,9,0,2017-2018_mariogotze
35,27,21,12,2,20,10,27,6,21,30,57,1,2017-2018_marcelschmelzer
5,5,1,1,3,2,6,16,1,15,3,1,0,2017-2018_pierre-emerickaubameyang
26,18,7,18,1,5,17,23,3,20,10,13,1,2017-2018_gonzalocastro
24,19,9,12,3,6,13,12,0,12,6,7,0,2017-2018_maximilianphilipp
40,34,9,28,3,15,24,12,0,12,20,29,1,2017-2018_nurisahin
29,20,17,11,1,19,13,17,2,15,12,45,0,2017-2018_jeremytoljan
17,12,6,6,5,7,9,4,0,4,7,4,0,2017-2018_andriyyarmolenko
32,22,11,14,7,18,9,6,0,6,6,2,0,2017-2018_shinjikagawa
22,19,8,7,7,9,9,13,1,12,7,7,1,2017-2018_andreschurrle
38,23,11,21,6,13,17,18,2,16,12,7,0,2017-2018_mahmouddahoud
16,8,2,12,2,5,7,16,3,13,4,9,0,2017-2018_marcoreus
22,15,14,8,0,15,2,11,4,7,7,43,2,2017-2018_manuelakanji
8,6,1,4,3,2,2,4,0,4,0,5,0,2017-2018_michybatshuayi
28,19,16,12,0,15,9,14,2,12,28,43,1,2017-2018_marcbartra
5,5,2,2,1,2,5,8,0,8,5,2,0,2017-2018_jadonsancho
9,8,5,3,1,6,1,9,0,9,11,20,1,2017-2018_dan-axelzagadou
10,8,5,4,1,2,3,3,0,3,11,8,0,2017-2018_raphaelguerreiro
9,9,5,3,1,6,1,6,2,4,5,16,0,2017-2018_nevensubotic
1,0,0,1,0,0,1,1,0,1,0,0,0,2017-2018_alexanderisak
0,0,0,0,0,0,0,0,0,0,0,0,1,2017-2018_romanweidenfeller
0,0,0,0,0,0,0,0,0,0,1,0,0,2017-2018_felixpasslack
0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_sergiogomez
1,1,1,0,0,1,1,0,0,0,0,0,0,2017-2018_jacobbruunlarsen
0,0,0,0,0,0,1,0,0,0,1,11,2,2017-2018_berndleno
23,20,7,8,8,11,15,16,1,15,3,35,0,2017-2018_kevinvolland
51,37,33,18,0,26,8,49,21,28,50,123,1,2017-2018_svenbender
47,34,35,12,0,30,8,22,13,9,34,112,2,2017-2018_jonathantah
75,61,17,50,8,33,29,46,5,41,48,27,2,2017-2018_charlesaranguiz
24,18,11,9,4,11,18,23,1,22,16,12,1,2017-2018_julianbrandt
54,41,29,20,5,32,26,44,8,36,28,58,0,2017-2018_wendell
16,12,7,4,5,8,5,28,0,28,15,6,0,2017-2018_leonbailey
34,23,8,23,3,12,13,33,2,31,19,23,0,2017-2018_kaihavertz
63,52,26,32,5,35,18,34,7,27,28,40,0,2017-2018_larsbender
48,40,32,14,2,33,13,29,8,21,29,47,0,2017-2018_panagiotisretsos
49,26,20,25,4,25,16,39,5,34,30,24,0,2017-2018_dominikkohr
16,10,2,12,2,3,5,17,4,13,4,16,0,2017-2018_lucasalario
47,37,21,21,5,14,15,25,2,23,18,23,0,2017-2018_julianbaumgartlinger
22,17,10,9,3,10,9,26,1,25,13,5,0,2017-2018_karimbellarabi
42,28,23,16,3,27,16,23,3,20,31,32,0,2017-2018_benjaminhenrichs
20,18,6,11,3,4,9,13,0,13,13,5,0,2017-2018_admirmehmedi
10,6,2,6,2,8,7,9,1,8,9,18,0,2017-2018_tinjedvaj
0,0,0,0,0,0,1,0,0,0,0,0,0,2017-2018_ramazanozcan
0,0,0,0,0,0,2,1,1,0,0,2,0,2017-2018_joelpohjanpalo
0,0,0,0,0,0,0,2,0,2,0,1,0,2017-2018_stefankieling
0,0,0,0,0,0,1,0,0,0,0,0,1,2017-2018_aleksandardragovic
3,1,2,1,0,2,0,1,0,1,1,1,0,2017-2018_andreramalho
1,1,1,0,0,1,0,0,0,0,0,0,0,2017-2018_kevinkampl
0,0,0,0,0,0,2,0,0,0,0,12,4,2017-2018_petergulacsi
16,11,2,8,6,3,16,26,0,26,7,11,0,2017-2018_timowerner
81,57,29,48,4,47,40,31,3,28,48,29,0,2017-2018_diegodemme
57,43,36,17,4,31,14,32,9,23,55,141,1,2017-2018_dayotupamecano
56,41,34,18,4,28,9,33,6,27,33,79,0,2017-2018_lukasklostermann
49,30,35,14,0,29,14,45,18,27,28,155,1,2017-2018_williorban
65,48,25,33,7,17,26,26,3,23,36,18,0,2017-2018_nabykeita
42,33,16,20,6,16,23,37,2,35,33,33,0,2017-2018_kevinkampl
38,28,12,20,6,23,26,23,2,21,24,21,1,2017-2018_marcelsabitzer
23,19,2,13,8,7,5,24,5,19,9,8,0,2017-2018_yussufpoulsen
18,16,7,7,4,9,9,28,2,26,12,11,0,2017-2018_bruma
24,17,3,15,6,9,12,19,1,18,8,4,0,2017-2018_emilforsberg
43,30,18,22,3,29,11,30,6,24,18,81,0,2017-2018_bernardo
57,39,31,22,4,28,29,37,2,35,11,32,0,2017-2018_konradlaimer
37,29,23,11,3,22,17,23,10,13,25,55,1,2017-2018_stefanilsanker
16,11,4,11,1,3,4,17,1,16,4,4,0,2017-2018_jean-kevinaugustin
32,25,20,12,0,18,5,14,3,11,20,66,0,2017-2018_ibrahimakonate
29,19,16,9,4,15,4,15,1,14,23,42,1,2017-2018_marcelhalstenberg
5,4,2,3,0,0,0,3,0,3,2,2,0,2017-2018_ademolalookman
5,5,1,3,1,4,7,6,0,6,1,8,0,2017-2018_dominikkaiser
2,2,0,2,0,2,1,2,2,0,0,8,0,2017-2018_marvincompper
0,0,0,0,0,0,0,0,0,0,0,1,1,2017-2018_yvonmvogo
3,2,2,1,0,2,1,0,0,0,0,1,0,2017-2018_bennoschmitz
55,40,40,13,2,36,11,59,34,25,70,192,1,2017-2018_benjaminpavard
1,1,1,0,0,1,0,2,0,2,1,14,5,2017-2018_ron-robertzieler
87,71,55,29,3,56,19,50,21,29,34,132,1,2017-2018_timobaumgartl
91,67,35,44,12,44,40,41,5,36,35,52,0,2017-2018_christiangentner
91,65,41,43,7,41,33,45,10,35,47,38,1,2017-2018_santiagoascacibar
44,32,29,14,1,22,17,27,14,13,41,111,4,2017-2018_holgerbadstuber
46,34,27,16,3,17,15,30,4,26,36,48,1,2017-2018_emilianoinsua
35,26,17,18,0,14,8,27,3,24,29,27,1,2017-2018_dennisaogo
46,29,27,16,3,21,10,32,2,30,19,46,1,2017-2018_andreasbeck
8,4,3,5,0,2,10,16,1,15,5,13,0,2017-2018_danielginczek
