SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Key
3,1.31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_alfiegilchrist
69,2.93,59,5,0,2,3,0,6,0.25,5,0,0,1,0,0,2023-2024_billygilmour
8,0.36,7,0,0,1,0,0,2,0.09,2,0,0,0,0,0,2023-2024_benediktgimber
16,2.68,9,5,1,1,0,0,0,0,0,0,0,0,0,0,2023-2024_gvidasgineitis
28,1.32,23,1,0,1,2,1,4,0.19,3,0,0,0,0,1,2023-2024_matthiasginter
51,1.94,41,0,0,9,0,1,13,0.5,9,0,0,4,0,0,2023-2024_oliviergiroud
14,0.92,12,1,0,0,0,1,0,0,0,0,0,0,0,0,2023-2024_klausgjasula
19,3.96,12,0,1,5,1,0,2,0.42,1,0,0,0,1,0,2023-2024_sergegnabry
17,1.37,9,1,0,5,0,2,3,0.24,1,0,0,1,0,1,2023-2024_bengodfrey
15,1.34,11,0,0,3,0,1,1,0.09,0,0,0,1,0,0,2023-2024_edoardogoldaniga
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_pierluigigollini
102,4.28,62,29,3,3,3,2,7,0.29,6,0,0,1,0,0,2023-2024_aleksandrgolovin
18,3.18,13,0,1,2,1,1,1,0.18,1,0,0,0,0,0,2023-2024_andregomes
107,3.75,73,12,4,7,9,2,12,0.42,8,3,0,1,0,0,2023-2024_angelgomes
65,2.21,48,4,2,4,2,5,4,0.14,3,0,0,1,0,0,2023-2024_joaogomes
21,0.68,16,1,1,3,0,0,4,0.13,3,0,0,1,0,0,2023-2024_totigomes
51,2.57,43,0,1,4,3,0,5,0.25,4,0,0,1,0,0,2023-2024_joegomez
21,1.63,13,0,0,3,4,1,1,0.08,0,0,0,1,0,0,2023-2024_maxigomez
60,2.69,42,12,3,1,2,0,2,0.09,0,1,0,1,0,0,2023-2024_moigomez
5,10.98,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_papugomez
2,3.33,1,0,1,0,0,0,2,3.33,1,0,1,0,0,0,2023-2024_sergiogomez
25,2.57,14,6,1,2,1,1,2,0.21,2,0,0,0,0,0,2023-2024_unaigomez
7,4.7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-2024_irongomis
SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,2023-2024_player
19,1.32,18,0,0,0,0,1,2,0.14,2,0,0,0,0,0,2023-2024_maximegonalons
19,0.68,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_edgargonzalez
1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_ensogonzalez
4,2.93,4,0,0,0,0,0,1,0.73,1,0,0,0,0,0,2023-2024_fabiogonzalez
51,1.86,38,4,2,4,1,2,3,0.11,2,0,0,1,0,0,2023-2024_giovannigonzalez
5,5.11,2,2,0,0,1,0,1,1.02,1,0,0,0,0,0,2023-2024_hugogonzalez
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_inakigonzalez
55,3.83,41,1,3,4,4,2,5,0.35,3,0,0,0,1,1,2023-2024_joangonzalez
62,2.92,43,0,5,11,3,0,6,0.28,5,0,0,1,0,0,2023-2024_nicolasgonzalez
14,1.94,8,2,2,1,1,0,1,0.14,0,0,0,0,1,0,2023-2024_petergonzalez
1,0.58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-2024_urkogonzalez
143,4.45,86,18,13,11,13,2,29,0.9,13,2,5,4,5,0,2023-2024_anthonygordon
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_kaidegordon
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_danielgore
71,2.85,64,1,2,2,1,1,12,0.48,12,0,0,0,0,0,2023-2024_leongoretzka
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_mathieugorgelin
59,1.86,46,5,1,1,4,2,2,0.06,2,0,0,0,0,0,2023-2024_andonigorosabel
63,2.48,52,1,1,4,1,4,8,0.32,6,0,1,0,0,1,2023-2024_robingosens
76,3.31,61,9,1,2,3,0,6,0.26,5,0,0,1,0,0,2023-2024_mariogotze
85,3.7,53,3,13,11,5,0,10,0.44,6,0,2,2,0,0,2023-2024_aminegouiri
37,1.28,30,2,0,4,0,1,2,0.07,2,0,0,0,0,0,2023-2024_jeffreygouweleeuw
1,0.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_pablogozalbez
31,1.32,27,1,0,2,1,0,2,0.09,2,0,0,0,0,0,2023-2024_jonathangradit
1,0.5,1,0,0,0,0,0,1,0.5,1,0,0,0,0,0,2023-2024_jensgrahl
31,4.61,20,5,3,2,0,1,2,0.3,1,0,1,0,0,0,2023-2024_samuelgrandsir
SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,2023-2024_player
24,1.19,20,0,0,2,2,0,3,0.15,3,0,0,0,0,0,2023-2024_albertograssi
44,3.54,36,0,2,6,0,0,0,0,0,0,0,0,0,0,2023-2024_ryangravenberch
3,27,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2023-2024_ryangravenberch
1,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_adriangrbic
2,0.23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_ivogrbic
54,4.82,46,0,1,2,5,0,4,0.36,4,0,0,0,0,0,2023-2024_jackgrealish
111,3.75,58,10,23,11,9,0,17,0.57,6,2,4,3,2,0,2023-2024_masongreenwood
47,2.51,33,0,2,7,4,1,7,0.37,5,0,0,2,0,0,2023-2024_michaelgregoritsch
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_dominikgreif
107,3.64,68,21,4,10,2,2,11,0.37,10,0,0,1,0,0,2023-2024_antoinegriezmann
98,3.79,63,24,6,3,2,0,11,0.43,4,4,0,1,2,0,2023-2024_vincenzogrifo
62,2.43,53,0,2,5,0,2,10,0.39,9,0,0,1,0,0,2023-2024_floriangrillitsch
131,4.23,88,29,5,5,3,1,21,0.68,13,3,1,2,2,0,2023-2024_alexgrimaldo
8,0.9,8,0,0,0,0,0,1,0.11,1,0,0,0,0,0,2023-2024_christiangro
185,5.35,114,54,5,9,2,1,16,0.46,9,2,4,1,0,0,2023-2024_pascalgro
103,5.65,64,13,8,5,13,0,5,0.27,4,1,0,0,0,0,2023-2024_brajangruda
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_iliagruev
7,0.26,4,3,0,0,0,0,1,0.04,1,0,0,0,0,0,2023-2024_vicenteguaita
15,3.02,12,3,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_andresguardado
15,2.73,10,0,0,3,2,0,1,0.18,1,0,0,0,0,0,2023-2024_sergiguardiola
20,1.03,17,1,0,2,0,0,2,0.1,2,0,0,0,0,0,2023-2024_nemanjagudelj
22,1.56,17,0,3,1,0,1,2,0.14,1,0,0,1,0,0,2023-2024_gabrielgudmundsson
40,3.79,29,1,4,4,1,1,4,0.38,3,0,0,1,0,0,2023-2024_goncaloguedes
2,1.36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_axelgueguin
22,0.98,17,0,0,2,2,1,2,0.09,2,0,0,0,0,0,2023-2024_marcguehi
SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,2023-2024_player
52,1.98,45,0,0,2,3,2,5,0.19,5,0,0,0,0,0,2023-2024_matteoguendouzi
2,9.47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_matteoguendouzi
46,1.66,33,0,7,3,3,0,1,0.04,0,0,1,0,0,0,2023-2024_javierguerra
50,3.78,41,6,1,1,0,1,7,0.53,7,0,0,0,0,0,2023-2024_raphaelguerreiro
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_axelguessand
47,2.72,27,0,7,5,6,2,5,0.29,1,0,1,0,3,0,2023-2024_evannguessand
69,2.12,58,4,2,3,1,1,3,0.09,2,0,0,0,1,0,2023-2024_anderguevara
19,2.24,16,0,0,1,2,0,2,0.24,2,0,0,0,0,0,2023-2024_papegueye
4,0.88,4,0,0,0,0,0,1,0.22,1,0,0,0,0,0,2023-2024_josuhaguilavogui
27,4.26,24,0,1,2,0,0,4,0.63,3,0,0,1,0,0,2023-2024_morganguilavogui
42,1.52,25,10,2,3,1,1,2,0.07,1,0,1,0,0,0,2023-2024_fredericguilbert
30,2.05,27,1,0,0,1,1,0,0,0,0,0,0,0,0,2023-2024_hugoguillamon
143,3.94,110,8,10,3,6,6,19,0.52,12,0,4,2,1,0,2023-2024_brunoguimaraes
90,3.67,72,0,8,6,4,0,13,0.53,6,0,4,1,2,0,2023-2024_serhouguirassy
2,2.43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_marcguiu
1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0,2023-2024_petergulacsi
13,0.57,11,1,0,1,0,0,0,0,0,0,0,0,0,0,2023-2024_manuelgulde
18,4.3,11,1,2,2,2,0,2,0.48,1,0,1,0,0,0,2023-2024_ardaguler
83,2.79,38,35,1,5,2,2,11,0.37,8,1,0,2,0,0,2023-2024_gerardgumbau
11,2.06,6,2,1,2,0,0,3,0.56,3,0,0,0,0,0,2023-2024_robertgumny
166,4.99,111,45,4,2,4,0,13,0.39,10,2,0,0,1,0,2023-2024_ilkaygundogan
29,2.46,20,7,0,1,0,1,2,0.17,2,0,0,0,0,0,2023-2024_christiangunter
69,2.32,54,0,2,7,2,4,8,0.27,6,0,0,2,0,0,2023-2024_jonguridi
56,2.27,46,0,1,2,5,2,8,0.32,7,0,0,1,0,0,2023-2024_gorkaguruzeta
52,2.67,47,2,1,0,0,2,7,0.36,7,0,0,0,0,0,2023-2024_malogusto
SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,2023-2024_player
80,2.37,70,1,2,6,0,1,13,0.39,13,0,0,0,0,0,2023-2024_miguelgutierrez
144,4.3,57,61,3,10,13,0,15,0.45,8,3,1,2,1,0,2023-2024_albertgumundsson
54,2.09,40,1,5,2,4,2,7,0.27,6,0,0,0,1,0,2023-2024_joskogvardiol
27,1.29,17,2,1,4,2,1,3,0.14,3,0,0,0,0,0,2023-2024_emmanuelgyasi
9,0.46,8,0,1,0,0,0,1,0.05,1,0,0,0,0,0,2023-2024_norbertgyomber
59,2.08,39,0,3,10,6,1,11,0.39,5,0,1,3,2,0,2023-2024_erlinghaaland
3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_nicolashaas
28,2.06,25,0,0,2,1,0,2,0.15,2,0,0,0,0,0,2023-2024_janikhaberer
45,3,32,8,4,1,0,0,2,0.13,2,0,0,0,0,0,2023-2024_robinhack
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_antwoinehackford
62,2.28,41,5,5,2,8,1,5,0.18,3,1,0,1,0,0,2023-2024_munirelhaddadi
7,5.53,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_jaouenhadjam
48,5.37,26,15,3,3,1,0,1,0.11,1,0,0,0,0,0,2023-2024_ianishagi
41,2.42,34,1,2,1,2,1,7,0.41,5,0,1,0,1,0,2023-2024_amadouhaidara
6,0.73,4,1,0,1,0,0,1,0.12,1,0,0,0,0,0,2023-2024_massadiohaidara
12,2.76,9,0,1,0,2,0,1,0.23,0,0,0,0,1,0,2023-2024_oualidelhajjam
93,4.33,79,1,2,5,5,1,14,0.65,13,0,0,1,0,0,2023-2024_achrafhakimi
20,2.3,14,1,3,1,1,0,3,0.35,3,0,0,0,0,0,2023-2024_lewishall
11,2.53,10,0,0,1,0,0,1,0.23,1,0,0,0,0,0,2023-2024_sebastienhaller
116,3.59,73,22,10,7,4,0,12,0.37,9,1,2,0,0,0,2023-2024_gustavohamer
6,0.54,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0,2023-2024_andreashanche-olsen
1,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_isakhansen-aaren
7,0.81,6,0,0,1,0,0,1,0.12,1,0,0,0,0,0,2023-2024_ridgecianohaps
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_genkiharaguchi
90,4.45,66,5,9,2,7,1,7,0.35,7,0,0,0,0,0,2023-2024_amineharit
SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,2023-2024_player
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_lukeharris
66,2.68,46,2,3,7,6,2,7,0.28,5,0,0,1,1,0,2023-2024_jackharrison
39,3.44,27,0,4,5,3,0,4,0.35,3,0,0,1,0,0,2023-2024_abdouharroui
3,1.24,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2023-2024_makotohasebe
8,1.21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_daikihashioka
33,2.67,28,0,2,2,0,1,3,0.24,3,0,0,0,0,0,2023-2024_hanshateboer
5,0.53,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2023-2024_pantelishatzidiakos
106,3.62,87,0,3,8,6,2,22,0.75,16,0,2,2,2,0,2023-2024_kaihavertz
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_thorganhazard
37,1.41,35,0,0,1,0,1,3,0.11,3,0,0,0,0,0,2023-2024_janpaulvanhecke
48,2.04,29,0,8,6,4,1,9,0.38,4,0,3,1,1,0,2023-2024_hwanghee-chan
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_silvanhefti
11,1.39,9,1,0,1,0,0,3,0.38,3,0,0,0,0,0,2023-2024_silvanhefti
14,2.22,12,1,1,0,0,0,0,0,0,0,0,0,0,0,2023-2024_dominiqueheintz
1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0,2023-2024_deanhenderson
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_liamhenderson
89,3.17,69,4,6,5,1,4,13,0.46,10,0,0,2,1,0,2023-2024_benjaminhenrichs
9,1.33,6,1,1,0,1,0,1,0.15,1,0,0,0,0,0,2023-2024_henrique
29,3.33,27,0,2,0,0,0,0,0,0,0,0,0,0,0,2023-2024_luishenrique
30,4.38,20,0,6,4,0,0,5,0.73,3,0,2,0,0,0,2023-2024_luizhenrique
77,2.77,63,7,1,3,3,0,5,0.18,5,0,0,0,0,0,2023-2024_matheushenrique
13,2.92,10,0,3,0,0,0,3,0.67,2,0,1,0,0,0,2023-2024_ricohenry
6,1.61,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2023-2024_thomashenry
15,0.83,13,0,1,0,1,0,2,0.11,2,0,0,0,0,0,2023-2024_christopheherelle
45,1.58,37,4,1,2,1,0,6,0.21,3,1,0,1,1,0,2023-2024_mariohermoso
SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,2023-2024_player
63,2.26,39,18,1,2,1,2,6,0.21,3,2,0,1,0,0,2023-2024_javihernandez
10,0.53,8,1,0,0,1,0,0,0,0,0,0,0,0,0,2023-2024_aridanehernandez
25,1.17,19,1,0,1,2,2,3,0.14,1,0,0,1,1,0,2023-2024_lucashernandez
17,2.12,9,8,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_luishernandez
119,3.84,87,8,7,11,5,1,13,0.42,11,0,0,1,1,0,2023-2024_theohernandez
5,0.61,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2023-2024_yarekhernandis
4,0.22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_jorgeherrando
30,2.63,27,0,0,2,0,1,3,0.26,3,0,0,0,0,0,2023-2024_anderherrera
5,2.73,5,0,0,0,0,0,1,0.55,1,0,0,0,0,0,2023-2024_cristianherrera
6,0.19,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_sergioherrera
48,2.05,37,0,1,3,7,0,4,0.17,3,0,0,0,1,0,2023-2024_yangelherrera
7,7.33,4,2,0,1,0,0,1,1.05,1,0,0,0,0,0,2023-2024_patrickherrmann
1,0.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-2024_juanherzog
129,3.96,108,0,11,6,3,1,17,0.52,13,0,3,0,1,0,2023-2024_sonheung-min
7,0.88,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2023-2024_aaronhickey
3,0.31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_isakhien
4,0.38,4,0,0,0,0,0,1,0.1,1,0,0,0,0,0,2023-2024_isakhien
1,1.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_jameshill
23,1.39,20,0,0,2,1,0,5,0.3,4,0,0,1,0,0,2023-2024_pierohincapie
14,1.45,11,0,0,3,0,0,0,0,0,0,0,0,0,0,2023-2024_jackhinshelwood
16,3.14,12,0,1,3,0,0,4,0.78,4,0,0,0,0,0,2023-2024_adamhlozek
32,1.24,27,0,0,3,1,1,3,0.12,3,0,0,0,0,0,2023-2024_nicolashofler
157,6.42,108,33,4,6,5,1,20,0.82,10,7,0,1,2,0,2023-2024_jonashofmann
51,2.92,32,0,2,9,7,1,4,0.23,2,0,0,2,0,0,2023-2024_philipphofmann
64,2.5,49,0,1,4,6,4,8,0.31,6,0,0,0,1,1,2023-2024_lucasholer
SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,2023-2024_player
4,0.51,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2023-2024_masonholgate
45,2.21,34,6,2,0,1,2,4,0.2,3,1,0,0,0,0,2023-2024_fabianholland
41,2.88,29,0,3,4,4,1,1,0.07,0,0,1,0,0,0,2023-2024_benedicthollerbach
20,1.9,10,3,2,3,2,0,4,0.38,1,1,0,0,2,0,2023-2024_emilholm
19,4.36,12,0,3,2,2,0,1,0.23,0,0,0,1,0,0,2023-2024_gerritholtmann
19,1.58,18,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_martinhongla
3,0.48,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-2024_martinhongla
133,5.1,79,47,3,1,2,1,18,0.69,12,5,0,0,0,1,2023-2024_franckhonorat
21,1.85,15,0,2,2,1,1,3,0.26,1,0,1,1,0,0,2023-2024_mathiashonsak
2,0.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_sydneyvanhooijdonk
8,3.3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,2023-2024_fraserhornby
2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,2023-2024_lukashradecky
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_xabierhuartearmendariz
22,0.71,19,0,0,2,1,0,1,0.03,0,0,0,0,1,0,2023-2024_timohubers
82,3.98,63,4,8,4,2,1,6,0.29,4,0,1,0,1,0,2023-2024_callumhudson-odoi
48,2.29,34,9,1,0,2,2,5,0.24,5,0,0,0,0,0,2023-2024_willhughes
8,1.41,4,0,1,2,1,0,4,0.71,1,0,1,1,1,0,2023-2024_deanhuijsen
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_deanhuijsen
24,1.37,20,0,0,3,0,1,2,0.11,1,0,0,1,0,0,2023-2024_matshummels
37,2.05,30,0,0,3,3,1,5,0.28,4,0,0,0,1,0,2023-2024_denishuseinbasic
21,1.57,18,2,0,0,1,0,1,0.07,1,0,0,0,0,0,2023-2024_elseidhysaj
39,2.68,36,0,2,1,0,0,2,0.14,2,0,0,0,0,0,2023-2024_pierrehjbjerg
58,2.42,43,0,5,4,3,3,4,0.17,2,0,2,0,0,0,2023-2024_rasmushjlund
42,2.33,33,1,2,1,3,2,2,0.11,2,0,0,0,0,0,2023-2024_iago
30,2.35,19,1,1,3,5,1,4,0.31,2,0,1,0,1,0,2023-2024_pabloibanez
SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,2023-2024_player
15,2.84,11,1,1,2,0,0,1,0.19,1,0,0,0,0,0,2023-2024_arijonibrahimovic
27,1.72,18,5,1,1,1,1,2,0.13,2,0,0,0,0,0,2023-2024_iglesias
20,4.42,17,0,0,3,0,0,1,0.22,1,0,0,0,0,0,2023-2024_borjaiglesias
8,2.81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_borjaiglesias
25,1.38,21,2,1,0,0,1,2,0.11,2,0,0,0,0,0,2023-2024_igor
49,2.62,33,0,9,2,4,1,5,0.27,3,0,1,0,1,0,2023-2024_jonathanikone
18,1.53,10,0,2,2,4,0,2,0.17,2,0,0,0,0,0,2023-2024_chukwubuikemikwuemesi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_andrejilic
73,3.13,39,26,1,6,1,0,5,0.21,4,1,0,0,0,0,2023-2024_ivanilic
32,3.55,20,9,2,0,1,0,5,0.55,3,2,0,0,0,0,2023-2024_samueliling-junior
4,0.69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_imanol
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_joelimasuen
40,2.18,29,0,1,6,4,0,4,0.22,2,0,0,0,2,0,2023-2024_ciroimmobile
3,2.78,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2023-2024_ginoinfantino
17,3.79,8,0,3,4,1,1,3,0.67,0,0,1,1,1,0,2023-2024_dannyings
2,0.86,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-2024_bonkeinnocent
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_timiroegbunam
72,2.87,45,0,12,11,4,0,10,0.4,4,0,3,2,1,0,2023-2024_alexanderisak
41,3.44,31,1,3,3,3,0,4,0.34,2,0,0,1,1,0,2023-2024_gustavisaksen
156,6.03,95,39,8,10,3,1,14,0.54,10,1,1,2,0,0,2023-2024_isco
1,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_thomasisherwood
32,1.17,25,0,3,0,2,2,2,0.07,2,0,0,0,0,0,2023-2024_ismaily
14,0.62,9,3,0,1,0,1,1,0.04,0,0,0,1,0,0,2023-2024_ardianismajli
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_yanisissoufou
17,0.96,16,0,0,1,0,0,3,0.17,3,0,0,0,0,0,2023-2024_koitakura
SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,2023-2024_player
35,1.41,30,0,1,4,0,0,8,0.32,7,0,0,1,0,0,2023-2024_hirokiito
135,4.48,96,23,8,7,1,0,10,0.33,9,0,0,1,0,0,2023-2024_junyaito
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_diegoiturralde
12,7.77,6,1,2,3,0,0,0,0,0,0,0,0,0,0,2023-2024_alexiwobi
103,4.23,87,0,6,9,0,1,10,0.41,8,0,0,2,0,0,2023-2024_alexiwobi
18,0.98,15,1,0,2,0,0,1,0.05,1,0,0,0,0,0,2023-2024_armandoizzo
95,3.05,60,1,18,8,6,2,11,0.35,7,0,2,2,0,0,2023-2024_nicolasjackson
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_jeremyjacquet
5,1.79,5,0,0,0,0,0,1,0.36,1,0,0,0,0,0,2023-2024_jeremyjacquet
66,2.81,56,0,3,2,3,2,7,0.3,3,0,1,1,1,1,2023-2024_leejae-sung
1,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_pauljaeckel
1,2.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_filipjagieo
20,1.71,13,0,1,1,2,3,3,0.26,2,0,0,1,0,0,2023-2024_kristijanjakic
2,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_kristijanjakic
50,3.07,32,9,1,4,2,2,8,0.49,6,1,0,1,0,0,2023-2024_ismailjakobs
30,2.94,19,6,2,1,2,0,7,0.69,6,1,0,0,0,0,2023-2024_abliejallow
15,3.22,13,1,0,1,0,0,3,0.64,2,0,0,1,0,0,2023-2024_reecejames
80,2.36,69,2,1,3,3,2,4,0.12,3,0,0,0,1,0,2023-2024_vitalyjanelt
23,2.37,17,4,0,1,0,1,4,0.41,3,1,0,0,0,0,2023-2024_jakubjankto
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_tonyjantschke
6,2.8,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2023-2024_adnanjanuzaj
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_nuhajatta
5,2.98,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_mikeljauregizar
27,2.66,14,0,5,5,3,0,3,0.3,1,0,2,0,0,0,2023-2024_luisjaviersuarez
50,1.68,32,0,3,9,1,5,1,0.03,1,0,0,0,0,0,2023-2024_danleyjean-jacques
SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,2023-2024_player
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_salimeljebari
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_danieljebbison
17,4.98,12,0,1,2,1,1,3,0.88,2,0,0,0,1,0,2023-2024_jeffinho
50,3.36,27,18,0,4,0,1,8,0.54,4,3,0,1,0,0,2023-2024_fredrikjensen
87,3.55,48,35,0,0,3,1,8,0.33,5,2,0,0,1,0,2023-2024_mathiasjensen
13,0.67,12,0,0,1,0,0,1,0.05,1,0,0,0,0,0,2023-2024_moritzjenz
59,3.59,37,1,9,5,3,4,8,0.49,4,1,1,1,1,0,2023-2024_gabrieljesus
13,0.55,11,0,0,2,0,0,0,0,0,0,0,0,0,0,2023-2024_juanjesus
2,2.65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_alejandrojimenez
27,1.74,15,0,4,6,1,1,3,0.19,0,0,1,2,0,0,2023-2024_rauljimenez
91,4.01,64,0,7,10,9,1,11,0.48,5,0,2,2,2,0,2023-2024_joaopedro
47,3.3,37,0,6,4,0,0,3,0.21,2,0,0,1,0,0,2023-2024_joelinton
12,2.15,8,3,1,0,0,0,0,0,0,0,0,0,0,0,2023-2024_ryanjohngiles
9,1.49,7,0,0,0,2,0,1,0.17,1,0,0,0,0,0,2023-2024_benjohnson
70,3.02,55,0,4,6,3,2,13,0.56,11,0,0,1,0,1,2023-2024_brennanjohnson
7,2.66,3,0,2,1,1,0,3,1.14,1,0,1,0,1,0,2023-2024_brennanjohnson
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_josephjohnson
2,0.1,1,1,0,0,0,0,1,0.05,0,1,0,0,0,0,2023-2024_samjohnstone
36,2.78,28,0,3,3,1,1,3,0.23,3,0,0,0,0,0,2023-2024_curtisjones
60,3.3,55,2,0,1,2,0,9,0.5,9,0,0,0,0,0,2023-2024_frenkiedejong
11,2.61,7,1,1,1,1,0,0,0,0,0,0,0,0,0,2023-2024_joanjordan
11,1.72,8,0,1,2,0,0,2,0.31,1,0,0,1,0,0,2023-2024_jordi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_jeremyjorge
