SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Key
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_christianpuggioni
10,0.77,8,1,0,0,1,0,0,0,0,0,0,0,0,0,2017-2018_alintosca
19,1.48,17,0,1,1,0,0,1,0.08,1,0,0,0,0,0,2017-2018_sandro
3,0.24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_vidbelec
27,2.19,18,1,3,1,2,2,3,0.24,2,0,1,0,0,0,2017-2018_cristianolombardi
31,2.87,20,2,4,1,4,0,3,0.28,3,0,0,0,0,0,2017-2018_filipuricic
18,1.54,13,0,1,3,0,1,0,0,0,0,0,0,0,0,2017-2018_ramanchibsah
37,3.19,23,0,5,2,5,2,3,0.26,1,0,0,0,2,0,2017-2018_marcodalessandro
12,1.23,9,0,0,3,0,0,3,0.31,2,0,0,1,0,0,2017-2018_pietroiemmello
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_albertobrignoli
25,2.23,17,7,0,0,1,0,0,0,0,0,0,0,0,0,2017-2018_gianlucadichiara
37,3.53,28,3,2,3,1,0,6,0.57,4,0,0,2,0,0,2017-2018_guilherme
20,1.88,14,3,0,1,1,1,0,0,0,0,0,0,0,0,2017-2018_bacarysagna
36,3.77,26,0,7,1,2,0,0,0,0,0,0,0,0,0,2017-2018_vittorioparigini
42,4.68,23,4,6,5,3,1,3,0.33,0,0,0,2,1,0,2017-2018_amatociciretti
9,1.13,7,0,1,1,0,0,1,0.12,0,0,0,1,0,0,2017-2018_fabiolucioni
5,0.76,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2017-2018_lucaantei
19,2.25,17,0,0,1,1,0,2,0.24,2,0,0,0,0,0,2017-2018_lorenzodelpinto
20,2.56,15,0,1,2,2,0,0,0,0,0,0,0,0,0,2017-2018_georgepuscas
6,0.81,4,0,0,1,1,0,1,0.14,1,0,0,0,0,0,2017-2018_cheickdiabate
7,1.32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_achraflazaar
4,0.84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_samuelarmenteros
1,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_jean-claudebillong
3,0.83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_brightgyamfi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_andrewgravillon
1,1.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_fabioceravolo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_sirikisanogo
1,2.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_mamadoukanoute
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_lucasparandeo
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_karamokocisse
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_giovannivolpicelli
,,,,,,,,,,,,,,,,2017-2018_christianrutjens
5,0.13,2,3,0,0,0,0,1,0.03,0,1,0,0,0,0,2018-2019_ederson
40,1.18,37,0,1,2,0,0,6,0.18,6,0,0,0,0,0,2018-2019_aymericlaporte
138,4.35,113,7,9,6,2,1,13,0.41,12,0,0,0,1,0,2018-2019_bernardosilva
145,4.71,99,1,23,11,11,0,27,0.88,19,0,4,0,4,0,2018-2019_raheemsterling
91,3.33,60,1,11,10,7,2,19,0.7,14,0,2,2,1,0,2018-2019_sergioaguero
65,2.11,60,0,1,2,1,1,5,0.16,5,0,0,0,0,0,2018-2019_kylewalker
152,5.7,124,8,6,11,3,0,19,0.71,18,1,0,0,0,0,2018-2019_davidsilva
72,2.73,61,0,1,2,4,4,10,0.38,8,0,0,0,1,1,2018-2019_fernandinho
102,4.3,75,19,2,4,2,0,13,0.55,12,1,0,0,0,0,2018-2019_ilkaygundogan
87,4.2,53,9,14,6,4,1,15,0.72,13,0,2,0,0,0,2018-2019_leroysane
18,0.92,17,1,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_johnstones
57,3.82,34,6,6,7,3,1,9,0.6,6,1,1,1,0,0,2018-2019_riyadmahrez
9,0.66,8,0,1,0,0,0,2,0.15,2,0,0,0,0,0,2018-2019_nicolasotamendi
30,2.35,27,2,1,0,0,0,5,0.39,5,0,0,0,0,0,2018-2019_oleksandrzinchenko
12,0.88,11,0,0,0,0,1,1,0.07,1,0,0,0,0,0,2018-2019_vincentkompany
75,6.92,52,12,6,2,3,0,6,0.55,4,1,0,0,1,0,2018-2019_kevindebruyne
24,2.4,20,2,1,1,0,0,6,0.6,5,1,0,0,0,0,2018-2019_benjaminmendy
16,1.78,13,0,0,2,1,0,2,0.22,1,0,0,1,0,0,2018-2019_danilo
48,4.17,36,0,6,5,1,0,6,0.52,5,0,0,1,0,0,2018-2019_gabrieljesus
14,1.74,14,0,0,0,0,0,2,0.25,2,0,0,0,0,0,2018-2019_fabiandelph
16,4.29,11,0,3,0,2,0,1,0.27,1,0,0,0,0,0,2018-2019_philfoden
4,0.11,1,3,0,0,0,0,1,0.03,0,1,0,0,0,0,2018-2019_alisson
31,0.82,26,0,1,3,0,1,7,0.19,5,0,0,2,0,0,2018-2019_virgilvandijk
160,4.43,104,4,26,12,14,0,21,0.58,8,1,4,3,5,0,2018-2019_mohamedsalah
94,2.63,87,1,3,1,2,0,18,0.5,17,0,1,0,0,0,2018-2019_andrewrobertson
119,3.48,86,0,13,8,11,1,16,0.47,9,0,5,1,1,0,2018-2019_sadiomane
57,1.88,44,3,3,3,2,2,6,0.2,5,0,0,1,0,0,2018-2019_georginiowijnaldum
116,4,90,0,9,10,3,4,17,0.59,12,0,3,1,1,0,2018-2019_robertofirmino
96,3.51,62,24,6,2,1,1,18,0.66,13,5,0,0,0,0,2018-2019_trentalexander-arnold
42,1.87,33,0,2,2,3,2,5,0.22,4,0,0,0,1,0,2018-2019_fabinho
39,1.77,36,1,0,1,0,1,6,0.27,6,0,0,0,0,0,2018-2019_jordanhenderson
85,4.28,44,29,5,4,2,1,7,0.35,6,1,0,0,0,0,2018-2019_jamesmilner
12,0.7,9,0,1,0,1,1,2,0.12,1,0,0,0,0,1,2018-2019_joelmatip
41,2.65,34,0,2,4,1,0,5,0.32,5,0,0,0,0,0,2018-2019_nabykeita
11,0.93,11,0,0,0,0,0,1,0.08,1,0,0,0,0,0,2018-2019_joegomez
39,3.3,28,6,1,3,1,0,10,0.85,5,2,1,2,0,0,2018-2019_xherdanshaqiri
6,0.55,5,0,0,0,1,0,2,0.18,1,0,0,0,1,0,2018-2019_dejanlovren
24,4.63,18,3,2,0,1,0,3,0.58,2,0,0,0,1,0,2018-2019_adamlallana
14,2.48,13,0,0,0,1,0,2,0.35,2,0,0,0,0,0,2018-2019_danielsturridge
11,2.67,7,0,1,2,1,0,1,0.24,1,0,0,0,0,0,2018-2019_divockorigi
7,4.09,6,0,1,0,0,0,1,0.58,1,0,0,0,0,0,2018-2019_albertomoreno
2,1.62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2018-2019_nathanielclyne
3,12.86,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2018-2019_alexoxlade-chamberlain
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_rafaelcamacho
67,1.77,60,2,1,1,2,1,10,0.26,9,0,0,0,1,0,2018-2019_cesarazpilicueta
73,2.08,70,0,0,0,1,2,5,0.14,5,0,0,0,0,0,2018-2019_jorginho
1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_kepaarrizabalaga
45,1.25,40,0,0,4,1,0,2,0.06,2,0,0,0,0,0,2018-2019_davidluiz
94,2.74,89,1,0,1,1,2,5,0.15,5,0,0,0,0,0,2018-2019_ngolokante
32,1,26,0,0,5,0,1,3,0.09,1,0,0,2,0,0,2018-2019_antoniorudiger
221,6.8,143,17,28,7,24,2,33,1.02,17,3,10,1,2,0,2018-2019_edenhazard
66,2.15,55,1,0,5,4,1,10,0.33,6,0,0,2,2,0,2018-2019_marcosalonso
144,6.18,88,35,6,5,8,2,8,0.34,5,2,0,0,1,0,2018-2019_willian
81,4.1,68,1,7,2,1,2,8,0.4,6,0,2,0,0,0,2018-2019_pedro
64,3.32,50,1,5,3,4,1,4,0.21,4,0,0,0,0,0,2018-2019_mateokovacic
55,3.98,43,0,3,4,2,3,9,0.65,7,0,0,1,0,1,2018-2019_rossbarkley
33,2.74,29,0,1,3,0,0,4,0.33,4,0,0,0,0,0,2018-2019_gonzalohiguain
29,2.77,23,0,2,1,3,0,1,0.1,1,0,0,0,0,0,2018-2019_alvaromorata
30,3.19,28,0,0,1,0,1,4,0.43,3,0,0,1,0,0,2018-2019_oliviergiroud
16,2.17,14,0,1,0,0,1,1,0.14,1,0,0,0,0,0,2018-2019_emersonpalmieri
49,4.42,37,0,6,2,2,2,5,0.45,5,0,0,0,0,0,2018-2019_rubenloftus-cheek
3,0.44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_andreaschristensen
15,3.44,13,0,1,1,0,0,2,0.46,1,0,1,0,0,0,2018-2019_callumhudson-odoi
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_willycaballero
8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_cescfabregas
3,2.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_davidezappacosta
2,6.43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2018-2019_victormoses
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_garycahill
3,0.09,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_hugolloris
34,1.05,29,0,1,4,0,0,2,0.06,2,0,0,0,0,0,2018-2019_tobyalderweireld
143,4.64,97,27,4,10,3,2,16,0.52,12,4,0,0,0,0,2018-2019_christianeriksen
86,3.19,58,1,12,8,7,0,14,0.52,9,0,1,2,2,0,2018-2019_harrykane
50,1.93,43,0,1,1,3,2,7,0.27,7,0,0,0,0,0,2018-2019_moussasissoko
92,3.64,61,23,1,4,2,1,14,0.55,9,3,0,2,0,0,2018-2019_kierantrippier
72,3.06,51,1,7,3,8,2,7,0.3,4,0,1,2,0,0,2018-2019_lucasmoura
92,4.06,66,3,15,4,4,0,12,0.53,7,0,2,1,2,0,2018-2019_sonheung-min
14,0.65,12,0,0,2,0,0,2,0.09,0,0,0,2,0,0,2018-2019_davinsonsanchez
16,0.75,15,0,0,0,0,1,1,0.05,1,0,0,0,0,0,2018-2019_janvertonghen
64,3.16,45,2,6,5,5,1,5,0.25,3,0,0,1,1,0,2018-2019_delealli
37,1.81,26,4,0,3,1,3,3,0.15,2,0,0,0,0,1,2018-2019_bendavies
60,3,38,6,4,4,6,2,9,0.45,6,1,0,1,1,0,2018-2019_dannyrose
22,1.31,19,0,0,0,2,1,2,0.12,2,0,0,0,0,0,2018-2019_ericdier
29,1.63,27,1,0,1,0,0,3,0.17,3,0,0,0,0,0,2018-2019_harrywinks
10,1.01,7,0,1,0,1,1,1,0.1,1,0,0,0,0,0,2018-2019_juanfoyth
51,4.71,30,9,6,4,2,0,5,0.46,3,1,0,0,1,0,2018-2019_eriklamela
7,1.22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_mousadembele
21,2.72,18,0,1,2,0,0,2,0.26,2,0,0,0,0,0,2018-2019_fernandollorente
12,1.91,9,1,1,0,0,1,3,0.48,3,0,0,0,0,0,2018-2019_sergeaurier
8,1.4,4,0,2,0,2,0,2,0.35,0,0,2,0,0,0,2018-2019_victorwanyama
11,2.63,10,1,0,0,0,0,4,0.96,4,0,0,0,0,0,2018-2019_kylewalker-peters
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_paulogazzaniga
2,0.82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_oliverskipp
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_michelvorm
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_vincentjanssen
1,18,1,0,0,0,0,0,1,18,1,0,0,0,0,0,2018-2019_georges-kevinnkoudou
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_lukeamos
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_berndleno
12,0.41,10,0,0,2,0,0,1,0.03,1,0,0,0,0,0,2018-2019_shkodranmustafi
60,1.98,42,0,7,5,5,1,11,0.36,6,0,1,2,2,0,2018-2019_pierre-emerickaubameyang
80,2.88,60,20,0,0,0,0,5,0.18,1,4,0,0,0,0,2018-2019_granitxhaka
84,3.02,55,0,16,6,5,2,15,0.54,10,0,3,1,1,0,2018-2019_alexandrelacazette
13,0.53,11,0,1,0,1,0,2,0.08,2,0,0,0,0,0,2018-2019_sokratispapastathopoulos
49,1.85,31,7,2,1,7,1,9,0.34,5,2,0,0,2,0,2018-2019_lucastorreira
60,2.51,52,0,5,1,0,2,1,0.04,1,0,0,0,0,0,2018-2019_matteoguendouzi
84,3.84,77,1,3,3,0,0,11,0.5,11,0,0,0,0,0,2018-2019_alexiwobi
49,2.34,42,1,4,0,1,1,10,0.48,9,0,0,0,1,0,2018-2019_seadkolasinac
36,1.74,29,3,0,1,2,1,8,0.39,6,0,0,0,1,1,2018-2019_nachomonreal
84,4.36,68,13,2,1,0,0,9,0.47,8,0,0,1,0,0,2018-2019_mesutozil
73,4,56,10,1,4,0,2,11,0.6,10,0,0,1,0,0,2018-2019_henrikhmkhitaryan
37,2.17,32,0,2,3,0,0,9,0.53,8,0,0,1,0,0,2018-2019_hectorbellerin
48,3.25,41,0,3,3,0,1,10,0.68,9,0,1,0,0,0,2018-2019_aaronramsey
9,0.61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_laurentkoscielny
19,1.73,16,1,1,1,0,0,2,0.18,2,0,0,0,0,0,2018-2019_ainsleymaitland-niles
7,0.67,4,1,0,0,1,1,1,0.1,1,0,0,0,0,0,2018-2019_stephanlichtsteiner
3,0.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_robholding
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_petrcech
9,2.13,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2018-2019_mohamedelneny
2,1.22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2018-2019_konstantinosmavropanos
2,1.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_carljenkinson
6,3.53,6,0,0,0,0,0,1,0.59,1,0,0,0,0,0,2018-2019_dannywelbeck
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_joewillock
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_denissuarez
5,6.72,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2018-2019_eddienketiah
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_bukayosaka
4,0.11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_daviddegea
167,5,131,0,8,15,12,1,20,0.6,16,0,0,2,2,0,2018-2019_paulpogba
13,0.45,10,0,1,1,0,1,1,0.03,1,0,0,0,0,0,2018-2019_victorlindelof
75,2.61,57,6,6,4,1,1,11,0.38,6,1,2,1,0,1,2018-2019_lukeshaw
77,2.7,42,31,1,2,1,0,9,0.32,5,2,1,1,0,0,2018-2019_ashleyyoung
54,2,51,0,1,1,0,1,4,0.15,4,0,0,0,0,0,2018-2019_nemanjamatic
81,3.12,55,4,8,6,7,1,13,0.5,8,0,4,1,0,0,2018-2019_marcusrashford
11,0.47,9,0,0,2,0,0,2,0.08,2,0,0,0,0,0,2018-2019_chrissmalling
56,2.36,47,0,3,5,1,0,7,0.29,6,0,0,0,1,0,2018-2019_romelulukaku
59,3.19,46,2,4,3,3,1,12,0.65,6,1,2,1,2,0,2018-2019_jesselingard
69,3.83,55,0,6,1,7,0,12,0.67,6,0,3,1,2,0,2018-2019_anthonymartial
39,2.5,33,1,1,1,2,1,6,0.39,6,0,0,0,0,0,2018-2019_anderherrera
66,4.6,51,7,2,2,4,0,7,0.49,5,0,0,0,2,0,2018-2019_juanmata
4,0.29,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2018-2019_philjones
31,2.68,25,3,0,1,2,0,2,0.17,2,0,0,0,0,0,2018-2019_fred
30,2.67,22,2,3,3,0,0,2,0.18,2,0,0,0,0,0,2018-2019_diogodalot
45,4.6,33,0,5,2,5,0,6,0.61,4,0,0,2,0,0,2018-2019_alexissanchez
8,0.83,5,0,1,1,1,0,0,0,0,0,0,0,0,0,2018-2019_scottmctominay
2,0.28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2018-2019_ericbailly
13,1.56,9,1,0,0,3,0,2,0.24,1,0,0,0,1,0,2018-2019_marouanefellaini
24,3.61,21,0,1,1,1,0,1,0.15,1,0,0,0,0,0,2018-2019_andreaspereira
14,2.7,13,1,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_antoniovalencia
2,0.41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_matteodarmian
3,1.27,2,0,0,1,0,0,1,0.42,0,0,0,1,0,0,2018-2019_marcosrojo
8,6.15,5,0,3,0,0,0,0,0,0,0,0,0,0,0,2018-2019_masongreenwood
2,4.74,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2018-2019_tahithchong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_angelgomes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_jamesgarner
20,0.53,19,0,0,0,0,1,2,0.05,2,0,0,0,0,0,2018-2019_conorcoady
1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_ruipatricio
29,0.82,25,0,0,3,0,1,0,0,0,0,0,0,0,0,2018-2019_willyboly
89,2.57,70,0,8,7,3,1,11,0.32,9,0,0,1,1,0,2018-2019_rauljimenez
95,2.72,70,6,3,8,6,2,10,0.29,7,0,1,0,2,0,2018-2019_mattdoherty
141,4.18,90,46,0,1,1,3,15,0.45,9,6,0,0,0,0,2018-2019_joaomoutinho
26,0.76,19,4,0,2,0,1,0,0,0,0,0,0,0,0,2018-2019_ryanbennett
67,2.01,59,1,1,6,0,0,9,0.27,9,0,0,0,0,0,2018-2019_rubenneves
70,2.27,49,1,9,3,5,3,7,0.23,2,0,1,1,3,0,2018-2019_jonnycastro
89,3.4,53,1,12,10,13,0,11,0.42,5,0,1,3,2,0,2018-2019_diogojota
27,1.66,22,0,1,3,1,0,1,0.06,1,0,0,0,0,0,2018-2019_leanderdendoncker
38,2.55,26,2,5,0,4,1,4,0.27,4,0,0,0,0,0,2018-2019_heldercosta
13,1.02,12,0,0,0,1,0,0,0,0,0,0,0,0,0,2018-2019_romainsaiss
43,4.29,27,0,10,3,3,0,2,0.2,1,0,0,1,0,0,2018-2019_adamatraore
21,2.66,14,2,1,1,3,0,1,0.13,1,0,0,0,0,0,2018-2019_rubenvinagre
33,4.28,28,3,2,0,0,0,3,0.39,3,0,0,0,0,0,2018-2019_ivancavaleiro
18,2.45,14,3,1,0,0,0,3,0.41,2,0,1,0,0,0,2018-2019_morgangibbs-white
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_johnruddy
8,5.33,7,0,0,1,0,0,3,2,3,0,0,0,0,0,2018-2019_leobonatini
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_maxkilman
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_willnorris
6,0.16,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_jordanpickford
151,4.36,88,36,9,10,7,1,15,0.43,10,1,1,3,0,0,2018-2019_gylfisigursson
21,0.64,17,0,0,3,0,1,1,0.03,1,0,0,0,0,0,2018-2019_michaelkeane
111,3.37,63,40,2,4,0,2,9,0.27,6,2,0,1,0,0,2018-2019_lucasdigne
61,1.95,51,0,3,4,2,1,8,0.26,7,0,1,0,0,0,2018-2019_idrissaganagueye
86,2.9,49,0,8,13,15,1,11,0.37,4,0,2,3,2,0,2018-2019_richarlison
18,0.62,15,0,1,2,0,0,3,0.1,3,0,0,0,0,0,2018-2019_kurtzouma
49,1.72,41,2,3,1,1,1,3,0.11,3,0,0,0,0,0,2018-2019_seamuscoleman
84,3.57,63,1,10,2,6,2,13,0.55,9,0,3,1,0,0,2018-2019_bernard
57,2.42,38,1,1,7,10,0,6,0.25,4,1,0,1,0,0,2018-2019_theowalcott
46,2.09,34,0,7,3,2,0,2,0.09,1,0,1,0,0,0,2018-2019_andregomes
35,1.77,22,0,4,5,4,0,5,0.25,2,0,0,2,1,0,2018-2019_dominiccalvert-lewin
28,2.38,17,0,1,4,5,1,3,0.25,3,0,0,0,0,0,2018-2019_cenktosun
12,1.1,10,0,1,0,1,0,1,0.09,1,0,0,0,0,0,2018-2019_tomdavies
6,0.61,5,0,0,0,1,0,1,0.1,1,0,0,0,0,0,2018-2019_yerrymina
15,1.62,15,0,0,0,0,0,2,0.22,2,0,0,0,0,0,2018-2019_morganschneiderlin
16,1.82,16,0,0,0,0,0,2,0.23,2,0,0,0,0,0,2018-2019_jonjoekenny
10,2.4,3,6,0,1,0,0,2,0.48,1,1,0,0,0,0,2018-2019_leightonbaines
4,0.88,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2018-2019_masonholgate
1,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_philjagielka
27,3.93,17,0,7,2,1,0,6,0.87,5,0,0,1,0,0,2018-2019_ademolalookman
1,1.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_oumarniasse
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_jamesmccarthy
2,0.05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_kasperschmeichel
64,1.75,59,0,1,2,0,2,5,0.14,4,0,0,1,0,0,2018-2019_wilfredndidi
91,2.53,63,12,9,2,2,3,8,0.22,7,0,0,1,0,0,2018-2019_benchilwell
86,2.48,56,5,11,5,6,3,14,0.4,10,0,3,0,1,0,2018-2019_ricardopereira
190,6.04,87,54,13,10,25,1,13,0.41,9,2,1,0,1,0,2018-2019_jamesmaddison
45,1.56,34,2,2,5,1,1,4,0.14,2,1,0,1,0,0,2018-2019_harrymaguire
59,1.95,41,1,4,7,6,0,9,0.3,4,0,1,1,3,0,2018-2019_jamievardy
21,0.9,19,0,0,0,2,0,2,0.09,0,0,0,0,2,0,2018-2019_nampalysmendy
55,2.49,35,1,8,6,4,1,6,0.27,4,0,1,0,1,0,2018-2019_demaraigray
12,0.54,10,0,0,2,0,0,1,0.05,0,0,0,1,0,0,2018-2019_jonnyevans
14,0.65,10,0,0,3,0,1,1,0.05,0,0,0,1,0,0,2018-2019_wesmorgan
47,2.6,37,4,3,3,0,0,4,0.22,4,0,0,0,0,0,2018-2019_marcalbrighton
39,3.23,36,0,0,2,1,0,6,0.5,6,0,0,0,0,0,2018-2019_youritielemans
50,4.48,36,0,9,5,0,0,4,0.36,2,0,1,1,0,0,2018-2019_harveybarnes
23,2.2,21,0,0,0,2,0,7,0.67,6,0,0,0,1,0,2018-2019_kelechiiheanacho
44,5.33,32,6,3,2,1,0,0,0,0,0,0,0,0,0,2018-2019_rachidghezzal
11,1.55,10,1,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_danielamartey
15,2.27,11,0,1,0,0,3,0,0,0,0,0,0,0,0,2018-2019_hamzachoudhury
1,0.24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2018-2019_caglarsoyuncu
2,0.62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_dannysimpson
2,0.79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_vicenteiborra
11,4.78,10,0,0,0,0,1,0,0,0,0,0,0,0,0,2018-2019_christianfuchs
11,3.44,10,0,0,1,0,0,1,0.31,1,0,0,0,0,0,2018-2019_shinjiokazaki
1,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_adriensilva
2,3.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_foussenidiabate
5,0.13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_ukaszfabianski
139,4.11,95,17,11,5,7,4,15,0.44,10,0,3,2,0,0,2018-2019_felipeanderson
35,1.05,30,0,1,2,0,2,4,0.12,4,0,0,0,0,0,2018-2019_declanrice
7,0.21,5,0,2,0,0,0,2,0.06,2,0,0,0,0,0,2018-2019_issadiop
64,2.51,55,2,1,1,3,2,12,0.47,10,0,1,0,0,1,2018-2019_marknoble
103,4.18,50,42,2,6,3,0,12,0.49,9,3,0,0,0,0,2018-2019_robertsnodgrass
66,2.99,52,0,5,7,2,0,8,0.36,7,0,0,1,0,0,2018-2019_markoarnautovic
22,0.95,16,3,0,1,2,0,3,0.13,3,0,0,0,0,0,2018-2019_pablozabaleta
12,0.54,7,0,0,5,0,0,1,0.04,0,0,0,1,0,0,2018-2019_fabianbalbuena
64,2.74,40,0,9,8,5,2,10,0.43,5,0,1,2,2,0,2018-2019_michailantonio
16,0.77,9,0,0,4,1,2,2,0.1,0,0,0,2,0,0,2018-2019_angeloogbonna
35,1.79,31,1,1,0,0,2,1,0.05,1,0,0,0,0,0,2018-2019_arthurmasuaku
35,1.98,24,6,0,3,1,1,3,0.17,1,2,0,0,0,0,2018-2019_aaroncresswell
19,1.28,12,0,2,2,3,0,3,0.2,1,0,0,0,2,0,2018-2019_javierhernandez
18,1.44,17,0,0,1,0,0,3,0.24,2,0,0,1,0,0,2018-2019_pedroobiang
14,1.16,8,2,2,1,1,0,1,0.08,0,0,1,0,0,0,2018-2019_ryanfredericks
18,2.36,11,0,2,3,2,0,3,0.39,1,0,0,1,1,0,2018-2019_manuellanzini
28,4.14,20,2,3,1,2,0,1,0.15,1,0,0,0,0,0,2018-2019_gradydiangana
12,2.35,11,0,0,1,0,0,0,0,0,0,0,0,0,0,2018-2019_andriyyarmolenko
15,2.84,13,0,0,0,1,1,0,0,0,0,0,0,0,0,2018-2019_lucasperez
10,2.3,8,0,0,0,1,1,1,0.23,1,0,0,0,0,0,2018-2019_jackwilshere
12,2.34,8,0,1,2,1,0,0,0,0,0,0,0,0,0,2018-2019_andycarroll
14,5.14,12,0,1,0,1,0,3,1.1,2,0,1,0,0,0,2018-2019_samirnasri
7,2.57,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_carlossanchez
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_benjohnson
2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2018-2019_xandesilva
9,0.24,5,4,0,0,0,0,1,0.03,0,1,0,0,0,0,2018-2019_benfoster
7,0.2,3,0,0,2,2,0,3,0.09,1,0,0,1,1,0,2018-2019_craigcathcart
83,2.44,72,2,4,5,0,0,9,0.26,5,1,1,2,0,0,2018-2019_abdoulayedoucoure
42,1.28,32,0,2,2,4,2,7,0.21,5,0,1,0,0,1,2018-2019_etiennecapoue
84,2.69,62,5,7,3,7,0,8,0.26,4,1,2,0,1,0,2018-2019_robertopereyra
67,2.49,47,1,1,5,11,2,7,0.26,5,0,0,0,2,0,2018-2019_willhughes
76,2.69,60,0,1,8,6,1,7,0.25,6,0,0,1,0,0,2018-2019_troydeeney
61,2.29,23,35,2,0,0,1,9,0.34,3,3,2,0,0,1,2018-2019_joseholebas
87,3.79,64,3,16,1,1,2,17,0.74,7,2,8,0,0,0,2018-2019_gerarddeulofeu
