Shots,ShotsOnTarget,SoT%,Sh/90,SoT/90,GoalsPerShot,GoalsPerShotOnTarget,AvgShotDistance,GoalsFromPenalties,PKatt,Key
51,17,33.3,1.95,0.65,0.16,0.47,,0,0,2017-2018_ricardojorgeoliveiravalente
0,0,,0,0,,,,0,0,2017-2018_charles
20,7,35,0.76,0.26,0.05,0.14,,0,0,2017-2018_jeancleber
12,2,16.7,0.57,0.09,0.08,0.5,,0,0,2017-2018_joaogamboa
52,26,50,2.4,1.2,0.08,0.15,,0,0,2017-2018_rodrigopinho
14,5,35.7,0.71,0.25,0.07,0.2,,0,0,2017-2018_pablosantos
15,7,46.7,0.91,0.42,0.13,0.29,,0,0,2017-2018_edgarcosta
7,4,57.1,0.42,0.24,0.14,0.25,,0,0,2017-2018_fabiopacheco
7,0,0,0.5,0,0,,,0,0,2017-2018_rubenrafaelsousaferreira
6,0,0,0.44,0,0,,,0,0,2017-2018_fabiochina
20,5,25,1.6,0.4,0,0,,0,0,2017-2018_jorgecorrea
28,13,46.4,2.16,1,0.32,0.69,,0,0,2017-2018_diederrickjoel
5,1,20,0.43,0.09,0.2,1,,0,0,2017-2018_drausio
3,1,33.3,0.28,0.09,0,0,,0,0,2017-2018_fabriciobaiano
5,1,20,0.6,0.12,0,0,,0,0,2017-2018_luismartins
2,0,0,0.25,0,0,,,0,0,2017-2018_erdemsen
0,0,,0,0,,,,0,0,2017-2018_amirabedzadeh
6,3,50,0.72,0.36,0,0,,0,0,2017-2018_diney
13,7,53.8,1.78,0.96,0.08,0.14,,0,0,2017-2018_evertonnascimentodemendonca
2,1,50,0.42,0.21,0.5,1,,0,0,2017-2018_filipesantosoliveira
6,1,16.7,1.32,0.22,0.17,1,,0,0,2017-2018_ibsonpereirademelo
7,3,42.9,1.93,0.83,0.14,0.33,,0,0,2017-2018_eberbessa
3,1,33.3,0.94,0.31,0.33,1,,0,0,2017-2018_gevorgghazaryan
5,1,20,2.51,0.5,0,0,,0,0,2017-2018_gildovilanculos
2,1,50,1.58,0.79,0,0,,0,0,2017-2018_viktorlundberg
3,1,33.3,2.67,0.89,0,0,,0,0,2017-2018_piqueti
,0,,,0,,,,0,0,2017-2018_cristianogomes
,2,,,2,,0,,0,0,2017-2018_nanu
0,0,,0,0,,,,0,0,2017-2018_vagnerdasilva
45,19,42.2,1.48,0.63,0.09,0.21,,0,2,2017-2018_fabioespinho
19,5,26.3,0.63,0.17,0.16,0.6,,0,0,2017-2018_raphaelbranco
13,6,46.2,0.43,0.2,0.08,0.17,,0,0,2017-2018_talocha
22,6,27.3,0.87,0.24,0.14,0.5,,0,0,2017-2018_carraca
14,2,14.3,0.56,0.08,0,0,,0,0,2017-2018_idrissamandiang
18,9,50,0.72,0.36,0,0,,1,3,2017-2018_davidsimao
32,12,37.5,1.45,0.55,0.16,0.42,,0,0,2017-2018_renatosantos
7,2,28.6,0.35,0.1,0,0,,0,0,2017-2018_stephanesparagna
55,16,29.1,2.77,0.8,0.11,0.38,,0,0,2017-2018_mateusgalianodacosta
11,4,36.4,0.77,0.28,0.27,0.75,,0,0,2017-2018_kuca
27,10,37,1.79,0.66,0.07,0.2,,0,0,2017-2018_rochinha
25,8,32,1.86,0.59,0.16,0.5,,0,0,2017-2018_yusuphanjie
9,4,44.4,0.72,0.32,0.11,0.25,,0,0,2017-2018_nunohenriquegoncalvesnogueira
2,1,50,0.16,0.08,0,0,,0,0,2017-2018_robson
,5,,,0.49,,0.2,,0,1,2017-2018_leonardoruiz
7,2,28.6,0.76,0.22,0,0,,0,0,2017-2018_vitorbruno
1,0,0,0.2,0,0,,,0,0,2017-2018_tiagomesquita
3,1,33.3,0.64,0.21,0,0,,0,0,2017-2018_edumachado
4,1,25,0.89,0.22,0,0,,0,0,2017-2018_ivanbulos
10,5,50,1.75,0.88,0.1,0.2,,0,0,2017-2018_ruipedro
,0,,,0,,,,0,0,2017-2018_gilsoncosta
1,0,0,0.31,0,0,,,0,0,2017-2018_aymentahar
0,0,,0,0,,,,0,0,2017-2018_ricardoclarke
,27,,,0.87,,0.48,,2,3,2017-2018_raphaeldiasbelloli
5,0,0,0.2,0,0,,,0,0,2017-2018_ghislainkonan
39,13,33.3,1.71,0.57,0.13,0.38,,0,0,2017-2018_heldonramos
13,6,46.2,0.56,0.26,0.08,0.17,,0,0,2017-2018_jubal
9,0,0,0.44,0,0,,,0,0,2017-2018_pedrao
45,20,44.4,2.33,1.03,0.16,0.35,,4,4,2017-2018_paolohurtado
9,6,66.7,0.46,0.31,0.11,0.17,,0,0,2017-2018_rafaelmiranda
8,1,12.5,0.42,0.05,0,0,,0,0,2017-2018_joaoaurelio
0,0,,0,0,,,,0,0,2017-2018_douglas
16,1,6.3,1.15,0.07,0,0,,0,0,2017-2018_alhassanwakaso
0,0,,0,0,,,,0,0,2017-2018_joaomiguelmacedosilva
29,8,27.6,2.06,0.57,0.03,0.13,,0,1,2017-2018_juniortallo
18,3,16.7,1.35,0.22,0,0,,0,0,2017-2018_mattheusoliveira
7,1,14.3,0.53,0.08,0,0,,0,0,2017-2018_guillermocelis
42,16,38.1,2.71,1.03,0.14,0.38,,0,0,2017-2018_rafaelmartins
,1,,,0.08,,0,,0,0,2017-2018_victorgarcia
12,4,33.3,1.04,0.35,0,0,,0,0,2017-2018_fabiosturgeon
9,3,33.3,1.05,0.35,0,0,,0,0,2017-2018_marcosvalente
2,0,0,0.25,0,0,,,0,0,2017-2018_franciscoramos
1,1,100,0.14,0.14,1,1,,0,0,2017-2018_joaoafonso
2,0,0,0.31,0,0,,,0,0,2017-2018_joaovigario
0,0,,0,0,,,,0,0,2017-2018_falayesacko
11,5,45.5,2.27,1.03,0.09,0.2,,0,0,2017-2018_oscarestupinan
14,5,35.7,3.09,1.1,0.07,0.2,,0,0,2017-2018_helderferreira
0,0,,0,0,,,,0,0,2017-2018_denisduarte
0,0,,0,0,,,,0,0,2017-2018_josuesa
1,1,100,0.45,0.45,1,1,,0,0,2017-2018_sebastianrincon
2,1,50,0.94,0.47,0.5,1,,0,0,2017-2018_bonganizungu
2,0,0,0.83,0,0,,,0,0,2017-2018_moreno
0,0,,0,0,,,,0,0,2017-2018_davidtexeira
4,2,50,1.71,0.86,0,0,,0,0,2017-2018_franciscodanielsimoesrodrigues
2,0,0,1.46,0,0,,,0,0,2017-2018_welthon
0,0,,0,0,,,,0,0,2017-2018_josephamoah
0,0,,0,0,,,,0,0,2017-2018_xandesilva
14,7,50,0.42,0.21,0.29,0.57,,0,0,2017-2018_rubenfernandes
0,0,,0,0,,,,0,0,2017-2018_ricardoabelbarbosaferreira
83,33,39.8,3,1.19,0.12,0.3,,0,1,2017-2018_shoyanakajima
16,2,12.5,0.6,0.08,0.06,0.5,,0,0,2017-2018_pedrosa
94,33,35.1,3.53,1.24,0.13,0.36,,3,3,2017-2018_fabriciodossantosmessias
17,8,47.1,0.67,0.31,0.06,0.13,,0,0,2017-2018_lucaspossignolo
6,2,33.3,0.24,0.08,0,0,,0,0,2017-2018_emmanuelhackman
29,11,37.9,1.46,0.55,0.1,0.27,,0,0,2017-2018_dener
24,4,16.7,1.24,0.21,0.04,0.25,,0,0,2017-2018_ewerton
33,12,36.4,1.91,0.69,0.06,0.17,,0,0,2017-2018_paulinho
10,1,10,0.59,0.06,0,0,,0,0,2017-2018_lumoragbenyenu
36,13,36.1,2.28,0.82,0.11,0.31,,0,0,2017-2018_wellington
15,5,33.3,1.21,0.4,0.13,0.4,,0,0,2017-2018_brunotabata
4,2,50,0.31,0.15,0.25,0.5,,0,0,2017-2018_felipemacedo
8,2,25,0.78,0.19,0.13,0.5,,0,0,2017-2018_oriolrosell
6,2,33.3,0.59,0.2,0,0,,0,0,2017-2018_rafasoares
2,0,0,0.24,0,0,,,0,0,2017-2018_ricardopessoa
31,11,35.5,3.15,1.12,0.16,0.45,,2,2,2017-2018_jorgecostapires
14,2,14.3,2.02,0.29,0,0,,0,0,2017-2018_federicovarela
0,0,,0,0,,,,0,0,2017-2018_marcel
5,1,20,1.23,0.25,0,0,,0,0,2017-2018_wilsonmanafa
0,0,,0,0,,,,0,0,2017-2018_leonardonavacchio
3,0,0,1.45,0,0,,,0,0,2017-2018_jadson
10,3,30,4.23,1.27,0,0,,0,0,2017-2018_galeno
0,0,,0,0,,,,0,0,2017-2018_carloshenriques
0,0,,0,0,,,,0,0,2017-2018_ruicosta
1,0,0,5.63,0,0,,,0,0,2017-2018_stanleyawurum
,0,,,0,,,,0,0,2017-2018_andreclovis
,0,,,0,,,,0,0,2017-2018_theoryuki
0,0,,0,0,,,,0,0,2017-2018_chideraezeh
0,0,,0,0,,,,0,0,2017-2018_inaciocarneirodossantos
0,0,,0,0,,,,0,0,2017-2018_claudioramos
25,8,32,0.78,0.25,0.08,0.25,,0,0,2017-2018_ricardocosta
1,0,0,0.03,0,0,,,0,0,2017-2018_joaozinho
6,1,16.7,0.2,0.03,0,0,,0,0,2017-2018_davidbruno
69,25,36.2,2.32,0.84,0.12,0.32,,1,1,2017-2018_tomane
,16,,,0.55,,0.5,,0,0,2017-2018_ruimiguelrodriguescardoso
22,9,40.9,0.8,0.33,0.09,0.22,,0,0,2017-2018_heldertavares
44,14,31.8,2.18,0.69,0.05,0.14,,0,0,2017-2018_pedronuno
14,3,21.4,0.62,0.13,0.07,0.33,,0,0,2017-2018_brunomonteiro
7,1,14.3,0.34,0.05,0,0,,0,0,2017-2018_claudegoncalves
36,12,33.3,1.91,0.64,0.17,0.5,,1,1,2017-2018_murilooliveiradefreitas
31,11,35.5,1.93,0.68,0.16,0.45,,0,0,2017-2018_tylerboyd
4,1,25,0.32,0.08,0,0,,0,0,2017-2018_jorgefilipeoliveirafernandes
3,0,0,0.28,0,0,,,0,0,2017-2018_yordanosorio
3,0,0,0.42,0,0,,,0,0,2017-2018_nickansell
18,11,61.1,2.26,1.38,0.11,0.18,,0,0,2017-2018_heliardo
1,0,0,0.26,0,0,,,0,0,2017-2018_pite
5,1,20,1.36,0.27,0,0,,0,0,2017-2018_joca
1,0,0,0.34,0,0,,,0,0,2017-2018_icarodocarmosilva
2,0,0,0.89,0,0,,,0,0,2017-2018_sulleymuniru
3,1,33.3,0.89,0.3,0,0,,0,0,2017-2018_wagner
5,5,100,1.5,1.5,0.2,0.2,,0,0,2017-2018_juandelgado
0,0,,0,0,,,,0,0,2017-2018_juniorpius
0,0,,0,0,,,,0,0,2017-2018_fahdmoufi
4,2,50,3.13,1.57,0,0,,0,0,2017-2018_mateuszzachara
0,0,,0,0,,,,0,0,2017-2018_harramiz
,0,,,0,,,,0,0,2017-2018_simaopipo
16,5,31.3,0.47,0.15,0,0,,0,0,2017-2018_florenthanin
20,3,15,0.62,0.09,0,0,,0,0,2017-2018_goncalosilva
29,10,34.5,1.17,0.4,0,0,,0,0,2017-2018_diogoviana
36,11,30.6,1.5,0.46,0.08,0.27,,0,0,2017-2018_andresousa
17,7,41.2,0.65,0.27,0.18,0.43,,0,0,2017-2018_nunotomas
52,18,34.6,2.12,0.73,0.1,0.28,,3,3,2017-2018_maurides
21,8,38.1,0.94,0.36,0.1,0.25,,1,1,2017-2018_hassanyebda
24,8,33.3,1.34,0.45,0.04,0.13,,1,1,2017-2018_fredy
5,1,20,0.29,0.06,0,0,,0,0,2017-2018_andregeraldes
0,0,,0,0,,,,0,0,2017-2018_murielbecker
8,1,12.5,0.57,0.07,0.13,1,,0,0,2017-2018_vincentsasso
30,13,43.3,2.41,1.04,0.1,0.23,,0,0,2017-2018_lica
1,0,0,0.1,0,0,,,0,0,2017-2018_robertahmanpersson
3,2,66.7,0.31,0.21,0.33,0.5,,0,0,2017-2018_bakarysare
24,5,20.8,2.87,0.6,0,0,,0,0,2017-2018_filipechaby
0,0,,0,0,,,,0,0,2017-2018_andremoreira
15,5,33.3,1.52,0.51,0.07,0.2,,0,0,2017-2018_markobakic
19,6,31.6,2.06,0.65,0.11,0.33,,0,0,2017-2018_bernardodias
5,2,40,0.57,0.23,0,0,,0,0,2017-2018_brunopereirinha
0,0,,0,0,,,,0,0,2017-2018_filipemendes
9,2,22.2,1.35,0.3,0.11,0.5,,0,0,2017-2018_merlintandjigora
4,2,50,1.05,0.52,0.25,0.5,,0,0,2017-2018_roni
13,5,38.5,2.19,0.84,0.08,0.2,,0,0,2017-2018_tiagocaeiro
9,3,33.3,1.62,0.54,0.22,0.67,,0,0,2017-2018_nathan
7,1,14.3,2.33,0.33,0,0,,0,0,2017-2018_jesushernandez
2,0,0,1.06,0,0,,,0,0,2017-2018_yazaldegomespinto
2,1,50,1.07,0.53,0,0,,0,0,2017-2018_cleyltonsantos
2,1,50,3,1.5,0,0,,0,0,2017-2018_juantoortuno
2,0,0,1.87,0,0,,,0,0,2017-2018_miguelrosa
1,1,100,1.32,1.32,0,0,,0,0,2017-2018_femibalogun
0,0,,0,0,,,,0,0,2017-2018_ricardofernandes
8,2,25,0.28,0.07,0.13,0.5,,0,0,2017-2018_carlosponck
11,4,36.4,0.39,0.14,0,0,,0,0,2017-2018_diegogalo
13,3,23.1,0.48,0.11,0.08,0.33,,0,0,2017-2018_rodrigoalvessoares
21,6,28.6,0.91,0.26,0.1,0.33,,0,0,2017-2018_vitorgomes
38,13,34.2,1.53,0.52,0.08,0.23,,0,0,2017-2018_amilton
35,16,45.7,1.69,0.77,0.09,0.19,,0,0,2017-2018_nildopetrolina
1,0,0,0.05,0,0,,,0,0,2017-2018_nelsonlenho
0,0,,0,0,,,,0,0,2017-2018_adrianofacchini
16,4,25,0.81,0.2,0.06,0.25,,0,0,2017-2018_claudiofalcao
24,7,29.2,1.54,0.45,0.08,0.29,,1,1,2017-2018_salvadoragra
36,17,47.2,2.26,1.07,0.06,0.12,,2,2,2017-2018_paulomachado
36,15,41.7,2.23,0.93,0.06,0.13,,0,0,2017-2018_derley
0,0,,0,0,,,,0,0,2017-2018_quim
16,4,25,1.38,0.34,0,0,,0,0,2017-2018_brunomanuelaraujobraga
32,11,34.4,2.46,0.85,0.09,0.27,,0,0,2017-2018_alexandreguedes
8,2,25,0.72,0.18,0.13,0.5,,0,0,2017-2018_fernandotissone
16,11,68.8,1.76,1.21,0.19,0.27,,0,0,2017-2018_mamasambabalde
10,2,20,1.25,0.25,0.1,0.5,,0,0,2017-2018_rodrigodefendi
37,12,32.4,3.74,1.21,0.03,0.08,,0,0,2017-2018_cristianarango
0,0,,0,0,,,,0,0,2017-2018_pedrinho
10,2,20,1.75,0.35,0.1,0.5,,0,0,2017-2018_ryangauld
2,0,0,0.39,0,0,,,0,0,2017-2018_washington
3,1,33.3,0.68,0.23,0.33,1,,0,0,2017-2018_jorgefellipe
0,0,,0,0,,,,0,0,2017-2018_goncalosantos
5,5,100,1.22,1.22,0.4,0.4,,0,0,2017-2018_luisfarina
2,0,0,0.71,0,0,,,0,0,2017-2018_leocisiosami
7,2,28.6,2.58,0.74,0.14,0.5,,0,0,2017-2018_hamdouelhouni
4,1,25,2.03,0.51,0.25,1,,0,0,2017-2018_federicofalcone
0,0,,0,0,,,,0,0,2017-2018_arturmoraes
16,7,43.8,0.53,0.23,0.13,0.29,,0,0,2017-2018_costinha
56,22,39.3,2.25,0.88,0.16,0.41,,0,0,2017-2018_joaoamaral
10,4,40,0.38,0.15,0.1,0.25,,0,0,2017-2018_nunopinto
0,0,,0,0,,,,0,0,2017-2018_cristianopereirafigueiredo
6,2,33.3,0.28,0.09,0.17,0.5,,0,0,2017-2018_vascofernandes
12,5,41.7,0.52,0.21,0.08,0.2,,0,0,2017-2018_arnoldissoko
19,7,36.8,1.02,0.38,0.11,0.29,,0,0,2017-2018_joaoteixeira
16,5,31.3,0.78,0.25,0.06,0.2,,0,0,2017-2018_tomaspodstawski
4,3,75,0.21,0.15,0,0,,0,0,2017-2018_pedromanuelmotapinto
18,0,0,1.05,0,0,,,0,0,2017-2018_nenebonilha
45,14,31.1,2.97,0.92,0.07,0.21,,2,2,2017-2018_goncalopaciencia
4,1,25,0.27,0.07,0,0,,0,0,2017-2018_josesemedo
47,17,36.2,2.63,0.95,0.13,0.35,,3,3,2017-2018_edinho
2,1,50,0.13,0.07,0.5,1,,0,0,2017-2018_yohantavares
13,3,23.1,0.97,0.22,0.15,0.67,,0,0,2017-2018_patrick
6,1,16.7,0.44,0.07,0,0,,0,0,2017-2018_andrepedrosa
0,0,,0,0,,,,0,0,2017-2018_pedrotrigueira
3,0,0,0.3,0,0,,,0,0,2017-2018_nunoreis
23,8,34.8,2.35,0.82,0.17,0.5,,0,0,2017-2018_andrepereira
11,6,54.5,1.62,0.89,0,0,,0,0,2017-2018_willyan
,1,,,0.18,,0,,0,0,2017-2018_andresousa
5,0,0,0.97,0,0,,,0,0,2017-2018_wallysonmallmann
0,0,,0,0,,,,0,0,2017-2018_cesar
1,0,0,0.5,0,0,,,0,0,2017-2018_fredericovenancio
4,2,50,2.61,1.3,0.25,0.5,,0,0,2017-2018_emrahbassan
2,1,50,2.14,1.07,0,0,,0,0,2017-2018_vascocosta
2,1,50,2.9,1.45,0,0,,0,0,2017-2018_rafinha
,0,,,0,,,,0,0,2017-2018_andradeallef
0,0,,0,0,,,,0,0,2017-2018_yannickdjalo
,0,,,0,,,,0,0,2017-2018_olorunwajacob
0,0,,0,0,,,,0,0,2017-2018_luisfelipe
0,0,,0,0,,,,0,0,2017-2018_jhonatan
0,1,,0,0.03,,0,,0,0,2017-2018_rubenlima
36,9,25,1.36,0.34,0.06,0.22,,0,0,2017-2018_alfasemedo
2,1,50,0.08,0.04,0,0,,0,0,2017-2018_pierresagna
26,6,23.1,1.09,0.25,0.04,0.17,,0,1,2017-2018_neto
28,10,35.7,1.25,0.45,0.07,0.2,,0,0,2017-2018_arseniomartinslafuentenunes
61,23,37.7,2.63,0.99,0.1,0.26,,2,2,2017-2018_toze
6,2,33.3,0.26,0.09,0.17,0.5,,0,0,2017-2018_mohamedabarhoun
23,10,43.5,1.16,0.51,0.13,0.3,,0,0,2017-2018_bilelaouacheria
7,3,42.9,0.4,0.17,0.14,0.33,,0,0,2017-2018_iagosantos
28,7,25,1.75,0.44,0.04,0.14,,0,0,2017-2018_ahmedsayed
21,6,28.6,1.32,0.38,0.14,0.5,,0,0,2017-2018_ronaldopena
10,2,20,0.73,0.15,0,0,,0,0,2017-2018_hichambelkaroui
36,12,33.3,2.78,0.93,0.03,0.08,,1,1,2017-2018_rafaelcosta
7,4,57.1,0.6,0.34,0.14,0.25,,0,0,2017-2018_andremicael
3,1,33.3,0.27,0.09,0,0,,0,0,2017-2018_brunoramires
17,7,41.2,1.62,0.67,0.12,0.29,,0,0,2017-2018_jhondercadiz
2,0,0,0.29,0,0,,,0,0,2017-2018_boubacarfofana
8,2,25,1.2,0.3,0,0,,0,0,2017-2018_alaneduardoschons
12,6,50,1.92,0.96,0,0,,0,0,2017-2018_edno
,0,,,0,,,,0,0,2017-2018_koffikouao
5,1,20,2.88,0.58,0,0,,0,0,2017-2018_emmanuelboateng
2,0,0,1.31,0,0,,,0,0,2017-2018_ernestohemeng
0,0,,0,0,,,,0,0,2017-2018_fredericmaciel
0,0,,0,0,,,,0,0,2017-2018_encafati
5,2,40,1.58,0.63,0,0,,0,0,2017-2018_ousmanedrame
0,0,,0,0,,,,0,0,2017-2018_matheusreis
0,0,,0,0,,,,0,0,2017-2018_caiosecco
17,5,29.4,0.59,0.17,0.06,0.2,,0,0,2017-2018_flavioramos
33,9,27.3,1.22,0.33,0.03,0.11,,2,2,2017-2018_tiagosilva
6,1,16.7,0.22,0.04,0,0,,0,0,2017-2018_jeansonyalcenat
40,14,35,1.47,0.51,0.15,0.43,,0,0,2017-2018_joaosilva
16,8,50,0.61,0.3,0.13,0.25,,0,0,2017-2018_babanco
36,11,30.6,1.61,0.49,0,0,,1,1,2017-2018_edsonrodriguesfarias
12,6,50,0.53,0.27,0.42,0.83,,0,0,2017-2018_luiscarlosrocharodrigues
11,3,27.3,0.62,0.17,0,0,,0,0,2017-2018_luisaurelio
6,1,16.7,0.31,0.05,0,0,,0,0,2017-2018_alexkakuba
36,10,27.8,2,0.56,0.11,0.4,,0,0,2017-2018_oghenekaroetebo
16,6,37.5,1.03,0.39,0.06,0.17,,0,0,2017-2018_hugoseco
28,11,39.3,1.83,0.72,0.11,0.27,,0,0,2017-2018_luismachado
4,0,0,0.3,0,0,,,0,0,2017-2018_cris
5,1,20,0.45,0.09,0,0,,0,0,2017-2018_tiagogomes
6,2,33.3,0.54,0.18,0.33,1,,0,0,2017-2018_antoniobriseno
20,7,35,2.14,0.75,0.05,0.14,,0,0,2017-2018_rafaelcrivellaro
1,1,100,0.18,0.18,0,0,,0,0,2017-2018_diogomiguelguedesalmeida
0,0,,0,0,,,,0,0,2017-2018_brunonascimento
4,1,25,1.06,0.26,0,0,,0,0,2017-2018_tasoskaramanos
7,3,42.9,2.05,0.88,0.14,0.33,,0,0,2017-2018_joseadolfovalencia
1,1,100,0.41,0.41,0,0,,0,0,2017-2018_sergiobarge
7,4,57.1,2.65,1.51,0,0,,0,0,2017-2018_joaograca
0,0,,0,0,,,,0,0,2017-2018_michamiskiewicz
1,0,0,0.91,0,0,,,0,0,2017-2018_christianneivaafonso
3,0,0,3.1,0,0,,,0,0,2017-2018_zemanuel
0,0,,0,0,,,,0,0,2017-2018_luishenrique
0,0,,0,0,,,,0,0,2017-2018_gustavoermel
0,0,,0,0,,,,0,0,2017-2018_joaotavaresalmeida
0,0,,0,0,,,,0,0,2017-2018_kodjoalphonse
53,15,28.3,1.67,0.47,0.06,0.2,,0,0,2017-2018_pedrofilipebarbosamoreira
30,9,30,1.03,0.31,0,0,,0,0,2017-2018_antonioxavier
27,7,25.9,0.87,0.23,0.15,0.57,,0,0,2017-2018_miguelvieira
11,6,54.5,0.51,0.28,0,0,,0,0,2017-2018_brunoaraujodossantos
0,0,,0,0,,,,0,0,2017-2018_mariofelgueiras
4,1,25,0.25,0.06,0.25,1,,0,0,2017-2018_joaogois
4,2,50,0.26,0.13,0,0,,0,0,2017-2018_vascorocha
7,2,28.6,0.47,0.13,0,0,,0,0,2017-2018_andreleao
23,6,26.1,1.44,0.37,0.09,0.33,,0,0,2017-2018_awermabil
8,5,62.5,0.55,0.35,0.13,0.2,,0,0,2017-2018_marcobaixinho
12,2,16.7,0.83,0.14,0,0,,0,0,2017-2018_ricardo
0,0,,0,0,,,,0,0,2017-2018_rafaeldefendi
10,4,40,0.73,0.29,0.1,0.25,,0,0,2017-2018_hectorquinones
,0,,,0,,,,0,0,2017-2018_rafaelassis
11,1,9.1,1.07,0.1,0.09,1,,0,0,2017-2018_rubenmicael
43,16,37.2,2.88,1.07,0.09,0.25,,0,0,2017-2018_brunomoreira
40,15,37.5,2.96,1.11,0.2,0.53,,0,0,2017-2018_luizphellype
7,4,57.1,0.57,0.33,0.14,0.25,,0,0,2017-2018_giandossantosmartins
29,9,31,2.45,0.76,0.1,0.33,,1,1,2017-2018_welthon
9,2,22.2,0.78,0.17,0,0,,0,0,2017-2018_filipeferreira
7,3,42.9,0.62,0.26,0,0,,0,0,2017-2018_ruicorreia
,1,,,0.15,,0,,0,0,2017-2018_mateusdasilva
0,0,,0,0,,,,0,0,2017-2018_franciscoafonso
4,2,50,1,0.5,0,0,,0,0,2017-2018_diegomedeiros
9,3,33.3,1.78,0.59,0,0,,0,0,2017-2018_andrefilipecarneiroleal
,0,,,0,,,,0,0,2017-2018_hendrioaraujo
,0,,,0,,,,0,0,2017-2018_brunoleite
91,20,22,2.73,0.6,0.03,0.15,,1,1,2017-2018_lucasevangelista
11,7,63.6,0.5,0.32,0.18,0.29,,0,0,2017-2018_rafikhalliche
52,12,23.1,2.3,0.53,0.02,0.08,,1,2,2017-2018_eduardoteixeira
29,8,27.6,1.57,0.43,0.03,0.13,,0,0,2017-2018_pedrorodrigues
35,11,31.4,1.69,0.53,0.14,0.45,,0,0,2017-2018_allano
0,0,,0,0,,,,0,0,2017-2018_josemoreira
0,0,,0,0,,,,0,0,2017-2018_renanribeiro
6,2,33.3,0.37,0.12,0.17,0.5,,0,0,2017-2018_pedrofilipetinocomonteiro
29,5,17.2,1.95,0.34,0.03,0.2,,0,0,2017-2018_andreclaro
8,1,12.5,0.46,0.06,0,0,,0,0,2017-2018_fernandoferreirafonseca
44,9,20.5,2.86,0.59,0.11,0.56,,1,1,2017-2018_kleber
4,0,0,0.27,0,0,,,0,0,2017-2018_dankler
5,2,40,0.36,0.14,0,0,,0,0,2017-2018_mano
3,3,100,0.25,0.25,0,0,,0,0,2017-2018_joelferreira
40,11,27.5,3.13,0.86,0,0,,0,0,2017-2018_victorandrade
20,8,40,1.89,0.75,0.05,0.13,,0,0,2017-2018_ewandro
21,6,28.6,1.56,0.45,0.1,0.33,,0,0,2017-2018_charalamboskyriakou
9,2,22.2,0.82,0.18,0,0,,0,0,2017-2018_ailton
4,0,0,0.42,0,0,,,0,0,2017-2018_goncalosantos
22,9,40.9,2.41,0.98,0.05,0.11,,0,0,2017-2018_brunogomes
4,2,50,0.66,0.33,0,0,,0,0,2017-2018_wesley
10,5,50,1.46,0.73,0,0,,0,0,2017-2018_jormanaguilar
2,3,150,0.39,0.58,0,0,,0,0,2017-2018_abner
4,1,25,0.58,0.15,0,0,,0,0,2017-2018_lucao
,1,,,0.17,,0,,0,0,2017-2018_duartevalente
5,2,40,1.11,0.44,0,0,,0,0,2017-2018_ayltonboamorte
0,0,,0,0,,,,0,0,2017-2018_goncalobrandao
6,1,16.7,1.15,0.19,0,0,,0,0,2017-2018_indio
7,5,71.4,2.79,1.99,0.14,0.2,,0,0,2017-2018_matheussavio
0,0,,0,0,,,,0,0,2017-2018_oumardiakhite
0,0,,0,0,,,,0,0,2017-2018_carlinhos
0,0,,0,0,,,,0,0,2017-2018_gustavotocantins
0,0,,0,0,,,,0,0,2018-2019_ederson
26,7,26.9,0.77,0.21,0.12,0.43,16,0,0,2018-2019_aymericlaporte
62,22,35.5,1.96,0.69,0.11,0.32,15.7,0,0,2018-2019_bernardosilva
77,38,49.4,2.5,1.23,0.22,0.45,13.9,0,0,2018-2019_raheemsterling
116,41,35.3,4.25,1.5,0.16,0.46,15,2,2,2018-2019_sergioaguero
21,4,19,0.68,0.13,0.05,0.25,27.3,0,0,2018-2019_kylewalker
51,18,35.3,1.91,0.67,0.12,0.33,14.1,0,0,2018-2019_davidsilva
30,7,23.3,1.14,0.27,0.03,0.14,23.2,0,0,2018-2019_fernandinho
43,11,25.6,1.81,0.46,0.14,0.55,19.5,0,0,2018-2019_ilkaygundogan
56,24,42.9,2.7,1.16,0.18,0.42,16.9,0,0,2018-2019_leroysane
5,1,20,0.26,0.05,0,0,10.6,0,0,2018-2019_johnstones
53,25,47.2,3.55,1.68,0.13,0.28,17.4,0,1,2018-2019_riyadmahrez
15,3,20,1.09,0.22,0,0,12.3,0,0,2018-2019_nicolasotamendi
7,1,14.3,0.55,0.08,0,0,25.8,0,0,2018-2019_oleksandrzinchenko
5,1,20,0.37,0.07,0.2,1,18.4,0,0,2018-2019_vincentkompany
31,12,38.7,2.86,1.11,0.06,0.17,23.9,0,0,2018-2019_kevindebruyne
7,3,42.9,0.7,0.3,0,0,24.2,0,0,2018-2019_benjaminmendy
14,3,21.4,1.56,0.33,0.07,0.33,25.3,0,0,2018-2019_danilo
42,22,52.4,3.65,1.91,0.14,0.27,11.6,1,1,2018-2019_gabrieljesus
4,3,75,0.5,0.37,0,0,27,0,0,2018-2019_fabiandelph
14,6,42.9,3.76,1.61,0.07,0.17,15.5,0,0,2018-2019_philfoden
0,0,,0,0,,,,0,0,2018-2019_alisson
31,8,25.8,0.82,0.21,0.13,0.5,12.9,0,0,2018-2019_virgilvandijk
134,60,44.8,3.71,1.66,0.14,0.32,16.9,3,3,2018-2019_mohamedsalah
