Touches,TouchesDef Pen,TouchesDef 3rd,TouchesMid 3rd,TouchesAtt 3rd,TouchesAtt Pen,TouchesLive,DribblesAtt,DribbleSucc,DribbleSucc%,DribbleTkld,Carries,TotDist,ProgressivegDist,ProgressiveCarries,ProgressiveFinalThird,CarriesPenArea,Miscontrolled,Dispossed,Recievd ,ProgressiveReceive,Key
2180,109,541,1377,279,29,2180,43,33,76.7,10,978,4468,1792,30,27,2,38,43,1179,48,2017-2018_wilfredndidi
1215,175,626,540,52,27,1215,12,9,75,3,511,3047,1388,13,3,1,7,8,614,11,2017-2018_wesmorgan
1581,54,302,701,601,34,1581,95,52,54.7,43,846,5041,2154,64,43,6,47,38,988,162,2017-2018_marcalbrighton
1475,131,556,687,239,10,1475,17,10,58.8,7,523,2139,826,11,10,1,14,11,659,47,2017-2018_dannysimpson
1466,93,431,702,346,4,1466,15,9,60,6,611,2931,1590,28,32,0,9,10,716,56,2017-2018_christianfuchs
1472,61,358,697,445,18,1472,52,31,59.6,21,670,5186,2937,85,55,6,41,18,839,121,2017-2018_benchilwell
862,13,95,390,396,57,862,63,38,60.3,25,540,4403,2223,80,49,29,38,29,607,126,2017-2018_demaraigray
1017,74,246,676,106,19,1017,14,11,78.6,3,493,2235,1169,8,8,0,7,7,665,15,2017-2018_vicenteiborra
555,5,60,281,221,39,555,38,16,42.1,22,317,1498,637,19,16,6,34,30,393,61,2017-2018_shinjiokazaki
556,28,131,343,86,10,556,12,8,66.7,4,238,1140,397,7,7,0,14,5,330,14,2017-2018_mattyjames
523,4,71,337,121,3,523,8,6,75,2,285,1347,673,12,8,0,18,16,350,15,2017-2018_adriensilva
352,8,40,149,167,33,352,18,13,72.2,5,220,1280,690,21,18,3,26,14,267,54,2017-2018_kelechiiheanacho
456,48,233,208,17,2,456,1,1,100,0,211,1231,825,4,1,0,1,2,234,1,2017-2018_aleksandardragovic
362,24,129,189,46,0,362,5,4,80,1,157,858,432,5,6,0,3,4,192,4,2017-2018_danielamartey
330,4,53,122,165,13,330,34,16,47.1,17,213,1542,792,26,21,7,18,17,245,56,2017-2018_foussenidiabate
264,13,55,152,58,9,264,4,1,25,3,113,521,227,3,1,1,5,0,166,6,2017-2018_andyking
213,9,58,140,18,0,213,1,0,0,1,120,590,239,2,4,0,4,2,122,1,2017-2018_hamzachoudhury
94,78,93,1,0,0,94,0,0,,0,41,284,198,0,0,0,0,0,34,0,2017-2018_benhamer
147,3,7,66,76,14,147,6,3,50,3,79,386,136,5,4,1,10,6,126,25,2017-2018_islamslimani
66,55,66,0,0,0,66,0,0,,0,32,242,188,0,0,0,0,0,12,0,2017-2018_eldinjakupovic
56,7,21,24,11,1,56,0,0,,0,19,98,48,1,1,0,0,0,19,4,2017-2018_yohanbenalouane
21,1,1,8,12,3,21,3,3,100,0,14,50,6,1,0,0,1,3,17,2,2017-2018_leonardoulloa
9,0,0,3,6,2,9,0,0,,0,3,12,12,0,1,0,1,0,6,2,2017-2018_harveybarnes
1561,238,912,597,60,32,1561,6,5,83.3,1,753,3840,2275,17,10,1,4,8,777,10,2017-2018_jamaallascelles
1620,52,285,670,691,46,1620,32,16,50,16,822,4234,1754,53,41,8,49,30,931,139,2017-2018_mattritchie
1742,105,597,706,456,13,1742,46,29,63,17,717,3461,1830,44,51,5,24,18,818,128,2017-2018_deandreyedlin
1119,18,122,531,483,112,1119,63,32,50.8,31,673,3708,1890,68,46,26,86,70,760,178,2017-2018_ayozeperez
1686,42,356,1024,325,12,1686,33,23,69.7,10,961,4721,2282,31,30,2,23,19,1045,23,2017-2018_jonjoshelvey
1368,162,747,584,52,19,1368,13,12,92.3,1,649,3566,2168,18,10,0,11,4,699,4,2017-2018_florianlejeune
1121,43,254,711,173,21,1121,42,25,59.5,17,599,2806,1365,25,28,1,27,41,623,22,2017-2018_mohameddiame
636,21,36,298,307,86,636,18,9,50,9,346,1431,649,23,18,9,54,24,476,115,2017-2018_dwightgayle
954,65,293,451,218,10,954,24,12,50,12,369,2133,1171,29,28,2,18,11,434,33,2017-2018_javiermanquillo
761,25,146,296,338,62,761,65,28,43.1,37,483,3786,1894,70,49,22,37,38,493,125,2017-2018_christianatsu
952,152,550,355,50,24,952,5,4,80,1,449,2177,1236,12,7,1,7,2,465,3,2017-2018_ciaranclark
820,34,104,442,279,55,819,17,7,41.2,10,372,1068,317,5,9,5,41,19,621,107,2017-2018_joselu
986,106,394,444,150,4,986,0,0,,0,313,1009,534,8,7,0,4,2,410,17,2017-2018_pauldummett
574,471,569,6,0,0,574,0,0,,0,220,1630,1284,0,0,0,0,0,178,0,2017-2018_robelliot
731,49,182,413,142,18,731,13,6,46.2,7,307,1220,472,17,6,6,10,23,370,23,2017-2018_isaachayden
1066,26,194,714,177,14,1066,40,28,70,12,570,2937,1494,25,21,3,33,34,604,15,2017-2018_mikelmerino
480,12,93,184,220,29,480,58,34,58.6,23,312,2754,1415,48,29,16,35,29,303,85,2017-2018_jacobmurphy
582,11,111,245,237,21,582,34,16,47.1,18,365,2092,1120,30,29,5,44,20,346,55,2017-2018_kenedy
370,291,367,4,0,0,370,0,0,,0,172,1184,742,0,1,1,0,0,128,0,2017-2018_martindubravka
366,303,363,3,0,0,366,0,0,,0,166,1105,816,0,0,0,0,0,123,0,2017-2018_karldarlow
368,35,163,167,43,2,368,11,8,72.7,3,148,784,430,9,5,1,2,3,150,11,2017-2018_chancelmbemba
65,0,11,30,25,3,65,6,4,66.7,2,37,380,127,7,3,3,4,6,39,4,2017-2018_rolandoaarons
60,1,7,21,33,7,60,4,3,75,1,44,228,45,3,3,1,7,6,56,19,2017-2018_islamslimani
78,6,25,27,26,1,78,1,1,100,0,40,170,112,2,3,1,1,0,43,3,2017-2018_jesusgamez
42,5,16,23,4,0,42,0,0,,0,7,52,40,0,0,0,0,0,8,0,2017-2018_henrisaivet
70,2,2,27,42,10,70,4,2,50,2,53,253,88,4,2,2,2,3,61,15,2017-2018_aleksandarmitrovic
2,0,0,2,0,0,2,0,0,,0,2,16,7,0,0,0,0,0,2,0,2017-2018_massadiohaidara
1629,29,241,573,866,88,1629,122,84,68.9,38,1120,8832,4125,161,108,34,89,73,1089,249,2017-2018_androstownsend
2083,104,514,1264,326,24,2075,37,28,75.7,9,1135,5291,2429,24,22,1,31,24,1177,18,2017-2018_lukamilivojevic
1144,5,77,385,725,182,1144,196,119,60.7,77,958,7723,3956,173,98,92,106,111,921,283,2017-2018_wilfriedzaha
1769,38,331,1005,447,31,1769,22,9,40.9,13,922,3427,1562,13,25,1,37,29,1028,37,2017-2018_yohancabaye
1401,61,281,756,376,68,1401,38,27,71.1,11,856,3821,1413,32,25,8,51,42,876,94,2017-2018_jamesmcarthur
846,716,831,15,0,0,846,0,0,,0,361,2683,2039,0,0,0,0,0,206,0,2017-2018_waynehennessey
1279,218,735,494,59,36,1279,6,6,100,0,559,2375,1123,6,8,0,7,2,582,3,2017-2018_jamestomkins
1435,90,445,616,391,32,1435,31,26,83.9,5,717,3714,1966,46,33,7,37,18,711,86,2017-2018_patrickvanaanholt
952,50,81,462,414,129,950,26,16,61.5,10,497,2123,661,18,22,14,86,32,737,133,2017-2018_christianbenteke
1017,30,160,470,410,75,1017,110,72,65.5,38,741,5140,3062,94,63,29,46,48,736,126,2017-2018_rubenloftus-cheek
1084,71,322,504,265,22,1084,23,13,56.5,10,524,2536,1177,32,25,9,22,30,516,51,2017-2018_jeffreyschlupp
1144,63,389,497,266,11,1144,14,8,57.1,6,502,1989,895,15,16,1,19,10,549,50,2017-2018_joelward
939,132,496,426,21,6,939,8,6,75,2,506,2186,1180,4,3,1,12,4,488,3,2017-2018_mamadousakho
937,71,343,467,137,6,937,18,11,61.1,7,450,2100,1166,25,10,3,14,6,458,31,2017-2018_timothyfosu-mensah
756,98,379,324,56,33,756,7,7,100,0,367,1716,896,7,4,0,4,2,391,3,2017-2018_scottdann
523,67,263,230,32,6,523,3,2,66.7,1,242,996,461,5,3,0,3,1,246,3,2017-2018_martinkelly
331,273,330,1,0,0,331,1,1,100,0,153,1001,801,0,0,0,0,0,111,0,2017-2018_juliansperoni
411,45,169,154,93,1,411,15,13,86.7,2,175,997,623,22,22,1,9,6,168,14,2017-2018_aaronwan-bissaka
313,2,38,165,113,10,313,5,4,80,1,185,851,338,8,9,0,7,15,204,19,2017-2018_jasonpuncheon
222,2,32,74,119,26,222,13,7,53.8,6,159,1083,554,20,14,6,18,12,161,43,2017-2018_bakarysako
210,10,70,96,45,4,210,3,3,100,0,105,246,100,2,2,1,4,4,124,7,2017-2018_jairoriedewald
157,4,28,69,65,17,157,12,11,91.7,1,101,553,338,13,9,4,9,9,110,24,2017-2018_alexandersrloth
91,0,8,42,42,3,91,2,2,100,0,61,351,75,4,3,1,4,3,66,16,2017-2018_leechung-yong
57,12,42,15,1,0,57,1,1,100,0,33,104,25,0,0,0,1,0,28,0,2017-2018_damiendelaney
15,0,2,7,6,1,15,3,1,33.3,2,14,87,24,2,1,0,1,1,13,3,2017-2018_levilumeka
9,0,0,3,6,0,9,0,0,,0,8,27,11,1,1,0,0,0,7,1,2017-2018_freddieladapo
12,1,1,3,8,0,12,2,2,100,0,5,39,19,0,0,0,1,0,5,0,2017-2018_sullaykaikai
11,0,4,3,4,0,11,0,0,,0,5,10,4,0,0,0,0,0,7,0,2017-2018_papesouare
1240,1134,1236,4,0,0,1240,0,0,,0,444,2437,1672,0,0,0,1,0,368,0,2017-2018_asmirbegovic
2048,283,1262,720,84,46,2048,11,10,90.9,1,946,5466,3075,14,9,1,12,6,1110,10,2017-2018_nathanake
2337,120,746,960,654,29,2337,23,13,56.5,10,1061,6375,3712,104,72,5,38,16,1314,165,2017-2018_charliedaniels
1831,261,1100,620,119,39,1831,2,1,50,1,704,4154,2241,15,6,1,15,7,883,9,2017-2018_stevecook
2230,213,991,938,315,34,2230,17,11,64.7,6,964,4854,2427,33,29,3,10,10,1215,90,2017-2018_simonfrancis
1106,23,97,500,540,128,1104,143,62,43.4,79,762,5348,2344,84,62,28,87,84,856,215,2017-2018_joshuaking
1521,52,334,974,243,11,1521,67,50,74.6,17,880,5378,2893,52,41,4,37,39,985,30,2017-2018_lewiscook
1194,32,205,433,568,61,1194,23,10,43.5,13,672,4110,2022,74,34,22,36,18,822,168,2017-2018_ryanfraser
636,18,57,230,357,108,636,43,17,39.5,26,398,2018,743,34,10,21,59,47,477,170,2017-2018_callumwilson
1413,57,405,656,370,38,1413,44,29,65.9,15,719,4716,2380,56,34,6,31,17,787,99,2017-2018_adamsmith
1044,11,104,424,535,53,1044,87,37,42.5,50,681,5318,2441,78,59,26,46,50,780,149,2017-2018_jordonibe
1313,61,300,805,216,24,1313,24,18,75,6,578,2602,1164,18,18,4,34,31,761,25,2017-2018_dangosling
1371,74,319,828,233,9,1371,19,13,68.4,6,658,3073,1492,10,15,0,15,13,896,14,2017-2018_andrewsurman
732,13,113,285,346,40,731,30,20,66.7,10,410,2515,1220,36,23,13,32,16,481,100,2017-2018_juniorstanislas
230,1,9,84,138,57,230,13,3,23.1,10,157,728,239,9,2,9,22,16,163,59,2017-2018_jermaindefoe
631,11,81,269,285,40,631,35,19,54.3,14,373,2495,1023,40,26,10,25,19,475,103,2017-2018_marcpugh
673,17,130,455,98,1,673,8,4,50,4,364,2100,965,14,10,0,8,8,489,8,2017-2018_harryarter
219,8,18,100,105,28,219,9,7,77.8,2,138,820,317,12,4,9,28,5,171,37,2017-2018_benikafobe
292,5,25,120,152,33,292,39,18,46.2,21,197,1195,470,18,20,7,24,16,211,53,2017-2018_lysmousset
138,20,86,48,4,1,138,1,1,100,0,76,344,162,1,0,0,1,1,80,1,2017-2018_tyronemings
11,6,10,1,0,0,11,0,0,,0,2,2,0,0,0,0,0,0,4,0,2017-2018_jacksimpson
30,0,8,18,4,0,30,0,0,,0,13,43,16,0,0,0,3,0,18,0,2017-2018_emersonhyndman
2051,133,621,1015,432,22,2051,14,7,50,7,781,3765,1564,26,20,3,24,13,915,95,2017-2018_pablozabaleta
2035,120,572,982,497,15,2035,14,5,35.7,9,870,4032,1959,35,48,1,26,20,1076,62,2017-2018_aaroncresswell
1380,215,681,661,48,16,1380,11,9,81.8,2,645,3619,1593,4,6,0,8,4,694,4,2017-2018_angeloogbonna
1307,61,316,767,242,40,1307,33,20,60.6,13,585,3476,1326,27,20,0,50,29,702,64,2017-2018_cheikhoukouyate
1606,57,334,1059,233,11,1604,26,20,76.9,6,803,4107,1673,10,21,3,22,22,947,25,2017-2018_marknoble
1051,42,119,339,609,150,1051,80,56,70,24,644,4306,1913,76,46,40,58,42,742,232,2017-2018_markoarnautovic
1515,13,156,868,524,53,1514,102,65,63.7,37,919,6089,2849,65,50,14,31,47,1109,96,2017-2018_manuellanzini
1217,76,311,502,441,24,1217,129,83,64.3,46,702,5923,3124,94,70,15,47,37,732,115,2017-2018_arthurmasuaku
641,541,633,9,0,0,641,0,0,,0,284,2193,1505,0,0,0,0,0,166,0,2017-2018_adrian
645,518,632,13,0,0,645,1,1,100,0,264,2087,1502,0,0,0,0,0,201,0,2017-2018_joehart
961,46,200,658,118,4,961,25,24,96,1,464,2517,1047,10,15,0,17,19,584,10,2017-2018_pedroobiang
855,120,399,429,32,19,855,1,0,0,1,392,1968,935,3,2,0,6,3,454,6,2017-2018_winstonreid
534,5,27,279,235,52,534,33,22,66.7,11,355,1956,474,10,11,5,40,38,440,103,2017-2018_javierhernandez
731,22,94,305,348,39,731,88,51,58,37,467,3457,1409,47,38,10,55,42,533,117,2017-2018_michailantonio
761,91,340,380,43,4,761,3,2,66.7,1,359,2239,1164,18,14,0,5,2,401,6,2017-2018_declanrice
567,99,287,260,21,12,567,1,1,100,0,205,1064,639,5,1,0,2,0,254,1,2017-2018_jamescollins
595,4,58,269,276,33,595,26,17,65.4,8,371,2408,957,34,24,7,35,18,431,74,2017-2018_joaomario
363,8,45,195,130,22,362,14,12,85.7,2,205,1407,597,18,18,2,11,17,259,43,2017-2018_andreayew
383,7,80,235,76,10,383,13,10,76.9,3,216,1208,500,12,6,0,19,6,233,28,2017-2018_edimilsonfernandes
445,46,160,257,31,10,445,1,1,100,0,214,1237,718,10,9,0,3,1,260,3,2017-2018_josefonte
351,18,27,167,160,39,351,13,9,69.2,4,149,754,161,6,7,2,21,10,263,42,2017-2018_andycarroll
144,8,48,75,21,0,144,3,3,100,0,60,281,134,4,4,0,0,5,72,4,2017-2018_patriceevra
170,13,47,71,53,4,170,3,2,66.7,1,50,305,137,5,4,1,5,0,72,10,2017-2018_sambyram
125,2,7,48,71,12,125,6,2,33.3,4,70,326,81,4,4,3,18,12,98,22,2017-2018_diafrasakho
12,0,1,9,2,0,12,2,1,50,1,9,57,0,0,0,0,0,2,13,0,2017-2018_jordanhugill
6,0,2,1,3,0,6,0,0,,0,1,11,0,0,0,0,0,0,2,0,2017-2018_joshcullen
3,0,1,1,1,0,3,0,0,,0,2,4,0,0,0,0,0,0,2,0,2017-2018_reeceoxford
2655,95,502,1608,585,66,2655,53,41,77.4,12,1604,7524,3931,73,62,7,55,46,1692,79,2017-2018_abdoulayedoucoure
1359,35,174,531,671,187,1359,99,47,47.5,52,912,5936,2968,126,74,68,117,80,1031,306,2017-2018_richarlison
1232,193,648,553,37,26,1232,3,3,100,0,619,2913,1537,10,4,1,8,3,619,7,2017-2018_christiankabasele
1805,86,476,780,574,13,1805,47,23,48.9,24,760,3818,1795,53,36,3,28,22,762,84,2017-2018_joseholebas
1309,140,636,610,69,18,1309,6,2,33.3,4,631,2491,1348,8,5,1,3,2,683,6,2017-2018_adrianmariappa
814,669,803,11,0,0,814,0,0,,0,385,2300,1531,0,0,0,2,0,244,0,2017-2018_heurelhogomes
1391,21,192,817,399,15,1390,8,5,62.5,3,725,3030,1522,31,29,1,20,16,860,66,2017-2018_tomcleverley
1264,76,373,587,313,21,1264,22,10,45.5,12,565,2345,1272,29,27,3,13,9,640,55,2017-2018_daryljanmaat
710,21,45,315,353,88,705,8,4,50,4,320,1025,320,3,10,1,23,28,520,126,2017-2018_troydeeney
1170,38,290,528,363,22,1170,32,25,78.1,7,659,3170,1722,54,38,9,24,13,701,103,2017-2018_kikofemenia
942,10,121,458,381,56,942,69,31,44.9,38,688,4192,1961,61,34,16,52,33,697,112,2017-2018_robertopereyra
1078,57,180,771,134,6,1078,23,13,56.5,10,611,2428,968,8,17,1,8,18,644,22,2017-2018_etiennecapoue
759,103,402,332,27,17,759,0,0,,0,327,1307,732,4,3,0,4,0,365,2,2017-2018_sebastianprodl
958,16,148,455,374,51,958,82,59,72,23,674,4218,2107,71,52,21,51,42,718,97,2017-2018_andrecarrillo
462,4,14,186,263,76,462,11,2,18.2,9,300,1201,431,18,8,10,49,23,371,133,2017-2018_andregray
433,344,425,8,0,0,433,0,0,,0,204,1582,1109,0,1,1,1,0,110,0,2017-2018_orestiskarnezis
683,35,181,317,191,12,683,20,15,75,5,327,1608,813,30,11,2,11,10,347,44,2017-2018_marvinzeegelaar
551,9,50,282,227,29,551,10,7,70,3,323,1500,709,16,23,1,20,22,364,58,2017-2018_willhughes
494,34,204,266,28,5,494,4,2,50,2,264,1333,759,5,6,1,5,1,281,4,2017-2018_miguelbritos
288,13,81,187,26,1,288,0,0,,0,137,574,210,1,1,0,6,2,157,5,2017-2018_benwatson
245,38,127,117,4,3,245,2,1,50,1,124,523,279,2,0,0,0,0,125,0,2017-2018_craigcathcart
236,11,44,145,54,11,236,12,7,58.3,5,139,700,343,7,7,2,5,4,142,14,2017-2018_nathanielchalobah
200,24,106,89,5,3,200,0,0,,0,86,314,162,0,1,0,1,0,91,0,2017-2018_mollawague
215,5,20,80,123,25,215,27,17,63,10,152,1047,548,23,14,11,16,7,147,32,2017-2018_gerarddeulofeu
213,0,8,102,107,24,213,18,14,77.8,4,148,688,214,8,9,1,19,22,187,48,2017-2018_stefanookaka
98,0,13,36,50,4,98,4,2,50,2,61,284,124,3,5,1,4,7,72,22,2017-2018_nordinamrabat
103,9,52,44,7,1,103,1,0,0,1,52,283,142,2,1,0,0,0,52,0,2017-2018_youneskaboul
13,0,2,5,6,1,13,4,2,50,2,6,61,22,1,1,0,1,0,5,1,2017-2018_jeromesinclair
12,1,1,5,6,2,12,0,0,,0,8,32,15,0,0,0,1,0,8,3,2017-2018_dodilukebakio
2038,307,1207,763,93,43,2038,13,10,76.9,3,937,5753,3347,25,15,2,21,8,1028,5,2017-2018_lewisdunk
1267,1067,1262,5,0,0,1267,0,0,,0,581,4691,3474,0,0,0,1,0,433,0,2017-2018_mathewryan
1914,395,1257,572,93,65,1914,7,6,85.7,1,749,3575,1943,8,5,0,15,2,939,10,2017-2018_shaneduffy
2097,111,603,1311,205,20,2097,23,18,78.3,5,1099,5914,2669,31,28,2,28,18,1296,13,2017-2018_dalestephens
1773,100,414,1154,225,28,1773,53,36,67.9,17,892,4348,1844,20,22,3,42,23,1007,47,2017-2018_davypropper
1709,23,201,729,794,57,1708,15,11,73.3,4,892,4221,1808,54,50,9,64,38,1145,241,2017-2018_pascalgro
1360,35,233,595,576,69,1360,94,62,66,32,838,6396,3372,92,65,21,46,30,935,153,2017-2018_anthonyknockaert
1334,111,473,589,285,4,1334,29,16,55.2,13,577,3312,1891,50,36,3,21,11,613,32,2017-2018_gaetanbong
917,36,68,488,367,97,911,24,7,29.2,17,493,1495,368,12,6,6,75,35,746,138,2017-2018_glennmurray
1405,101,507,640,268,12,1405,20,15,75,5,641,2367,1262,20,18,5,13,8,821,55,2017-2018_bruno
779,24,164,239,393,83,779,51,32,62.7,19,486,3655,2040,67,36,30,50,22,500,161,2017-2018_joseizquierdo
1029,44,252,385,410,36,1029,82,48,58.5,34,619,4348,1736,59,37,18,38,43,653,141,2017-2018_sollymarch
776,64,293,316,181,16,776,25,15,60,10,318,2542,1190,37,22,6,14,12,385,53,2017-2018_ezequielschelotto
731,52,267,295,180,0,731,5,1,20,4,298,1474,860,17,16,0,6,2,363,32,2017-2018_markussuttner
331,11,33,177,124,25,331,17,7,41.2,10,157,668,165,6,5,3,18,16,246,51,2017-2018_tomerhemed
317,14,77,188,56,6,317,10,5,50,5,139,711,313,4,3,0,7,8,157,13,2017-2018_beramkayal
167,4,25,80,65,5,167,10,6,60,4,101,623,244,9,5,2,4,7,127,22,2017-2018_izzybrown
75,1,8,39,29,11,75,2,0,0,2,46,217,110,2,1,2,5,1,50,11,2017-2018_jurgenlocadia
166,3,11,97,59,6,166,4,3,75,1,93,400,80,1,0,0,23,9,139,16,2017-2018_leonardoulloa
107,13,55,48,4,3,107,0,0,,0,49,253,169,1,0,0,0,0,52,0,2017-2018_connorgoldson
57,0,16,21,23,4,57,2,1,50,1,41,378,201,7,4,1,3,2,42,14,2017-2018_jamiemurphy
111,10,43,45,24,0,111,0,0,,0,46,141,89,1,1,0,0,0,58,2,2017-2018_liamrosenior
10,0,0,3,7,3,10,1,0,0,1,6,11,1,0,0,0,2,1,10,5,2017-2018_sambaldock
8,4,4,2,2,1,8,0,0,,0,1,6,6,0,0,0,0,0,4,1,2017-2018_uwehunemeier
2033,216,1029,957,61,28,2033,3,3,100,0,843,4150,2681,21,15,1,12,0,1019,8,2017-2018_mathiasjrgensen
1472,1188,1460,12,0,0,1472,3,3,100,0,639,4568,3050,0,0,0,2,0,571,0,2017-2018_jonaslossl
1923,217,1074,796,63,33,1923,2,2,100,0,781,3472,1592,11,11,1,9,1,934,6,2017-2018_christopherschindler
2434,55,367,1376,722,29,2433,25,16,64,9,1321,6784,2823,55,59,3,37,57,1516,77,2017-2018_aaronmooy
1739,87,506,1056,194,4,1739,12,8,66.7,4,833,4093,1687,21,21,1,25,17,1003,10,2017-2018_jonathanhogg
1042,16,141,450,469,79,1042,57,27,47.4,30,621,4477,1948,57,40,20,59,31,668,125,2017-2018_tomince
1079,13,161,459,497,48,1078,129,68,52.7,61,752,7018,3171,114,79,22,75,57,747,136,2017-2018_rajivvanlaparra
1328,81,389,588,363,8,1328,13,9,69.2,4,507,2751,1513,36,26,3,19,9,637,86,2017-2018_tommysmith
758,31,60,370,334,74,758,19,13,68.4,6,380,1850,450,13,13,9,56,59,568,93,2017-2018_stevemounie
1084,57,262,454,382,15,1084,28,16,57.1,12,467,2798,1491,40,32,2,11,5,578,111,2017-2018_florenthadergjonaj
1066,56,352,485,235,2,1066,8,5,62.5,3,455,2794,1328,34,30,1,12,8,540,49,2017-2018_chrislowe
710,36,79,378,262,57,710,26,12,46.2,14,319,1354,471,11,14,3,61,39,491,89,2017-2018_laurentdepoitre
507,13,61,229,228,34,507,26,13,50,13,302,2321,958,32,20,7,24,30,353,95,2017-2018_eliaskachunga
631,21,92,263,287,57,631,42,23,54.8,19,392,2568,1529,56,30,30,37,34,418,85,2017-2018_collinquaner
886,42,291,321,290,19,886,30,15,50,15,320,2303,1342,48,26,9,21,11,413,69,2017-2018_scottmalone
523,12,47,215,271,19,523,22,14,63.6,8,302,1592,567,24,26,8,28,24,339,70,2017-2018_alexpritchard
564,32,167,305,106,7,564,13,10,76.9,3,298,1970,847,17,18,2,21,10,299,16,2017-2018_dannywilliams
566,56,236,244,90,7,566,10,7,70,3,198,916,468,7,6,3,9,5,225,21,2017-2018_terencekongolo
500,18,136,284,88,0,500,6,4,66.7,2,229,1320,700,12,12,0,8,7,255,13,2017-2018_philipbilling
103,0,11,58,37,5,103,9,3,33.3,6,68,559,336,11,9,2,8,6,70,17,2017-2018_joelolley
133,3,10,75,49,5,133,4,1,25,3,52,215,106,2,3,0,6,1,90,8,2017-2018_abdelhamidsabiri
111,11,68,42,2,1,111,1,1,100,0,53,246,120,0,1,0,2,0,66,0,2017-2018_martincranie
78,2,5,43,33,2,78,3,3,100,0,37,296,89,4,3,0,4,5,49,5,2017-2018_kaseypalmer
54,1,19,34,1,0,54,0,0,,0,37,163,60,0,0,0,0,0,41,0,2017-2018_deanwhitehead
16,3,9,7,0,0,16,0,0,,0,7,72,54,1,1,0,0,0,5,0,2017-2018_michaelhefele
2262,87,475,1018,783,52,2262,37,17,45.9,20,1224,5645,2941,89,64,16,34,21,1347,213,2017-2018_ryanbertrand
2234,94,460,1533,260,31,2234,17,15,88.2,2,1256,5738,3150,44,39,0,26,11,1342,16,2017-2018_oriolromeu
1566,21,149,633,812,107,1565,64,55,85.9,9,1097,5622,2995,113,68,23,77,69,1180,312,2017-2018_dusantadic
2084,114,549,932,610,25,2084,14,7,50,7,1100,4822,2273,52,41,2,34,21,1166,151,2017-2018_cedricsoares
1694,180,732,934,50,19,1694,27,25,92.6,2,947,6065,3908,21,15,1,13,5,935,3,2017-2018_wesleyhoedt
1342,155,631,668,49,27,1342,2,2,100,0,777,3255,1643,7,3,0,8,9,798,6,2017-2018_mayayoshida
1211,146,534,615,75,22,1211,25,17,68,8,624,3404,2123,24,14,2,12,5,648,14,2017-2018_jackstephens
1104,15,145,457,533,64,1104,79,55,69.6,24,781,5230,2670,84,64,32,38,43,781,182,2017-2018_nathanredmond
570,496,568,2,0,0,570,0,0,,0,250,1628,1191,0,1,1,4,0,184,0,2017-2018_fraserforster
1205,52,248,773,203,13,1205,62,55,88.7,7,826,5309,2902,51,34,4,22,31,821,36,2017-2018_mariolemina
1073,29,161,484,440,25,1073,6,5,83.3,1,524,1940,733,9,16,2,20,13,640,102,2017-2018_jamesward-prowse
1350,30,235,909,224,11,1350,33,21,63.6,12,796,3633,1527,19,25,3,33,24,867,37,2017-2018_pierrehjbjerg
495,417,493,2,0,0,495,0,0,,0,207,1574,1128,0,0,0,0,0,120,0,2017-2018_alexmccarthy
1232,37,165,790,292,15,1232,15,9,60,6,719,3186,1574,23,25,2,17,16,838,56,2017-2018_stevendavis
605,30,51,235,325,82,605,14,9,64.3,5,334,1548,475,17,19,10,45,30,448,151,2017-2018_shanelong
793,9,78,335,401,54,793,96,61,63.5,35,576,4103,2219,78,54,23,40,41,610,114,2017-2018_sofianeboufal
296,7,24,140,137,31,295,12,6,50,5,162,661,260,12,4,4,13,7,209,58,2017-2018_manologabbiadini
793,75,348,404,51,23,793,5,5,100,0,483,2481,1465,17,8,1,3,3,483,8,2017-2018_virgilvandijk
383,13,31,180,173,55,382,6,3,50,3,231,726,199,5,3,2,30,19,292,67,2017-2018_charlieaustin
169,5,9,87,75,25,169,4,3,75,1,67,235,71,3,4,1,12,2,119,32,2017-2018_guidocarrillo
236,25,102,132,3,2,236,1,0,0,1,128,405,204,0,1,0,1,0,128,0,2017-2018_janbednarek
152,7,55,63,38,1,152,2,2,100,0,78,473,291,7,3,1,3,0,79,5,2017-2018_jeremypied
129,6,49,54,29,0,129,3,3,100,0,59,179,111,2,3,0,2,1,59,6,2017-2018_matttargett
92,0,5,32,56,12,92,5,2,40,3,58,397,200,10,4,6,4,6,67,17,2017-2018_joshsims
97,6,28,48,23,3,97,2,2,100,0,50,338,177,7,5,1,4,2,52,5,2017-2018_sammcqueen
2,0,0,0,2,1,2,0,0,,0,2,2,0,0,0,0,0,0,2,1,2017-2018_michaelobafemi
1345,1213,1343,2,0,0,1345,0,0,,0,590,4010,2601,0,1,1,0,0,475,0,2017-2018_ukaszfabianski
2131,282,1182,894,72,37,2131,26,23,88.5,3,1026,6082,3551,29,14,1,13,14,1257,8,2017-2018_alfiemawson
1867,95,531,779,576,28,1867,27,11,40.7,16,901,6079,3207,112,62,10,45,26,1070,143,2017-2018_martinolsson
2533,146,732,1312,509,27,2533,43,24,55.8,19,987,4974,2639,50,35,9,23,27,1332,88,2017-2018_kylenaughton
1350,12,111,652,616,101,1349,124,74,59.7,50,907,6311,2611,76,70,23,109,106,1017,232,2017-2018_jordanayew
1557,247,921,602,46,23,1557,4,1,25,3,665,3638,2321,5,2,0,6,4,866,8,2017-2018_federicofernandez
