Year,Country,Int Matches Played,Int Starts,Int Min,Int 90s,Int Goals,Int Assists,Int Goals + Assists ,Int Non Penalty Goals,Int Penalty Goals,Int Penaltes Attempted,Int Yellow Cards,Int Red Cards,Int Goals Per 90,Int Assists Per 90,Int Goals + Assits Per 90,Int Non Penalty Goals Per 90,Int Non Penalty Goals + Assits Per 90,Key
2019,bulgaria,6,6,532,5.9,0,2,2,0,0,0,1,0,0,0.34,0.34,0,0.34,2018-2019_ivelinpopov
2019,bulgaria,6,6,527,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_georgikostadinov
2019,bulgaria,5,5,408,4.5,0,0,0,0,0,0,2,0,0,0,0,0,0,2018-2019_simeonslavchev
2019,bulgaria,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_plameniliev
2019,bulgaria,4,4,360,4,0,1,1,0,0,0,1,0,0,0.25,0.25,0,0.25,2018-2019_strahilpopov
2019,bulgaria,4,4,351,3.9,1,0,1,1,0,0,2,0,0.26,0,0.26,0.26,0.26,2018-2019_todornedelev
2019,bulgaria,5,4,332,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_vasilbozhikov
2019,bulgaria,4,4,325,3.6,1,0,1,1,0,0,1,0,0.28,0,0.28,0.28,0.28,2018-2019_kirildespodov
2019,bulgaria,5,4,276,3.1,2,0,2,2,0,0,0,0,0.65,0,0.65,0.65,0.65,2018-2019_bozhidarkraev
2019,bulgaria,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_ivanbandalovski
2019,bulgaria,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_antonnedyalkov
2019,bulgaria,3,3,228,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_bozhidarchorbadzhiyski
2019,bulgaria,3,2,199,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_petarzanev
2019,bulgaria,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_georgipetkov
2019,bulgaria,3,2,172,1.9,1,0,1,1,0,0,0,0,0.52,0,0.52,0.52,0.52,2018-2019_galinivanov
2019,bulgaria,2,1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_spasdelev
2019,bulgaria,2,1,98,1.1,1,0,1,0,1,1,0,0,0.92,0,0.92,0,0,2018-2019_nikolaydimitrov
2019,bulgaria,2,1,68,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_martinraynov
2019,bulgaria,2,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_stanislavkostov
2019,bulgaria,4,0,123,1.4,1,0,1,1,0,0,0,0,0.73,0,0.73,0.73,0.73,2018-2019_radoslavvasilev
2019,bulgaria,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_angellyaskov
2019,bulgaria,2,0,42,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_kristiyanmalinov
2019,bulgaria,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_georgimilanov
2019,bulgaria,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_ivangoranov
2019,bulgaria,0,0,,,,,,,,,,,,,,,,2018-2019_dimitarevtimov
2019,bulgaria,0,0,,,,,,,,,,,,,,,,2018-2019_kamenhadzhiev
2019,bulgaria,0,0,,,,,,,,,,,,,,,,2018-2019_svetoslavkovachev
2019,bulgaria,0,0,,,,,,,,,,,,,,,,2018-2019_martinlukov
2019,bulgaria,0,0,,,,,,,,,,,,,,,,2018-2019_blagoymakendzhiev
2019,bulgaria,0,0,,,,,,,,,,,,,,,,2018-2019_borislavtsonev
2019,bulgaria,0,0,,,,,,,,,,,,,,,,2018-2019_aleksandartsvetkov
2020,bulgaria,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_kristiyanmalinov
2020,bulgaria,2,2,135,1.5,1,1,2,1,0,0,0,0,0.67,0.67,1.33,0.67,1.33,2019-2020_dimitariliev
2020,bulgaria,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_valentinantov
2020,bulgaria,2,1,105,1.2,1,0,1,1,0,0,0,0,0.86,0,0.86,0.86,0.86,2019-2020_aleksandartsvetkov
2020,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_vasilbozhikov
2020,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_georgigeorgiev
2020,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_ivangoranov
2020,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_martinlukov
2020,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_ivanturitsov
2020,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_petarzanev
2020,bulgaria,1,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_spasdelev
2020,bulgaria,1,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_aleksandartonev
2020,bulgaria,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_dominikyankov
2020,bulgaria,1,1,77,0.9,0,1,1,0,0,0,0,0,0,1.17,1.17,0,1.17,2019-2020_strahilpopov
2020,bulgaria,1,1,77,0.9,1,1,2,1,0,0,0,0,1.17,1.17,2.34,1.17,2.34,2019-2020_georgiyomov
2020,bulgaria,1,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_georgimilanov
2020,bulgaria,1,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_stefanvelkov
2020,bulgaria,1,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_ismailisa
2020,bulgaria,1,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_cicinho
2020,bulgaria,1,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_galinivanov
2020,bulgaria,2,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_svetoslavkovachev
2020,bulgaria,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_todornedelev
2020,bulgaria,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_dimitarvelkovski
2020,bulgaria,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_viktorpopov
2020,bulgaria,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_zdravkodimitrov
2020,bulgaria,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_bozhidarkraev
2020,bulgaria,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_martinminchev
2020,bulgaria,0,0,,,,,,,,,,,,,,,,2019-2020_kristiandimitrov
2020,bulgaria,0,0,,,,,,,,,,,,,,,,2019-2020_andreahristov
2020,bulgaria,0,0,,,,,,,,,,,,,,,,2019-2020_ivankaradzhov
2020,bulgaria,0,0,,,,,,,,,,,,,,,,2019-2020_bircentkaragaren
2020,bulgaria,0,0,,,,,,,,,,,,,,,,2019-2020_angellyaskov
2020,bulgaria,0,0,,,,,,,,,,,,,,,,2019-2020_danielnaumov
2020,bulgaria,0,0,,,,,,,,,,,,,,,,2019-2020_martinraynov
2020,bulgaria,0,,,,,,,,,,,,,,,,,2019-2020_georgiterziev
2021,bulgaria,7,7,630,7,1,1,2,1,0,0,2,0,0.14,0.14,0.29,0.14,0.29,2020-2021_ivelinpopov
2021,bulgaria,7,7,602,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_strahilpopov
2021,bulgaria,7,7,585,6.5,2,0,2,2,0,0,0,0,0.31,0,0.31,0.31,0.31,2020-2021_vasilbozhikov
2021,bulgaria,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_antonnedyalkov
2021,bulgaria,7,6,512,5.7,0,0,0,0,0,0,2,0,0,0,0,0,0,2020-2021_kristiyanmalinov
2021,bulgaria,6,5,468,5.2,0,0,0,0,0,0,2,0,0,0,0,0,0,2020-2021_georgikostadinov
2021,bulgaria,6,5,427,4.7,1,2,3,0,1,1,0,0,0.21,0.42,0.63,0,0.42,2020-2021_todornedelev
2021,bulgaria,5,5,383,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_petarzanev
2021,bulgaria,6,5,366,4.1,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,2020-2021_galinivanov
2021,bulgaria,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_plameniliev
2021,bulgaria,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_nikolaymihaylov
2021,bulgaria,4,4,312,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_wanderson
2021,bulgaria,6,3,350,3.9,0,1,1,0,0,0,1,0,0,0.26,0.26,0,0.26,2020-2021_kirildespodov
2021,bulgaria,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_georgiterziev
2021,bulgaria,5,3,268,3,1,1,2,1,0,0,0,0,0.34,0.34,0.67,0.34,0.67,2020-2021_ismailisa
2021,bulgaria,3,3,244,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_nikolaybodurov
2021,bulgaria,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_marcelinho
2021,bulgaria,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_georgisarmov
2021,bulgaria,3,3,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_martinminchev
2021,bulgaria,4,2,251,2.8,1,0,1,1,0,0,1,0,0.36,0,0.36,0.36,0.36,2020-2021_kristiandimitrov
2021,bulgaria,4,2,235,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_bozhidarkraev
2021,bulgaria,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_georgipashov
2021,bulgaria,2,2,150,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_spasdelev
2021,bulgaria,2,2,112,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_simeonslavchev
2021,bulgaria,2,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_yaniskarabelyov
2021,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_cicinho
2021,bulgaria,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_georgigeorgiev
2021,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_ivangoranov
2021,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_kamenhadzhiev
2021,bulgaria,2,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_bircentkaragaren
2021,bulgaria,1,1,69,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_ivaylochochev
2021,bulgaria,1,1,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_stanislavkostov
2021,bulgaria,1,1,11,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_valentinantov
2021,bulgaria,1,0,60,0.7,1,0,1,1,0,0,0,0,1.5,0,1.5,1.5,1.5,2020-2021_georgiyomov
2021,bulgaria,2,0,21,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,2020-2021_tsvetelinchunchukov
2021,bulgaria,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_georgiiliev
2021,bulgaria,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_dominikyankov
2021,bulgaria,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_danielmladenov
2021,bulgaria,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-2021_aleksandartsvetkov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_ivanbandalovski
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_bozhidarchorbadzhiyski
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_nikolaydimitrov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_dimitarevtimov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_viktorgenev
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_dimitariliev
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_hristoivanov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_stanislavivanov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_radoslavkirilov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_deyanlozev
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_martinlukov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_blagoymakendzhiev
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_georgimilanov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_vasilpanayotov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_viktorpopov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_krumstoyanov
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_radoslavvasilev
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_dimitarvelkovski
2021,bulgaria,0,0,,,,,,,,,,,,,,,,2020-2021_antoniovutov
2022,bulgaria,7,7,558,6.2,2,2,4,2,0,0,0,0,0.32,0.32,0.65,0.32,0.65,2021-2022_kirildespodov
2022,bulgaria,6,6,429,4.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_georgikostadinov
2022,bulgaria,6,5,451,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_andreahristov
2022,bulgaria,5,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2021-2022_valentinantov
2022,bulgaria,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_petkohristov
2022,bulgaria,5,5,331,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0,2021-2022_georgiyomov
2022,bulgaria,8,4,453,5,1,1,2,1,0,0,0,0,0.2,0.2,0.4,0.2,0.4,2021-2022_ivaylochochev
2022,bulgaria,7,4,357,4,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25,2021-2022_atanasiliev
2022,bulgaria,4,4,304,3.4,2,0,2,2,0,0,0,0,0.59,0,0.59,0.59,0.59,2021-2022_todornedelev
2022,bulgaria,6,3,282,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_kristiyanmalinov
2022,bulgaria,4,3,271,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_vasilbozhikov
2022,bulgaria,4,3,271,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_momchiltsvetanov
2022,bulgaria,4,3,267,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_petarvitanov
2022,bulgaria,3,3,225,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_ivanturitsov
2022,bulgaria,4,2,195,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,2021-2022_dimitariliev
2022,bulgaria,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_danieldimov
2022,bulgaria,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_georgigeorgiev
2022,bulgaria,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_plameniliev
2022,bulgaria,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_ivankaradzhov
2022,bulgaria,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_antonnedyalkov
2022,bulgaria,2,2,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_andreygalabinov
2022,bulgaria,2,2,116,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_cicinho
2022,bulgaria,5,1,199,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_spasdelev
2022,bulgaria,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_dimitarvelkovski
2022,bulgaria,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_petarzanev
2022,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_kristiandimitrov
2022,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_martinlukov
2022,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_danielnaumov
2022,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_strahilpopov
2022,bulgaria,4,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_dominikyankov
2022,bulgaria,2,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_radoslavkirilov
2022,bulgaria,1,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_borislavtsonev
2022,bulgaria,2,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_radoslavtsonev
2022,bulgaria,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_antoniovutov
2022,bulgaria,4,0,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_ilianiliev
2022,bulgaria,2,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_bircentkaragaren
2022,bulgaria,4,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_kaloyankrastev
2022,bulgaria,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_georgiminchev
2022,bulgaria,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_martinraynov
2022,bulgaria,0,0,,0,0,0,0,0,0,0,0,1,,,,,,2021-2022_nikolaymihaylov
2022,bulgaria,0,0,,,,,,,,,,,,,,,,2021-2022_stanislavivanov
2022,bulgaria,0,0,,,,,,,,,,,,,,,,2021-2022_alexpetkov
2022,bulgaria,,,,,,,,,,,,,,,,,,2021-2022_svetoslavvutsov
2023,bulgaria,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_antonnedyalkov
2023,bulgaria,5,4,348,3.9,3,0,3,3,0,0,2,0,0.78,0,0.78,0.78,0.78,2022-2023_kirildespodov
2023,bulgaria,6,4,314,3.5,2,1,3,2,0,0,1,0,0.57,0.29,0.86,0.57,0.86,2022-2023_iliyanstefanov
2023,bulgaria,4,4,311,3.5,0,1,1,0,0,0,1,0,0,0.29,0.29,0,0.29,2022-2023_georgimilanov
2023,bulgaria,4,4,302,3.4,0,1,1,0,0,0,0,0,0,0.3,0.3,0,0.3,2022-2023_ivanturitsov
2023,bulgaria,4,3,315,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_petkohristov
2023,bulgaria,5,3,302,3.4,0,1,1,0,0,0,1,0,0,0.3,0.3,0,0.3,2022-2023_filipkrastev
2023,bulgaria,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_nikolaymihaylov
2023,bulgaria,5,3,229,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_martinminchev
2023,bulgaria,4,3,193,2.1,1,1,2,1,0,0,0,0,0.47,0.47,0.93,0.47,0.93,2022-2023_atanasiliev
2023,bulgaria,3,2,198,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_viktorpopov
2023,bulgaria,3,2,186,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_ivaylochochev
2023,bulgaria,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,2022-2023_valentinantov
2023,bulgaria,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_bozhidarchorbadzhiyski
2023,bulgaria,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_plamengalabov
2023,bulgaria,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_andreahristov
2023,bulgaria,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_andriankraev
2023,bulgaria,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_danielnaumov
2023,bulgaria,2,2,180,2,1,0,1,1,0,0,1,0,0.5,0,0.5,0.5,0.5,2022-2023_marinpetkov
2023,bulgaria,2,2,170,1.9,1,2,3,1,0,0,1,0,0.53,1.06,1.59,0.53,1.59,2022-2023_radoslavkirilov
2023,bulgaria,2,2,160,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_iliagruev
2023,bulgaria,3,2,153,1.7,0,1,1,0,0,0,0,0,0,0.59,0.59,0,0.59,2022-2023_todornedelev
2023,bulgaria,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_edissonjordanov
2023,bulgaria,3,1,175,1.9,1,0,1,1,0,0,1,0,0.51,0,0.51,0.51,0.51,2022-2023_georgiminchev
2023,bulgaria,2,1,122,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_georgikostadinov
2023,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_svetoslavvutsov
2023,bulgaria,2,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_yaniskarabelyov
2023,bulgaria,2,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_nikolailiev
2023,bulgaria,2,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_yoanstoyanov
2023,bulgaria,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_georgirusev
2023,bulgaria,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_dominikyankov
2023,bulgaria,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_kristiyanmalinov
2023,bulgaria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_ivanyordanov
2023,bulgaria,0,0,,,,,,,,,,,,,,,,2022-2023_ivandyulgerov
2023,bulgaria,0,0,,,,,,,,,,,,,,,,2022-2023_hristiyanpetrov
2023,bulgaria,0,0,,,,,,,,,,,,,,,,2022-2023_mateostamatov
2024,bulgaria,8,8,714,7.9,0,0,0,0,0,0,1,0,0,0,0,0,0,2023-2024_iliagruev
2024,bulgaria,8,8,648,7.2,3,1,4,2,1,1,1,0,0.42,0.14,0.56,0.28,0.42,2023-2024_kirildespodov
2024,bulgaria,7,7,530,5.9,0,0,0,0,0,0,3,1,0,0,0,0,0,2023-2024_valentinantov
2024,bulgaria,5,5,445,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,2023-2024_viktorpopov
2024,bulgaria,7,5,393,4.4,1,0,1,1,0,1,0,0,0.23,0,0.23,0.23,0.23,2023-2024_spasdelev
2024,bulgaria,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2023-2024_ivandyulgerov
2024,bulgaria,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_danielnaumov
2024,bulgaria,5,4,360,4,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,2023-2024_marinpetkov
2024,bulgaria,4,4,270,3,0,0,0,0,0,0,2,1,0,0,0,0,0,2023-2024_andriankraev
2024,bulgaria,6,4,264,2.9,0,1,1,0,0,0,0,0,0,0.34,0.34,0,0.34,2023-2024_ivaylochochev
2024,bulgaria,5,3,312,3.5,0,1,1,0,0,0,0,0,0,0.29,0.29,0,0.29,2023-2024_filipkrastev
2024,bulgaria,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2023-2024_alexpetkov
2024,bulgaria,3,3,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_martinminchev
2024,bulgaria,8,2,295,3.3,1,0,1,1,0,0,2,0,0.31,0,0.31,0.31,0.31,2023-2024_georgirusev
2024,bulgaria,4,2,231,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_nikolailiev
2024,bulgaria,4,2,218,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_yoanstoyanov
2024,bulgaria,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_petkohristov
2024,bulgaria,2,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_kristiandimitrov
2024,bulgaria,3,2,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_patrikgalchev
2024,bulgaria,2,1,138,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2023-2024_zhivkoatanasov
2024,bulgaria,2,1,129,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_ivanyordanov
2024,bulgaria,2,1,127,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,2023-2024_lukaspetkov
2024,bulgaria,2,1,104,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_hristiyanpetrov
2024,bulgaria,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_ivanturitsov
2024,bulgaria,2,1,95,1.1,0,1,1,0,0,0,1,0,0,0.95,0.95,0,0.95,2023-2024_aleksandarkolev
2024,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_plamengalabov
2024,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_dimokrastev
2024,bulgaria,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_antonnedyalkov
2024,bulgaria,3,1,76,0.8,1,0,1,1,0,0,0,0,1.18,0,1.18,1.18,1.18,2023-2024_preslavborukov
2024,bulgaria,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_yaniskarabelyov
2024,bulgaria,2,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_ilianiliev
2024,bulgaria,2,1,51,0.6,0,1,1,0,0,0,0,0,0,1.76,1.76,0,1.76,2023-2024_stanislavshopov
2024,bulgaria,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_ivaylomarkov
2024,bulgaria,2,0,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_iliyanstefanov
2024,bulgaria,2,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_simeonpetrov
2024,bulgaria,2,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_radoslavkirilov
2024,bulgaria,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_dominikyankov
2024,bulgaria,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_hristoivanov
2024,bulgaria,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_stanislavivanov
2024,bulgaria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_svetoslavkovachev
