Year,Country,Int Matches Played,Int Starts,Int Min,Int 90s,Int Goals,Int Assists,Int Goals + Assists ,Int Non Penalty Goals,Int Penalty Goals,Int Penaltes Attempted,Int Yellow Cards,Int Red Cards,Int Goals Per 90,Int Assists Per 90,Int Goals + Assits Per 90,Int Non Penalty Goals Per 90,Int Non Penalty Goals + Assits Per 90,Key
2024,iceland ,0,0,,,,,,,,,,,,,,,,2023-2024_patrikgunnarsson
2024,iceland ,0,0,,,,,,,,,,,,,,,,2023-2024_brynjaringibjarnason
2024,iceland ,0,0,,,,,,,,,,,,,,,,2023-2024_orirjohannhelgason
2024,iceland ,0,0,,,,,,,,,,,,,,,,2023-2024_juliusmagnusson
2024,iceland ,0,0,,,,,,,,,,,,,,,,2023-2024_aronrandarson
2017,italy,2,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,2016-2017_leonardobonucci
2017,italy,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_gianluigidonnarumma
2017,italy,2,2,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_matteodarmian
2017,italy,2,2,133,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017_ciroimmobile
2017,italy,2,2,126,1.4,1,0,1,0,1,1,0,0,0.71,0,0.71,0,0,2016-2017_danielederossi
2017,italy,2,1,119,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_leonardospinazzola
2017,italy,2,1,113,1.3,2,0,2,2,0,0,0,0,1.59,0,1.59,1.59,1.59,2016-2017_eder
2017,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_marcoparolo
2017,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_alessioromagnoli
2017,italy,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017_danielerugani
2017,italy,1,1,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_marcoverratti
2017,italy,2,1,83,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_andreabelotti
2017,italy,1,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_andreabarzagli
2017,italy,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_lorenzoinsigne
2017,italy,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_davidezappacosta
2017,italy,1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_antoniocandreva
2017,italy,1,1,18,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,2016-2017_claudiomarchisio
2017,italy,1,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_riccardomontolivo
2017,italy,1,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_robertogagliardini
2017,italy,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_federicobernardeschi
2017,italy,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_stephanelshaarawy
2017,italy,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_andreapetagna
2017,italy,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_giorgiochiellini
2017,italy,1,0,9,0.1,0,1,1,0,0,0,0,0,0,10,10,0,10,2016-2017_manologabbiadini
2017,italy,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_danilodambrosio
2017,italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-2017_simoneverdi
2017,italy,0,0,,,,,,,,,,,,,,,,2016-2017_davideastori
2017,italy,0,0,,,,,,,,,,,,,,,,2016-2017_gianluigibuffon
2017,italy,0,0,,,,,,,,,,,,,,,,2016-2017_andreaconti
2017,italy,0,0,,,,,,,,,,,,,,,,2016-2017_mattiadesciglio
2017,italy,0,0,,,,,,,,,,,,,,,,2016-2017_gianmarcoferrari
2017,italy,0,0,,,,,,,,,,,,,,,,2016-2017_alexmeret
2017,italy,0,0,,,,,,,,,,,,,,,,2016-2017_lorenzopellegrini
2017,italy,0,0,,,,,,,,,,,,,,,,2016-2017_matteopolitano
2017,italy,0,0,,,,,,,,,,,,,,,,2016-2017_nicolasansone
2017,italy,0,0,,,,,,,,,,,,,,,,2016-2017_simonescuffet
2018,italy,12,12,"1,080",12,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_gianluigibuffon
2018,italy,12,10,906,10.1,6,1,7,6,0,0,2,0,0.6,0.1,0.7,0.6,0.7,2017-2018_ciroimmobile
2018,italy,10,10,900,10,0,0,0,0,0,0,2,0,0,0,0,0,0,2017-2018_leonardobonucci
2018,italy,10,10,855,9.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2017-2018_andreabarzagli
2018,italy,10,10,788,8.8,3,3,6,2,1,1,0,0,0.34,0.34,0.69,0.23,0.57,2017-2018_antoniocandreva
2018,italy,7,7,630,7,2,0,2,0,2,2,0,0,0.29,0,0.29,0,0,2017-2018_danielederossi
2018,italy,7,7,614,6.8,0,0,0,0,0,0,3,0,0,0,0,0,0,2017-2018_marcoverratti
2018,italy,9,7,603,6.7,4,2,6,4,0,0,0,0,0.6,0.3,0.9,0.6,0.9,2017-2018_andreabelotti
2018,italy,7,7,572,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_matteodarmian
2018,italy,8,6,578,6.4,1,1,2,1,0,0,0,0,0.16,0.16,0.31,0.16,0.31,2017-2018_lorenzoinsigne
2018,italy,7,6,552,6.1,0,0,0,0,0,0,3,0,0,0,0,0,0,2017-2018_marcoparolo
2018,italy,6,6,504,5.6,1,1,2,1,0,0,4,1,0.18,0.18,0.36,0.18,0.36,2017-2018_giorgiochiellini
2018,italy,4,4,360,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,2017-2018_mattiadesciglio
2018,italy,8,3,342,3.8,1,0,1,1,0,0,0,0,0.26,0,0.26,0.26,0.26,2017-2018_eder
2018,italy,5,3,342,3.8,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26,2017-2018_davidezappacosta
2018,italy,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,2017-2018_alessioromagnoli
2018,italy,3,3,270,3,0,3,3,0,0,0,0,0,0,1,1,0,1,2017-2018_leonardospinazzola
2018,italy,4,3,252,2.8,0,1,1,0,0,0,1,0,0,0.36,0.36,0,0.36,2017-2018_giacomobonaventura
2018,italy,3,2,204,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_alessandroflorenzi
2018,italy,2,2,164,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_robertogagliardini
2018,italy,2,2,148,1.6,1,1,2,1,0,0,0,0,0.61,0.61,1.22,0.61,1.22,2017-2018_grazianopelle
2018,italy,6,1,161,1.8,1,1,2,1,0,0,1,0,0.56,0.56,1.12,0.56,1.12,2017-2018_federicobernardeschi
2018,italy,4,1,93,1,1,0,1,1,0,0,0,0,0.97,0,0.97,0.97,0.97,2017-2018_manologabbiadini
2018,italy,1,1,90,1,0,1,1,0,0,0,0,0,0,1,1,0,1,2017-2018_lucaantonelli
2018,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_davideastori
2018,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_jorginho
2018,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_lorenzopellegrini
2018,italy,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_simoneverdi
2018,italy,1,1,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_andreaconti
2018,italy,2,1,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_riccardomontolivo
2018,italy,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_danielerugani
2018,italy,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_stephanelshaarawy
2018,italy,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_angeloogbonna
2018,italy,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_nicolasansone
2018,italy,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_bryancristante
2018,italy,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_simonezaza
2018,italy,0,0,,,,,,,,,,,,,,,,2017-2018_nicolobarella
2018,italy,0,0,,,,,,,,,,,,,,,,2017-2018_marcobenassi
2018,italy,0,0,,,,,,,,,,,,,,,,2017-2018_danilocataldi
2018,italy,0,0,,,,,,,,,,,,,,,,2017-2018_domenicocriscito
2019,italy,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_gianluigidonnarumma
2019,italy,4,4,360,4,1,0,1,0,1,1,2,0,0.25,0,0.25,0,0,2018-2019_jorginho
2019,italy,4,3,286,3.2,0,0,0,0,0,0,2,0,0,0,0,0,0,2018-2019_federicochiesa
2019,italy,3,3,270,3,1,0,1,1,0,0,0,0,0.33,0,0.33,0.33,0.33,2018-2019_cristianobiraghi
2019,italy,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_leonardobonucci
2019,italy,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_giorgiochiellini
2019,italy,3,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_lorenzoinsigne
2019,italy,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_nicolobarella
2019,italy,2,2,173,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_alessandroflorenzi
2019,italy,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_federicobernardeschi
2019,italy,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_marcoverratti
2019,italy,2,2,131,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_ciroimmobile
2019,italy,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_giacomobonaventura
2019,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_mattiacaldara
2019,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_robertogagliardini
2019,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_manuellazzari
2019,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_alessioromagnoli
2019,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_davidezappacosta
2019,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_simonezaza
2019,italy,1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_bryancristante
2019,italy,1,1,73,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_domenicocriscito
2019,italy,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_mariobalotelli
2019,italy,2,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_lorenzopellegrini
2019,italy,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_andreabelotti
2019,italy,2,0,36,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,2018-2019_domenicoberardi
2019,italy,2,0,27,0.3,0,1,1,0,0,0,0,0,0,3.33,3.33,0,3.33,2018-2019_kevinlasagna
2019,italy,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_emersonpalmieri
2019,italy,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019_cristianopiccini
2019,italy,0,0,,,,,,,,,,,,,,,,2018-2019_francescoacerbi
2019,italy,0,0,,,,,,,,,,,,,,,,2018-2019_marcobenassi
2019,italy,0,0,,,,,,,,,,,,,,,,2018-2019_alessiocragno
2019,italy,0,0,,,,,,,,,,,,,,,,2018-2019_mattiadesciglio
2019,italy,0,0,,,,,,,,,,,,,,,,2018-2019_sebastiangiovinco
2019,italy,0,0,,,,,,,,,,,,,,,,2018-2019_vincenzogrifo
2019,italy,0,0,,,,,,,,,,,,,,,,2018-2019_mattiaperin
2019,italy,0,0,,,,,,,,,,,,,,,,2018-2019_matteopolitano
2019,italy,0,0,,,,,,,,,,,,,,,,2018-2019_danielerugani
2019,italy,0,0,,,,,,,,,,,,,,,,2018-2019_salvatoresirigu
2020,italy,2,2,156,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_salvatoresirigu
2020,italy,2,1,103,1.1,2,1,3,1,1,1,0,0,1.75,0.87,2.62,0.87,1.75,2019-2020_vincenzogrifo
2020,italy,2,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_emersonpalmieri
2020,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_francescoacerbi
2020,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_alessandrobastoni
2020,italy,1,1,90,1,1,1,2,1,0,0,0,0,1,1,2,1,2,2019-2020_bryancristante
2020,italy,1,1,90,1,0,1,1,0,0,0,0,0,0,1,1,0,1,2019-2020_giovannidilorenzo
2020,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_robertogagliardini
2020,italy,1,1,90,1,0,1,1,0,0,0,0,0,0,1,1,0,1,2019-2020_manuellazzari
2020,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_manuellocatelli
2020,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_gianlucamancini
2020,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_robertosoriano
2020,italy,2,1,86,1,0,1,1,0,0,0,0,0,0,1.05,1.05,0,1.05,2019-2020_kevinlasagna
2020,italy,1,1,78,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,2019-2020_danilodambrosio
2020,italy,2,1,77,0.9,2,0,2,2,0,0,0,0,2.34,0,2.34,2.34,2.34,2019-2020_stephanelshaarawy
2020,italy,1,1,74,0.8,1,0,1,1,0,0,0,0,1.22,0,1.22,1.22,1.22,2019-2020_domenicoberardi
2020,italy,1,1,74,0.8,1,0,1,1,0,0,0,0,1.22,0,1.22,1.22,1.22,2019-2020_francescocaputo
2020,italy,1,1,70,0.8,1,0,1,1,0,0,0,0,1.29,0,1.29,1.29,1.29,2019-2020_federicobernardeschi
2020,italy,1,1,67,0.7,0,1,1,0,0,0,0,0,0,1.34,1.34,0,1.34,2019-2020_giacomobonaventura
2020,italy,1,1,65,0.7,0,1,1,0,0,0,0,0,0,1.38,1.38,0,1.38,2019-2020_cristianobiraghi
2020,italy,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_sandrotonali
2020,italy,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_matteopessina
2020,italy,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_alessiocragno
2020,italy,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_stefanosensi
2020,italy,1,0,20,0.2,1,0,1,0,1,1,0,0,4.5,0,4.5,0,0,2019-2020_riccardoorsolini
2020,italy,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_pietropellegri
2020,italy,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_lucapellegrini
2020,italy,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_moisekean
2020,italy,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-2020_davidecalabria
2020,italy,0,0,,,,,,,,,,,,,,,,2019-2020_leonardobonucci
2020,italy,0,0,,,,,,,,,,,,,,,,2019-2020_alessandroflorenzi
2020,italy,0,0,,,,,,,,,,,,,,,,2019-2020_jorginho
2020,italy,0,0,,,,,,,,,,,,,,,,2019-2020_gianmarcoferrari
2020,italy,0,0,,,,,,,,,,,,,,,,2019-2020_alexmeret
2020,italy,0,0,,,,,,,,,,,,,,,,2019-2020_angeloogbonna
2020,italy,0,0,,,,,,,,,,,,,,,,2019-2020_marcosilvestri
2022,italy,9,9,765,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_gianluigidonnarumma
2022,italy,7,7,556,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_emersonpalmieri
2022,italy,7,7,543,6,0,3,3,0,0,0,1,0,0,0.5,0.5,0,0.5,2021-2022_lorenzoinsigne
2022,italy,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_leonardobonucci
2022,italy,8,6,506,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_nicolobarella
2022,italy,6,6,487,5.4,0,0,0,0,0,2,0,0,0,0,0,0,0,2021-2022_jorginho
2022,italy,6,5,452,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_francescoacerbi
2022,italy,6,5,403,4.5,2,0,2,1,1,1,0,0,0.45,0,0.45,0.22,0.22,2021-2022_ciroimmobile
2022,italy,7,4,438,4.9,1,0,1,1,0,0,1,0,0.21,0,0.21,0.21,0.21,2021-2022_federicochiesa
2022,italy,5,4,383,4.3,2,0,2,2,0,0,0,0,0.47,0,0.47,0.47,0.47,2021-2022_giovannidilorenzo
2022,italy,7,4,379,4.2,1,0,1,1,0,0,0,0,0.24,0,0.24,0.24,0.24,2021-2022_domenicoberardi
2022,italy,5,4,371,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_marcoverratti
2022,italy,6,4,352,3.9,1,1,2,1,0,0,2,0,0.26,0.26,0.51,0.26,0.51,2021-2022_manuellocatelli
2022,italy,4,4,310,3.4,0,1,1,0,0,0,0,0,0,0.29,0.29,0,0.29,2021-2022_alessandroflorenzi
2022,italy,3,3,268,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_alessandrobastoni
2022,italy,4,2,188,2.1,0,2,2,0,0,0,1,0,0,0.96,0.96,0,0.96,2021-2022_federicobernardeschi
2022,italy,3,2,181,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_giorgiochiellini
2022,italy,2,2,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_gianlucamancini
2022,italy,5,2,162,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_matteopessina
2022,italy,3,2,158,1.8,1,0,1,0,1,1,0,0,0.57,0,0.57,0,0,2021-2022_andreabelotti
2022,italy,4,2,122,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_lorenzopellegrini
2022,italy,4,1,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_bryancristante
2022,italy,5,1,147,1.6,1,0,1,1,0,0,0,0,0.61,0,0.61,0.61,0.61,2021-2022_giacomoraspadori
2022,italy,3,1,141,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_leonardospinazzola
2022,italy,2,1,117,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_rafaeltoloi
2022,italy,2,1,112,1.2,1,0,1,1,0,0,0,0,0.8,0,0.8,0.8,0.8,2021-2022_stefanosensi
2022,italy,3,1,92,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2021-2022_sandrotonali
2022,italy,1,1,72,0.8,2,0,2,2,0,0,0,0,2.5,0,2.5,2.5,2.5,2021-2022_moisekean
2022,italy,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_cristianobiraghi
2022,italy,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_stephanelshaarawy
2022,italy,2,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_davidecalabria
2022,italy,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_salvatoresirigu
2022,italy,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_gianlucascamacca
2022,italy,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_nicolozaniolo
2022,italy,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_gaetanocastrovilli
2022,italy,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_vincenzogrifo
2022,italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-2022_joaopedro
2022,italy,0,0,,,,,,,,,,,,,,,,2021-2022_alessiocragno
2022,italy,0,0,,,,,,,,,,,,,,,,2021-2022_mattiadesciglio
2022,italy,0,0,,,,,,,,,,,,,,,,2021-2022_pierluigigollini
2022,italy,0,0,,,,,,,,,,,,,,,,2021-2022_manuellazzari
2022,italy,0,0,,,,,,,,,,,,,,,,2021-2022_gianmarcoferrari
2022,italy,0,0,,,,,,,,,,,,,,,,2021-2022_alexmeret
2022,italy,0,0,,,,,,,,,,,,,,,,2021-2022_matteopolitano
2022,italy,0,0,,,,,,,,,,,,,,,,2021-2022_davidezappacosta
2023,italy,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_gianluigidonnarumma
2023,italy,8,6,574,6.4,0,1,1,0,0,0,1,0,0,0.16,0.16,0,0.16,2022-2023_bryancristante
2023,italy,6,6,495,5.5,0,0,0,0,0,0,2,0,0,0,0,0,0,2022-2023_francescoacerbi
2023,italy,6,5,420,4.7,1,0,1,1,0,0,2,0,0.21,0,0.21,0.21,0.21,2022-2023_nicolobarella
2023,italy,6,5,386,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.47,0.23,0.47,2022-2023_davidefrattesi
2023,italy,6,5,355,3.9,2,1,3,2,0,0,0,0,0.51,0.25,0.76,0.51,0.76,2022-2023_giacomoraspadori
2023,italy,8,4,435,4.8,2,2,4,2,0,0,1,0,0.41,0.41,0.83,0.41,0.83,2022-2023_federicodimarco
2023,italy,7,4,386,4.3,1,2,3,1,0,0,0,0,0.23,0.47,0.7,0.23,0.7,2022-2023_wilfriedgnonto
2023,italy,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_rafaeltoloi
2023,italy,4,4,359,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_giovannidilorenzo
2023,italy,4,3,315,3.5,1,0,1,1,0,0,1,0,0.29,0,0.29,0.29,0.29,2022-2023_alessandrobastoni
2023,italy,5,3,254,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_gianlucascamacca
2023,italy,3,3,225,2.5,0,1,1,0,0,0,1,0,0,0.4,0.4,0,0.4,2022-2023_leonardobonucci
2023,italy,4,3,225,2.5,2,0,2,2,0,0,1,0,0.8,0,0.8,0.8,0.8,2022-2023_lorenzopellegrini
2023,italy,3,3,219,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_jorginho
2023,italy,4,3,200,2.2,0,1,1,0,0,0,0,0,0,0.45,0.45,0,0.45,2022-2023_leonardospinazzola
2023,italy,3,3,181,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,2022-2023_matteopolitano
2023,italy,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_davidecalabria
2023,italy,3,2,177,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2022-2023_sandrotonali
2023,italy,2,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_gianlucamancini
2023,italy,2,1,117,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_nicolozaniolo
2023,italy,2,1,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_marcoverratti
2023,italy,2,1,94,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_alessandroflorenzi
2023,italy,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_alessandrobuongiorno
2023,italy,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_federicogatti
2023,italy,2,1,89,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_manuellocatelli
2023,italy,1,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_matteopessina
2023,italy,1,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_mateoretegui
2023,italy,1,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_cristianobiraghi
2023,italy,1,1,59,0.7,1,0,1,0,1,1,1,0,1.53,0,1.53,0,0,2022-2023_ciroimmobile
2023,italy,2,0,59,0.7,1,0,1,1,0,0,0,0,1.53,0,1.53,1.53,1.53,2022-2023_federicochiesa
2023,italy,3,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_tommasopobega
2023,italy,1,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_luizfelipe
2023,italy,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_gianlucacaprari
2023,italy,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_matteodarmian
2023,italy,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_giorgioscalvini
2023,italy,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_manologabbiadini
2023,italy,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_salvatoreesposito
2023,italy,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_andreabelotti
2023,italy,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_alessiozerbin
2023,italy,1,0,6,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,2022-2023_matteocancellieri
2023,italy,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_samuelericci
2023,italy,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_emersonpalmieri
2023,italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_pasqualemazzocchi
2023,italy,0,0,,,,,,,,,,,,,,,,2022-2023_alessiocragno
2023,italy,0,0,,,,,,,,,,,,,,,,2022-2023_pierluigigollini
2023,italy,0,0,,,,,,,,,,,,,,,,2022-2023_vincenzogrifo
2023,italy,0,0,,,,,,,,,,,,,,,,2022-2023_alexmeret
2023,italy,0,0,,,,,,,,,,,,,,,,2022-2023_ivanprovedel
2023,italy,0,0,,,,,,,,,,,,,,,,2022-2023_guglielmovicario
2024,italy,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024_gianluigidonnarumma
2024,italy,7,7,568,6.3,0,3,3,0,0,0,0,0,0,0.48,0.48,0,0.48,2023-2024_nicolobarella
2024,italy,6,6,495,5.5,0,1,1,0,0,0,3,0,0,0.18,0.18,0,0.18,2023-2024_giovannidilorenzo
2024,italy,6,5,424,4.7,0,1,1,0,0,0,1,0,0,0.21,0.21,0,0.21,2023-2024_federicodimarco
2024,italy,4,4,332,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0,2023-2024_francescoacerbi
2024,italy,6,4,310,3.4,1,1,2,1,0,0,0,0,0.29,0.29,0.58,0.29,0.58,2023-2024_giacomoraspadori
