Passes_Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Completed,Offside_pass,Blocked,Key
10,10,0,0,0,0,1,0,0,5,0,0,2017-2018_anthonyujah
68,60,8,0,0,1,4,8,0,44,0,1,2017-2018_maximilianullmann
235,184,51,13,0,0,0,0,0,200,0,0,2017-2018_svenulreich
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
50,46,4,1,0,0,0,3,0,42,0,1,2017-2018_samuelumtiti
653,618,32,0,4,3,14,3,1,394,3,24,2017-2018_enesunal
946,856,87,23,4,17,115,22,42,690,3,22,2017-2018_cengizunder
2277,2226,48,36,3,16,2,12,0,2048,3,11,2017-2018_dayotupamecano
90,69,21,1,0,1,0,0,0,59,0,0,2017-2018_benjaminuphoff
21,21,0,0,0,0,1,0,0,15,0,0,2017-2018_kacperurbanski
458,355,101,6,1,2,18,94,1,355,2,8,2017-2018_jereuronen
759,618,136,33,7,16,123,11,76,520,5,29,2017-2018_markuth
214,198,16,2,0,0,15,11,3,145,0,12,2017-2018_myrtouzuni
703,641,59,50,0,10,0,5,0,600,3,11,2017-2018_antoniovacca
10,9,1,1,0,0,1,0,0,7,0,1,2017-2018_alvarovadillo
1320,1280,37,37,0,17,3,0,0,1102,3,22,2017-2018_oscarvalentin
18,18,0,0,0,0,1,0,0,14,0,1,2017-2018_germanvalera
155,139,16,4,0,1,4,12,0,108,0,8,2017-2018_yanvalery
1378,1289,83,77,0,18,3,6,0,1113,6,9,2017-2018_martinvaljent
219,203,16,1,0,2,1,9,0,188,0,3,2017-2018_jesusvallejo
114,93,21,6,0,1,13,2,3,81,0,4,2017-2018_manuvallejo
39,30,9,0,0,0,8,2,5,23,0,3,2017-2018_manuvallejo
1183,1158,19,9,4,17,20,9,1,1039,6,20,2017-2018_federicovalverde
2655,2575,78,71,6,18,0,7,0,2376,2,5,2017-2018_virgilvandijk
591,542,45,4,1,6,28,38,3,423,4,19,2017-2018_vanderson
421,396,24,21,0,1,5,3,0,333,1,4,2017-2018_zinhovanheusden
1,1,0,0,0,0,0,0,0,1,0,0,2017-2018_jonathanvarane
1156,1119,36,33,0,11,1,3,0,1014,1,6,2017-2018_raphaelvarane
265,225,38,1,2,0,12,0,0,184,2,10,2017-2018_jamievardy
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
583,551,28,4,3,11,42,19,1,399,4,22,2017-2018_rubenvargas
341,330,9,4,0,1,5,4,0,219,2,13,2017-2018_sebastianvasiliadis
1178,1015,157,50,0,2,17,100,0,829,6,28,2017-2018_johanvasquez
6,6,0,0,0,0,0,0,0,6,0,0,2017-2018_denisvavro
1271,1195,73,32,2,27,58,2,38,1005,3,14,2017-2018_joseluisgarciavaya
348,258,90,1,1,0,24,89,0,249,0,19,2017-2018_jesusvazquez
878,684,193,17,0,2,42,176,0,678,1,20,2017-2018_kevinvazquez
1537,1391,142,22,1,29,75,116,4,1327,4,13,2017-2018_lucasvazquez
206,198,6,4,4,2,5,2,0,152,2,5,2017-2018_matiasvecino
67,66,1,1,0,0,3,0,0,52,0,1,2017-2018_gabrielveiga
922,800,118,58,3,6,74,10,50,725,4,12,2017-2018_miguelveloso
1869,1592,272,34,3,7,42,238,0,1439,5,31,2017-2018_joelveltman
82,71,11,3,0,0,3,8,0,65,0,2,2017-2018_mickyvandeven
1310,1255,46,34,2,18,47,0,8,1013,9,19,2017-2018_unaivencedorparis
1046,911,134,22,0,6,29,112,0,909,1,12,2017-2018_lorenzovenuti
826,686,136,40,4,12,141,18,77,576,4,13,2017-2018_danieleverde
16,15,1,1,0,0,3,0,0,9,0,1,2017-2018_simoneverdi
333,258,74,32,3,5,69,1,35,224,1,9,2017-2018_simoneverdi
712,677,31,30,1,7,0,1,0,595,4,5,2017-2018_gonzaloverdu
1440,1316,122,48,2,17,102,5,69,1215,2,12,2017-2018_jordanveretout
25,25,0,0,0,0,0,0,0,13,0,2,2017-2018_edoardovergani
3,3,0,0,0,0,0,0,0,2,0,0,2017-2018_vincentvermeij
2151,2037,103,62,6,14,9,35,5,1957,11,27,2017-2018_marcoverratti
223,210,11,7,0,3,16,2,2,149,2,7,2017-2018_valerioverre
165,158,7,1,1,1,2,1,2,122,0,3,2017-2018_valerioverre
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
211,182,29,5,0,2,4,24,0,170,0,3,2017-2018_freddieveseli
719,709,8,7,1,11,12,0,0,551,2,21,2017-2018_mikelvesga
377,368,9,9,0,6,0,0,0,335,0,3,2017-2018_jannikvestergaard
1264,1189,72,61,2,19,6,8,0,1051,3,15,2017-2018_rubenvezo
1325,975,348,91,0,0,0,0,0,1042,2,0,2017-2018_guglielmovicario
1093,912,178,39,0,14,52,135,4,877,3,32,2017-2018_aleixvidal
575,563,12,6,4,7,4,4,2,498,0,8,2017-2018_arturovidal
1514,1142,365,17,1,4,71,348,0,1069,7,40,2017-2018_nachovidal
21,20,1,0,0,0,0,1,0,16,0,0,2017-2018_gabrielvidovic
288,277,11,7,1,1,1,3,0,248,0,3,2017-2018_ronaldovieira
1091,990,96,75,0,4,1,5,0,875,5,8,2017-2018_nickviergever
51,42,9,1,0,0,2,8,0,42,0,4,2017-2018_lucavignali
406,377,28,2,2,3,12,18,4,341,1,14,2017-2018_emanuelvignato
87,70,17,2,0,0,2,15,0,70,0,0,2017-2018_didacvila
338,312,25,6,0,4,32,1,15,236,1,13,2017-2018_tonnyvilhena
7,7,0,0,0,1,0,0,0,4,0,0,2017-2018_danielvillahermosa
120,113,3,0,1,0,4,1,0,70,4,3,2017-2018_asiervillalibre
140,133,7,5,2,6,1,2,0,118,0,3,2017-2018_gonzalovillar
838,673,164,18,2,1,35,146,0,658,1,17,2017-2018_matiasvina
64,56,7,3,0,1,5,1,0,44,1,1,2017-2018_nicolasviola
679,615,63,38,0,1,0,13,0,568,1,6,2017-2018_mattiaviti
113,106,7,1,0,0,2,5,1,90,0,6,2017-2018_vitolo
951,891,57,56,0,14,3,1,0,787,3,10,2017-2018_danielvivian
395,353,41,1,7,4,16,1,0,270,1,18,2017-2018_dusanvlahovic
231,219,11,1,1,1,8,1,0,154,1,13,2017-2018_dusanvlahovic
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
218,217,1,1,0,2,15,0,0,165,0,7,2017-2018_nikolavlasic
246,237,7,0,2,1,21,3,0,145,2,11,2017-2018_andreasvoglsammer
2183,2099,81,64,1,13,4,10,0,1920,3,11,2017-2018_kevinvogt
1164,979,175,8,0,14,71,165,2,904,10,20,2017-2018_mergimvojvoda
629,613,10,2,13,3,21,3,0,416,6,25,2017-2018_kevinvolland
26,26,0,0,0,0,2,0,0,20,0,1,2017-2018_cristianvolpato
441,420,19,8,3,5,24,2,9,335,2,14,2017-2018_astervranckx
1571,1517,52,25,0,3,2,0,0,1439,2,6,2017-2018_stefandevrij
601,497,102,3,0,2,44,99,0,436,2,12,2017-2018_simevrsaljko
73,72,1,1,0,0,0,0,0,60,0,3,2017-2018_nikolavukcevic
107,105,1,0,0,0,2,1,0,75,1,1,2017-2018_matejvydra
245,232,11,0,0,0,11,1,0,158,2,10,2017-2018_elyewahi
1661,1561,95,62,3,22,9,10,0,1373,5,27,2017-2018_walace
87,86,1,0,0,0,5,1,0,59,0,2,2017-2018_theowalcott
242,231,10,2,0,1,7,1,2,189,1,9,2017-2018_lucawaldschmidt
1668,1518,143,16,2,28,35,127,0,1478,7,12,2017-2018_kylewalker
1368,1125,240,13,2,3,50,227,0,1071,3,42,2017-2018_kylewalker-peters
171,164,7,4,0,1,1,3,0,152,0,1,2017-2018_sebastianwalukiewicz
1141,968,171,4,0,6,35,167,0,925,2,45,2017-2018_aaronwan-bissaka
13,12,1,0,0,0,1,1,0,11,0,0,2017-2018_paulwanner
33,25,8,1,0,0,0,0,0,30,0,0,2017-2018_dannyward
1741,1460,277,28,0,10,43,249,0,1372,4,35,2017-2018_joelward
2137,1802,330,103,5,15,302,3,212,1657,5,25,2017-2018_jamesward-prowse
22,22,0,0,0,0,5,0,0,11,0,2,2017-2018_magnuswarming
28,19,9,0,0,0,2,9,0,20,0,3,2017-2018_danielwass
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
689,604,84,33,3,13,35,5,14,534,1,5,2017-2018_danielwass
699,671,25,2,4,2,15,7,0,484,3,16,2017-2018_olliewatkins
566,540,26,4,2,1,48,13,1,407,0,26,2017-2018_timothyweah
1176,1136,39,22,3,16,6,17,0,950,1,7,2017-2018_adamwebster
434,430,1,0,0,1,4,1,0,276,3,22,2017-2018_woutweghorst
432,412,18,1,2,1,2,2,0,303,2,9,2017-2018_woutweghorst
46,46,0,0,0,0,4,0,0,35,0,2,2017-2018_noahweihaupt
277,274,2,0,0,0,1,2,0,213,1,7,2017-2018_dannywelbeck
402,386,14,1,3,1,23,5,1,297,2,22,2017-2018_timowerner
1254,1056,183,49,7,10,122,4,73,871,15,22,2017-2018_ashleywestwood
1839,1770,64,40,5,17,0,24,0,1554,5,12,2017-2018_benwhite
1502,1165,334,17,1,1,62,315,1,1060,3,22,2017-2018_silvanwidmer
746,725,17,12,2,2,1,5,0,669,4,11,2017-2018_georginiowijnaldum
887,673,213,21,1,5,40,182,10,626,1,23,2017-2018_jetrowillems
1130,927,197,21,4,7,14,176,0,899,6,14,2017-2018_brandonwilliams
665,640,19,0,5,5,48,4,0,420,6,26,2017-2018_inakiwilliams
9,8,1,0,0,0,0,1,0,9,0,0,2017-2018_necowilliams
455,443,8,0,1,0,58,4,4,315,4,16,2017-2018_nicowilliams
565,533,31,5,1,3,16,4,0,450,1,16,2017-2018_joewillock
159,144,13,0,1,1,3,3,0,107,2,7,2017-2018_callumwilson
799,644,147,34,9,5,96,31,64,427,8,46,2017-2018_patrickwimmer
376,366,8,1,7,0,5,0,0,244,2,10,2017-2018_jonaswind
8,8,0,0,0,0,1,0,0,4,0,0,2017-2018_martenwinkler
683,658,22,9,8,1,26,1,9,585,3,5,2017-2018_harrywinks
161,157,4,1,0,3,1,3,0,120,0,2,2017-2018_frederikwinther
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
895,788,100,18,16,3,63,14,35,664,7,15,2017-2018_florianwirtz
286,281,4,2,2,0,11,1,0,188,1,10,2017-2018_yoanewissa
1305,1253,52,48,1,3,0,4,0,1217,0,9,2017-2018_axelwitsel
112,104,8,1,2,0,2,7,0,82,0,5,2017-2018_hanneswolf
723,636,83,8,1,4,25,74,1,554,4,25,2017-2018_mariuswolf
6,6,0,0,0,0,0,0,0,5,0,0,2017-2018_lucawollschlager
632,629,2,0,4,3,31,1,0,454,1,16,2017-2018_jeongwoo-yeong
310,307,2,0,0,2,5,0,1,178,1,12,2017-2018_chriswood
327,322,2,0,1,1,2,0,0,169,3,11,2017-2018_chriswood
120,73,45,6,0,0,0,0,0,74,2,0,2017-2018_freddiewoodman
604,586,18,17,0,2,1,1,0,526,0,6,2017-2018_christopherwooh
4,4,0,0,0,0,0,0,0,3,0,0,2017-2018_joschawosz
878,798,76,47,5,13,34,1,27,690,4,11,2017-2018_xeka
1589,1519,70,43,8,15,25,21,0,1367,0,20,2017-2018_granitxhaka
2,2,0,0,0,0,0,0,0,2,0,0,2017-2018_sekouyansane
109,106,3,0,1,0,8,0,0,80,0,4,2017-2018_andriyyarmolenko
245,205,38,11,2,5,32,1,22,180,2,5,2017-2018_yusufyazc
178,171,6,0,0,0,10,2,0,113,1,10,2017-2018_kelvinyeboah
21,20,1,1,0,0,0,0,0,19,0,0,2017-2018_gerardyepes
576,505,69,6,0,5,42,6,20,408,2,14,2017-2018_burakylmaz
195,192,3,3,0,3,0,0,0,155,0,1,2017-2018_okayyokuslu
80,79,1,1,0,1,0,0,0,72,0,0,2017-2018_okayyokuslu
6,6,0,0,0,0,0,0,0,6,0,0,2017-2018_lenyyoro
966,933,29,25,2,6,4,2,0,814,4,5,2017-2018_mayayoshida
645,535,106,16,0,7,44,78,5,492,4,16,2017-2018_ashleyyoung
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
0,0,0,0,0,0,0,0,0,0,0,0,2017-2018_nathanyoung-coombes
736,706,28,21,3,21,21,0,3,607,2,13,2017-2018_zaydouyoussouf
70,57,13,2,1,0,10,0,9,56,0,2,2017-2018_mattiazaccagni
740,716,23,4,1,7,41,16,3,592,1,20,2017-2018_mattiazaccagni
912,886,24,15,0,3,1,6,0,802,2,4,2017-2018_dan-axelzagadou
974,943,28,5,10,1,48,14,4,753,3,28,2017-2018_wilfriedzaha
168,167,0,0,0,0,5,0,0,129,1,12,2017-2018_deniszakaria
819,792,25,20,0,2,5,3,0,732,2,10,2017-2018_deniszakaria
616,480,135,12,0,1,33,123,0,473,1,12,2017-2018_josebazaldua
507,400,105,14,0,1,31,84,7,397,2,10,2017-2018_nicolazalewski
1216,1187,25,17,1,3,9,0,0,1086,4,23,2017-2018_andre-frankzamboanguissa
523,486,31,2,2,12,67,5,20,356,6,29,2017-2018_nicolozaniolo
286,246,40,3,1,1,4,36,1,231,0,11,2017-2018_alessandrozanoli
12,10,2,0,0,0,0,2,0,12,0,0,2017-2018_mattiazanotti
548,494,51,0,3,5,25,5,0,407,3,14,2017-2018_duvanzapata
609,512,95,11,0,2,25,84,0,454,2,25,2017-2018_gabrielezappa
1503,1262,236,21,1,2,88,211,4,1238,5,40,2017-2018_davidezappacosta
491,484,5,4,1,4,19,1,0,378,2,9,2017-2018_oierzarraga
42,41,1,0,0,0,1,1,0,31,0,0,2017-2018_simonezaza
2101,1642,453,35,1,3,124,417,1,1688,6,52,2017-2018_akimzedadka
262,201,60,7,0,1,11,53,0,196,1,3,2017-2018_deyovaisiozeefuik
319,286,32,4,0,0,2,27,0,246,1,4,2017-2018_marvinzeegelaar
127,94,32,11,0,0,23,1,13,87,1,1,2017-2018_arberzeneli
1008,705,297,61,0,3,0,0,0,698,6,0,2017-2018_robinzentner
173,163,10,0,0,1,7,1,1,114,0,9,2017-2018_andizeqiri
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2017-2018_player
45,39,6,1,0,0,0,5,0,41,0,1,2017-2018_mehdizerkane
236,221,15,1,0,0,30,4,10,179,0,10,2017-2018_edonzhegrova
231,163,68,15,0,1,0,0,0,172,0,0,2017-2018_lucazidane
1150,1069,75,9,4,1,35,3,28,954,6,24,2017-2018_piotrzielinski
611,599,12,11,1,1,3,1,0,516,0,6,2017-2018_davidzima
63,60,3,3,0,0,0,0,0,46,0,1,2017-2018_christophzimmermann
1073,987,84,10,2,5,31,69,5,953,2,15,2017-2018_oleksandrzinchenko
755,690,58,12,4,5,101,15,31,544,7,27,2017-2018_hakimziyech
236,165,71,17,0,0,0,0,0,180,0,0,2017-2018_jeroenzoet
157,141,14,0,0,0,10,8,0,116,2,1,2017-2018_simonzoller
484,388,95,2,0,0,85,83,10,310,1,32,2017-2018_nadirzortea
26,25,1,1,0,0,0,0,0,24,0,0,2017-2018_tanguyzoukrou
999,965,34,28,0,7,1,2,0,875,0,4,2017-2018_kurtzouma
10,7,3,1,0,0,0,0,0,7,0,0,2017-2018_petarzovko
1045,1009,35,28,2,3,4,7,0,908,1,6,2017-2018_igorzubeldia
1459,1430,25,24,2,11,2,1,0,1245,4,14,2017-2018_martinzubimendi
901,892,7,2,4,3,23,5,0,702,2,32,2017-2018_szymonzurkowski
1633,1490,136,34,19,9,59,8,31,1368,7,31,2017-2018_martindegaard
681,668,10,1,0,0,2,2,0,407,3,6,2017-2018_milanuric
224,215,9,2,2,1,0,4,0,179,0,11,2017-2018_filipuricic
1469,1130,332,17,5,4,50,315,0,1107,7,40,2018-2019_maxaarons
1578,1471,101,89,0,32,4,9,0,1284,6,26,2018-2019_yunisabdelhamid
1701,1678,21,17,1,3,14,4,0,1535,2,29,2018-2019_salisabdulsamed
1660,1617,35,25,7,21,37,8,2,1342,8,49,2018-2019_laurentabergel
7,7,0,0,0,0,1,0,0,3,0,0,2018-2019_charlesabi
137,129,6,0,2,0,3,0,0,84,2,6,2018-2019_dicksonabiama
9,9,0,0,0,0,0,0,0,7,0,0,2018-2019_matthisabline
696,627,67,6,5,1,16,2,0,485,2,20,2018-2019_tammyabraham
226,216,9,5,0,0,0,2,0,191,1,4,2018-2019_luisabram
2043,1955,87,77,1,34,3,1,0,1837,1,6,2018-2019_francescoacerbi
64,61,2,0,0,1,6,2,0,37,1,4,2018-2019_ragnarache
9,9,0,0,0,0,0,0,0,6,0,0,2018-2019_mohamedachi
1963,1624,333,63,3,30,178,230,40,1543,6,30,2018-2019_marcosacuna
472,468,2,0,4,5,8,1,0,304,2,22,2018-2019_cheadams
918,882,32,16,1,0,2,14,0,794,4,15,2018-2019_tyleradams
101,95,5,0,0,0,5,5,0,73,1,3,2018-2019_sargisadamyan
147,138,8,4,0,0,11,0,4,107,1,12,2018-2019_martinadeline
516,494,17,1,6,0,21,11,1,376,5,27,2018-2019_amineadli
1251,1105,138,48,11,30,114,12,68,906,8,25,2018-2019_yacineadli
239,225,13,5,0,1,7,1,7,205,1,5,2018-2019_michelaebischer
152,145,7,0,0,2,8,5,0,114,0,4,2018-2019_felixafena-gyan
792,610,179,6,0,5,45,172,1,547,3,16,2018-2019_martinagirregabiria
82,49,33,7,0,0,0,0,0,62,0,0,2018-2019_julenagirrezabala
996,955,38,30,0,10,5,0,1,836,3,20,2018-2019_lucienagoume
389,375,11,1,0,1,22,4,4,280,3,22,2018-2019_kevinagudelo
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2018-2019_player
2204,2127,74,69,2,41,1,5,0,1959,3,12,2018-2019_nayefaguerd
42,40,2,0,0,0,3,0,0,30,0,0,2018-2019_sergioaguero
1728,1445,277,34,4,16,64,242,1,1435,6,27,2018-2019_rubenaguilar
3,2,1,0,0,0,0,1,0,3,0,0,2018-2019_alvaroaguirre
32,32,0,0,0,0,0,0,0,28,0,0,2018-2019_naouirouahamada
858,826,31,23,0,7,6,8,0,766,1,3,2018-2019_anelahmedhodzic
412,404,8,8,1,2,6,0,0,339,0,11,2018-2019_jean-eudesaholou
1567,1531,32,13,1,11,3,19,0,1270,4,9,2018-2019_josephaidoo
755,600,151,9,1,0,34,142,0,535,4,30,2018-2019_olaaina
1025,811,211,10,1,7,96,172,29,763,3,19,2018-2019_rayanait-nouri
892,734,154,6,2,3,17,148,0,627,4,28,2018-2019_kristofferajer
906,880,24,1,5,10,17,2,0,653,2,16,2018-2019_ludovicajorque
2013,1944,66,59,1,26,3,7,0,1819,3,10,2018-2019_manuelakanji
832,672,158,18,1,3,45,140,0,611,2,20,2018-2019_carlosakapo
16,16,0,0,0,0,1,0,0,12,0,1,2018-2019_marleyake
878,836,41,15,1,2,1,26,0,796,1,5,2018-2019_nathanake
55,55,0,0,1,0,6,0,0,45,0,2,2018-2019_iliasakhomach
22,22,0,0,0,0,1,0,0,20,0,0,2018-2019_maghnesakliouche
325,320,4,4,0,3,1,0,0,284,1,4,2018-2019_paulakouokou
106,106,0,0,0,0,0,0,0,89,0,8,2018-2019_jean-danielakpa-akpro
917,742,172,13,0,7,31,159,0,691,3,24,2018-2019_kevinakpoguma
1968,1888,74,34,4,2,40,34,3,1788,6,9,2018-2019_davidalaba
103,90,13,1,0,1,2,12,0,83,0,7,2018-2019_sofianealakouch
572,503,65,29,2,15,64,3,33,398,4,18,2018-2019_tomasalarcon
171,159,12,0,1,1,1,2,0,115,0,9,2018-2019_lucasalario
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2018-2019_player
2795,2416,365,96,13,12,121,268,1,2334,14,38,2018-2019_jordialba
6,5,1,0,0,0,0,1,0,5,0,0,2018-2019_josuealbert
1970,1751,211,82,18,9,143,12,104,1626,8,29,2018-2019_luisalberto
1560,1502,57,55,0,12,3,1,0,1339,1,12,2018-2019_raulalbiol
558,452,101,15,2,3,78,48,37,347,5,27,2018-2019_marcalbrighton
175,151,22,0,2,2,1,2,0,123,2,5,2018-2019_pacoalcacer
1508,1488,18,10,4,17,4,4,1,1340,2,13,2018-2019_thiagoalcantara
667,623,43,34,3,16,23,2,7,556,1,13,2018-2019_rubenalcaraz
961,899,57,52,0,41,4,2,0,580,5,6,2018-2019_omaralderete
329,319,9,3,0,2,97,6,0,193,1,18,2018-2019_ivanalejo
391,293,98,28,0,1,0,0,0,287,0,0,2018-2019_doganalemdar
869,827,39,24,2,10,44,2,11,683,3,25,2018-2019_carlesalena
2757,2204,548,93,17,69,273,324,131,2039,5,34,2018-2019_trentalexander-arnold
314,304,9,2,1,0,23,3,0,220,1,12,2018-2019_mohamedalicho
1388,1154,234,62,0,3,0,0,0,1214,0,0,2018-2019_alisson
982,912,66,19,1,2,10,10,0,778,4,26,2018-2019_allan
545,524,16,3,1,5,34,4,9,416,5,18,2018-2019_jimallevinah
228,210,17,4,1,1,5,4,0,177,1,6,2018-2019_delealli
157,140,14,3,3,1,1,5,1,114,3,4,2018-2019_delealli
511,500,8,3,0,2,20,3,0,402,3,19,2018-2019_miguelalmiron
1486,1190,293,27,2,8,149,199,67,1142,3,39,2018-2019_marcosalonso
799,712,83,12,0,3,27,71,0,531,4,11,2018-2019_giorgioaltare
3,3,0,0,0,0,0,0,0,1,0,0,2018-2019_hugoalvarez
1019,966,51,50,0,10,3,1,0,832,2,9,2018-2019_yerayalvarez
1089,925,159,32,6,14,75,93,34,915,5,11,2018-2019_danialves
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2018-2019_player
233,230,3,2,1,0,0,1,0,204,0,4,2018-2019_stevenalzate
439,430,9,9,0,5,0,0,0,384,0,2,2018-2019_ibrahimamadou
39,31,8,0,0,0,4,8,0,26,0,1,2018-2019_emmanuelamankwaaakurugu
1546,1516,28,19,0,2,0,9,0,1399,2,16,2018-2019_danielamartey
202,196,5,0,2,0,7,3,1,159,1,9,2018-2019_amath
319,272,46,4,0,2,6,42,0,269,1,5,2018-2019_jordanamavi
86,69,17,2,0,2,2,15,0,74,0,1,2018-2019_jordanamavi
29,25,4,4,0,0,0,0,0,20,0,0,2018-2019_wisdomamey
1133,862,267,18,1,1,24,249,0,887,4,35,2018-2019_kelvinamian
299,255,41,13,2,0,20,2,12,222,3,3,2018-2019_nadiemamiri
222,209,12,2,0,2,8,3,6,183,1,5,2018-2019_nadiemamiri
1165,1037,123,41,4,10,20,80,0,867,5,26,2018-2019_ethanampadu
716,685,31,31,1,9,6,0,0,645,0,8,2018-2019_sofyanamrabat
2351,2252,95,86,3,32,8,5,0,1911,4,11,2018-2019_joachimandersen
1436,1342,90,6,5,6,86,32,13,1118,4,36,2018-2019_felipeanderson
234,227,7,0,0,1,9,1,0,147,0,10,2018-2019_sebastianandersson
38,32,6,0,0,0,0,0,0,25,0,1,2018-2019_florinandone
535,441,93,5,1,1,21,88,0,350,1,18,2018-2019_andresandradecedeno
1766,1705,55,44,4,19,19,11,0,1404,6,33,2018-2019_benjaminandre
166,131,35,3,1,0,5,32,0,133,0,5,2018-2019_fredrikandrebjrkan
184,173,8,0,2,2,3,2,0,122,3,2,2018-2019_marcosandre
1011,987,18,16,8,1,6,2,0,811,6,9,2018-2019_robertandrich
785,629,154,23,0,32,46,131,0,590,2,9,2018-2019_joseangel
1516,1201,304,47,0,6,187,205,52,1082,11,20,2018-2019_angelino
11,8,3,0,0,0,1,3,0,4,0,0,2018-2019_ebenezerannan
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2018-2019_player
407,318,86,8,2,4,57,68,10,285,3,4,2018-2019_cristianansaldi
215,195,19,0,1,0,12,6,0,136,1,6,2018-2019_janisantiste
1826,1744,80,45,1,20,11,32,0,1541,2,14,2018-2019_waldemaranton
28,26,2,1,0,0,0,0,0,23,0,0,2018-2019_josepantonigaya
702,675,20,2,4,9,63,16,0,438,7,39,2018-2019_michailantonio
253,223,29,1,3,0,29,27,1,153,1,20,2018-2019_christopherantwi-adjei
1446,1379,64,23,13,10,21,15,10,1243,3,29,2018-2019_houssemaouar
614,550,61,18,1,18,68,3,38,457,3,14,2018-2019_adilaouchiche
1001,856,141,10,1,0,38,131,0,756,4,18,2018-2019_dennisappiah
1266,1104,157,88,0,32,116,2,66,933,5,29,2018-2019_mauroarambarri
795,603,184,43,6,6,144,21,66,524,8,24,2018-2019_mattiaaramu
1094,1035,53,44,7,13,9,8,1,916,6,27,2018-2019_charlesaranguiz
1555,1509,41,38,0,8,3,3,0,1326,5,8,2018-2019_nestoraraujo
1662,1566,92,47,0,21,7,44,0,1491,4,6,2018-2019_ronaldaraujo
4,4,0,0,0,0,0,0,0,4,0,0,2018-2019_cameronarcher
40,23,17,3,0,0,0,0,0,21,0,0,2018-2019_alphonseareola
73,40,33,0,0,0,2,33,0,49,0,0,2018-2019_jesusareso
38,35,3,1,0,0,4,1,0,18,0,1,2018-2019_matiasarezo
218,166,50,1,0,0,15,49,0,153,2,2,2018-2019_santiagoarias
324,283,40,0,4,1,18,2,0,229,1,6,2018-2019_adamarmstrong
744,701,40,3,3,2,35,8,2,590,3,25,2018-2019_stuartarmstrong
908,851,51,1,4,1,12,9,0,659,6,24,2018-2019_markoarnautovic
1869,1602,255,145,5,40,182,7,102,1453,12,21,2018-2019_maximilianarnold
138,110,28,7,0,0,0,0,0,115,0,0,2018-2019_kepaarrizabalaga
677,649,28,19,2,2,33,1,7,532,0,13,2018-2019_tolgayarslan
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2018-2019_player
170,145,21,4,0,1,18,12,5,105,4,4,2018-2019_santiagoarzamendia
378,372,5,0,4,2,34,4,0,244,1,24,2018-2019_takumaasano
1168,1100,63,55,1,4,2,6,0,959,5,24,2018-2019_santiagoascacibar
228,166,60,4,0,1,0,0,0,185,2,0,2018-2019_sergioasenjo
8,8,0,0,0,1,1,0,0,7,0,0,2018-2019_alejandroasensio
894,809,80,14,0,14,71,16,45,731,5,24,2018-2019_marcoasensio
7,6,1,0,0,0,0,1,0,7,0,0,2018-2019_harrisonashby
226,215,8,5,0,1,2,2,0,147,3,5,2018-2019_kristofferaskildsen
8,8,0,0,0,0,0,0,0,6,0,0,2018-2019_fisnikasllani
779,718,60,36,1,6,29,4,19,638,1,7,2018-2019_kristjanasllani
1371,1266,97,38,11,17,108,18,32,968,8,47,2018-2019_iagoaspas
383,300,81,4,0,0,21,77,0,306,2,13,2018-2019_lorenzassignon
401,308,92,2,0,2,16,90,0,282,1,13,2018-2019_simonasta
738,617,120,8,4,2,54,111,1,556,1,17,2018-2019_youcefatal
208,204,2,0,2,0,11,1,0,137,2,9,2018-2019_pierre-emerickaubameyang
238,218,20,0,2,0,5,0,0,176,0,7,2018-2019_pierre-emerickaubameyang
1005,698,300,88,0,2,0,0,0,706,7,0,2018-2019_emilaudero
1368,1094,271,34,1,3,74,233,4,1050,3,48,2018-2019_tommasoaugello
14,12,2,0,0,0,0,0,0,11,0,0,2018-2019_jean-kevinaugustin
551,442,107,7,0,3,47,81,19,437,2,10,2018-2019_ludwigaugustinsson
742,646,94,10,0,2,27,84,0,623,2,12,2018-2019_sergeaurier
556,526,24,6,2,12,79,8,4,307,6,21,2018-2019_ezequielavila
474,458,12,0,5,0,10,2,0,313,4,17,2018-2019_taiwoawoniyi
27,20,7,2,0,0,1,5,0,19,0,0,2018-2019_ramziaya
754,738,14,3,8,2,74,9,2,576,2,30,2018-2019_jordanayew
