Passes_Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Completed,Offside_pass,Blocked,Key
3,3,0,0,0,0,0,0,0,2,0,0,2022-2023_marquinhos
2175,2114,57,34,4,7,1,17,0,2068,4,11,2022-2023_marquinhos
84,78,6,6,0,0,0,0,0,78,0,0,2022-2023_lucamarrone
888,876,10,9,1,3,20,1,0,695,2,25,2022-2023_ericmartel
160,147,10,0,0,1,5,0,0,118,3,8,2022-2023_rogermarti
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
129,116,10,0,1,0,0,0,0,92,3,4,2022-2023_rogermarti
328,314,12,3,3,0,4,2,0,263,2,14,2022-2023_anthonymartial
1028,730,293,39,0,4,145,195,59,761,5,29,2022-2023_aaronmartin
24,22,2,1,0,0,4,0,1,12,0,0,2022-2023_andermartin
77,69,5,0,0,2,11,2,3,39,3,4,2022-2023_andresmartin
11,11,0,0,0,0,2,0,0,6,0,0,2022-2023_carlosmartin
672,648,23,8,0,2,18,7,0,565,1,18,2022-2023_ivanmartin
229,219,10,7,0,2,3,2,1,193,0,1,2022-2023_jonasmartin
1107,1013,88,12,8,2,113,11,63,833,6,44,2022-2023_gabrielmartinelli
1599,1270,319,48,3,7,60,271,0,1303,10,33,2022-2023_arnaumartinez
1388,1043,340,128,1,5,0,0,0,1026,5,1,2022-2023_emilianomartinez
773,725,46,35,0,26,5,2,0,627,2,7,2022-2023_inigomartinez
681,632,46,1,6,6,14,5,0,503,3,24,2022-2023_lautaromartinez
1528,1401,122,34,7,16,0,5,0,1330,5,7,2022-2023_lisandromartinez
1524,1460,61,54,0,38,4,7,0,1245,3,12,2022-2023_lucasmartinezquarta
5,5,0,0,0,0,0,0,0,5,0,0,2022-2023_rogermartinez
155,154,1,0,0,0,5,1,0,121,0,6,2022-2023_gelsonmartins
1829,1573,253,28,0,8,17,225,0,1564,3,18,2022-2023_adammarusic
1270,1183,83,56,0,20,22,4,19,1091,4,11,2022-2023_omarmascarell
428,386,40,13,1,6,10,27,0,332,2,3,2022-2023_adammasina
963,645,316,77,0,1,0,0,0,679,2,1,2022-2023_jordimasip
821,798,21,15,0,1,2,1,0,662,2,10,2022-2023_erhanmasovic
453,435,12,8,5,3,2,1,0,385,6,9,2022-2023_han-noahmassengo
39,39,0,0,0,0,0,0,0,30,0,0,2022-2023_yanismassolin
122,119,2,0,0,0,9,1,0,68,1,7,2022-2023_jaimemata
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
154,150,4,2,0,1,0,0,0,141,0,0,2022-2023_papematarsarr
493,483,7,6,0,7,2,0,0,399,3,8,2022-2023_eliotmatazo
149,143,6,0,0,0,3,0,0,104,0,9,2022-2023_jean-philippemateta
1295,1229,59,56,2,16,12,2,1,1109,7,19,2022-2023_nemanjamatic
885,873,11,7,0,5,1,4,0,766,1,5,2022-2023_joelmatip
883,702,180,21,0,1,20,156,0,638,1,26,2022-2023_henningmatriciani
127,120,7,7,0,0,0,0,0,108,0,3,2022-2023_chrislainmatsima
230,208,20,5,0,0,2,15,0,194,2,0,2022-2023_chrislainmatsima
82,81,1,0,0,0,2,0,1,69,0,2,2022-2023_jeanmatteobahoya
1617,1576,33,26,1,24,4,6,0,1376,8,27,2022-2023_azormatusiwa
253,222,30,1,0,1,3,2,0,190,1,10,2022-2023_nealmaupay
125,107,17,6,1,0,19,0,11,87,1,7,2022-2023_aimanmaurer
318,305,12,1,1,1,10,8,0,236,1,12,2022-2023_stephymavididi
1512,1339,166,59,2,49,6,107,0,1255,7,17,2022-2023_konstantinosmavropanos
48,41,7,1,0,0,1,6,0,41,0,0,2022-2023_christianmawissa
479,358,120,14,0,0,60,80,26,364,1,12,2022-2023_philippmax
290,273,16,0,3,1,3,0,0,223,1,10,2022-2023_ericmaximchoupo-moting
4,4,0,0,0,0,0,0,0,3,0,0,2022-2023_luismaximiano
5,5,0,0,0,0,1,0,0,4,0,0,2022-2023_kekemaximiliantopp
320,308,12,11,0,1,0,0,0,275,0,2,2022-2023_fernandmayembo
775,737,37,0,2,11,37,3,1,582,1,31,2022-2023_borjamayoral
15,12,2,0,0,0,0,0,0,11,1,1,2022-2023_ibrahimmaza
5,5,0,0,0,0,0,0,0,4,0,0,2022-2023_derekmazou-sacko
867,751,113,11,2,1,22,102,0,738,3,16,2022-2023_noussairmazraoui
949,726,219,13,2,6,90,185,21,702,4,29,2022-2023_pasqualemazzocchi
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
94,71,23,0,0,1,7,23,0,68,0,2,2022-2023_kevinmbabu
0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_noahmbamba
1355,1291,59,2,8,2,47,13,17,1096,5,27,2022-2023_kylianmbappe
294,286,5,5,0,2,0,0,0,219,3,6,2022-2023_mamadoumbaye
1742,1643,91,45,1,7,40,31,0,1441,8,23,2022-2023_chancelmbemba
991,845,139,48,7,7,156,19,71,655,7,42,2022-2023_bryanmbeumo
10,6,4,0,0,0,4,1,2,6,0,1,2022-2023_jasonmbock
3,3,0,0,0,0,0,0,0,2,0,0,2022-2023_jean-manuelmbom
27,25,2,2,0,0,2,0,0,22,0,2,2022-2023_nathanaelmbuku
7,7,0,0,0,0,1,0,0,3,0,2,2022-2023_nathanaelmbuku
52,49,3,3,1,0,0,0,0,41,0,1,2022-2023_jamesmcarthur
249,178,68,16,0,1,0,0,0,150,3,0,2022-2023_alexmccarthy
1028,965,56,25,11,10,50,1,25,805,7,20,2022-2023_johnmcginn
727,691,32,11,0,3,2,21,0,569,4,2,2022-2023_scottmckenna
628,589,36,8,4,6,9,26,0,472,3,16,2022-2023_westonmckennie
418,389,27,3,1,2,15,24,0,336,2,7,2022-2023_westonmckennie
987,838,142,50,3,6,194,31,61,656,7,49,2022-2023_dwightmcneil
432,426,5,3,3,3,4,1,0,355,1,6,2022-2023_scottmctominay
1102,1057,45,42,1,8,4,2,0,986,0,7,2022-2023_garymedel
2506,2358,144,115,4,20,22,22,0,2260,4,20,2022-2023_facundomedina
3,3,0,0,0,0,0,0,0,3,0,0,2022-2023_fernandomedrano
1761,1625,130,38,0,10,7,90,0,1348,6,20,2022-2023_benmee
936,912,24,22,0,1,0,2,0,838,0,7,2022-2023_bamomeite
1026,993,28,23,3,7,9,2,0,863,5,11,2022-2023_soualihomeite
282,241,38,2,0,2,16,33,3,196,3,13,2022-2023_faridelmelali
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
755,736,17,9,1,4,2,3,0,652,2,15,2022-2023_gonzalomelero
787,651,133,10,2,2,18,123,0,671,3,16,2022-2023_birgermeling
90,80,10,1,2,0,5,1,5,68,0,1,2022-2023_memphis
66,60,6,1,1,0,4,0,4,53,0,1,2022-2023_memphis
335,238,96,4,0,0,31,92,0,239,1,9,2022-2023_houboulangmendes
932,844,86,12,2,4,30,74,0,793,2,32,2022-2023_nunomendes
3,3,0,0,0,0,0,0,0,1,0,0,2022-2023_pedromendes
1672,1610,57,48,6,15,6,8,0,1445,5,16,2022-2023_thiagomendes
1312,1138,169,53,7,15,125,6,103,1010,5,25,2022-2023_braismendez
2,2,0,0,0,0,0,0,0,1,0,0,2022-2023_diegomendez
325,279,45,2,0,1,13,43,0,262,1,4,2022-2023_antoinemendy
120,100,20,3,0,0,10,17,0,82,0,4,2022-2023_arialmendy
1432,1399,29,27,4,13,9,2,0,1234,4,18,2022-2023_batistamendy
289,220,69,6,0,1,0,0,0,233,0,0,2022-2023_edouardmendy
862,759,101,20,0,3,7,81,0,794,2,8,2022-2023_ferlandmendy
413,399,12,8,1,2,1,1,0,362,2,11,2022-2023_nampalysmendy
1457,1192,260,25,2,8,67,235,0,1126,5,40,2022-2023_gideonmensah
1041,1001,37,21,0,4,0,16,0,870,3,7,2022-2023_chrismepham
215,207,8,8,0,1,0,0,0,179,0,1,2022-2023_jorgemere
931,688,243,45,0,2,0,0,0,818,0,0,2022-2023_alexmeret
1502,1466,25,21,11,15,25,3,1,1145,11,32,2022-2023_mikelmerino
1169,941,227,26,1,12,113,159,41,857,1,25,2022-2023_quentinmerlin
3,3,0,0,0,0,0,0,0,2,0,1,2022-2023_yldrmmertcetin
963,900,55,52,4,21,12,0,1,790,8,14,2022-2023_roquemesa
1039,705,331,89,0,1,0,0,0,664,3,2,2022-2023_illanmeslier
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
2050,1867,157,38,58,11,91,2,96,1641,26,63,2022-2023_lionelmessi
563,532,30,4,4,2,25,24,2,430,1,12,2022-2023_juniormessias
0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_aminemessoussa
435,368,67,5,1,3,16,62,0,322,0,14,2022-2023_thomasmeunier
323,261,61,17,0,1,0,0,0,280,1,2,2022-2023_alexandermeyer
181,176,3,0,2,0,17,1,1,100,2,11,2022-2023_svenmichel
1,1,0,0,0,0,0,0,0,1,0,0,2022-2023_alexmighten
14,11,3,1,0,0,2,0,1,10,0,0,2022-2023_tommasomilanese
1292,1245,43,38,0,10,0,5,0,1107,4,9,2022-2023_nikolamilenkovic
6,6,0,0,0,0,0,0,0,5,0,0,2022-2023_lewismiley
450,420,26,4,2,3,6,1,0,346,4,9,2022-2023_arkadiuszmilik
37,34,3,0,0,0,0,0,0,28,0,1,2022-2023_arkadiuszmilik
1930,1882,41,25,15,22,29,16,0,1465,7,41,2022-2023_sergejmilinkovic-savic
1806,1412,380,93,0,8,0,1,0,1113,14,1,2022-2023_vanjamilinkovic-savic
1881,1756,123,52,2,40,12,25,0,1660,2,20,2022-2023_edermilitao
260,248,11,8,0,2,6,1,2,207,1,0,2022-2023_lukamilivojevic
974,855,113,65,1,18,75,0,43,756,6,17,2022-2023_luismilla
585,555,28,4,2,5,14,6,1,410,2,26,2022-2023_peremilla
396,372,22,5,2,1,23,6,6,311,2,10,2022-2023_enzomillot
727,625,99,20,2,4,52,65,12,563,3,24,2022-2023_jamesmilner
9,8,1,0,0,0,0,0,0,4,0,1,2022-2023_markomilovanovic
2812,2755,53,49,2,30,6,3,0,2552,4,15,2022-2023_kimmin-jae
325,309,15,13,0,1,1,2,0,286,1,1,2022-2023_yerrymina
259,234,23,7,0,2,31,3,11,168,2,9,2022-2023_takumiminamino
1899,1811,85,64,1,15,3,6,0,1617,3,10,2022-2023_tyronemings
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
908,751,154,26,3,3,29,128,0,721,3,15,2022-2023_oscarmingueza
262,234,26,0,1,0,6,0,0,176,2,9,2022-2023_rafamir
821,786,32,5,9,5,30,8,19,653,3,16,2022-2023_alekseimiranchuk
830,658,171,26,2,3,73,130,15,588,1,29,2022-2023_juanmiranda
4,3,1,0,0,0,0,0,0,4,0,0,2022-2023_antoniomirante
511,482,27,6,2,5,28,5,13,364,2,19,2022-2023_fabiomiretti
61,38,22,0,0,0,2,22,0,41,1,1,2022-2023_filippomissori
1607,1234,370,34,0,2,70,336,0,1152,3,66,2022-2023_tyrickmitchell
977,952,19,0,4,3,41,16,3,780,6,33,2022-2023_kaorumitoma
496,486,10,1,4,9,4,3,0,299,0,24,2022-2023_aleksandarmitrovic
512,484,26,26,0,5,0,0,0,403,2,2,2022-2023_stefanmitrovic
472,347,123,5,1,5,39,105,13,326,2,11,2022-2023_maximilianmittelstadt
1058,1037,18,7,4,6,19,9,2,924,3,13,2022-2023_henrikhmkhitaryan
127,117,6,0,0,0,2,0,0,73,4,1,2022-2023_anthonymodeste
1521,1415,104,41,7,22,62,10,44,1336,2,23,2022-2023_lukamodric
232,198,32,1,2,1,1,0,0,186,2,6,2022-2023_teremmoffi
208,204,2,0,2,1,3,0,0,154,2,6,2022-2023_teremmoffi
351,328,23,0,1,1,10,1,0,215,0,20,2022-2023_mostafamohamed
506,372,133,30,1,10,87,78,24,308,1,18,2022-2023_tobiasmohr
395,329,63,8,0,0,40,51,4,318,3,16,2022-2023_johanmojica
178,143,33,3,0,0,14,30,0,127,2,4,2022-2023_johanmojica
6,2,4,1,0,0,1,3,0,3,0,0,2022-2023_clintonmola
1930,1605,323,16,7,6,120,300,7,1452,2,61,2022-2023_nahuelmolina
114,96,17,2,0,0,14,15,0,86,1,3,2022-2023_salvatoremolina
565,473,88,19,0,2,76,4,50,444,4,13,2022-2023_florentmollet
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
152,138,14,4,0,0,9,2,4,113,0,7,2022-2023_florentmollet
1461,1313,143,54,2,33,78,64,24,1136,5,24,2022-2023_jonmoncayola
1054,918,128,80,5,23,76,1,46,833,8,10,2022-2023_monchu
799,733,63,39,1,12,1,7,0,624,3,12,2022-2023_cesarmontes
40,37,1,0,0,0,1,0,0,23,2,0,2022-2023_danielemontevago
851,707,138,7,3,3,39,128,3,661,6,21,2022-2023_gonzalomontiel
1192,786,403,119,0,2,0,0,0,745,3,0,2022-2023_lorenzomontipo
244,199,45,6,0,2,10,39,0,190,0,5,2022-2023_martinmontoya
360,337,23,1,0,1,7,0,0,212,0,12,2022-2023_kieffermoore
2,1,1,0,0,0,0,0,0,1,0,0,2022-2023_andrewmoran
422,405,15,0,3,6,4,2,0,270,2,7,2022-2023_alvaromorata
44,43,0,0,0,0,6,0,0,32,1,0,2022-2023_jonmorcillo
730,617,107,15,1,4,36,85,7,605,6,13,2022-2023_albertomoreno
745,609,134,18,1,0,48,116,0,581,2,32,2022-2023_alexmoreno
695,541,153,13,0,5,28,140,0,525,1,25,2022-2023_alexmoreno
324,246,78,3,0,1,20,75,0,216,0,14,2022-2023_diegomoreno
483,458,18,0,5,6,8,3,0,353,7,18,2022-2023_gerardmoreno
4,4,0,0,0,0,0,0,0,3,0,0,2022-2023_marlosmoreno
785,717,67,8,0,2,99,54,5,571,1,45,2022-2023_tetemorente
501,491,8,4,4,3,4,3,0,403,2,10,2022-2023_ilaixmoriba
46,42,3,3,0,0,0,0,0,36,1,2,2022-2023_manumorlanes
226,222,3,2,2,3,2,0,0,190,1,5,2022-2023_manumorlanes
806,783,19,12,4,10,18,7,0,643,4,18,2022-2023_nikolamoro
4,4,0,0,0,0,0,0,0,3,0,0,2022-2023_lorenmoron
65,46,19,0,0,0,1,18,0,53,0,0,2022-2023_cristhianmosquera
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
610,575,33,2,1,3,45,5,0,425,2,34,2022-2023_danymota
98,87,11,0,0,0,4,1,0,75,0,0,2022-2023_lebomothiba
202,176,25,0,1,1,5,1,0,142,1,11,2022-2023_youssoufamoukoko
458,454,2,0,0,1,9,2,0,253,2,14,2022-2023_stevemounie
778,706,68,17,6,8,64,5,34,585,4,23,2022-2023_masonmount
89,83,6,0,1,0,9,5,1,62,0,6,2022-2023_lucasmoura
163,150,11,0,0,0,4,0,0,90,2,7,2022-2023_bevicmoussiti-oko
1057,936,116,55,7,6,59,3,34,850,5,20,2022-2023_joaomoutinho
42,34,8,0,0,0,3,8,0,30,0,2,2022-2023_joaomoutinho
1226,1206,17,14,2,10,9,3,0,1053,3,24,2022-2023_samuelmoutoussamy
8,7,1,1,0,0,0,0,0,5,0,0,2022-2023_divinmubama
216,193,22,3,1,1,25,6,11,161,1,1,2022-2023_mykhailomudryk
0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_francoismughe
674,609,63,9,0,2,16,54,0,585,2,11,2022-2023_nordimukiele
3,3,0,0,0,0,0,0,0,3,0,0,2022-2023_mertmuldur
733,575,157,23,0,1,0,1,0,597,1,1,2022-2023_florianmuller
831,794,29,3,9,4,31,16,3,621,8,20,2022-2023_thomasmuller
390,370,19,15,0,4,3,4,0,299,1,3,2022-2023_abdulmumin
886,878,6,6,4,5,23,0,0,651,2,27,2022-2023_marshallmunetsi
1110,944,160,58,6,3,113,9,82,890,6,13,2022-2023_ikermuniain
1027,824,196,16,0,3,54,180,0,781,7,29,2022-2023_aihenmunoz
12,12,0,0,0,0,0,0,0,9,0,0,2022-2023_alvaromunoz
111,107,3,2,0,1,0,1,0,90,1,0,2022-2023_ikermunoz
2,2,0,0,0,0,0,0,0,2,0,0,2022-2023_pablomunoz
539,454,83,9,8,14,82,12,47,354,2,17,2022-2023_luismuriel
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
557,501,53,29,1,7,1,24,0,456,3,7,2022-2023_jeisonmurillo
827,818,9,0,3,4,11,0,0,472,0,31,2022-2023_vedatmuriqi
448,428,18,0,6,2,53,10,7,296,2,31,2022-2023_jacobmurphy
331,296,34,4,0,0,9,30,0,254,1,4,2022-2023_nicolamurru
771,757,12,3,3,11,40,9,0,604,2,29,2022-2023_yunusmusah
1018,995,16,0,3,2,11,10,0,857,7,29,2022-2023_jamalmusiala
705,497,207,50,0,3,0,0,0,513,1,1,2022-2023_juanmusso
23,21,2,0,0,0,0,1,0,13,0,1,2022-2023_marlonmustapha
622,417,201,56,0,2,0,0,0,466,4,1,2022-2023_yvonmvogo
78,76,2,0,0,1,3,0,0,61,0,3,2022-2023_enockmwepu
4,4,0,0,0,0,0,0,0,4,0,0,2022-2023_franciscomwepu
1292,1045,239,10,1,3,57,227,2,966,8,30,2022-2023_vitaliymykolenko
1455,1211,239,7,1,2,38,231,1,1188,5,42,2022-2023_joakimmhle
1815,1755,58,52,1,7,4,6,0,1563,2,14,2022-2023_obitendicka
30,29,1,0,0,0,1,1,0,25,0,1,2022-2023_nathanngoumou
226,206,19,3,0,0,20,15,0,166,1,14,2022-2023_nathanngoumou
796,762,33,18,1,8,1,15,0,652,1,7,2022-2023_stanleynsoki
0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_herculanonabian
1184,1072,112,32,0,5,14,76,0,1085,0,7,2022-2023_nacho
282,234,47,12,0,1,9,35,0,225,1,7,2022-2023_nikolasnartey
36,35,0,0,0,0,1,0,0,25,1,2,2022-2023_juanjonarvaez
298,285,11,10,0,3,1,1,0,238,2,3,2022-2023_matijanastasic
138,119,18,6,0,1,16,0,11,99,1,5,2022-2023_robertonavarro
1332,1128,196,20,2,17,135,176,0,1000,8,41,2022-2023_jesusnavas
534,312,217,66,0,0,0,0,0,306,5,0,2022-2023_keylornavas
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
141,136,5,4,0,1,0,0,0,122,0,1,2022-2023_michelndaryadopo
374,364,9,8,1,0,2,1,0,337,1,2,2022-2023_youssoufndayishimiye
347,302,45,1,1,3,30,44,0,250,0,10,2022-2023_papandiagayade
899,868,31,25,1,5,2,3,0,754,0,19,2022-2023_wilfredndidi
574,562,12,8,1,0,1,2,0,504,0,13,2022-2023_tanguyndombele
173,153,20,1,3,4,2,0,0,106,0,4,2022-2023_alvaronegredo
120,118,2,0,0,0,12,0,2,101,0,1,2022-2023_reissnelson
163,153,9,0,6,1,0,0,0,116,1,6,2022-2023_ilijanestorovski
833,513,319,88,0,1,0,0,0,521,1,0,2022-2023_neto
384,342,42,11,2,3,66,6,25,284,0,14,2022-2023_pedroneto
348,286,61,9,1,0,6,48,4,279,1,9,2022-2023_lucanetz
504,415,89,19,0,0,0,1,0,449,0,0,2022-2023_manuelneuer
644,625,14,8,5,4,7,2,0,510,5,21,2022-2023_florianneuhaus
2106,1945,153,115,7,24,53,11,21,1730,8,30,2022-2023_rubenneves
1262,1147,106,33,25,8,54,12,52,1011,9,27,2022-2023_neymar
113,108,5,1,0,2,2,1,0,70,0,5,2022-2023_jessicngankam
175,160,12,2,1,1,18,0,7,98,3,8,2022-2023_cyrilngonge
391,293,98,8,0,0,2,90,0,265,0,8,2022-2023_moussaniakhate
232,206,25,1,2,3,7,2,0,175,1,6,2022-2023_ibrahimaniane
297,260,37,1,0,1,8,4,0,188,0,20,2022-2023_mbayeniang
772,748,22,20,1,3,1,1,0,676,2,5,2022-2023_tanguynianzou
1763,1721,40,37,0,20,0,3,0,1484,2,10,2022-2023_rasmusnicolaisen
248,236,10,8,0,2,4,0,2,184,2,4,2022-2023_hansnicolussicaviglia
200,175,24,1,2,0,4,3,0,118,1,9,2022-2023_florianniederlechner
146,139,7,0,0,1,4,0,0,95,0,6,2022-2023_florianniederlechner
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
520,492,26,2,2,1,15,23,0,408,2,9,2022-2023_saulniguez
1660,1519,136,48,0,25,18,67,0,1348,5,10,2022-2023_dimitrisnikolaou
5,5,0,0,0,0,0,0,0,5,0,0,2022-2023_fernandonino
2,2,0,0,0,0,0,0,0,0,0,2,2022-2023_justinnjinmah
255,231,24,0,0,1,5,0,0,205,0,11,2022-2023_eddienketiah
620,580,37,11,11,5,17,5,6,497,3,20,2022-2023_christophernkunku
706,691,10,2,8,9,7,3,0,534,5,14,2022-2023_felixnmecha
201,188,12,0,1,2,2,3,0,133,1,8,2022-2023_lukasnmecha
661,631,28,4,2,2,49,13,4,485,2,24,2022-2023_arnaudnordin
627,577,45,19,0,3,86,11,15,425,5,27,2022-2023_riadnouri
108,87,21,2,0,1,10,19,0,77,0,6,2022-2023_hugonovoa
1,1,0,0,0,0,0,0,0,1,0,0,2022-2023_samuelntanda
171,161,9,1,1,1,0,2,0,118,1,7,2022-2023_randynteka
65,64,0,0,1,0,0,0,0,49,1,2,2022-2023_randynteka
1141,786,355,89,1,2,0,0,0,851,0,0,2022-2023_alexandernubel
1028,994,31,14,6,33,43,8,9,818,3,23,2022-2023_matheusnunes
401,386,11,0,2,8,18,8,1,258,4,22,2022-2023_darwinnunez
2023,1967,53,49,0,34,3,4,0,1744,3,11,2022-2023_unainunez
139,124,14,4,0,3,0,9,0,113,1,2,2022-2023_bramnuytinck
659,628,26,24,0,1,0,2,0,559,5,3,2022-2023_bramnuytinck
0,0,0,0,0,0,0,0,0,0,0,0,2022-2023_ethannwaneri
841,810,31,30,0,4,1,1,0,710,0,6,2022-2023_gerzinonyamsi
99,82,16,1,0,1,0,0,0,75,1,0,2022-2023_rjannyland
593,566,25,4,0,1,10,6,0,471,2,17,2022-2023_mbalanzola
812,787,19,10,2,6,11,2,0,608,6,11,2022-2023_christiannrgaard
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
214,207,7,4,0,0,4,3,0,166,0,4,2022-2023_lewisobrien
438,411,25,25,0,12,1,0,0,363,2,6,2022-2023_pedroobiang
817,522,292,64,0,1,0,0,0,538,3,0,2022-2023_janoblak
369,338,27,5,0,3,34,5,17,274,4,11,2022-2023_brianocampo
450,418,27,2,0,2,26,18,1,333,5,13,2022-2023_lucasocampos
760,476,280,80,0,0,0,0,0,441,4,0,2022-2023_guillermoochoa
538,508,26,2,3,3,34,6,16,408,4,21,2022-2023_wilsonodobert
28,25,3,0,0,0,3,3,0,27,0,0,2022-2023_alvaroodriozola
51,51,0,0,0,0,0,0,0,39,0,1,2022-2023_timoermann
30,29,1,0,0,0,0,1,0,24,0,0,2022-2023_odelugaoffiah
415,406,9,7,0,0,0,0,0,332,0,2,2022-2023_angeloogbonna
935,854,80,33,0,3,3,37,0,741,1,17,2022-2023_florentogier
85,79,6,3,0,1,0,3,0,63,0,0,2022-2023_mariosoikonomou
504,485,14,1,3,5,22,7,0,353,5,25,2022-2023_davidokereke
458,419,37,18,0,3,2,17,0,345,2,8,2022-2023_calebokoli
48,47,1,1,0,2,0,0,0,39,0,0,2022-2023_olasagasti
797,596,199,27,0,3,71,153,19,606,2,28,2022-2023_lucasolaza
210,184,25,2,0,0,3,23,0,148,1,5,2022-2023_finnolebecker
157,151,5,1,0,2,2,0,0,123,1,4,2022-2023_mathiasolesen
1420,1189,229,63,4,21,242,18,127,985,2,49,2022-2023_michaelolise
1106,859,242,18,0,12,140,211,13,688,5,34,2022-2023_brianolivan
437,332,104,5,1,1,37,99,0,315,1,15,2022-2023_lucasoliveirarosa
1381,1176,201,26,1,8,19,173,2,1200,4,19,2022-2023_mathiasolivera
596,560,29,10,21,6,11,3,10,450,7,23,2022-2023_daniolmo
159,115,44,8,0,0,0,0,0,131,0,0,2022-2023_janolschowsky
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
131,89,40,12,0,1,0,0,0,74,2,1,2022-2023_robinolsen
982,956,25,23,4,0,0,0,0,911,1,1,2022-2023_warmedomari
415,283,132,47,0,2,0,0,0,295,0,0,2022-2023_jonasomlin
738,604,134,34,0,3,0,0,0,595,0,0,2022-2023_jonasomlin
337,328,7,1,2,3,5,2,0,252,2,16,2022-2023_adoonaiwu
980,970,6,4,5,7,5,1,0,816,4,6,2022-2023_amadouonana
1030,845,182,30,0,6,0,0,0,837,3,0,2022-2023_andreonana
478,462,13,12,0,2,3,1,0,412,3,4,2022-2023_jeanonana
608,538,67,0,2,1,57,7,0,343,3,44,2022-2023_karimonisiwo
6,6,0,0,0,0,0,0,0,4,0,1,2022-2023_joshonomah
91,90,1,1,0,2,0,0,0,55,0,4,2022-2023_paulonuachu
257,255,1,0,0,1,2,1,0,193,1,9,2022-2023_frankonyeka
443,382,59,1,7,3,30,8,0,297,2,22,2022-2023_loisopenda
2638,2554,80,74,1,15,3,3,0,2345,4,15,2022-2023_williorban
1005,980,23,10,1,9,1,9,0,731,2,4,2022-2023_ivanordets
193,184,8,0,1,1,11,0,0,128,1,6,2022-2023_divockorigi
820,778,37,9,4,4,7,1,2,649,5,27,2022-2023_aimaroroz
3,2,1,0,0,0,0,1,0,2,0,0,2022-2023_mislavorsic
867,777,89,26,0,30,99,5,56,553,1,41,2022-2023_riccardoorsolini
167,152,15,3,0,0,0,0,0,145,0,1,2022-2023_stefanortega
1,1,0,0,0,0,0,0,0,1,0,0,2022-2023_pedroortiz
217,176,39,2,0,0,15,34,3,150,2,7,2022-2023_jordiosei-tutu
400,383,17,0,1,3,19,9,0,276,0,27,2022-2023_victorosimhen
340,328,11,3,2,0,12,8,0,238,1,14,2022-2023_patrickosterhage
1182,974,204,14,2,5,68,190,0,873,4,36,2022-2023_paulootavio
Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Cmp,Off,Blocks,2022-2023_player
334,322,10,0,5,5,30,7,1,210,2,12,2022-2023_dangoouattara
444,431,12,1,6,0,33,8,2,267,1,10,2022-2023_dangoouattara
596,492,101,28,2,12,113,14,59,372,3,27,2022-2023_remioudin
36,36,0,0,0,0,0,0,0,34,0,0,2022-2023_zinedineouldkhaled
94,94,0,0,1,0,0,0,0,87,0,2,2022-2023_azzedineounahi
630,603,24,13,2,7,17,4,5,542,3,11,2022-2023_azzedineounahi
17,16,0,0,0,1,0,0,0,13,1,1,2022-2023_adamounas
569,510,54,11,5,5,75,7,36,403,5,19,2022-2023_adamounas
503,332,164,32,0,2,96,91,41,295,7,17,2022-2023_thomasouwejan
52,50,1,1,0,0,0,0,0,28,1,0,2022-2023_reeceoxford
106,102,2,0,2,3,2,2,0,75,2,4,2022-2023_alexoxlade-chamberlain
392,368,22,9,1,2,28,3,7,285,2,18,2022-2023_mikeloyarzabal
999,959,39,31,1,6,3,6,0,882,1,7,2022-2023_salihozcan
769,744,23,18,0,16,3,2,0,646,2,8,2022-2023_cenkozkacar
3,3,0,0,0,0,0,0,0,3,0,0,2022-2023_davidozoh
1,1,0,0,1,0,0,0,0,1,0,0,2022-2023_levinoztunal
31,22,8,4,0,0,0,0,0,20,1,0,2022-2023_fernandopacheco
557,367,187,50,0,0,0,0,0,399,3,0,2022-2023_fernandopacheco
907,859,43,32,1,8,0,4,0,812,5,4,2022-2023_jonpacheco
