Season,home_team,away_team,home_score,away_score,result,Cmp,Int 90s,Carries,ProgressivegDist,LP_Cmp,Goals,Att,SCA90,Recievd ,Tackles_Won,Int Min,PenaltiesAttemped,LP_Att,PKatt_y,PrgDist,DribbleTkld,SCA,DribbleSucc,Int Goals,MP_Att,GoalsandAssists,ProgressiveReceive,TotDist_y,GA,Int Goals Per 90,Tackles_mid_3rd,Int Starts,NonPenaltyGoals,TouchesLive,Touches,Sh/90,Total_Tackles,PenaltyGoals,TouchesDef 3rd,DribblesAtt,TouchesAtt 3rd,MP_Cmp,Int Non Penalty Goals,SoTA,Int Non Penalty Goals Per 90,SP_Cmp,original_Season,original_home_team,original_away_team
1,9,5,0.0,2.0,Belgium,-751.6666666666666,0.0499999999999998,-626.8333333333334,-1975.3333333333333,-183.0,-10.4,-861.0,-1.2880000000000005,-684.0833333333334,-9.833333333333334,8.583333333333371,-1.0,-367.0,-1.0,-11693.0,-33.7,-94.35,-52.1,-0.3999999999999999,-384.5,-15.8,-219.7,-3380.083333333333,,-0.452,-8.5,0.8333333333333335,-9.4,-982.5833333333334,-982.5833333333334,-2.994,-15.333333333333336,-1.0,-889.0,-86.05,-618.2,-351.75,-0.1999999999999999,,-0.3999999999999999,-310.5,2018-2019,Cyprus,Belgium
1,21,7,1.0,1.0,Draw,246.0,-2.6,347.5,1646.0,12.0,3.5,338.0,3.1325000000000003,356.0,10.5,-235.0,1.0,15.0,1.0,477.0,26.25,42.25,24.25,2.0,106.5,6.0,94.0,3043.5,,0.97,8.5,-3.0,2.5,497.0,498.0,2.195,16.0,1.0,25.0,50.5,264.25,77.0,2.0,,0.97,142.0,2018-2019,Kosovo,Bulgaria
1,28,32,1.0,1.0,Draw,-495.7142857142858,1.871428571428571,-332.57142857142856,-1671.4285714285716,136.0,7.0,-773.1428571428571,0.6266666666666674,-467.57142857142856,-19.375,172.4285714285714,-1.0,321.0,-1.0,3543.0,0.75,-19.41666666666669,-0.9166666666666714,2.0,-166.57142857142856,10.0,20.75,-2444.142857142857,,0.7533333333333333,-5.125,2.071428571428571,8.333333333333334,-885.7142857142858,-888.7142857142858,2.713333333333333,-12.0,-1.3333333333333333,281.0,-0.1666666666666714,-116.58333333333326,-72.85714285714278,2.0,,0.7533333333333333,-342.42857142857144,2018-2019,Portugal,Serbia
1,23,39,1.0,2.0,Ukraine,-1201.0,3.4,-928.0,-1994.0,-61.0,-1.5,-1326.0,-0.8250000000000002,-1050.0,-16.0,310.0,0.0,-83.0,0.0,-4013.0,-4.5,-16.0,-5.0,-0.5,-404.0,-3.0,-39.5,-3526.0,,-0.44,-15.0,4.0,-1.5,-1444.0,-1444.0,-1.045,-30.0,0.0,-182.0,-9.5,-136.0,-371.0,0.0,,-0.44,-716.0,2018-2019,Luxembourg,Ukraine
1,15,19,4.0,0.0,France,627.75,0.6678571428571427,331.71428571428567,837.428571428572,148.25,7.5,599.7857142857142,0.8016666666666667,419.4285714285714,12.857142857142858,59.60714285714283,-3.0,234.5,-3.0,9896.25,14.0,40.25,15.916666666666671,0.0,314.1428571428571,12.0,78.33333333333329,924.1428571428568,,-0.73,9.714285714285715,0.6428571428571428,11.0,582.9285714285711,581.9285714285711,1.6299999999999994,18.5,-3.5,758.0,29.916666666666657,301.58333333333326,311.7142857142857,0.0,,-0.73,246.8571428571428,2018-2019,France,Iceland
1,37,11,3.0,3.0,Draw,758.5,1.0541666666666665,539.5833333333337,1513.583333333333,-39.0,-3.0,899.5,0.302,742.6666666666663,-4.700000000000003,95.66666666666664,0.0,-80.5,0.0,-888.5,7.525,8.299999999999997,-1.8500000000000012,-0.4,346.0,-4.6,15.299999999999995,2892.25,-2.0,-0.1659999999999999,-7.466666666666665,0.9166666666666664,-3.0,943.6666666666664,943.6666666666664,-0.974,-0.5333333333333314,0.0,174.0,5.674999999999997,26.94999999999999,311.33333333333326,-0.4,7.5,-0.1659999999999999,310.5,2018-2019,Switzerland,Denmark
1,26,36,3.0,3.0,Draw,-945.5,2.4875,-672.25,-2101.0,148.0,1.0,-1208.5,1.206666666666667,-788.25,-7.5,221.875,0.0,395.0,0.0,7847.0,17.75,49.0,27.0,0.5,-485.5,0.0,59.5,-3584.25,6.0,0.25,-8.25,2.5,1.0,-1435.75,-1435.75,0.9150000000000004,-11.333333333333329,0.0,298.0,45.0,230.08333333333337,-394.25,0.5,17.0,0.25,-461.5,2018-2019,Norway,Sweden
1,2,14,0.0,2.0,Finland,-1079.8333333333333,-3.725000000000001,-765.5,-3398.833333333333,-360.6666666666667,1.333333333333333,-1145.5,2.0200000000000005,-836.3333333333334,-13.0,-337.0833333333333,0.0,-595.3333333333334,0.0,-19713.0,18.33333333333333,43.333333333333336,16.0,0.6666666666666666,-731.5,3.5,88.0,-4818.833333333334,,0.1233333333333333,-13.666666666666666,-3.75,1.333333333333333,-1233.5,-1233.5,1.8366666666666664,-34.33333333333333,0.0,-1314.6666666666667,34.333333333333336,321.3333333333333,-711.8333333333334,0.6666666666666666,,0.1233333333333333,-169.83333333333337,2018-2019,Armenia,Finland
1,28,37,3.0,1.0,Portugal,-520.7142857142858,0.7547619047619047,-333.65476190476227,-524.0119047619046,104.5,10.0,-664.6428571428571,0.8266666666666671,-490.9880952380949,-4.875,66.76190476190476,2.0,293.0,2.0,4306.5,2.125,47.583333333333314,11.833333333333329,2.0,-250.32142857142856,14.0,94.25,-1532.1428571428569,24.0,0.7533333333333333,-0.4583333333333357,0.9047619047619048,8.333333333333334,-731.6309523809523,-731.6309523809523,2.213333333333333,-8.666666666666671,1.6666666666666667,76.0,13.958333333333329,301.16666666666674,-212.19047619047603,2.0,58.0,0.7533333333333333,-201.67857142857144,2018-2019,Portugal,Switzerland
1,12,25,1.0,3.0,Netherlands,-472.44285714285706,-0.0842857142857145,-418.5,-1675.5857142857149,307.0,-6.5,-495.02142857142894,-0.8258333333333336,-358.61428571428587,-15.61904761904762,-10.9785714285714,1.0,782.0,1.0,18336.0,8.708333333333336,-37.25,-2.5416666666666714,1.5,-291.0857142857143,-8.5,-3.75,-2347.0714285714284,42.0,0.31,-17.45238095238095,-0.314285714285714,-7.25,-623.9142857142858,-623.9142857142858,-0.8500000000000001,-32.05952380952382,0.75,1220.0,6.291666666666671,-110.20833333333336,-283.47857142857146,1.25,122.0,0.2525,-140.99285714285713,2018-2019,England,Netherlands
1,10,7,2.0,1.0,Czechia,1348.0,-0.4500000000000002,897.0,1932.0,271.0,3.0,1656.0,0.99,1136.0,4.0,-41.5,0.0,653.0,0.0,15465.0,3.0,18.5,5.0,0.5,600.0,5.0,42.5,3856.0,,0.255,2.0,-1.0,3.0,2007.0,2007.0,2.15,7.0,0.0,1054.0,8.0,123.0,492.0,0.5,,0.255,785.0,2018-2019,Czechia,Bulgaria
1,39,32,5.0,0.0,Ukraine,-384.0,-0.6000000000000001,-283.0,-2617.0,-99.0,-6.5,-717.0,-0.7049999999999996,-418.0,-24.0,-54.0,-3.0,-239.0,-3.0,-7444.0,-19.5,-96.0,-23.0,1.5,-301.0,-7.0,-137.5,-3600.0,,0.64,-12.0,-1.0,-3.5,-896.0,-899.0,0.8049999999999999,-22.0,-3.0,-453.0,-42.5,-555.0,-189.0,1.0,,0.64,-100.0,2018-2019,Ukraine,Serbia
1,26,29,2.0,2.0,Draw,10.5,3.4,-59.0,-411.0,394.0,2.5,-3.0,-1.2799999999999998,-14.5,5.0,304.5,0.0,827.5,0.0,22494.0,22.25,58.5,31.0,0.0,34.0,2.5,88.5,-742.5,,0.12,5.25,3.5,2.5,-24.5,-24.5,-0.0049999999999998,9.5,0.0,1187.5,53.5,302.75,42.0,0.0,,0.12,-36.0,2018-2019,Norway,Romania
1,3,34,1.0,0.0,Austria,247.75,-0.0499999999999998,181.25,679.3333333333337,37.33333333333336,-4.0,314.41666666666674,-1.0724999999999998,204.41666666666669,9.083333333333329,-4.0,0.0,35.66666666666666,0.0,1683.333333333333,4.25,5.5,-6.5,0.0,86.16666666666663,-4.5,47.0,1319.0,,0.0,4.58333333333333,-0.5,-4.0,361.0,361.0,-0.7849999999999997,14.0,0.0,85.0,-2.25,76.0,66.25,0.0,,0.0,150.08333333333337,2018-2019,Austria,Slovenia
1,8,40,2.0,1.0,Croatia,-72.33333333333337,-0.3999999999999999,-238.66666666666657,-582.8333333333333,-89.0,-6.0,-160.66666666666674,1.035,-185.16666666666663,-6.5,-36.50000000000006,-1.0,-292.0,-1.0,-5081.333333333334,-8.0,-18.0,-3.5,-1.3333333333333337,-26.333333333333314,-7.0,-85.0,-1437.333333333333,,-0.4866666666666667,-3.5,0.0,-5.0,-308.1666666666663,-308.1666666666663,-1.815,-13.0,-1.0,-255.66666666666669,-11.0,-188.0,4.0,-1.3333333333333337,,-0.4866666666666667,-98.00000000000006,2018-2019,Croatia,Wales
1,19,0,1.0,0.0,Iceland,-855.75,0.975,-530.0,-1749.0,-85.75,10.0,-848.5,1.685,-641.0,-5.5,88.25,4.0,-128.5,4.0,-5205.25,6.0,13.0,10.0,1.0,-372.5,10.0,47.5,-2211.0,,1.0,0.0,1.0,6.0,-838.0,-837.0,2.06,-3.5,4.0,-354.0,16.0,-8.5,-368.5,1.0,,1.0,-415.5,2018-2019,Iceland,Albania
1,38,15,2.0,0.0,Turkey,-438.0,0.6071428571428572,-323.71428571428567,-849.178571428572,-50.0,-14.5,-492.0357142857142,0.2208333333333332,-386.9285714285714,-31.857142857142858,54.64285714285717,-1.0,-127.0,-1.0,-4773.0,-18.75,-45.5,-28.16666666666667,-1.0,-219.8928571428571,-15.0,-98.33333333333329,-1624.3928571428569,,-0.27,-24.714285714285715,0.3571428571428572,-14.0,-542.6785714285711,-542.6785714285711,-1.2149999999999994,-52.0,-0.5,-186.0,-46.91666666666666,-359.83333333333326,-206.2142857142857,-1.0,,-0.27,-191.1071428571428,2018-2019,Turkey,France
1,31,9,2.0,1.0,Scotland,1314.5,0.7999999999999998,1102.5,3199.5,120.0,5.5,1629.0,0.1100000000000003,1258.0,11.25,68.0,0.0,265.0,0.0,12027.0,20.0,94.5,13.5,-0.5,610.0,13.0,170.0,5377.5,,-0.0299999999999999,6.5,0.0,5.5,1814.5,1814.5,1.65,12.75,0.0,643.0,33.5,635.0,496.0,-0.5,,-0.0299999999999999,708.0,2018-2019,Scotland,Cyprus
1,14,6,2.0,0.0,Finland,983.5,3.825,577.5,3219.5,325.0,-7.0,983.5,-2.47,496.0,20.0,344.75,0.0,573.0,0.0,19537.0,-34.0,-105.0,-32.0,-3.0,666.5,-12.5,-237.0,3599.5,,-0.75,18.0,3.75,-7.0,880.5,880.5,-3.7,40.0,0.0,1336.0,-66.0,-542.0,668.5,-3.0,,-0.75,156.5,2018-2019,Finland,Bosnia
1,37,12,0.0,0.0,Draw,456.3,-1.5633333333333337,257.5833333333337,945.8833333333332,-138.5,-9.5,541.95,-0.3566666666666664,405.3166666666664,9.833333333333336,-138.28333333333336,-1.5,-467.0,-1.5,-9129.5,-15.5,-35.58333333333334,-25.70833333333333,-1.5,231.54999999999995,-15.5,-102.66666666666669,1562.5,-24.0,-0.31,5.5,-1.2333333333333338,-8.25,598.1166666666666,598.1166666666666,-1.1649999999999998,21.583333333333343,-1.25,-489.0,-41.33333333333334,-281.29166666666663,218.38333333333327,-1.25,-56.0,-0.2525,135.10000000000002,2018-2019,Switzerland,England
1,28,25,1.0,0.0,Portugal,-536.8571428571429,-0.8928571428571432,-494.57142857142856,-1253.7142857142862,273.0,-6.0,-617.714285714286,-0.355833333333333,-444.28571428571433,-10.660714285714285,-82.5,1.5,608.0,1.5,13513.0,-4.666666666666664,-25.25000000000003,-16.41666666666667,2.0,-309.8571428571429,-10.0,-12.166666666666686,-2316.7142857142853,42.0,0.7533333333333333,-12.410714285714285,-0.6428571428571432,-7.166666666666666,-757.4285714285716,-757.4285714285716,0.1983333333333332,-19.142857142857142,1.1666666666666667,807.0,-21.083333333333343,-90.33333333333326,-277.2857142857142,2.0,124.0,0.7533333333333333,-207.57142857142856,2018-2019,Portugal,Netherlands
1,7,21,2.0,3.0,Kosovo,-246.0,2.6,-347.5,-1646.0,-12.0,-3.5,-338.0,-3.1325000000000003,-356.0,-10.5,235.0,-1.0,-15.0,-1.0,-477.0,-26.25,-42.25,-24.25,-2.0,-106.5,-6.0,-94.0,-3043.5,,-0.97,-8.5,3.0,-2.5,-497.0,-498.0,-2.195,-16.0,-1.0,-25.0,-50.5,-264.25,-77.0,-2.0,,-0.97,-142.0,2018-2019,Bulgaria,Kosovo
1,39,23,1.0,0.0,Ukraine,1201.0,-3.4,928.0,1994.0,61.0,1.5,1326.0,0.8250000000000002,1050.0,16.0,-310.0,0.0,83.0,0.0,4013.0,4.5,16.0,5.0,0.5,404.0,3.0,39.5,3526.0,,0.44,15.0,-4.0,1.5,1444.0,1444.0,1.045,30.0,0.0,182.0,9.5,136.0,371.0,0.0,,0.44,716.0,2018-2019,Ukraine,Luxembourg
1,35,36,3.0,0.0,Spain,365.25,-0.1375000000000001,313.47916666666674,758.25,93.0,6.0,366.2291666666663,1.1116666666666668,403.2083333333337,33.33333333333333,-12.875,0.5,267.0,0.5,6051.0,6.75,47.125,16.25,1.0,13.229166666666629,7.5,102.0,1560.416666666666,12.0,0.885,18.0,-0.125,5.75,415.708333333333,416.1875,1.6275000000000002,47.0,0.25,251.0,23.0,309.83333333333337,18.72916666666663,1.0,45.0,0.885,314.47916666666674,2018-2019,Spain,Sweden
1,17,13,8.0,0.0,Germany,1504.1428571428569,1.2071428571428573,1115.0714285714284,3071.5,127.5,12.5,1714.857142857143,3.2333333333333334,1388.0714285714284,19.833333333333336,108.71428571428572,0.5,220.0,0.5,8015.0,38.41666666666666,84.25,36.33333333333333,1.0,686.1428571428571,21.0,266.66666666666663,6055.0,,0.365,18.5,1.2142857142857144,12.5,1819.1428571428569,1819.1428571428569,3.14,36.5,0.0,470.5,74.75,703.3333333333333,612.7142857142858,1.0,,0.365,685.9285714285714,2018-2019,Germany,Estonia
1,18,40,1.0,0.0,Hungary,109.0,1.6,-230.3333333333333,-505.83333333333326,193.0,-2.0,113.33333333333326,0.4649999999999998,-142.5,-8.0,143.83333333333331,-1.0,321.0,-1.0,9851.0,-17.0,-5.0,-14.0,2.0,156.66666666666669,-2.0,-74.5,-1270.333333333333,1.0,0.01,-8.0,1.5,-1.0,157.8333333333337,157.8333333333337,-0.1299999999999999,-15.0,-1.0,552.0,-31.0,-192.0,132.0,2.0,48.0,0.01,-82.33333333333337,2018-2019,Hungary,Wales
1,19,38,2.0,1.0,Iceland,-189.75,-1.275,-8.0,11.75,-98.25,7.0,-107.75,-1.0225,-32.5,19.0,-114.25,4.0,-107.5,4.0,-5123.25,4.75,5.25,12.25,1.0,-94.25,3.0,20.0,700.25,,1.0,15.0,-1.0,3.0,-40.25,-39.25,-0.415,33.5,4.0,-572.0,17.0,58.25,-105.5,1.0,,1.0,-55.75,2018-2019,Iceland,Turkey
1,5,31,3.0,0.0,Belgium,-562.8333333333334,-0.8499999999999996,-475.6666666666666,-1224.1666666666667,63.0,4.9,-768.0,1.178,-573.9166666666666,-1.416666666666666,-76.58333333333337,1.0,102.0,1.0,-334.0,13.700000000000005,-0.1500000000000056,38.6,0.8999999999999999,-225.5,2.8000000000000007,49.69999999999999,-1997.416666666667,,0.482,2.0,-0.8333333333333335,3.9,-831.9166666666666,-831.9166666666666,1.3440000000000003,2.583333333333336,1.0,246.0,52.55,-16.799999999999955,-144.25,0.7,,0.4299999999999999,-397.5,2018-2019,Belgium,Scotland
1,30,9,1.0,0.0,Russia,845.0,-1.2000000000000002,887.0,2786.0,69.0,3.0,1083.0,0.1800000000000001,981.0,31.0,-108.0,0.0,115.0,0.0,3061.0,22.0,79.0,28.0,1.0,368.0,6.0,150.0,6218.0,,0.6699999999999999,22.0,-2.0,3.0,1325.0,1325.0,1.93,43.0,0.0,163.0,50.0,563.0,274.0,1.0,,0.6699999999999999,456.0,2018-2019,Russia,Cyprus
1,20,6,2.0,1.0,Italy,514.2222222222222,-1.295,252.22222222222217,1322.7777777777778,219.0,1.0,549.4444444444443,0.1655000000000002,93.8888888888888,24.142857142857142,-116.65,2.2,380.0,2.2,16365.0,-1.625,-10.625,-5.824999999999999,-3.0,290.66666666666663,-2.1999999999999997,-28.27500000000001,861.0,,-0.75,21.571428571428573,-1.2999999999999998,-0.8000000000000007,443.33333333333326,443.44444444444434,-1.082,41.0,1.8,1177.0,-7.450000000000003,30.049999999999955,274.55555555555554,-3.0,,-0.75,189.3333333333333,2018-2019,Italy,Bosnia
1,29,35,1.0,2.0,Spain,-1321.25,-0.7749999999999999,-926.7291666666669,-2448.25,-339.0,-7.5,-1571.7291666666663,1.375,-1176.9583333333337,-45.83333333333333,-69.75,-0.5,-699.5,-0.5,-20698.0,-11.25,-56.625,-20.25,-0.5,-532.7291666666666,-10.0,-131.0,-4402.166666666666,,-0.755,-31.5,-0.875,-7.25,-1826.958333333333,-1827.4375,-0.7075,-67.83333333333333,-0.25,-1140.5,-31.5,-382.5,-454.9791666666666,-0.5,,-0.755,-739.9791666666667,2018-2019,Romania,Spain
1,2,20,1.0,3.0,Italy,-610.5555555555554,1.3949999999999996,-440.2222222222222,-1502.111111111111,-254.66666666666669,-6.666666666666667,-711.4444444444443,-0.6154999999999999,-434.2222222222222,-17.142857142857142,124.31666666666668,-2.2,-402.33333333333337,-2.2,-16541.0,-14.041666666666671,-51.04166666666666,-10.175,0.6666666666666666,-355.66666666666663,-6.800000000000001,-120.725,-2080.333333333333,,0.1233333333333333,-17.23809523809524,1.2999999999999998,-4.866666666666666,-796.3333333333333,-796.4444444444443,-0.7813333333333339,-35.33333333333333,-1.8,-1155.6666666666667,-24.21666666666666,-250.71666666666664,-317.8888888888889,0.6666666666666666,,0.1233333333333333,-202.66666666666669,2018-2019,Armenia,Italy
1,17,25,2.0,4.0,Netherlands,486.4999999999998,-1.7571428571428571,243.07142857142844,993.7142857142852,188.0,-8.0,545.2857142857138,-0.6241666666666665,481.85714285714266,-6.452380952380949,-160.2142857142857,0.0,320.0,0.0,10912.0,10.499999999999991,-26.083333333333343,-7.666666666666671,1.0,197.8571428571428,-8.5,59.24999999999994,2373.928571428572,19.0,0.365,-10.285714285714285,-1.5,-7.5,465.4285714285711,465.4285714285711,-0.5049999999999999,-14.142857142857146,-0.5,804.0,2.8333333333333286,56.58333333333326,179.7857142857143,1.0,42.0,0.365,190.28571428571436,2018-2019,Germany,Netherlands
1,33,8,0.0,4.0,Croatia,208.33333333333337,0.9333333333333336,171.33333333333331,295.0,295.0,2.8,164.0,-1.128,154.0,12.5,84.66666666666674,0.4,734.0,0.4,15262.333333333334,-8.0,11.6,3.3000000000000007,-0.2666666666666666,97.33333333333331,3.2,-29.9,885.6666666666665,,-0.0593333333333334,10.7,0.5,2.4000000000000004,169.66666666666663,169.66666666666663,-0.669,20.9,0.4,963.6666666666669,-5.200000000000003,14.600000000000025,107.0,-0.2666666666666666,,-0.0593333333333334,78.33333333333337,2018-2019,Slovakia,Croatia
1,34,27,2.0,0.0,Slovenia,-522.75,0.5499999999999998,-432.0,-1749.25,-7.416666666666671,-13.5,-666.25,0.3599999999999999,-429.5,-31.0,50.0,-2.0,-33.25,-2.0,-2350.75,-4.5,-60.0,-13.0,-0.5,-303.5,-17.5,-140.0,-2543.5,,-0.25,-17.666666666666664,1.0,-12.0,-853.75,-853.75,-1.165,-44.0,-1.5,-344.75,-17.5,-337.5,-246.5,0.0,,0.0,-200.75,2018-2019,Slovenia,Poland
1,31,30,1.0,2.0,Russia,469.5,2.0,215.5,413.5,51.0,2.5,546.0,-0.0699999999999998,277.0,-19.75,176.0,0.0,150.0,0.0,8966.0,-2.0,15.5,-14.5,-1.5,242.0,7.0,20.0,-840.5,,-0.7,-15.5,2.0,2.5,489.5,489.5,-0.28,-30.25,0.0,480.0,-16.5,72.0,222.0,-1.5,,-0.7,252.0,2018-2019,Scotland,Russia
1,21,10,2.0,1.0,Kosovo,-1102.0,-2.15,-549.5,-286.0,-259.0,0.5,-1318.0,2.1425,-780.0,6.5,-193.5,1.0,-638.0,1.0,-14988.0,23.25,23.75,19.25,1.5,-493.5,1.0,51.5,-812.5,-44.0,0.715,6.5,-2.0,-0.5,-1510.0,-1509.0,0.0449999999999999,9.0,1.0,-1029.0,42.5,141.25,-415.0,1.5,-141.0,0.715,-643.0,2018-2019,Kosovo,Czechia
1,12,7,4.0,0.0,England,1161.7,1.2799999999999998,949.5,2497.7,332.0,14.5,1400.55,2.8266666666666667,1079.1,19.666666666666664,112.95,1.5,818.0,1.5,19897.0,37.125,81.58333333333334,42.95833333333333,0.5,566.2,21.5,198.16666666666669,4601.5,,0.0299999999999999,16.833333333333336,0.4000000000000003,13.25,1595.8,1595.8,2.905,31.08333333333333,1.25,1334.0,80.20833333333334,550.5416666666666,487.95,0.25,,-0.0275,542.15,2018-2019,England,Bulgaria
