Season,home_team,away_team,home_score,away_score,result,Cmp,Int 90s,Carries,ProgressivegDist,LP_Cmp,Goals,Att,SCA90,Recievd ,Tackles_Won,Int Min,PenaltiesAttemped,LP_Att,PKatt_y,PrgDist,DribbleTkld,SCA,DribbleSucc,Int Goals,MP_Att,GoalsandAssists,ProgressiveReceive,TotDist_y,GA,Int Goals Per 90,Tackles_mid_3rd,Int Starts,NonPenaltyGoals,TouchesLive,Touches,Sh/90,Total_Tackles,PenaltyGoals,TouchesDef 3rd,DribblesAtt,TouchesAtt 3rd,MP_Cmp,Int Non Penalty Goals,SoTA,Int Non Penalty Goals Per 90,SP_Cmp,original_Season,original_home_team,original_away_team
0,3,17,2.0,1.0,Austria,-589.7380952380948,0.6645833333333333,-393.8928571428571,-1147.380952380952,-31.0,0.5,-701.6428571428568,-0.7450000000000001,-524.6547619047615,4.583333333333336,58.5625,-1.0,-34.0,-1.0,-1021.0,21.4,-11.099999999999994,-1.9499999999999995,1.0,-372.86904761904754,1.0,-24.30000000000001,-1919.1428571428569,2.0,0.32,3.875,0.4791666666666669,1.5,-761.2023809523813,-761.2023809523813,-0.6550000000000002,7.375,-1.0,-60.0,19.950000000000003,-110.95000000000005,-327.83333333333337,1.0,1.0,0.32,-178.3809523809523,2017-2018,Austria,Germany
0,19,26,2.0,3.0,Norway,63.0,-5.074999999999999,154.0,451.0,-307.0,-0.333333333333333,284.0,-0.0199999999999995,157.0,-35.0,-457.75,1.5,-705.0,1.5,-17430.5,-15.25,23.25,-14.5,0.1666666666666666,-30.0,1.833333333333333,4.5,1547.0,,0.05,-35.0,-5.0,-1.833333333333333,452.0,452.0,0.1099999999999998,-50.0,1.5,-1022.0,-30.75,125.25,-76.5,0.5,,0.17,133.0,2017-2018,Iceland,Norway
0,0,39,1.0,4.0,Ukraine,778.6666666666667,-0.7833333333333337,596.6666666666667,2567.333333333333,293.0,-3.5,957.3333333333331,-1.27,603.3333333333333,2.0,-74.66666666666671,0.0,526.0,0.0,15400.0,-11.5,-17.5,6.0,-3.5,413.6666666666666,-6.333333333333333,-76.0,4268.666666666667,,-0.35,4.0,-1.5,-3.5,1195.0,1195.0,-1.61,5.0,0.0,986.5,-5.5,-69.0,355.33333333333337,-3.0,,-0.3,321.66666666666663,2017-2018,Albania,Ukraine
0,35,37,1.0,1.0,Draw,615.55,0.1299999999999999,453.9000000000001,557.8000000000002,11.0,9.666666666666666,631.25,1.2816666666666667,497.75,-20.73333333333333,14.0,0.5833333333333333,77.0,0.5833333333333333,1769.0,-2.5,23.499999999999982,11.333333333333336,0.6666666666666666,196.6,11.333333333333336,98.83333333333331,1287.6499999999996,-14.0,0.52,-10.4,-0.1499999999999999,8.666666666666666,665.6999999999998,665.5500000000002,1.0566666666666664,-22.66666666666667,0.75,-156.0,8.833333333333321,214.66666666666669,187.79999999999995,0.6666666666666666,-11.0,0.52,379.75,2017-2018,Spain,Switzerland
0,20,25,1.0,1.0,Draw,292.45833333333337,4.987500000000001,263.75,1011.583333333333,147.0,-8.714285714285714,348.95833333333326,-0.9610119047619046,312.29166666666674,-0.0416666666666643,123.6690476190476,-0.0357142857142858,259.0,-0.0357142857142858,8348.0,-9.761904761904766,-16.238095238095255,-4.357142857142858,1.3928571428571428,142.91666666666663,-11.964285714285714,17.178571428571445,1770.8333333333337,-3.5,0.0564285714285713,0.5694444444444429,4.991666666666666,-8.25,413.49999999999966,413.5416666666671,1.6439285714285712,3.819444444444443,-0.4642857142857142,627.0,-13.404761904761903,-54.607142857142776,123.66666666666669,1.25,-12.5,0.0407142857142857,133.125,2017-2018,Italy,Netherlands
0,30,38,1.0,1.0,Draw,-1441.0,-0.6000000000000001,-1055.0,-2440.0,-161.0,-3.666666666666667,-1522.0,-0.3016666666666667,-1166.0,-9.0,-57.0,0.0,-211.0,0.0,-10106.0,-0.3333333333333321,-0.8333333333333286,-12.0,2.0,-886.0,-4.0,-6.666666666666657,-4934.0,,0.8033333333333333,3.0,-1.0,-3.666666666666667,-1579.0,-1579.0,0.1833333333333331,-9.0,0.0,-658.0,-12.333333333333336,-35.333333333333286,-863.0,2.0,,0.8033333333333333,-405.0,2017-2018,Russia,Turkey
0,29,14,2.0,0.0,Romania,-477.75,-7.125,-356.25,-1395.5,-327.0,4.0,-614.5,0.49,-440.0,-36.0,-641.5,1.0,-695.0,1.0,-19165.0,29.0,22.0,17.0,-1.0,-318.0,5.0,138.0,-1873.25,-36.0,-0.245,-17.0,-7.0,4.0,-664.0,-664.0,1.0300000000000002,-57.0,0.0,-1196.0,46.0,280.0,-301.5,-1.0,-107.0,-0.245,-206.0,2017-2018,Romania,Finland
0,23,16,1.0,0.0,Luxembourg,,1.9000000000000004,,,,-3.0,,,,,173.0,0.0,,0.0,,,,,0.0,,-4.0,,,,0.0,,2.0,-3.0,,,0.42,,0.0,,,,,0.0,,0.0,,2017-2018,Luxembourg,Georgia
0,4,18,1.0,1.0,Draw,,-6.4,,,,0.0,,,,,-574.5,2.0,,2.0,,,,,-5.0,,4.0,,,,-0.93,,-6.5,-2.0,,,-0.95,,2.0,,,,,-5.0,,-0.93,,2017-2018,Belarus,Hungary
0,14,4,2.0,0.0,Finland,,7.125,,,,-2.0,,,,,641.5,-2.0,,-2.0,,,,,1.0,,-5.0,,,,0.245,,7.0,0.0,,,0.1799999999999999,,-2.0,,,,,1.0,,0.245,,2017-2018,Finland,Belarus
0,28,35,3.0,3.0,Draw,-1066.8,-0.1299999999999999,-782.4000000000001,-2066.05,-237.25,0.3333333333333339,-1122.25,-0.4716666666666667,-898.0,-14.225,-13.5,0.6666666666666667,-527.5,0.6666666666666667,-14847.0,-10.5,-23.666666666666657,-9.916666666666664,0.6666666666666667,-444.85,-0.6666666666666679,9.583333333333371,-3504.65,-4.0,-0.2,-11.85,0.1499999999999999,-0.166666666666666,-1218.9499999999998,-1219.5500000000002,2.433333333333333,-26.625,0.5,-801.5,-20.416666666666657,-3.5833333333333712,-427.55,0.1666666666666667,-33.0,-0.325,-509.25,2017-2018,Portugal,Spain
0,32,37,1.0,2.0,Switzerland,234.25,-1.7000000000000002,139.5,676.5,-193.5,-3.0,397.25,4.440892098500626e-16,200.25,-15.833333333333336,-152.5,-0.75,-388.5,-0.75,-10664.5,-7.0,23.83333333333333,4.166666666666671,-0.1666666666666666,74.0,-2.333333333333333,40.666666666666686,950.75,,-0.0149999999999999,-20.5,-1.75,-3.0,464.0,463.25,-0.6150000000000001,-30.16666666666667,-0.25,-807.5,-2.833333333333336,244.8333333333333,28.5,-0.1666666666666666,,-0.0149999999999999,191.25,2017-2018,Serbia,Switzerland
0,17,36,2.0,1.0,Germany,470.8333333333329,0.5166666666666668,273.58333333333337,512.8333333333333,-18.0,9.5,513.9999999999997,-0.5446666666666662,396.74999999999966,14.583333333333332,45.58333333333334,-0.3333333333333332,-76.0,-0.3333333333333332,-2904.333333333333,24.3,43.3,15.15,-0.3333333333333333,315.08333333333326,11.333333333333334,156.33333333333334,748.8333333333335,,-0.0766666666666666,6.625,0.6666666666666663,9.166666666666666,566.416666666667,566.416666666667,0.5050000000000003,19.625,0.0,-298.0,39.45,384.2833333333334,304.1666666666667,-0.3333333333333333,,-0.0766666666666666,67.99999999999989,2017-2018,Germany,Sweden
